"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1921,,1899,,
"afg",1921,,862,39.8,465.131183196
"ago",1921,,1284,47.9,464.6
"alb",1921,,1535,26.9,358.91
"and",1921,,4258,,
"are",1921,,2205,44.2,415.620352595
"arg",1921,,6886,45.7,179.05
"arm",1921,,504,38.5,253.354316504
"atg",1921,,1726,,177.319445509
"aus",1921,,8100,41.4,89.6651970803
"aut",1921,,5263,37.2,253.24
"aze",1921,,660,42.8,254.928151031
"bdi",1921,,468,46.2,405.54
"bel",1921,,7737,51.3,157.54
"ben",1921,,993,43.9,413.486708746
"bfa",1921,,538,40,435.505040603
"bgd",1921,,1133,38.4,506.71563025
"bgr",1921,,1755,29.4,263.07
"bhr",1921,,2748,38.3,420.555924658
"bhs",1921,,3604,,164.926630864
"bih",1921,,1136,45.4,356.62
"blr",1921,,535,35.5,227.53
"blz",1921,,1223,,196.612879704
"bmu",1921,,3262,,
"bol",1921,,2228,36.9,386.756628897
"bra",1921,,1702,35.9,398.008545185
"brb",1921,,1932,,652.03596778
"brn",1921,,2136,,349.79
"btn",1921,,771,47.5,418.913112458
"bwa",1921,,663,38.1,378.040086622
"caf",1921,,766,47.1,426.109991882
"can",1921,,5587,41.4,143.861438907
"che",1921,,10301,38.5,95.34
"chl",1921,,3495,73.6,451.51011878
"chn",1921,,1017,42.9,399.31
"civ",1921,,1413,41.6,408.897170068
"cmr",1921,,1060,43.5,440.887969001
"cod",1921,,902,43.4,404.3
"cog",1921,,945,39.4,391.580607124
"col",1921,,1826,58,270.963093614
"com",1921,,787,41.8,398.09
"cpv",1921,,812,47.8,377.57
"cri",1921,,2275,46.3,354.33
"cub",1921,,4187,39,333.1
"cym",1921,,2772,,
"cyp",1921,,2766,41.4,229.33
"cze",1921,,4789,40,208.03
"deu",1921,,4969,44.9,212.85
"dji",1921,,1356,43.3,425.83
"dma",1921,,1402,,
"dnk",1921,,7031,46.6,91.3538294118
"dom",1921,,1255,43.1,414.350621085
"dza",1921,,2418,38.7,441.560948473
"ecu",1921,,1307,43.7,388.877527441
"egy",1921,,1273,44.2,388.522210227
"eri",1921,,702,48.1,421.97
"esp",1921,,3497,35.7,290.158344319
"est",1921,,2028,39.5,201.13
"eth",1921,,548,50.1,428.43
"fin",1921,,3164,41.9,140.25
"fji",1921,,1317,43.7,494.389977917
"fra",1921,,4326,58.8,149.150010832
"fsm",1921,,651,,202.637948259
"gab",1921,,437,48.4,416.87
"gbr",1921,,7420,42.2,113.947946172
"geo",1921,,499,38,261.690873429
"gha",1921,,1580,42.5,433.588401232
"gin",1921,,556,43.8,389.488362867
"gmb",1921,,899,46.6,440.074790705
"gnb",1921,,845,52.4,399.31
"gnq",1921,,437,51.1,427.13
"grc",1921,,4159,40.4,93.5765609349
"grd",1921,,1476,,194.057982505
"grl",1921,,1359,,
"gtm",1921,,2105,40.9,480.555106751
"guy",1921,,2575,42.3,354.815972128
"hkg",1921,,2337,,
"hnd",1921,,2382,42.7,375.818758741
"hrv",1921,,3267,,341.93
"hti",1921,,1775,43.1,461.652776531
"hun",1921,,3250,32,313.139579918
"idn",1921,,1449,46.7,423.064170096
"ind",1921,,1268,31.2,322.221231598
"irl",1921,,4295,50.1,106.358050485
"irn",1921,,1785,40,484.39
"irq",1921,,1908,48.6,409.187390016
"isl",1921,,2762,,93.1836683007
"isr",1921,,1067,44.9,238.499530206
"ita",1921,,5218,50.4,219.9
"jam",1921,,1277,40.8,318.43105182
"jor",1921,,1922,42.5,402.44892218
"jpn",1921,,2723,52,286.660662021
"kaz",1921,,1087,36.7,364.67
"ken",1921,,1395,54.6,490.290939043
"kgz",1921,,1334,41.8,312.735444638
"khm",1921,,1052,45.9,363.5
"kir",1921,,764,,291.020109756
"kna",1921,,2405,,
"kor",1921,,816,32.1,458.983507817
"kwt",1921,,2368,41.1,479.030914304
"lao",1921,,1101,40.9,400.56
"lbn",1921,,2612,46.3,428.369212543
"lbr",1921,,1042,45.7,403.785578571
"lby",1921,,3631,40.2,386.790188113
"lca",1921,,1224,,216.99402096
"lka",1921,,1691,45.7,398.72191458
"lso",1921,,421,51.5,385.001150752
"ltu",1921,,2748,40.8,220.34
"lux",1921,,5963,37.4,160.9
"lva",1921,,1623,40.8,188.42
"mac",1921,,1687,,
"mar",1921,,1029,37.2,385.198240425
"mco",1921,,6743,,
"mda",1921,,522,29.4,249.539826992
"mdg",1921,,1055,43.5,418.15
"mdv",1921,,838,,380.661494781
"mex",1921,,3054,53.5,396.88
"mhl",1921,,694,,
"mkd",1921,,1675,42.1,317.98491955
"mli",1921,,626,47.2,469.556126768
"mlt",1921,,1978,,89.2704839076
"mmr",1921,,1275,33.3,414.32
"mne",1921,,2571,41.1,349.79
"mng",1921,,708,47.7,401.81
"moz",1921,,420,38.9,420.7
"mrt",1921,,870,48.6,383.340746651
"mus",1921,,1633,43.2,287.643462177
"mwi",1921,,356,39.9,420.7
"mys",1921,,1849,41,416.825233033
"nam",1921,,2447,43.7,394.44
"ner",1921,,742,45.9,414.32
"nga",1921,,1559,43.2,419.42
"nic",1921,,2928,49.9,502.422877863
"nld",1921,,7729,44,115.335040577
"nor",1921,,4897,45.6,71.7002
"npl",1921,,889,41,388.50116686
"nru",1921,,1233,,
"nzl",1921,,8598,39.1,61.4941057495
"omn",1921,,1801,42.7,407.875789005
"pak",1921,,1319,44.2,577.59103323
"pan",1921,,2652,41.8,375.283225532
"per",1921,,3110,52.7,354.780893169
"phl",1921,,2077,47.6,410.611956074
"plw",1921,,1791,,
"png",1921,,790,44.9,405.487918664
"pol",1921,,3331,27,304.052978673
"pri",1921,,2719,,
"prk",1921,,844,48.4,444.23
"prt",1921,,2386,48.5,238.82
"pry",1921,,2960,41.7,357.969871508
"pse",1921,,1218,44.8,415.068893536
"qat",1921,,2426,43.3,414.32
"rou",1921,,3005,29.4,325.26
"rus",1921,,1364,35.5,264.572988997
"rwa",1921,,503,43.7,403.17655766
"sau",1921,,1040,44.3,398.09
"sdn",1921,,956,40.9,407.192961862
"sen",1921,,924,42.2,490.394017361
"sgp",1921,,2710,41.8,373.187578943
"slb",1921,,578,48.6,482.919262347
"sle",1921,,1163,45.9,491.526460029
"slv",1921,,2226,41.8,441.401393678
"smr",1921,,3349,,
"som",1921,,815,43.3,432.34
"srb",1921,,3286,40.7,175.657212751
"ssd",1921,,939,40.95,441.049544104
"stp",1921,,1066,,266.778965274
"sur",1921,,3464,37.3,388.34
"svk",1921,,3566,45.8,265.97
"svn",1921,,3419,41,335.31
"swe",1921,,4838,53.3,86.1880692641
"swz",1921,,867,46.3,394.357734833
"syc",1921,,1660,,153.089266538
"syr",1921,,1647,45.4,412.220325581
"tca",1921,,1071,,
"tcd",1921,,749,44.6,413.05
"tgo",1921,,1073,42,408.109223319
"tha",1921,,1310,45,419.146032067
"tjk",1921,,480,46.7,291.846504452
"tkm",1921,,899,42.2,344.382044995
"tls",1921,,661,48.6,439.488076817
"ton",1921,,1004,,172.359719841
"tto",1921,,2438,43.9,224.305182232
"tun",1921,,1240,37.2,440.23
"tur",1921,,1449,53.4,361.214300203
"tuv",1921,,1066,,
"twn",1921,,1615,,
"tza",1921,,744,41,396.993394286
"uga",1921,,741,43.6,487.766757689
"ukr",1921,,727,42.4,326.56
"ury",1921,,6655,55.1,162.171802207
"usa",1921,,8789,52.9,143.36014898
"uzb",1921,,519,42.6,315.530666752
"vct",1921,,1697,,232.67107746
"ven",1921,,1739,43.8,379.179419055
"vnm",1921,,1140,42.9,399.31
"vut",1921,,887,,216.451316051
"wsm",1921,,2123,,274.126120428
"yem",1921,,1236,43.9,519.246610075
"zaf",1921,,4843,58.9,381.15
"zmb",1921,,1126,43.5,393.359183673
"zwe",1921,,1005,41.1,378.801944629
