"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1928,,2260,,
"afg",1928,,902,38.1,459.440002659
"ago",1928,,1593,52.4,456.62
"alb",1928,,1666,26.4,352.75
"and",1928,,4800,,
"are",1928,,2136,44.4,408.620023506
"arg",1928,,8020,45.4,173.43
"arm",1928,,887,39.6,233.007340279
"atg",1928,,2054,,167.522762044
"aus",1928,,8944,41.5,72.3144324818
"aut",1928,,7131,37.3,186.57
"aze",1928,,1728,42.1,238.092631068
"bdi",1928,,477,47.8,397.740204214
"bel",1928,,9468,52,120.8
"ben",1928,,1050,45.5,407.460927114
"bfa",1928,,535,41.6,428.372649652
"bgd",1928,,1188,38.1,465.424280505
"bgr",1928,,2040,28.2,237.13
"bhr",1928,,2853,37.5,413.163201484
"bhs",1928,,4649,,155.211573334
"bih",1928,,1346,45.2,308.31
"blr",1928,,1386,26.3,189.32
"blz",1928,,1355,,187.070920726
"bmu",1928,,4466,,
"bol",1928,,2389,36.9,377.612967482
"bra",1928,,2143,42.1,389.688554074
"brb",1928,,2148,,538.887057279
"brn",1928,,2187,,290.87
"btn",1928,,790,47.4,416.476387198
"bwa",1928,,701,39.8,369.656164581
"caf",1928,,857,46.7,424.262096033
"can",1928,,8581,41.9,119.94098884
"che",1928,,14699,39.1,73.89
"chl",1928,,4849,73.3,344.867851155
"chn",1928,,1050,45.4,392.46
"civ",1928,,1549,40.8,401.434782455
"cmr",1928,,1143,44.2,433.882505882
"cod",1928,,1030,44.3,397.36
"cog",1928,,1111,39.4,386.692866899
"col",1928,,2383,58.1,203.585897456
"com",1928,,792,40.5,391.26
"cpv",1928,,806,47.7,371.09
"cri",1928,,2484,47,294.62508
"cub",1928,,5228,38.4,224.350727177
"cym",1928,,3784,,
"cyp",1928,,2977,41,221.85
"cze",1928,,6856,40.9,172.24
"deu",1928,,6909,45.7,129.42
"dji",1928,,1663,42.7,418.52
"dma",1928,,1555,,
"dnk",1928,,8620,46.6,97.2185014706
"dom",1928,,1415,42.4,400.058024362
"dza",1928,,2828,40.1,419.75282503
"ecu",1928,,1633,42.9,382.814639267
"egy",1928,,1562,45.8,411.665598722
"eri",1928,,722,47.9,414.73
"esp",1928,,4259,36.1,214.837565481
"est",1928,,3098,41.1,177.04
"eth",1928,,556,51.7,421.158592285
"fin",1928,,4556,44.1,122.2
"fji",1928,,1570,43.1,454.003245
"fra",1928,,6522,61.3,118.748851197
"fsm",1928,,749,,193.483776955
"gab",1928,,487,50,409.72
"gbr",1928,,8659,42.5,97.8730504311
"geo",1928,,1122,38.9,244.246922296
"gha",1928,,2031,43.9,402.218797695
"gin",1928,,570,45.4,375.686216082
"gmb",1928,,921,46.5,432.303894615
"gnb",1928,,843,54,392.46
"gnq",1928,,449,51,419.8
"grc",1928,,4708,42,138.284929883
"grd",1928,,1523,,184.324599542
"grl",1928,,1689,,
"gtm",1928,,2365,42.5,470.659144726
"guy",1928,,2919,42.2,357.396891892
"hkg",1928,,2542,,
"hnd",1928,,2917,42.5,368.586175648
"hrv",1928,,4125,,277.91
"hti",1928,,1907,42.7,451.648556511
"hun",1928,,4837,30.3,286.294528689
"idn",1928,,1764,49.6,408.574084362
"ind",1928,,1232,31.3,281.448460503
"irl",1928,,4725,58.3,93.5214487633
"irn",1928,,2189,41.6,476.08
"irq",1928,,2132,51.5,402.10105938
"isl",1928,,3807,,62.0811617647
"isr",1928,,1434,44.9,141.98
"ita",1928,,5839,51.2,185.21
"jam",1928,,1517,42.3,252.246436709
"jor",1928,,2160,42.1,395.163305315
"jpn",1928,,2817,51.8,221.111409283
"kaz",1928,,2844,39.2,324.14
"ken",1928,,1482,57.6,504.309998628
"kgz",1928,,1521,41.4,294.238497377
"khm",1928,,1065,45.8,357.25
"kir",1928,,936,,283.58203724
"kna",1928,,2614,,
"kor",1928,,878,32.1,393.724410069
"kwt",1928,,2217,40.6,472.183130477
"lao",1928,,1110,42.6,393.68
"lbn",1928,,3630,48.1,420.93661294
"lbr",1928,,1032,45.6,390.2228
"lby",1928,,3962,39.8,379.6920488
"lca",1928,,1267,,207.776562193
"lka",1928,,1934,46.3,310.660253314
"lso",1928,,422,51.5,374.90456156
"ltu",1928,,4215,41.2,190.98
"lux",1928,,7870,36.7,164.29390785
"lva",1928,,2477,41.2,165.13
"mac",1928,,2047,,
"mar",1928,,1231,37.5,377.573947668
"mco",1928,,7609,,
"mda",1928,,1346,28.2,227.453469891
"mdg",1928,,1218,45.2,410.97
"mdv",1928,,849,,375.994154987
"mex",1928,,3115,54.8,361.741473013
"mhl",1928,,818,,
"mkd",1928,,2125,45,299.154773166
"mli",1928,,632,47.2,436.698725412
"mlt",1928,,2110,,81.1972176273
"mmr",1928,,1605,33.4,407.21
"mne",1928,,3295,40.7,285.85
"mng",1928,,743,47.5,394.91
"moz",1928,,426,40.5,413.824529475
"mrt",1928,,940,48.8,371.532923562
"mus",1928,,1805,42.8,212.802874539
"mwi",1928,,356,41.5,410.653642095
"mys",1928,,2453,41,409.614402062
"nam",1928,,2729,44.6,387.421195072
"ner",1928,,791,47.5,407.297985515
"nga",1928,,1787,44.6,414.67384924
"nic",1928,,3528,51.5,442.819190363
"nld",1928,,9427,41.9,73.8568262699
"nor",1928,,6290,45.8,63.6830409091
"npl",1928,,869,41,381.167118895
"nru",1928,,1680,,
"nzl",1928,,8654,39.8,49.4331156314
"omn",1928,,2041,42.3,405.533180786
"pak",1928,,1377,42.3,498.160106646
"pan",1928,,2875,41.5,353.654907234
"per",1928,,4044,61.3,348.148505665
"phl",1928,,2362,49,401.467134523
"plw",1928,,2653,,
"png",1928,,828,47,398.46909375
"pol",1928,,3738,26.4,233.250888626
"pri",1928,,3170,,
"prk",1928,,924,48,373.43
"prt",1928,,2719,50.1,235.895079855
"pry",1928,,3208,41.5,352.09144581
"pse",1928,,1127,44.8,408.865350282
"qat",1928,,2140,43.4,407.21
"rou",1928,,2962,28.2,299.091496089
"rus",1928,,3569,26.3,203.424010257
"rwa",1928,,508,47.4,398.133417748
"sau",1928,,1067,43.9,391.26
"sdn",1928,,1115,45.5,400.542570579
"sen",1928,,1079,42.8,496.597664062
"sgp",1928,,3048,41.6,353.422430494
"slb",1928,,650,48.1,474.418319756
"sle",1928,,1140,45.9,485.85550383
"slv",1928,,2522,41.4,433.642252155
"smr",1928,,3852,,
"som",1928,,856,45.4,424.92
"srb",1928,,4066,43.6,151.254121382
"ssd",1928,,1115,45.51,426.27477485
"stp",1928,,1098,,258.735475556
"sur",1928,,3881,36.4,351.62
"svk",1928,,5090,47.4,220.97
"svn",1928,,4328,42.6,263.31
"swe",1928,,6598,51,80.9318335301
"swz",1928,,970,45.9,386.765644655
"syc",1928,,2150,,143.911999551
"syr",1928,,1703,44.9,406.594933283
"tca",1928,,1234,,
"tcd",1928,,844,44.1,405.96
"tgo",1928,,1064,41,401.141328501
"tha",1928,,1234,46.9,411.779384798
"tjk",1928,,1235,48.3,287.361135976
"tkm",1928,,2361,43.8,309.907403563
"tls",1928,,668,48.5,432.918828019
"ton",1928,,1085,,163.222550634
"tto",1928,,2888,44.1,203.914538724
"tun",1928,,1360,37.5,416.720052222
"tur",1928,,1970,58.2,353.038000761
"tuv",1928,,1142,,
"twn",1928,,1983,,
"tza",1928,,789,42.6,390.249457714
"uga",1928,,761,45.2,494.395278507
"ukr",1928,,1900,41.8,231.69
"ury",1928,,8662,56.1,149.18129966
"usa",1928,,10746,54.1,102.312744534
"uzb",1928,,871,44.2,296.744744788
"vct",1928,,1799,,223.580895075
"ven",1928,,4510,43.7,268.382765498
"vnm",1928,,1087,44.6,388.654779468
"vut",1928,,972,,208.296918487
"wsm",1928,,2304,,265.674068807
"yem",1928,,1264,44.1,514.226112407
"zaf",1928,,5554,68.1,374.61
"zmb",1928,,1382,42.6,387.644842149
"zwe",1928,,1014,42.5,372.337296512
