"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1848,,1009,,
"afg",1848,,665,30.5,475.67
"ago",1848,,762,41,485.68
"alb",1848,,713,41.2,375.2
"and",1848,,1728,,
"are",1848,,1194,44.1,434.46
"arg",1848,,2249,34.6,402.19
"arm",1848,,574,29.1,348.611947274
"atg",1848,,917,,320.745072291
"aus",1848,,3507,46.2,390.99
"aut",1848,,2846,37.2,399.060523414
"aze",1848,,909,39.1,348.064900967
"bdi",1848,,437,43.7,423.95
"bel",1848,,3231,53.4,270.11
"ben",1848,,685,45.9,430.46
"bfa",1848,,496,37.5,454.69
"bgd",1848,,878,41.8,507.88
"bgr",1848,,1254,47.8,345.92
"bhr",1848,,1518,43.3,439.79
"bhs",1848,,1750,,310.64019894
"bih",1848,,773,36.7,378.8
"blr",1848,,723,54.3,365.67
"blz",1848,,701,,331.427927106
"bmu",1848,,1486,,
"bol",1848,,1116,36.9,404.69
"bra",1848,,1180,38.7,417.44
"brb",1848,,1106,,556.18091963
"brn",1848,,1667,,454.69
"btn",1848,,667,47.4,445.190082911
"bwa",1848,,456,35.6,397.2
"caf",1848,,487,46.8,443.79
"can",1848,,2143,28,313.69
"che",1848,,3638,49,344.77
"chl",1848,,1259,62.5,417.44
"chn",1848,,995,37.5,417.44
"civ",1848,,984,41,427.86
"cmr",1848,,719,46.9,460.21
"cod",1848,,591,42.1,422.65
"cog",1848,,658,47.5,408.51
"col",1848,,1038,58.9,417.44
"com",1848,,731,40.9,416.16
"cpv",1848,,598,49.2,394.71
"cri",1848,,1063,46.5,441.12
"cub",1848,,1508,39.3,365.67
"cym",1848,,1258,,
"cyp",1848,,1192,36.4,339.12
"cze",1848,,2413,47.7,379.99
"deu",1848,,2166,44.3,506.68
"dji",1848,,875,44,445.15
"dma",1848,,803,,
"dnk",1848,,2755,52.1,280.29
"dom",1848,,779,43.4,445.15
"dza",1848,,996,62.7,460.21
"ecu",1848,,635,42.9,405.96
"egy",1848,,903,62.7,404.69
"eri",1848,,573,47,441.12
"esp",1848,,1629,32,450.6
"est",1848,,1151,48.9,362.15
"eth",1848,,529,47.5,447.88
"fin",1848,,1496,50.6,335.73
"fji",1848,,866,46.8,498.88
"fra",1848,,2055,54.6,264.83
"fsm",1848,,533,,328.161104254
"gab",1848,,393,45.9,435.79
"gbr",1848,,4508,44.5,278.55
"geo",1848,,622,29.7,358.870226133
"gha",1848,,723,44,471.38
"gin",1848,,478,32.7,443.79
"gmb",1848,,837,46,460.21
"gnb",1848,,797,49.8,417.44
"gnq",1848,,379,48.6,446.51
"grc",1848,,1786,49.9,360.97
"grd",1848,,1083,,331.8879213
"grl",1848,,532,,
"gtm",1848,,1079,35.3,503.36
"guy",1848,,1470,38.2,429.16
"hkg",1848,,1075,,
"hnd",1848,,967,52.1,393.46
"hrv",1848,,1697,,366.84
"hti",1848,,845,43.3,485.890911389
