"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abkh",1870,,,40,
"abw",1870,25063,1170,40,
"afg",1870,4169690,716,49.58121,478.53
"ago",1870,2285417,840,34.6781728571,485.68
"aia",1870,2888,,40,
"akr_a_dhe",1870,,,40,
"alb",1870,610036,750,41.2354,375.2
"and",1870,3654,2242,40,
"ant",1870,,,40,
"arg",1870,1856886,3072,52.2,402.19
"arm",1870,652450,625,59.54074,338.723623979
"asm",1870,7057,,40,
"atg",1870,35546,1063,40,268.278763919
"aus",1870,1724213,5431,47.54506,169.68
"aut",1870,4556658,3439,36.393528,410.94
"aze",1870,1391460,1026,40,332.738222613
"bdi",1870,1299471,446,43.69366,423.95
"bel",1870,5110891,4990,52.80577,275.02
"ben",1870,1038118,762,44.2930233333,430.46
"bfa",1870,2397003,509,37.4998,454.69
"bgd",1870,24757994,881,50.1948,507.88
"bgr",1870,2677708,1397,47.82681,334.6
"bhr",1870,65422,1921,40,439.79
"bhs",1870,38787,2030,40,256.679348443
"bih",1870,1320249,790,40,378.8
"blr",1870,3733161,822,50,365.67
"blz",1870,25745,813,40,283.168738488
"bmu",1870,12414,1724,40,
"bol",1870,1538001,1374,40,404.69
"bra",1870,9964419,1488,39.2,417.44
"brb",1870,161206,1283,40,600.938842777
"brn",1870,6184,1797,40,454.69
"btn",1870,115908,697,40,437.102036032
"bwa",1870,121600,507,35.60809,397.2
"caf",1870,610299,541,45.24579,443.79
"can",1870,3817167,2815,43.79224,295.6
"cck",1870,,,40,
"chanisl",1870,60819,,40,
"cheslo",1870,,,40,
"chl",1870,1957051,1929,59.4,417.44
"chn",1870,363661158,1099,40.88247,418.74
"civ",1870,1526047,1075,38.09856,427.86
"cmr",1870,2158809,799,39.6486814286,460.21
"cod",1870,7179175,647,42.12181,422.65
"cog",1870,451853,701,44.6463822222,408.51
"cok",1870,12732,,40,
"col",1870,2482542,1099,58.94312,417.44
"com",1870,83370,747,36.30614,416.16
"cpv",1870,87122,657,40,394.71
"cri",1870,138409,1359,40,441.12
"cub",1870,1424672,1946,40,447.88
"cxr",1870,,,40,
"cym",1870,3646,1459,40,
"cyp",1870,185971,1546,40,339.12
"cyp_nor",1870,,,40,
"cze",1870,6627668,2653,54.40008,379.99
"deu",1870,39702235,2819,48.09011,483.95
"deu_east",1870,,,40,
"dji",1870,33526,938,40,445.15
"dma",1870,26589,931,40,
"dnk",1870,1887120,3536,48.8166017818,212.57
"dom",1870,246693,877,40,445.15
"dza",1870,3811028,1264,44.76133,460.21
"ecu",1870,1028649,731,40,405.96
"egy",1870,7040615,999,44.76133,404.69
"eri",1870,397927,606,40,441.12
"eri_a_eth",1870,,,40,
"est",1870,529246,1326,48.87745,341.38
"eth",1870,5956559,533,47.51967,447.88
"fin",1870,1847468,1897,50.58427,218.46
"fji",1870,130491,933,40,498.88
"flk",1870,191,,40,
"fra",1870,38170355,3297,58,300.31
"fro",1870,18772,,40,
"fsm",1870,21150,541,40,283.785632201
"gab",1870,241457,394,45.85316,435.79
"gbg",1870,,,40,
"gbm",1870,32724,,40,
"geo",1870,1696367,690,29.74723,342.719175155
"gha",1870,1625206,736,56.06445,471.38
"gib",1870,13082,,40,
"gin",1870,1529932,500,32.73783,441.12
"glp",1870,116631,,40,
"gmb",1870,149924,848,40,460.21
"gnb",1870,307224,812,49.84899,417.44
"gnq",1870,95032,390,40,446.51
