"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abkh",1976,,,40,
"abw",1976,60589,10305,40,
"afg",1976,12831361,1231,31.9904996013,273.6
"ago",1976,7299508,5044,46.3962987097,244.992555451
"aia",1976,6661,,40,
"akr_a_dhe",1976,12802,,40,
"alb",1976,2464338,4182,26.7037263158,95.0558474168
"and",1976,31781,34041,40,
"ant",1976,167587,,40,
"arg",1976,26477153,10408,37.2,60.2
"arm",1976,2882831,3917,38.1688224643,87.8
"asm",1976,30325,,40,
"atg",1976,69782,5885,40,43.9762681971
"aus",1976,14054956,22372,34.7611617999,16.2
"aut",1976,7630536,22385,42.088558,21.1
"aze",1976,5789050,8263,40,84.2856472937
"bdi",1976,3744696,826,42.7400534426,245
"bel",1976,9787576,23418,30.4742921523,17.6
"ben",1976,3345501,1158,45.272356,237
"bfa",1976,6274037,683,47.908689618,277
"bgd",1976,72930206,1059,34.4177909781,214.5
"bgr",1976,8761231,9987,18.9319976148,33.5
"bhr",1976,283843,41062,40,43.6
"bhs",1976,192905,14767,51.3200616091,31.9
"bih",1976,4008411,3064,40,48.829343949
"blr",1976,9423421,6429,23.48,24.64
"blz",1976,135145,3244,40,77
"bmu",1976,55439,36119,40,
"bol",1976,5119833,4484,47.8254768958,193.9
"bra",1976,111076063,9274,63.4710169602,111.9
"brb",1976,247444,10605,48.1651702114,34.6
"brn",1976,167283,103744,40,34.6207048592
"btn",1976,361862,1008,40,228.4
"bwa",1976,853860,3354,51.6774296296,96.9
"caf",1976,2061552,1199,56.9386378261,195.5
"can",1976,23439940,24563,33.7078182803,16
"cck",1976,460,,40,
"chanisl",1976,126906,,40,
"cheslo",1976,14881713,,40,
"chl",1976,10584237,6168,51.8030635883,57.1
"chn",1976,921688199,891,27.1827422134,79.8
"civ",1976,6916302,4488,49.0668584892,191.8
"cmr",1976,7959500,2324,42.814936,190.7
"cod",1976,23556784,1840,44.1264394366,226.4
"cog",1976,1603446,3852,40.0009045161,123.3
"cok",1976,19810,,40,36.8
"col",1976,25323412,5382,53.4896441054,74.3
"com",1976,265234,1523,50.477320625,197.7
"cpv",1976,273625,759,40,102.3
"cri",1976,2151492,6898,50.1235647324,40.3
"cub",1976,9544268,11334,39.4089019355,27.3
"cxr",1976,1270,,40,
"cym",1976,13020,29750,40,
"cyp",1976,657526,10217,40,27.871804266
"cyp_nor",1976,,,40,
"cze",1976,10122450,17366,26.5481196,22.0540268405
"deu",1976,78604473,24904,37.876334,19.5
"deu_east",1976,16749886,,40,
"dji",1976,248619,4538,40,174.3
"dma",1976,72648,3705,40,30.1
"dnk",1976,5079962,25376,35.202144,11.6
"dom",1976,5280727,4595,43.974,100.9
"dza",1976,17190236,8400,41.0661083607,195.7
"ecu",1976,7179399,7330,41.6,111.8
"egy",1976,39478585,3552,43.5703859256,205.7
"eri",1976,2128597,948,40,204.7
"eri_a_eth",1976,36273793,,40,
"est",1976,1433207,11297,27.3262742857,26.44
"eth",1976,33144537,716,50.3562456,242.1
"fin",1976,4726803,19268,33.910938,11.4
"fji",1976,587523,5291,44.5308536577,51.6
"flk",1976,1903,,40,
"fra",1976,53293030,21661,37.6205678078,14.5
"fro",1976,40974,,40,
"fsm",1976,64386,2667,40,71.2229728752
"gab",1976,663774,21774,56.89437,138.208672938
"gbg",1976,53635,,40,
"gbm",1976,61900,,40,
"geo",1976,4942018,6979,31.9176124,66.3
"gha",1976,10023471,2072,50.6517193363,180.7
"gib",1976,25666,,40,
"gin",1976,4376768,1159,44.757568,305.9
"glp",1976,327755,,40,
"gmb",1976,536409,1923,40,263.9
"gnb",1976,791959,1803,43.7431175,252.618467858
"gnq",1976,228491,1325,40,226.792693671
"grc",1976,9132531,16413,40.932706,30.1
"grd",1976,91435,4106,40,61.9567706229
"grl",1976,49784,13356,40,
"gtm",1976,6408029,5730,48.151927702,144.1
"guf",1976,57996,,40,
"gum",1976,95386,,40,
"guy",1976,751008,4556,46.5172637536,72.4
"hkg",1976,4485813,12001,42.9,
"hnd",1976,3204883,3266,59.516,115.3
"hos",1976,737,,40,
"hrv",1976,4518103,15482,40.8583568571,28.4115644844
"hti",1976,5238242,2421,49.637138,213
"hun",1976,10593989,14970,25.612734,35.5
"idn",1976,134010695,2797,43.8645091089,136.5
"ind",1976,636182810,1201,38.6566318228,188.6
"irl",1976,3234153,13691,39.7441255463,19.1
"irn",1976,33739231,16697,41.469295,145.2
"irq",1976,12068195,11920,42.2211375,86.8
"isl",1976,220162,19978,40,12.2
"isr",1976,3427662,13626,46.4928571429,23.8
"ita",1976,55539118,19699,39.68717,21.1
"jam",1976,2043097,7196,33.09146,46
"jey",1976,72908,,40,
"jor",1976,2039114,5781,40,67.3
"jpn",1976,111992858,17117,40.6404893277,12.5
"kaz",1976,14304946,13224,31.6800042857,76.4
"ken",1976,13995974,2004,54.9082,123.8
"kgz",1976,3362961,3561,32.8380334286,110
"khm",1976,7431505,1116,40,285.6
"kir",1976,55980,4131,40,124.8
"kna",1976,,5804,40,58
"kor",1976,35290737,4614,39.2760670506,23.5
"korea_union",1976,51924354,,,
"kos",1976,1539690,,40,
"kwt",1976,1115463,92442,40,48.2
"lao",1976,3094940,1435,40.7596381967,212.636745356
"lbn",1976,2598362,4303,52.8846153846,57.4
"lbr",1976,1676016,1408,40,256.8
"lby",1976,2730373,51382,40,89.4
"lca",1976,,4381,40,42.6
"lie",1976,23926,,40,
"lso",1976,1177975,1002,40,147.4
"ltu",1976,3328245,15533,27.0291314286,24.9
"lux",1976,356563,32993,40,15.8
"lva",1976,2470263,9629,27.4748457143,29.1
"mac",1976,245915,21539,40,
"mar",1976,18262366,2979,42.997372,160.4
"mco",1976,25521,32119,40,
"mda",1976,3876947,5941,18.9319976148,56.1
"mdg",1976,7799642,2187,50.629917359,165.9
"mdv",1976,140582,1309,40,193.4
"mex",1976,62620087,10391,60.0674971343,88.6
"mhl",1976,26549,2383,40,76
"mkd",1976,1825554,8207,41.9567619697,80.2329835564
"mli",1976,6596817,990,52.4318341094,359.4
"mlt",1976,309328,8275,40,20.2
"mmr",1976,31379308,1554,44.27483,155.3
"mne",1976,560424,13601,40,39.608892179
"mng",1976,1520865,1975,40,184.876142419
"mnp",1976,15316,,40,
"moz",1976,10693688,527,50.299348,266
"mrt",1976,1367640,2932,50.4395533333,182
"msr",1976,11832,,40,
"mtq",1976,327172,,40,
"mus",1976,906926,4720,40,57.4
"mwi",1976,5454839,649,52.655488158,296.4
"mys",1976,12599655,5699,51.6531460238,40
"myt",1976,47189,,40,
"nam",1976,928228,6124,56.169653913,99.9
"ncl",1976,131758,,40,
"ner",1976,5320869,1077,51.2567724147,334.6
"nfk",1976,1822,,40,
"nga",1976,65426976,4288,36.4418200424,236.8
"ngokar",1976,,,40,
"nic",1976,2884156,6796,44.94825,137.8
"niu",1976,3807,,40,
"nld",1976,13722272,23837,31.128152,12.6
"nor",1976,4025297,29117,33.6749807613,12.2
"npl",1976,13608670,1027,50.7022245,234.2
"nru",1976,7156,58213,40,
"nzl",1976,3108745,21749,30.9826648673,17.7
"omn",1976,927439,23966,40,155.8
"pak",1976,68818471,1864,35.5252,169.6
"pan",1976,1791459,6941,52.0466456067,51.2
"pcn",1976,68,,40,
"per",1976,15639898,7452,42.0621239346,136.7
"phl",1976,42461189,3840,48.7632234057,82
"plw",1976,12284,38702,40,
"png",1976,2888509,1824,48.9097,119.9
"pol",1976,34468877,11605,29.6708173938,27.1
"pri",1976,2983630,17008,50.2637084538,
"prk",1976,16539029,1851,40,54.7879075306
"prt",1976,9314301,12700,39.28575,39.5
"pry",1976,2861582,4284,40,71.1
"pyf",1976,134743,,40,
"qat",1976,173759,164858,40,44.7
"reu",1976,488351,,40,
"rou",1976,21877548,13062,18.9319976148,48.5
"rus",1976,134583945,17192,24.36,35.6
"rwa",1976,4499720,740,52.3638489517,248.5
"sau",1976,,80328,40,125.6
"shn",1976,,,40,
"slv",1976,4239205,5498,40,132.7
"smr",1976,,27950,40,
"spm",1976,,,40,
"stp",1976,,2403,40,90.6
"tcd",1976,4173070,1387,36.6084079593,246.7
"vct",1976,,3041,40,75.2
"vgb",1976,10544,,40,
"wsm",1976,,3548,40,98.0267015778
