"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",2015,103889,37138,,16.567
"afg",2015,32526562,1925,27.8,91.1
"ago",2015,25021974,7615,42.7,156.9
"aia",2015,14614,,,
"alb",2015,2896679,10620,29,14
"and",2015,70473,46577,,2.8
"are",2015,9156963,60749,45.1,6.8
"arg",2015,43416755,17344,43.6,12.5
"arm",2015,3017712,7763,30.3,14.2
"asm",2015,55538,,,
"atg",2015,91818,21049,,8.1
"aus",2015,23968973,44056,32.6,3.5
"aut",2015,8544586,44401,27.6,3.5
"aze",2015,9753968,16986,33,31.7
"bdi",2015,11178921,777,33.3,81.7
"bel",2015,11299192,41240,25.9,4.1
"ben",2015,10879829,1830,43.5,99.5
"bfa",2015,18105570,1654,50.1,88.6
"bgd",2015,160995642,3161,32.1,37.6
"bgr",2015,7149787,16371,35.4,10.7
"bhr",2015,1377237,44138,35,6.2
"bhs",2015,388019,22818,,12.1
"bih",2015,3810416,9833,33,6
"blr",2015,9495826,17415,26.5,4.4
"blz",2015,359287,8501,,16.5
"bmu",2015,62004,47081,,
"bol",2015,10724705,6295,46.6,38.4
"bra",2015,207847528,15441,52.7,13.3
"brb",2015,284215,12984,,13
"brn",2015,423188,73003,,10.3
"btn",2015,774830,7983,38.7,32.9
"bwa",2015,2262485,17196,58.7,53.3
"caf",2015,4900274,599,56.3,130.5
"can",2015,35939927,43294,31.5,4.9
"chanisl",2015,163692,,,8.866
"che",2015,8298663,56118,28.5,3.9
"chl",2015,17948141,22465,50.3,8.1
"chn",2015,1376048943,13334,37,10.7
"civ",2015,22701556,3491,51.3,94.4
"cmr",2015,23344179,2897,51.3,88.7
"cod",2015,77266814,809,44,98.3
"cog",2015,4620330,6220,40.2,45
"cok",2015,20833,,,8.1
"col",2015,48228704,12761,53.5,15.9
"com",2015,788474,1472,63.8,73.5
"cpv",2015,520502,6514,43.8,24.3
"cri",2015,4807850,14132,48.6,9.7
"cub",2015,11389562,21291,37,5.6
"cym",2015,59967,49009,,
"cyp",2015,1165300,29797,32.4,3.4
"cze",2015,10543186,29437,24.6,3.4
"deu",2015,80688545,44053,29.7,3.7
"dji",2015,887861,3139,40,65.3
"dma",2015,72680,10503,,21.2
"dnk",2015,5669081,43495,27.5,3.5
"dom",2015,10528391,12837,45.7,30.9
"dza",2015,39666519,13434,42.5,24
"ecu",2015,16144363,10996,46.6,21.6
"egy",2015,91508084,11031,35.2,24
"eri",2015,5227791,1129,47.5,46.5
"esh",2015,572540,,,41.453
"esp",2015,46121699,32979,34.7,4.1
