"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1994,76700,39318,,21.91
"afg",1994,15869967,725,36.6,156.8
"ago",1994,12648483,2669,57.4,225.5
"aia",1994,9540,,,
"akr_a_dhe",1994,14531,,,
"ala",1994,25066,,,
"alb",1994,3140634,3457,46.8,34.6
"and",1994,62707,25907,,6.4
"ant",1994,191116,,,
"are",1994,2238281,104855,45.1,13.6
"arg",1994,34558114,11108,45.9,24.1
"arm",1994,3289943,1988,51.6,40.6
"asm",1994,51807,,,
"atg",1994,66550,18400,,20.8
"aus",1994,17932214,29580,31.1,7.3
"aut",1994,7929911,32660,31.5,7.4
"aze",1994,7675128,3808,36.5,95.5
"bdi",1994,6134041,921,36.4,172.5
"bel",1994,10130251,32077,28,8.2
"ben",1994,5786794,1364,37.7,162.4
"bfa",1994,9816586,845,50.7,201.1
"bgd",1994,115913710,1383,32.6,119.9
"bgr",1994,8451626,8207,24.3,23.1
"bhr",1994,549151,42712,35,19.6
"bhs",1994,275903,21516,,19.6
"bih",1994,3992256,1574,26.2,15.6
"blr",1994,10190064,5869,24.5,17.5
"blz",1994,201678,6310,,31.5
"bmu",1994,62374,40518,,
"bol",1994,7418864,3975,56,106.2
"bra",1994,160260508,10802,59.8,49.8
"brb",1994,264015,12437,,15.7
"brn",1994,287423,77038,,10.9
"btn",1994,511382,2723,46.9,110.8
"bwa",1994,1539135,8449,61,57.9
"caf",1994,3253698,841,55.5,176.2
"can",1994,28995822,31505,28.7,7.2
"cck",1994,586,,,
"chanisl",1994,143388,,,15.284
"che",1994,6959860,44823,29.5,6.7
"cheslo",1994,15670288,,,
"chl",1994,13987999,11725,56.4,14
"chn",1994,1216067023,2323,44.7,49.3
"civ",1994,13953779,2851,38,149.3
"cmr",1994,13546823,2160,44.6,147.1
"cod",1994,40804011,742,44,178.3
"cog",1994,2649964,4659,45.4,103.8
"cok",1994,18250,,,22.6
"col",1994,36823539,8366,55,31
"com",1994,466309,1451,51,110.5
"cpv",1994,378763,2120,50.1,58.6
"cri",1994,3425692,8378,46.8,15.5
"cub",1994,10853435,9018,36.8,10.9
"cxr",1994,2111,,,
"cym",1994,30055,56412,,
"cyp",1994,837166,25380,27.7,9.6
"cze",1994,10339439,17964,25,11.2
"deu",1994,81206786,33375,26.8,6.8
"deu_east",1994,15992736,,,
"deu_west",1994,64221239,,,
"dji",1994,649878,2440,43.6,111.5
"dma",1994,71372,7009,,16.7
"dnk",1994,5211321,35766,21.6,6.9
"dom",1994,7753052,5973,49.8,51.2
"dza",1994,28362015,9006,36.5,43.5
"ecu",1994,11196476,7805,54.3,46.3
"egy",1994,61272847,6360,43.4,68.9
"eri",1994,3147871,1416,47.5,124.1
"eri_a_eth",1994,58815908,,,
"esh",1994,245691,,,100.188
