geo,time,Migrant stock (% of population)
guy,1985,0.662286881
hkg,1985,40.03393935
hnd,1985,1.956544475
hos,1985,100
hti,1985,0.256905178
hun,1985,3.204650909
idn,1985,0.365325957
ind,1985,1.049468507
irl,1985,6.366051118
irn,1985,5.897101975
irq,1985,0.693821564
isl,1985,2.940372331
isr,1985,37.11501557
ita,1985,2.202449737
jam,1985,0.954715487
jor,1985,34.83557448
jpn,1985,0.703653378
ken,1985,0.771921881
khm,1985,0.156160345
kir,1985,3.281384728
kna,1985,6.924468997
kor,1985,1.382359542
kwt,1985,72.133593
lao,1985,0.626487844
lbn,1985,12.02874394
lbr,1985,3.746416433
lby,1985,10.7524259
lca,1985,3.430652322
lie,1985,36.42928195
lka,1985,3.058939341
lso,1985,1.189763473
lux,1985,26.77439763
mac,1985,50.46705163
mar,1985,0.268944144
mco,1985,67.24503359
mdg,1985,0.495885652
mdv,1985,1.319208039
mex,1985,0.632355576
mhl,1985,3.650073054
mli,1985,2.036484117
mlt,1985,1.428446974
mmr,1985,0.355348452
mng,1985,0.318396597
mnp,1985,52.85067271
moz,1985,0.45703116
mrt,1985,2.493036777
msr,1985,15.24734982
mtq,1985,9.043228004
mus,1985,0.905520842
mwi,1985,3.919038663
mys,1985,5.794374973
myt,1985,13.04740661
nam,1985,7.689635377
ncl,1985,22.30404779
ner,1985,1.705857468
nga,1985,0.40858061
nic,1985,1.137692768
niu,1985,17.49356854
nld,1985,5.255703565
nor,1985,3.555878783
npl,1985,1.850733013
nru,1985,44.61990452
nzl,1985,14.66230991
omn,1985,18.47956747
pak,1985,6.396403372
pan,1985,2.495354601
pcn,1985,9.677419355
per,1985,0.316740832
phl,1985,0.264406644
plw,1985,9.609741784
png,1985,1.110146874
pol,1985,3.54797085
pri,1985,8.758379278
prk,1985,0.17552052
prt,1985,3.452425349
pry,1985,4.706385851
pse,1985,44.04925512
pyf,1985,13.63834873
qat,1985,78.16961748
reu,1985,7.872633732
rou,1985,0.746011984
rwa,1985,1.327216638
sau,1985,26.43240076
sdn,1985,5.853082627
sen,1985,2.610271722
sgp,1985,22.86540229
shn,1985,6.459627329
slb,1985,1.57090984
sle,1985,2.54579153
slv,1985,0.565283232
smr,1985,37.39915819
som,1985,12.17631111
spm,1985,15.14159437
stp,1985,6.020105535
sur,1985,3.883045789
swe,1985,7.833884167
swz,1985,5.80451976
syc,1985,5.132875485
syr,1985,5.804089008
tca,1985,26.39283834
tcd,1985,1.354195611
tgo,1985,4.669819302
tha,1985,0.773928547
tkl,1985,16.19585687
tls,1985,1.260930876
ton,1985,3.654969182
tto,1985,4.738919833
tun,1985,0.518799791
tur,1985,1.819137369
tuv,1985,3.824820892
tza,1985,2.510668811
uga,1985,4.280314356
ury,1985,3.445019858
usa,1985,8.100897175
ussr,1985,1.201757559
vct,1985,2.79747078
ven,1985,5.960735551
vgb,1985,40.83102078
vir,1985,47.78866728
vnm,1985,0.047087296
vut,1985,2.084390551
wlf,1985,5.244122966
wsm,1985,1.543382953
yem,1985,2.72317885
yug,1985,1.745707337
zaf,1985,5.48619991
zmb,1985,4.154875855
zwe,1985,5.808951764
afg,1990,0.478024988
alb,1990,2.011700305
dza,1990,1.057232756
asm,1990,45.2406258
and,1990,71.36908147
ago,1990,0.301198702
atg,1990,19.43107292
aze,1990,4.996880068
arg,1990,5.041039128
aus,1990,23.13413643
aut,1990,10.29302137
bhs,1990,10.47640225
bhr,1990,34.92571742
bgd,1990,0.831846493
arm,1990,18.58520973
brb,1990,9.226727707
bel,1990,8.934811256
bmu,1990,25.73895062
btn,1990,4.445710124
bol,1990,1.075778203
bih,1990,1.237023404
bwa,1990,1.993746983
bra,1990,0.530953063
blz,1990,16.21097082
slb,1990,1.355143034
vgb,1990,48.81827572
brn,1990,28.48925231
bgr,1990,0.243846835
mmr,1990,0.317908962
bdi,1990,5.934466995
blr,1990,12.20659768
khm,1990,0.425969735
cmr,1990,2.198310754
can,1990,15.66498834
cpv,1990,2.617096842
cym,1990,37.53448758
caf,1990,2.288558365
lka,1990,0.239809814
tcd,1990,1.2477631
chl,1990,0.818045412
chn,1990,0.032596494
col,1990,0.304266835
com,1990,3.391353362
myt,1990,16.06773581
cog,1990,5.430496211
cod,1990,2.157140374
cok,1990,14.68801453
cri,1990,13.48930263
hrv,1990,9.953952517
cub,1990,0.326542546
cyp,1990,5.714110546
cze,1990,1.069325816
ben,1990,1.523852637
dnk,1990,4.575365949
dma,1990,3.551488834
dom,1990,4.052969759
ecu,1990,0.769840924
slv,1990,0.901737635
gnq,1990,0.726091323
eth,1990,2.404202801
eri,1990,0.377435066
est,1990,24.40376409
fro,1990,8.921321646
flk,1990,42.90015053
fji,1990,1.823020315
fin,1990,1.268472869
fra,1990,10.35638452
guf,1990,54.94118257
pyf,1990,13.02112215
dji,1990,20.77330732
gab,1990,13.43947981
geo,1990,6.195620065
gmb,1990,12.88411679
pse,1990,13.72254131
deu,1990,7.518127589
gha,1990,1.126935124
gib,1990,32.45630381
kir,1990,2.985734212
grc,1990,6.101017032
grl,1990,16.93433808
grd,1990,4.427434933
glp,1990,16.91275099
gum,1990,53.459481
gtm,1990,2.885359435
gin,1990,6.689020799
guy,1990,0.568527327
hti,1990,0.268798841
hos,1990,100
hnd,1990,5.515051608
hkg,1990,38.28891926
hun,1990,3.346249001
isl,1990,3.760938665
ind,1990,0.860692478
idn,1990,0.256624867
irn,1990,7.64048857
irq,1990,0.478520556
irl,1990,6.397816961
isr,1990,36.28907701
ita,1990,2.505314337
civ,1990,14.93045855
jam,1990,0.858200541
jpn,1990,0.879862815
kaz,1990,21.89470108
jor,1990,34.13324528
ken,1990,1.267973626
prk,1990,0.168873934
kor,1990,0.100104128
kwt,1990,52.18449101
kgz,1990,14.1786942
lao,1990,0.538297238
lbn,1990,19.37437362
lso,1990,0.515794969
lva,1990,24.24964855
lbr,1990,4.515908444
lby,1990,10.39180215
lie,1990,37.94051139
ltu,1990,9.446061049
lux,1990,29.80588653
mac,1990,56.99945793
mdg,1990,0.207149243
mwi,1990,11.98559081
mys,1990,3.821406256
mdv,1990,3.893287451
mli,1990,1.895008002
mlt,1990,4.238600871
mtq,1990,10.79763877
mrt,1990,5.517217524
mus,1990,0.342183897
mex,1990,0.812613997
mco,1990,69.15891025
mng,1990,0.307580312
mda,1990,12.46901433
mne,1990,
msr,1990,18.75349357
mar,1990,0.220018911
moz,1990,0.914838957
omn,1990,16.77556991
nam,1990,8.523173245
nru,1990,30.74150923
npl,1990,2.294211706
nld,1990,7.926597265
nld_curacao,1990,
abw,1990,23.24129497
sxm,1990,
ncl,1990,22.35295514
vut,1990,1.573997668
nzl,1990,15.24773556
nic,1990,0.999405486
ner,1990,1.459374278
nga,1990,0.477550386
niu,1990,19.76843911
nor,1990,4.541744539
mnp,1990,60.4771218
fsm,1990,3.825352171
mhl,1990,2.44820296
plw,1990,18.56319173
pak,1990,5.769296732
pan,1990,2.539204617
png,1990,0.786935145
pry,1990,4.648696882
per,1990,0.297915512
phl,1990,0.248712858
pol,1990,2.952646635
prt,1990,4.406147062
gnb,1990,1.455016436
tls,1990,1.209622402
pri,1990,9.150382719
qat,1990,65.00887764
reu,1990,9.369748863
rou,1990,0.578240506
rus,1990,7.809894347
rwa,1990,2.202131206
shn,1990,6.924606762
kna,1990,7.861288664
aia,1990,30.837533
lca,1990,3.839195253
spm,1990,17.50278707
vct,1990,3.692714098
smr,1990,13.76585569
stp,1990,4.914814
sau,1990,30.55012901
sen,1990,3.598652738
srb,1990,1.042996868
syc,1990,5.268523369
sle,1990,5.653275024
sgp,1990,24.11026389
svk,1990,0.782441775
vnm,1990,0.041222934
svn,1990,8.874917768
som,1990,7.566009635
zaf,1990,3.163285135
zwe,1990,5.978394759
esp,1990,2.096356009
ssd,1990,
sdn,1990,7.011393585
esh,1990,1.239692291
sur,1990,4.416375197
swz,1990,8.355472408
swe,1990,9.215529143
che,1990,20.86153265
syr,1990,5.735355284
tjk,1990,8.0965989
tha,1990,0.934370119
tgo,1990,2.240435687
tkl,1990,16.78060907
ton,1990,3.059315621
tto,1990,4.146479593
are,1990,72.12830769
tun,1990,0.461374184
tur,1990,2.155189393
tkm,1990,8.356052345
tca,1990,43.82683983
tuv,1990,3.531763661
uga,1990,3.211545958
ukr,1990,13.41817947
yug,1990,4.766091231
egy,1990,0.3080078
gbr,1990,6.391662619
chanisl,1990,43.83339613
gbm,1990,49.44959609
tza,1990,2.254773785
usa,1990,9.195660425
vir,1990,50.33267799
bfa,1990,3.968399619
ury,1990,3.154868493
uzb,1990,8.057421485
ven,1990,5.160664162
wlf,1990,10.10086455
wsm,1990,2.061216345
yem,1990,0.993746478
zmb,1990,3.426552061
afg,1995,0.426423647
alb,1995,2.296757971
dza,1995,0.906550236
asm,1995,43.68498695
and,1995,63.46509224
ago,1995,0.305252009
atg,1995,25.6770399
aze,1995,4.42772603
arg,1995,4.558014847
aus,1995,22.91521492
aut,1995,11.22427875
bhs,1995,11.29890666
bhr,1995,36.53859117
bgd,1995,0.789287019
arm,1995,21.53154671
brb,1995,9.897268288
bel,1995,8.711724976
bmu,1995,26.59903659
btn,1995,5.496593613
bol,1995,1.10481218
bih,1995,1.790951821
bwa,1995,2.548260442
bra,1995,0.455627633
blz,1995,16.16045458
slb,1995,1.16302375
vgb,1995,54.52374491
brn,1995,28.72716179
bgr,1995,0.388065923
mmr,1995,0.254217475
bdi,1995,4.084817672
blr,1995,11.67631308
khm,1995,0.862409216
cmr,1995,1.772229232
can,1995,16.60363369
cpv,1995,2.564267286
cym,1995,45.21343774
caf,1995,2.989112188
lka,1995,0.223805493
tcd,1995,1.279472763
chl,1995,1.003361565
chn,1995,0.036014264
col,1995,0.28562325
com,1995,2.906537886
myt,1995,21.3635109
cog,1995,7.04209825
cod,1995,4.307271401
cok,1995,14.67358645
cri,1995,10.37581264
hrv,1995,14.60081763
cub,1995,0.240114476
cyp,1995,7.241266839
cze,1995,1.602158607
ben,1995,1.753708615
dnk,1995,5.792704252
dma,1995,4.373169672
dom,1995,4.097361772
ecu,1995,1.00600704
slv,1995,0.707439938
gnq,1995,0.809444786
eth,1995,1.409753855
eri,1995,0.391897209
est,1995,22.03337436
fro,1995,6.576112837
flk,1995,35.58835588
fji,1995,1.676471119
fin,1995,1.952340718
fra,1995,10.4561481
guf,1995,51.04148472
pyf,1995,13.17843866
dji,1995,15.09266711
gab,1995,14.07999823
geo,1995,5.495207062
gmb,1995,14.15815776
pse,1995,10.76156335
deu,1995,9.14611048
gha,1995,1.508735373
gib,1995,30.7165109
kir,1995,2.860010035
grc,1995,8.061614283
grl,1995,13.11616406
grd,1995,5.530009077
glp,1995,18.26917423
gum,1995,49.40300353
gtm,1995,1.507991327
gin,1995,9.849952302
guy,1995,0.874094359
hti,1995,0.287193826
hos,1995,99.74391805
hnd,1995,2.672837863
hkg,1995,39.77213435
hun,1995,3.112772283
isl,1995,4.762688163
ind,1995,0.723532003
idn,1995,0.192406654
irn,1995,4.87024971
irq,1995,0.986558401
irl,1995,6.224177599
isr,1995,33.61425472
ita,1995,3.107405066
civ,1995,14.41505824
jam,1995,0.912337219
jpn,1995,1.109463635
kaz,1995,20.3771677
jor,1995,35.57964778
ken,1995,2.260417962
prk,1995,0.161475523
kor,1995,0.277441643
kwt,1995,56.3186647
kgz,1995,11.11239108
lao,1995,0.484295894
lbn,1995,20.05346465
lso,1995,0.410759575
lva,1995,21.62763647
lbr,1995,10.02744816
lby,1995,10.41451338
lie,1995,43.17127753
ltu,1995,7.540822568
lux,1995,30.89712555
mac,1995,56.44972256
mdg,1995,0.15742025
mwi,1995,2.45982515
mys,1995,4.522803786
mdv,1995,7.285393789
mli,1995,1.827544076
mlt,1995,4.763810081
mtq,1995,12.63749675
mrt,1995,3.837330964
mus,1995,0.663875195
mex,1995,0.485612444
mco,1995,68.59934853
mng,1995,0.323058191
mda,1995,8.463333949
mne,1995,
msr,1995,15.7544957
mar,1995,0.18540684
moz,1995,1.057342626
omn,1995,24.62027754
nam,1995,6.974430152
nru,1995,26.12838516
npl,1995,3.226721824
nld,1995,8.71258277
nld_curacao,1995,
abw,1995,27.72950228
sxm,1995,
ncl,1995,23.07741097
vut,1995,1.46282603
nzl,1995,16.01728598
nic,1995,0.5771396
ner,1995,1.559499812
nga,1995,0.427023067
niu,1995,22.15043839
nor,1995,5.3512235
mnp,1995,56.28846622
fsm,1995,3.107218565
mhl,1995,2.900823207
plw,1995,27.52245726
pak,1995,2.992916405
pan,1995,2.587464049
png,1995,0.71090977
pry,1995,3.918835553
per,1995,0.23600218
phl,1995,0.296903964
pol,1995,2.499814728
prt,1995,5.286755448
gnb,1995,2.367816462
tls,1995,1.137617507
pri,1995,9.162578879
qat,1995,72.18748191
reu,1995,11.45570729
rou,1995,0.588008992
rus,1995,8.044146172
rwa,1995,3.944015945
shn,1995,7.452241347
kna,1995,9.904868495
aia,1995,33.82277965
lca,1995,4.86398259
spm,1995,20.94905571
vct,1995,3.824383567
smr,1995,14.1410628
stp,1995,3.926997311
sau,1995,27.1708479
sen,1995,3.30228892
srb,1995,6.376079431
syc,1995,6.711601893
sle,1995,2.745682626
sgp,1995,28.46959271
svk,1995,1.292628124
vnm,1995,0.068168482
svn,1995,8.758229403
som,1995,0.307684308
zaf,1995,2.423085437
zwe,1995,3.691012413
esp,1995,2.565285562
ssd,1995,
sdn,1995,4.266148064
esh,1995,1.18001437
sur,1995,4.995177534
swz,1995,2.598118386
swe,1995,10.60441478
che,1995,21.07482042
syr,1995,5.79550797
tjk,1995,6.022253226
tha,1995,1.366245038
tgo,1995,2.371060195
tkl,1995,17.5
ton,1995,3.414364526
tto,1995,3.664857638
are,1995,77.61570119
tun,1995,0.415482953
tur,1995,2.078135317
tkm,1995,6.532099971
tca,1995,45.90452589
tuv,1995,2.850330552
uga,1995,3.108906216
ukr,1995,12.14748036
yug,1995,5.597160852
egy,1995,0.267408128
gbr,1995,7.17620211
chanisl,1995,42.01249566
gbm,1995,51.10209058
tza,1995,3.69872866
usa,1995,10.68481704
vir,1995,50.68399708
bfa,1995,4.309745729
ury,1995,2.897165629
uzb,1995,6.667018991
ven,1995,4.596922457
wlf,1995,11.87866789
wsm,1995,2.758612584
yem,1995,0.894233496
zmb,1995,2.640485082
afg,2000,0.385327536
alb,2000,2.456625875
dza,2000,0.802054717
asm,2000,43.30864713
and,2000,64.44441046
ago,2000,0.30618971
atg,2000,29.71229137
aze,2000,4.034865853
arg,2000,4.156300218
aus,2000,22.95594484
aut,2000,12.37810655
bhs,2000,12.23736199
bhr,2000,35.89400994
bgd,2000,0.752473674
arm,2000,21.38748505
brb,2000,10.53372764
bel,2000,8.310648807
bmu,2000,27.59116108
btn,2000,5.696161025
bol,2000,1.111072207
bih,2000,2.187046354
bwa,2000,3.28600081
bra,2000,0.389447557
blz,2000,14.75383321
slb,2000,0.965474758
vgb,2000,58.41205251
brn,2000,29.13170012
bgr,2000,0.54196545
mmr,2000,0.205604006
bdi,2000,1.85645995
blr,2000,11.28998986
khm,2000,1.19762369
cmr,2000,1.433871894
can,2000,17.95300441
cpv,2000,2.513350823
cym,2000,46.18687777
caf,2000,3.315282036
lka,2000,0.213652815
tcd,2000,1.256394186
chl,2000,1.168935242
chn,2000,0.040003478
col,2000,0.271282822
com,2000,2.519463352
myt,2000,30.24965243
cog,2000,9.809443956
cod,2000,1.549235583
cok,2000,15.62324694
cri,2000,7.92128291
hrv,2000,13.21790604
cub,2000,0.160280124
cyp,2000,8.489038861
cze,2000,2.151308437
ben,2000,1.924348207
dnk,2000,6.950287199
dma,2000,5.343073236
dom,2000,4.153061509
ecu,2000,1.199840426
slv,2000,0.545662335
gnq,2000,0.850825774
eth,2000,0.920154797
eri,2000,0.366377042
est,2000,17.83317669
fro,2000,7.728377535
flk,2000,37.03575148
fji,2000,1.567879609
fin,2000,2.631188518
fra,2000,10.5725136
guf,2000,46.97723735
pyf,2000,12.78264571
dji,2000,13.90980982
gab,2000,15.88009562
geo,2000,4.608323104
gmb,2000,14.85226588
pse,2000,8.53662206
deu,2000,10.98055978
gha,2000,1.017801121
gib,2000,29.44682096
kir,2000,2.70478402
grc,2000,10.14845493
grl,2000,12.02513618
grd,2000,6.716197599
glp,2000,19.29413184
gum,2000,47.68618665
gtm,2000,0.41167251
gin,2000,6.365092597
guy,2000,1.160036539
hti,2000,0.302156856
hos,2000,100
hnd,2000,0.455880751
hkg,2000,39.34725751
hun,2000,2.904476897
isl,2000,5.651212244
ind,2000,0.608579705
idn,2000,0.138180206
irn,2000,4.257862354
irq,2000,0.893010492
irl,2000,9.125217945
isr,2000,30.7848016
ita,2000,3.712679568
civ,2000,12.07253468
jam,2000,0.959657243
jpn,2000,1.341583243
kaz,2000,19.19732798
jor,2000,40.43743482
ken,2000,2.250508759
prk,2000,0.158417928
kor,2000,0.52845208
kwt,2000,58.44299212
kgz,2000,7.862155262
lao,2000,0.410789763
lbn,2000,21.41674239
lso,2000,0.332233431
lva,2000,18.13963511
lbr,2000,5.251372076
lby,2000,10.63158952
lie,2000,46.52064179
ltu,2000,6.147104742
lux,2000,32.04488807
mac,2000,55.75065929
mdg,2000,0.149515926
mwi,2000,2.078220496
mys,2000,5.453381918
mdv,2000,9.662462908
mli,2000,1.715183029
mlt,2000,5.558396611
mtq,2000,14.07996527
mrt,2000,2.115717183
mus,2000,1.311487306
mex,2000,0.523352183
mco,2000,67.91247156
mng,2000,0.342282053
mda,2000,5.899138509
mne,2000,
msr,2000,24.43502825
mar,2000,0.183188211
moz,2000,1.071486295
omn,2000,27.8470646
nam,2000,7.081471459
nru,2000,23.83987254
npl,2000,3.023991639
nld,2000,9.791968248
nld_curacao,2000,
abw,2000,33.13302076
sxm,2000,
ncl,2000,23.6436711
vut,2000,1.419014579
nzl,2000,17.59387844
nic,2000,0.604540629
ner,2000,1.089222232
nga,2000,0.397049977
niu,2000,26.21052632
nor,2000,6.510860785
mnp,2000,58.62875179
fsm,2000,2.900493345
mhl,2000,3.625313932
plw,2000,32.9091478
pak,2000,3.024880484
pan,2000,2.753940486
png,2000,0.467077815
pry,2000,3.330527846
per,2000,0.255810611
phl,2000,0.408168649
pol,2000,2.144271839
prt,2000,6.3381752
gnb,2000,1.554595178
tls,2000,1.251438588
pri,2000,9.350534016
qat,2000,60.61086556
reu,2000,13.66587441
rou,2000,0.573699397
rus,2000,8.128565367
rwa,2000,4.3266194
shn,2000,7.920985723
kna,2000,12.89083084
aia,2000,36.69948514
lca,2000,6.28739272
spm,2000,23.2498804
vct,2000,3.991769929
smr,2000,14.75200584
stp,2000,3.182321892
sau,2000,24.60415029
sen,2000,2.351799256
srb,2000,9.053527383
syc,2000,8.10064815
sle,2000,2.419306579
sgp,2000,34.49790375
svk,2000,2.160686884
vnm,2000,0.070690169
svn,2000,8.599694668
som,2000,0.271981971
zaf,2000,2.231392327
zwe,2000,3.280332986
esp,2000,4.066977016
ssd,2000,
sdn,2000,2.855742861
esh,2000,1.076190632
sur,2000,5.721464958
swz,2000,2.148601834
swe,2000,11.31386236
che,2000,21.92084633
syr,2000,5.089094139
tjk,2000,4.837676152
tha,2000,2.006307785
tgo,2000,2.828687098
tkl,2000,16.8814433
ton,2000,3.76310037
tto,2000,3.292875282
are,2000,80.21548604
tun,2000,0.375763259
tur,2000,2.025553162
tkm,2000,4.853980489
tca,2000,47.75905912
tuv,2000,2.303853912
uga,2000,2.671574731
ukr,2000,11.33848213
yug,2000,6.245617035
egy,2000,0.253826357
gbr,2000,8.035341836
chanisl,2000,43.23482938
gbm,2000,50.77988699
tza,2000,2.730616603
usa,2000,12.30631924
vir,2000,52.17074767
bfa,2000,4.480026782
ury,2000,2.675836329
uzb,2000,5.731451489
ven,2000,4.14053041
wlf,2000,13.89942747
wsm,2000,3.435005211
yem,2000,0.806368272
zmb,2000,3.034107935
afg,2005,0.357787648
alb,2005,2.100434369
dza,2005,0.744071903
asm,2005,40.99159294
and,2005,61.92580919
ago,2005,0.342372571
atg,2005,29.96548174
aze,2005,3.529206514
arg,2005,4.274024817
aus,2005,24.0601862
aut,2005,13.798295
bhs,2005,13.84843414
bhr,2005,46.59878618
bgd,2005,0.81627382
arm,2005,15.55993084
brb,2005,11.17611208
bel,2005,8.245677955
bmu,2005,28.06338677
btn,2005,6.185701583
bol,2005,1.180714719
bih,2005,1.233168561
bwa,2005,4.765496622
bra,2005,0.338807606
blz,2005,14.62303948
slb,2005,0.696986614
vgb,2005,59.59687513
brn,2005,27.20198735
bgr,2005,0.794963797
mmr,2005,0.166100814
bdi,2005,2.178842438
blr,2005,11.48248203
khm,2005,0.856084861
cmr,2005,1.42735706
can,2005,18.84586509
cpv,2005,2.678059314
cym,2005,44.53653621
caf,2005,2.328849337
lka,2005,0.202423324
tcd,2005,3.496865096
chl,2005,1.698398994
chn,2005,0.052002656
col,2005,0.24860903
com,2005,2.135195076
myt,2005,35.47160913
cog,2005,8.998865572
cod,2005,1.110490556
cok,2005,16.89262333
cri,2005,8.43192651
hrv,2005,13.23128347
cub,2005,0.151167049
cyp,2005,11.34675465
cze,2005,3.152613407
ben,2005,2.095959577
dnk,2005,8.128609009
dma,2005,6.725071589
dom,2005,4.070347543
ecu,2005,1.364403601
slv,2005,0.605645744
gnq,2005,1.052621488
eth,2005,0.671260321
eri,2005,0.341519152
est,2005,17.23888403
fro,2005,9.481349691
flk,2005,39.63290279
fji,2005,1.51310506
fin,2005,3.662895931
fra,2005,11.0016541
guf,2005,42.49146171
pyf,2005,12.66693869
dji,2005,11.83071559
gab,2005,15.54119426
geo,2005,4.464643833
gmb,2005,12.6275388
pse,2005,7.448521593
deu,2005,12.67638833
gha,2005,1.423295546
gib,2005,31.67469051
kir,2005,2.693628221
grc,2005,10.75648922
grl,2005,11.7395045
grd,2005,6.704160232
glp,2005,19.75880788
gum,2005,47.18593948
gtm,2005,0.434269946
gin,2005,2.374707352
guy,2005,1.46371356
hti,2005,0.328906993
hos,2005,99.37343358
hnd,2005,0.405149225
hkg,2005,39.76980518
hun,2005,3.633006219
isl,2005,8.5905407
ind,2005,0.517653228
idn,2005,0.127983196
irn,2005,3.663509009
irq,2005,0.491955055
irl,2005,14.01256036
isr,2005,28.61289248
ita,2005,6.742189449
civ,2005,11.08948903
jam,2005,0.907954328
jpn,2005,1.585238425
kaz,2005,20.08161922
jor,2005,43.60438494
ken,2005,2.141201006
prk,2005,0.168380525
kor,2005,1.019928995
kwt,2005,58.90283813
kgz,2005,6.116681361
lao,2005,0.354585856
lbn,2005,18.98193192
lso,2005,0.326610047
lva,2005,16.91200996
lbr,2005,2.666474197
lby,2005,10.77665028
lie,2005,54.22357397
ltu,2005,6.01833296
lux,2005,32.89701582
mac,2005,59.66220156
mdg,2005,0.142468227
mwi,2005,1.738811404
mys,2005,6.676755004
mdv,2005,14.77040214
mli,2005,1.993551314
mlt,2005,6.184933542
mtq,2005,14.36422066
mrt,2005,1.842656845
mus,2005,1.607766247
mex,2005,0.649203275
mco,2005,63.03833412
mng,2005,0.45419516
mda,2005,4.183964863
mne,2005,
msr,2005,26.04144861
mar,2005,0.178963774
moz,2005,0.969532547
omn,2005,26.57315376
nam,2005,5.242853323
nru,2005,22.27385072
npl,2005,2.663821993
nld,2005,10.63044717
nld_curacao,2005,
abw,2005,32.52991573
sxm,2005,40.27299557
ncl,2005,24.22786128
vut,2005,1.337313433
nzl,2005,20.31470731
nic,2005,0.649114657
ner,2005,0.922929003
nga,2005,0.46415941
niu,2005,30.96085409
nor,2005,7.809552313
mnp,2005,58.32038775
fsm,2005,2.735456412
mhl,2005,4.642898306
plw,2005,30.35615613
pak,2005,2.067818723
pan,2005,3.541799915
png,2005,0.492319167
pry,2005,2.902997208
per,2005,0.280839767
phl,2005,0.298890058
pol,2005,1.878426916
prt,2005,7.358566271
gnb,2005,1.417570879
tls,2005,1.140579507
pri,2005,9.362685758
qat,2005,77.19052148
reu,2005,14.53710324
rou,2005,0.678085685
rus,2005,8.12378467
rwa,2005,4.804462142
shn,2005,11.39447824
kna,2005,13.59816032
aia,2005,37.06575928
lca,2005,6.933201134
spm,2005,18.32561112
vct,2005,4.041416473
smr,2005,14.42445797
stp,2005,2.241651757
sau,2005,26.27503967
sen,2005,2.11463419
srb,2005,9.19940109
syc,2005,10.13780748
sle,2005,2.950246595
sgp,2005,38.05098886
svk,2005,2.423144802
vnm,2005,0.061479398
svn,2005,9.880983029
som,2005,0.244126035
zaf,2005,2.504368348
zwe,2005,3.024340406
esp,2005,9.36551906
ssd,2005,
sdn,2005,1.694260548
esh,2005,0.909575438
sur,2005,6.84229033
swz,2005,2.453011926
swe,2005,12.46699534
che,2005,24.3694497
syr,2005,4.833274343
tjk,2005,4.120749583
tha,2005,3.284719857
tgo,2005,3.645948644
tkl,2005,21.32231405
ton,2005,4.264411351
tto,2005,3.455228605
are,2005,73.20512203
tun,2005,0.34684563
tur,2005,1.944037733
tkm,2005,4.487325708
tca,2005,37.59924386
tuv,2005,1.887765628
uga,2005,2.328501474
ukr,2005,10.79232444
yug,2005,6.249320816
egy,2005,0.36561685
gbr,2005,9.842476032
chanisl,2005,45.97661668
gbm,2005,51.62113386
tza,2005,1.973209166
usa,2005,13.25668312
vir,2005,52.56384084
bfa,2005,4.447736238
ury,2005,2.475276701
uzb,2005,5.128202853
ven,2005,3.999243158
wlf,2005,16.6011512
wsm,2005,3.193499622
yem,2005,0.834323975
zmb,2005,2.098618261
afg,2010,0.365657832
alb,2010,1.818956864
dza,2010,0.67977278
asm,2010,42.33769502
and,2010,61.66028975
ago,2010,0.36074065
atg,2010,30.27753259
aze,2010,3.042903911
arg,2010,4.380958388
aus,2010,26.54431424
aut,2010,15.20488714
bhs,2010,15.16947039
bhr,2010,52.15619522
bgd,2010,0.887465112
arm,2010,7.476305013
brb,2010,11.74141348
bel,2010,9.632626891
bmu,2010,29.52747287
btn,2010,6.722703076
bol,2010,1.23858606
bih,2010,1.011457378
bwa,2010,5.904393478
bra,2010,0.298351264
blz,2010,14.41501948
slb,2010,0.524538321
vgb,2010,57.15020387
brn,2010,25.57500343
bgr,2010,1.029889851
mmr,2010,0.147708389
bdi,2010,2.486588
blr,2010,11.48718906
khm,2010,0.570727951
cmr,2010,1.403990527
can,2010,20.54501101
cpv,2010,2.930998269
cym,2010,43.33891801
caf,2010,2.102734932
lka,2010,0.192853811
tcd,2010,3.504629139
chl,2010,2.171231019
chn,2010,0.063376645
col,2010,0.270636192
com,2010,1.805938213
myt,2010,34.8581613
cog,2010,10.32073167
cod,2010,0.893177895
cok,2010,18.5811477
cri,2010,8.919244235
hrv,2010,13.28061996
cub,2010,0.13103843
cyp,2010,17.02686908
cze,2010,3.786042643
ben,2010,2.200540958
dnk,2010,9.182917762
dma,2010,8.100664634
dom,2010,3.977780119
ecu,2010,2.178591966
slv,2010,0.667803189
gnq,2010,1.188126964
eth,2010,0.648364823
eri,2010,0.334267018
est,2010,16.35701518
fro,2010,10.4927214
flk,2010,50.28011204
fji,2010,1.552528513
fin,2010,4.622749475
fra,2010,11.43003678
guf,2010,41.18479865
pyf,2010,11.80310746
dji,2010,12.22613812
gab,2010,15.82374366
geo,2010,4.286972734
gmb,2010,10.97240287
pse,2010,6.341753548
deu,2010,14.42860161
gha,2010,1.38588982
gib,2010,33.74007549
kir,2010,2.794014496
grc,2010,11.35985666
grl,2010,11.01050472
grd,2010,6.66813149
glp,2010,20.78314967
gum,2010,47.30055193
gtm,2010,0.450602932
gin,2010,1.862544843
guy,2010,1.74232308
hti,2010,0.351053445
hos,2010,100
hnd,2010,0.363652113
hkg,2010,39.75008472
hun,2010,4.359780333
isl,2010,11.03344841
ind,2010,0.441598735
idn,2010,0.12640704
irn,2010,3.719105124
irq,2010,0.380291586
irl,2010,15.82172743
isr,2010,26.28730812
