geo,time,GDP,LEX,POP,world_region,category
world,1990,8780.9,65.76,5858793283,world,global
world,1991,8669.31,65.93,5951704654,world,global
world,1992,8410.78,66.08,6041808630,world,global
world,1993,8303.1,66.14,6128869404,world,global
world,1994,8306.03,66.27,6214708620,world,global
world,1995,8392.6,66.44,6299799342,world,global
world,1996,8537.01,66.7,6383624656,world,global
world,1997,8791.66,66.97,6466176041,world,global
world,1998,8929.34,67.22,6547860508,world,global
world,1999,9118.68,67.43,6628565361,world,global
world,2000,9294.51,67.71,6708774944,world,global
world,2001,9433.26,67.99,6788484451,world,global
world,2002,9532.73,68.26,6867598685,world,global
world,2003,9668.13,68.52,6946653578,world,global
world,2004,9898.26,68.83,7026019325,world,global
world,2005,8819.28,69.06,7105910415,world,global
world,2006,9173.85,69.36,7186353153,world,global
world,2007,9530.87,69.61,7267256372,world,global
world,2008,9616.73,69.8,7348502078,world,global
world,2009,9421.27,70.03,6817597375,world,global
world,2010,9759.93,70.23,6895735900,world,global
world,2011,9975.47,70.45,6973845863,world,global
world,2012,10149.75,70.65,7051957949,world,global
world,2013,10423.39,70.81,7129858227,world,global
world,2014,10720.8,71,7207330525,world,global
europe,1990,22267.39,72.54,1189222282,europe,region
europe,1991,22111.7,72.52,1195056492,europe,region
europe,1992,21641.77,72.5,1199088214,europe,region
europe,1993,21262.96,72.03,1201874981,europe,region
europe,1994,22065.55,72,1204010672,europe,region
europe,1995,22843.63,72.21,1205708465,europe,region
europe,1996,23577.34,72.69,1206784740,europe,region
europe,1997,24551.85,73.15,1207418858,europe,region
europe,1998,25856.49,73.46,1207989722,europe,region
europe,1999,26962.07,73.41,1208338493,europe,region
europe,2000,28068.67,73.59,1208853609,europe,region
europe,2001,28394.36,73.84,1209726750,europe,region
europe,2002,28496.79,73.96,1210871997,europe,region
europe,2003,28563.26,74.1,1212483051,europe,region
europe,2004,29382.55,74.58,1214476658,europe,region
europe,2005,21331.78,74.69,1216791381,europe,region
europe,2006,22052.59,75.24,1219384298,europe,region
europe,2007,22804.38,75.49,1222202489,europe,region
europe,2008,22629.31,75.72,1225115599,europe,region
europe,2009,27766.36,75.81,815759891,europe,region
europe,2010,27666.86,76.01,818075872,europe,region
europe,2011,27660.17,76.19,820110684,europe,region
europe,2012,25873.05,76.36,821936285,europe,region
europe,2013,25846.45,76.52,823571242,europe,region
europe,2014,26145.01,76.69,825094321,europe,region
asia,1990,7688.79,65.25,3071520278,asia,region
asia,1991,6396.05,65.51,3125953706,asia,region
asia,1992,6871.02,65.74,3179090900,asia,region
asia,1993,6989.02,65.97,3231081452,asia,region
asia,1994,7152.79,66.22,3282207521,asia,region
asia,1995,7297.4,66.45,3332648858,asia,region
asia,1996,7557.17,66.74,3382401712,asia,region
asia,1997,8112.01,67.05,3431388304,asia,region
asia,1998,8390.58,67.38,3479529038,asia,region
asia,1999,8619.75,67.73,3526677638,asia,region
asia,2000,9089.12,68.12,3572800020,asia,region
asia,2001,9164,68.49,3617839571,asia,region
asia,2002,9429.71,68.85,3661874142,asia,region
asia,2003,9248.19,69.18,3705160099,asia,region
asia,2004,9933.43,69.49,3748022701,asia,region
asia,2005,5212.12,69.75,3790710899,asia,region
asia,2006,5557.58,70.01,3833290303,asia,region
asia,2007,5929.5,70.23,3875710892,asia,region
asia,2008,6031.34,70.44,3917959385,asia,region
asia,2009,6147.31,70.65,3960002700,asia,region
asia,2010,6524.22,70.84,4001804165,asia,region
asia,2011,6758.61,71.03,4043369481,asia,region
asia,2012,7031.39,71.2,4084661284,asia,region
asia,2013,7345.18,71.34,4125504630,asia,region
asia,2014,7688.66,71.54,4165673702,asia,region
africa,1990,1902.32,53.15,632346655,africa,region
africa,1991,1864.28,53.24,649014373,africa,region
africa,1992,1825.86,53.29,665906975,africa,region
africa,1993,1777.22,53.32,682991872,africa,region
africa,1994,1768.87,53.17,700229043,africa,region
africa,1995,1779.53,53.21,717597735,africa,region
africa,1996,1833.86,53.25,735084861,africa,region
africa,1997,1854.05,53.29,752720980,africa,region
africa,1998,1879.69,53.35,770584388,africa,region
africa,1999,1898.6,53.44,788781594,africa,region
africa,2000,1922.23,53.57,807394290,africa,region
africa,2001,1951.46,53.77,826456199,africa,region
africa,2002,1971.05,54.03,845963618,africa,region
africa,2003,2028.36,54.36,865915189,africa,region
africa,2004,2087.4,54.77,886295965,africa,region
africa,2005,2410.14,55.23,907097397,africa,region
africa,2006,2497.17,55.75,928322628,africa,region
africa,2007,2584.95,56.29,949988527,africa,region
africa,2008,2650.99,56.85,972114234,africa,region
africa,2009,2664.18,57.4,994723156,africa,region
africa,2010,2726.77,57.91,1017829231,africa,region
africa,2011,2739.49,58.36,1041431732,africa,region
africa,2012,2780.92,58.83,1065516575,africa,region
africa,2013,2861.08,59.24,1090065857,africa,region
africa,2014,2939,59.61,1115054632,africa,region
americas,1990,17287.35,71.17,716300644,americas,region
americas,1991,17046.11,71.41,726981546,americas,region
americas,1992,17216.54,71.73,737580678,americas,region
americas,1993,17376.6,71.82,748175267,americas,region
americas,1994,17798.87,72.11,758876187,americas,region
americas,1995,17864.08,72.35,769753540,americas,region
americas,1996,18190.31,72.67,780838274,americas,region
americas,1997,18728.35,73.02,792076310,americas,region
americas,1998,19104.14,73.28,803348922,americas,region
americas,1999,19463.03,73.48,814490927,americas,region
americas,2000,19889.79,73.71,825381851,americas,region
americas,2001,19732.39,73.91,835983234,americas,region
americas,2002,19698.2,74.09,846325021,americas,region
americas,2003,19889.88,74.32,856439844,americas,region
americas,2004,20434.06,74.62,866387313,americas,region
americas,2005,20847.17,74.75,876215000,americas,region
americas,2006,21330.9,75.03,885919416,americas,region
americas,2007,21700.1,75.24,895492867,americas,region
americas,2008,21668.65,75.36,904975532,americas,region
americas,2009,20873.68,75.71,914417678,americas,region
americas,2010,21375.87,75.73,923853592,americas,region
americas,2011,21729.6,76.1,933300178,americas,region
americas,2012,22053.94,76.33,942744379,americas,region
americas,2013,22472.14,76.53,952152319,americas,region
americas,2014,22950.81,76.73,961473397,americas,region
_abk,1990,,,,,country
_abk,1991,,,,,country
_abk,1992,,,,,country
_abk,1993,,,,,country
_abk,1994,,,,,country
_abk,1995,,,,,country
_abk,1996,,,,,country
_abk,1997,,,,,country
_abk,1998,,,,,country
_abk,1999,,,,,country
_abk,2000,,,,,country
_abk,2001,,,,,country
_abk,2002,,,,,country
_abk,2003,,,,,country
_abk,2004,,,,,country
_abk,2005,,,,,country
_abk,2006,,,,,country
_abk,2007,,,,,country
_abk,2008,,,,,country
_abk,2009,,,,,country
_abk,2010,,,,,country
_abk,2011,,,,,country
_abk,2012,,,,,country
_abk,2013,,,,,country
_abk,2014,,,,,country
afg,1990,709.5,48.6,13032161,asia,country
afg,1991,705.44,49.43,14069854,asia,country
afg,1992,649.34,50.24,15472076,asia,country
afg,1993,558.85,51.01,17053213,asia,country
afg,1994,500.44,51.73,18553819,asia,country
afg,1995,601.87,52.4,19789880,asia,country
afg,1996,617.91,52.99,20684982,asia,country
afg,1997,635.34,53.52,21299350,asia,country
afg,1998,653.29,54,21752257,asia,country
afg,1999,670.98,54.44,22227543,asia,country
afg,2000,663.9,54.86,22856302,asia,country
afg,2001,595.03,55.27,23677385,asia,country
afg,2002,726.73,55.68,24639841,asia,country
afg,2003,785.12,56.12,25678639,asia,country
afg,2004,804.71,56.58,26693486,asia,country
afg,2005,874,57.07,27614718,asia,country
afg,2006,887.91,57.58,28420974,asia,country
afg,2007,983.65,58.1,29145841,asia,country
afg,2008,984.8,58.61,29839994,asia,country
afg,2009,1154.85,59.12,30577756,asia,country
afg,2010,1214.61,59.61,31411743,asia,country
afg,2011,1261.35,60.07,32358260,asia,country
afg,2012,1349.69,60.52,33397058,asia,country
afg,2013,1351.01,60.94,34499915,asia,country
afg,2014,1374.06,61.34,35623235,asia,country
and,1990,28511.18,,52773,europe,country
and,1991,28091.12,,54996,europe,country
and,1992,27041.01,,57767,europe,country
and,1993,25514.03,,60670,europe,country
and,1994,25092.43,,63111,europe,country
and,1995,25063.76,,64699,europe,country
and,1996,25839.06,,65227,europe,country
and,1997,28057.47,,64905,europe,country
and,1998,28982.13,,64246,europe,country
and,1999,30144.97,,63985,europe,country
and,2000,30265.94,,64634,europe,country
and,2001,33293,,66390,europe,country
and,2002,34485.48,,69043,europe,country
and,2003,35925.27,,72203,europe,country
and,2004,37427.6,,75292,europe,country
and,2005,39002.4,,77888,europe,country
and,2006,39924.83,,79874,europe,country
and,2007,39244.4,,81390,europe,country
and,2008,37046.5,,82577,europe,country
and,2009,34710.21,,83677,europe,country
and,2010,33052.28,,84864,europe,country
and,2011,31630.74,,86165,europe,country
and,2012,,,87518,europe,country
and,2013,,,88909,europe,country
and,2014,,,90302,europe,country
_akr,1990,,,14127,,country
_akr,1991,,,14227,,country
_akr,1992,,,14327,,country
_akr,1993,,,14429,,country
_akr,1994,,,14531,,country
_akr,1995,,,14633,,country
_akr,1996,,,14736,,country
_akr,1997,,,14841,,country
_akr,1998,,,14945,,country
_akr,1999,,,15051,,country
_akr,2000,,,15157,,country
_akr,2001,,,15264,,country
_akr,2002,,,15372,,country
_akr,2003,,,15481,,country
_akr,2004,,,15590,,country
_akr,2005,,,15700,,country
_akr,2006,,,15700,,country
_akr,2007,,,15700,,country
_akr,2008,,,15700,,country
_akr,2009,,,,,country
_akr,2010,,,,,country
_akr,2011,,,,,country
_akr,2012,,,,,country
_akr,2013,,,,,country
_akr,2014,,,,,country
alb,1990,3824.84,71.84,3289483,europe,country
alb,1991,2717.56,71.79,3291695,europe,country
alb,1992,2497.43,71.77,3266983,europe,country
alb,1993,2716.64,71.81,3224901,europe,country
alb,1994,2918.81,71.92,3179442,europe,country
alb,1995,3285.53,72.11,3141102,europe,country
alb,1996,3569.59,72.41,3112597,europe,country
alb,1997,3193.05,72.79,3091902,europe,country
alb,1998,3584.77,73.23,3079037,europe,country
alb,1999,3928.27,73.71,3072725,europe,country
alb,2000,4195.21,74.2,3071856,europe,country
alb,2001,4476.04,74.66,3077378,europe,country
alb,2002,4604.21,75.08,3089778,europe,country
alb,2003,4855.21,75.43,3106701,europe,country
alb,2004,5115.25,75.72,3124861,europe,country
alb,2005,5369,75.94,3141800,europe,country
alb,2006,5652.04,76.12,3156607,europe,country
alb,2007,5958.02,76.27,3169665,europe,country
alb,2008,6365.53,76.43,3181397,europe,country
alb,2009,6550.89,76.59,3192723,europe,country
alb,2010,6746.44,76.78,3204284,europe,country
alb,2011,6914.26,76.97,3215988,europe,country
alb,2012,6969.3,77.18,3227373,europe,country
alb,2013,7059.45,77.39,3238316,europe,country
alb,2014,7199.94,77.6,3248655,europe,country
dza,1990,5244.5,66.79,25299182,africa,country
dza,1991,5061.3,67.04,25930560,africa,country
dza,1992,5023.21,67.26,26557969,africa,country
dza,1993,4800.31,67.46,27169903,africa,country
dza,1994,4652.84,67.67,27751086,africa,country
dza,1995,4732.43,67.89,28291591,africa,country
dza,1996,4824.21,68.12,28786855,africa,country
dza,1997,4797.29,68.35,29242917,africa,country
dza,1998,4965.22,68.56,29673694,africa,country
dza,1999,5048.61,68.76,30099010,africa,country
dza,2000,5098.85,68.96,30533827,africa,country
dza,2001,5156.44,69.14,30982214,africa,country
dza,2002,5288.04,69.33,31441848,africa,country
dza,2003,5576.85,69.5,31913462,africa,country
dza,2004,5790.96,69.68,32396048,africa,country
dza,2005,6010.99,69.85,32888449,africa,country
dza,2006,6022.27,70.02,33391954,africa,country
dza,2007,6133.78,70.18,33906605,africa,country
dza,2008,6162.71,70.33,34428028,africa,country
dza,2009,6173.72,70.47,34950168,africa,country
dza,2010,6300.64,70.61,35468208,africa,country
dza,2011,6354.64,70.74,35980193,africa,country
dza,2012,6419.12,70.87,36485828,africa,country
dza,2013,6534.73,71,36983924,africa,country
dza,2014,6658.74,71.12,37473690,africa,country
asm,1990,6497.34,,47052,asia,country
asm,1991,6604.36,,48402,asia,country
asm,1992,6713.14,,49648,asia,country
asm,1993,6823.72,,50801,asia,country
asm,1994,6936.11,,51885,asia,country
asm,1995,7050.36,,52919,asia,country
asm,1996,7166.49,,53901,asia,country
asm,1997,7284.53,,54834,asia,country
asm,1998,7404.51,,55745,asia,country
asm,1999,7526.47,,56667,asia,country
asm,2000,7650.44,,57625,asia,country
asm,2001,7776.46,,58633,asia,country
asm,2002,8200.79,,59687,asia,country
asm,2003,8648.27,,60774,asia,country
asm,2004,9120.17,,61871,asia,country
asm,2005,9617.82,,62962,asia,country
asm,2006,11295.55,,64045,asia,country
asm,2007,13265.96,,65130,asia,country
asm,2008,,,66217,asia,country
asm,2009,,,67312,asia,country
asm,2010,,,68420,asia,country
asm,2011,,,69543,asia,country
asm,2012,,,70680,asia,country
asm,2013,,,71834,asia,country
asm,2014,,,73009,asia,country
ago,1990,2777.41,41.15,10335052,africa,country
ago,1991,2730.85,41.22,10653515,africa,country
ago,1992,2627.84,41.32,11002910,africa,country
ago,1993,1869.92,41.49,11371750,africa,country
ago,1994,1851.44,41.73,11742960,africa,country
ago,1995,1989.02,42.07,12105105,africa,country
ago,1996,2157.35,42.52,12452725,africa,country
ago,1997,2277.14,43.08,12792237,africa,country
ago,1998,2384.47,43.74,13138265,africa,country
ago,1999,2417.18,44.46,13511575,africa,country
ago,2000,2446.64,45.23,13926373,africa,country
ago,2001,2479.69,46,14388244,africa,country
ago,2002,2773.28,46.74,14890474,africa,country
ago,2003,2785.39,47.42,15419943,africa,country
ago,2004,3007.11,48.03,15957460,africa,country
ago,2005,3532.99,48.57,16489021,africa,country
ago,2006,4148,49.04,17010366,africa,country
ago,2007,4950.17,49.47,17525367,africa,country
ago,2008,5488.45,49.88,18037964,africa,country
ago,2009,5475.94,50.28,18555115,africa,country
ago,2010,5497.61,50.68,19081912,africa,country
ago,2011,5546.64,51.09,19618432,africa,country
ago,2012,5838.15,51.49,20162517,africa,country
ago,2013,6018.4,51.89,20714494,africa,country
ago,2014,6267.64,52.3,21274503,africa,country
aia,1990,12335.01,,8332,americas,country
aia,1991,11709.28,,8669,americas,country
aia,1992,12197.82,,8985,americas,country
aia,1993,12770.83,,9277,americas,country
aia,1994,13477.41,,9549,americas,country
aia,1995,12888.09,,9805,americas,country
aia,1996,12957.8,,10036,americas,country
aia,1997,14096.12,,10244,americas,country
aia,1998,15298.76,,10461,americas,country
aia,1999,15611.94,,10727,americas,country
aia,2000,15551.72,,11068,americas,country
aia,2001,15678.67,,11498,americas,country
aia,2002,15179.26,,12003,americas,country
aia,2003,15300.11,,12548,americas,country
aia,2004,18278.82,,13083,americas,country
aia,2005,19478.9,,13574,americas,country
aia,2006,22716.05,,14008,americas,country
aia,2007,25037.54,,14393,americas,country
aia,2008,24145.37,,14737,americas,country
aia,2009,19309.74,,15055,americas,country
aia,2010,18220.47,,15358,americas,country
aia,2011,18600.58,,15645,americas,country
aia,2012,,,15911,americas,country
aia,2013,,,16158,americas,country
aia,2014,,,16390,americas,country
atg,1990,11573.56,71.35,62202,americas,country
atg,1991,11751.6,71.56,62754,americas,country
atg,1992,11677.35,71.78,63802,americas,country
atg,1993,12036.98,72,65238,americas,country
atg,1994,12477.54,72.21,66895,americas,country
atg,1995,11650.35,72.44,68642,americas,country
atg,1996,12104.52,72.66,70450,americas,country
atg,1997,12387.28,72.88,72322,americas,country
atg,1998,12613.15,73.11,74190,americas,country
atg,1999,12826.3,73.32,75985,americas,country
atg,2000,12738.74,73.54,77656,americas,country
atg,2001,12770.73,73.75,79165,americas,country
atg,2002,12874.34,73.96,80507,americas,country
atg,2003,13346.28,74.16,81716,americas,country
atg,2004,14114.09,74.35,82838,americas,country
atg,2005,14579,74.54,83916,americas,country
atg,2006,16223.38,74.72,84952,americas,country
atg,2007,17161.68,74.91,85935,americas,country
atg,2008,17226.58,75.08,86881,americas,country
atg,2009,15219.49,75.26,87802,americas,country
atg,2010,13921.51,75.43,88710,americas,country
atg,2011,13508.8,75.61,89612,americas,country
atg,2012,13722.98,75.78,90510,americas,country
atg,2013,13949.8,75.95,91404,americas,country
atg,2014,14395.22,76.12,92290,americas,country
arg,1990,7846.61,71.56,32642442,americas,country
arg,1991,8575.87,71.79,33093579,americas,country
arg,1992,9308.41,72.02,33540023,americas,country
arg,1993,9742.07,72.25,33982035,americas,country
arg,1994,10206.9,72.48,34420352,americas,country
arg,1995,9807.78,72.71,34855160,americas,country
arg,1996,10245.38,72.94,35287113,americas,country
arg,1997,10967.28,73.16,35714929,americas,country
arg,1998,11272.74,73.39,36134642,americas,country
arg,1999,10771.07,73.6,36541029,americas,country
arg,2000,10571.36,73.82,36930709,americas,country
arg,2001,9992.71,74.03,37302116,americas,country
arg,2002,8797.64,74.24,37657340,americas,country
arg,2003,9481.37,74.44,38001251,americas,country
arg,2004,10232.09,74.64,38340778,americas,country
arg,2005,11063,74.84,38681174,americas,country
arg,2006,11865.58,75.03,39023850,americas,country
arg,2007,12748.36,75.22,39368066,americas,country
arg,2008,13457.94,75.41,39714298,americas,country
arg,2009,13420.78,75.59,40062470,americas,country
arg,2010,14486.63,75.77,40412376,americas,country
arg,2011,15595.38,75.95,40764561,americas,country
arg,2012,15714.1,76.12,41118986,americas,country
arg,2013,15969.42,76.3,41473982,americas,country
arg,2014,16337.87,76.48,41827217,americas,country
arm,1990,2809.07,67.87,3544695,europe,country
arm,1991,2436.61,67.86,3512051,europe,country
arm,1992,1442.93,67.97,3449940,europe,country
arm,1993,1375.72,68.19,3370373,europe,country
arm,1994,1498.93,68.51,3290540,europe,country
arm,1995,1632.3,68.91,3223173,europe,country
arm,1996,1731.63,69.37,3172185,europe,country
arm,1997,1791.34,69.89,3134836,europe,country
arm,1998,1928.32,70.43,3109101,europe,country
arm,1999,1992.95,70.97,3090624,europe,country
arm,2000,2114.05,71.49,3076098,europe,country
arm,2001,2328.45,71.98,3065810,europe,country
arm,2002,2692.3,72.43,3061067,europe,country
arm,2003,3078.9,72.83,3060554,europe,country
arm,2004,3413.9,73.19,3062612,europe,country
arm,2005,3902.99,73.49,3065954,europe,country
arm,2006,4413.18,73.73,3069844,europe,country
arm,2007,5011.55,73.92,3074181,europe,country
arm,2008,5346.98,74.07,3079087,europe,country
arm,2009,4544.93,74.19,3084979,europe,country
arm,2010,4598.93,74.29,3092072,europe,country
arm,2011,4767.39,74.38,3100236,europe,country
arm,2012,5059.08,74.46,3108972,europe,country
arm,2013,5224.38,74.56,3117722,europe,country
arm,2014,5384.73,74.66,3125790,europe,country
abw,1990,24316.96,73.46,62147,americas,country
abw,1991,25167.85,73.5,64642,americas,country
abw,1992,25120.54,73.54,68286,americas,country
abw,1993,25277.56,73.57,72573,americas,country
abw,1994,25830.48,73.59,76762,americas,country
abw,1995,25359.88,73.62,80323,americas,country
abw,1996,24966.42,73.64,83069,americas,country
abw,1997,26483.66,73.66,85161,americas,country
abw,1998,27963.77,73.69,86827,americas,country
abw,1999,27962.88,73.73,88442,americas,country
abw,2000,28711.44,73.78,90271,americas,country
abw,2001,27884.98,73.85,92363,americas,country
abw,2002,26467.87,73.94,94596,americas,country
abw,2003,25782.76,74.04,96875,americas,country
abw,2004,26972.69,74.17,99046,americas,country
abw,2005,26762.65,74.31,100996,americas,country
abw,2006,26415.89,74.46,102711,americas,country
abw,2007,26645.25,74.62,104225,americas,country
abw,2008,25354.97,74.77,105526,americas,country
abw,2009,23369.71,74.91,106612,americas,country
abw,2010,21868.81,75.05,107488,americas,country
abw,2011,23661.38,75.19,108141,americas,country
abw,2012,,75.32,108587,americas,country
abw,2013,,75.45,108883,americas,country
abw,2014,,75.58,109118,americas,country
aus,1990,23151.89,77.05,17096153,asia,country
aus,1991,22893.85,77.54,17320633,asia,country
aus,1992,23424.76,77.54,17529469,asia,country
aus,1993,24053.1,78.07,17727413,asia,country
aus,1994,24780.17,78.07,17921818,asia,country
aus,1995,25518.71,78.45,18118416,asia,country
aus,1996,26151.13,78.53,18319637,asia,country
aus,1997,26997.93,78.79,18525153,asia,country
aus,1998,28169.15,79.28,18734878,asia,country
aus,1999,28983.26,79.53,18947894,asia,country
aus,2000,29241.51,79.93,19164351,asia,country
aus,2001,30043.24,80.27,19382188,asia,country
aus,2002,30687.75,80.29,19604051,asia,country
aus,2003,31634.24,80.69,19840120,asia,country
aus,2004,32098.5,81.04,20103822,asia,country
aus,2005,32798,81.44,20403520,asia,country
aus,2006,33204.15,81.63,20744295,asia,country
aus,2007,34196.81,81.67,21119988,asia,country
aus,2008,34444.33,81.56,21513817,asia,country
aus,2009,34389.09,81.93,21902300,asia,country
aus,2010,34884.76,82.09,22268384,asia,country
aus,2011,35253.93,82.23,22605732,asia,country
aus,2012,36064.73,82.36,22918688,asia,country
aus,2013,36674.1,82.49,23213944,asia,country
aus,2014,37418.89,82.62,23502754,asia,country
aut,1990,26134.99,75.77,7670513,europe,country
aut,1991,26744.39,75.83,7719577,europe,country
aut,1992,27042.01,76.04,7778255,europe,country
aut,1993,26882.04,76.27,7839625,europe,country
aut,1994,27463.47,76.59,7894229,europe,country
aut,1995,27918.81,76.83,7935624,europe,country
aut,1996,28602.35,77.1,7960464,europe,country
aut,1997,29095.92,77.5,7971553,europe,country
aut,1998,30107.97,77.87,7976117,europe,country
aut,1999,31039.61,78.05,7984694,europe,country
aut,2000,32008.5,78.33,8004712,europe,country
aut,2001,32196.42,78.83,8038480,europe,country
aut,2002,32417.6,78.96,8083059,europe,country
aut,2003,32741.18,78.96,8134235,europe,country
aut,2004,33455.69,79.47,8185553,europe,country
aut,2005,34108,79.64,8232196,europe,country
aut,2006,35177.2,80.1,8273208,europe,country
aut,2007,36335.8,80.3,8309783,europe,country
aut,2008,36700.3,80.51,8341806,europe,country
aut,2009,35200.2,80.39,8369639,europe,country
aut,2010,35816.33,80.59,8393644,europe,country
aut,2011,36637.25,80.78,8413429,europe,country
aut,2012,36731.62,80.96,8428915,europe,country
aut,2013,36935.13,81.13,8441263,europe,country
aut,2014,37386.7,81.3,8452081,europe,country
aze,1990,4629.49,64.85,7211692,europe,country
aze,1991,4528.83,64.49,7327570,europe,country
aze,1992,3455.54,64.24,7445925,europe,country
aze,1993,2627.68,64.17,7562075,europe,country
aze,1994,2088.92,64.29,7669735,europe,country
aze,1995,1828.58,64.59,7764798,europe,country
aze,1996,1843.18,65.02,7845310,europe,country
aze,1997,1943.28,65.51,7913692,europe,country
aze,1998,2132.38,65.99,7975648,europe,country
aze,1999,2285.69,66.43,8039312,europe,country
aze,2000,2533.17,66.85,8110723,europe,country
aze,2001,2775.73,67.24,8191464,europe,country
aze,2002,3059.17,67.66,8280252,europe,country
aze,2003,3387.79,68.1,8376733,europe,country
aze,2004,3760.1,68.57,8479668,europe,country
aze,2005,4648,69.03,8587902,europe,country
aze,2006,6174.3,69.46,8701719,europe,country
aze,2007,7617.24,69.84,8821012,europe,country
aze,2008,8330.51,70.14,8943600,europe,country
aze,2009,8985.4,70.36,9066604,europe,country
aze,2010,9325.55,70.51,9187783,europe,country
aze,2011,9218.05,70.61,9306023,europe,country
aze,2012,9291.02,70.68,9421233,europe,country
aze,2013,9598.96,70.75,9533445,europe,country
aze,2014,10079.32,70.82,9643103,europe,country
bhs,1990,21906.4,70.7,256128,americas,country
bhs,1991,20600.5,70.86,260845,americas,country
bhs,1992,19432.56,71.01,265761,americas,country
bhs,1993,19119.62,71.13,270701,americas,country
bhs,1994,19353.79,71.23,275426,americas,country
bhs,1995,19840.9,71.35,279774,americas,country
bhs,1996,20329.13,71.48,283677,americas,country
bhs,1997,20990.83,71.64,287217,americas,country
bhs,1998,22074.23,71.85,290571,americas,country
bhs,1999,22623.02,72.09,293988,americas,country
bhs,2000,22728.4,72.37,297651,americas,country
bhs,2001,22600.18,72.66,301606,americas,country
bhs,2002,22810.96,72.97,305801,americas,country
bhs,2003,22744.75,73.26,310201,americas,country
bhs,2004,22747.53,73.53,314739,americas,country
bhs,2005,23021,73.78,319358,americas,country
bhs,2006,23314.07,74.01,324066,americas,country
bhs,2007,23369.12,74.21,328861,americas,country
bhs,2008,22560.07,74.4,333661,americas,country
bhs,2009,21219.55,74.58,338358,americas,country
bhs,2010,21022.7,74.75,342877,americas,country
bhs,2011,21129.18,74.92,347176,americas,country
bhs,2012,21418.22,75.07,351275,americas,country
bhs,2013,21753.58,75.23,355233,americas,country
bhs,2014,22051.17,75.39,359142,americas,country
bhr,1990,17860.39,72.38,492891,asia,country
bhr,1991,18146.85,72.58,506685,asia,country
bhr,1992,19035.57,72.79,519696,asia,country
bhr,1993,20065.77,73,532362,asia,country
bhr,1994,19499.25,73.22,545329,asia,country
bhr,1995,19759.05,73.43,559069,asia,country
bhr,1996,20101.55,73.66,574914,asia,country
bhr,1997,20292.01,73.87,592986,asia,country
bhr,1998,20834.14,74.09,611237,asia,country
bhr,1999,21317.72,74.29,626765,asia,country
bhr,2000,22015.32,74.49,638193,asia,country
bhr,2001,22630.44,74.69,642510,asia,country
bhr,2002,23403.55,74.87,642070,asia,country
bhr,2003,24686.46,75.06,647164,asia,country
bhr,2004,25659.68,75.24,671760,asia,country
bhr,2005,27236,75.42,724807,asia,country
bhr,2006,28478.45,75.59,811410,asia,country
bhr,2007,30260.8,75.75,925733,asia,country
bhr,2008,31538.93,75.91,1052359,asia,country
bhr,2009,24415.28,76.06,1169578,asia,country
bhr,2010,24012.8,76.2,1261835,asia,country
bhr,2011,24036.72,76.33,1323535,asia,country
bhr,2012,24472.89,76.47,1359485,asia,country
bhr,2013,24989.2,76.6,1377273,asia,country
bhr,2014,25303.94,76.74,1389036,asia,country
bgd,1990,798.58,60.01,105256026,asia,country
bgd,1991,810.22,60.53,107768749,asia,country
bgd,1992,837.81,61.06,110225555,asia,country
bgd,1993,862.9,61.6,112645460,asia,country
bgd,1994,884.12,62.14,115059015,asia,country
bgd,1995,912.82,62.69,117486952,asia,country
bgd,1996,939.23,63.24,119928682,asia,country
bgd,1997,972.77,63.78,122370403,asia,country
bgd,1998,1005.19,64.3,124803350,asia,country
bgd,1999,1034.63,64.81,127214841,asia,country
bgd,2000,1075.43,65.3,129592275,asia,country
bgd,2001,1110.28,65.77,131944583,asia,country
bgd,2002,1136.39,66.22,134266428,asia,country
bgd,2003,1171.99,66.65,136514768,asia,country
bgd,2004,1221.43,67.06,138633400,asia,country
bgd,2005,1268,67.46,140587922,asia,country
bgd,2006,1333.98,67.86,142353502,asia,country
bgd,2007,1402.3,68.25,143956805,asia,country
bgd,2008,1470.33,68.64,145478300,asia,country
bgd,2009,1540.79,69.04,147030145,asia,country
bgd,2010,1621.04,69.44,148692131,asia,country
bgd,2011,1708.3,69.85,150493658,asia,country
bgd,2012,1792.55,70.25,152408774,asia,country
bgd,2013,1880.14,70.65,154393847,asia,country
bgd,2014,1978.51,71.05,156380192,asia,country
brb,1990,13954.77,71.07,259501,americas,country
brb,1991,13293.89,71.31,260351,americas,country
brb,1992,12263.45,71.54,261136,americas,country
brb,1993,12299.75,71.76,261885,americas,country
brb,1994,12736.75,71.97,262637,americas,country
brb,1995,13009.35,72.17,263416,americas,country
brb,1996,13356.07,72.37,264237,americas,country
brb,1997,13901.9,72.56,265088,americas,country
brb,1998,14702.32,72.75,265941,americas,country
brb,1999,14710.96,72.93,266758,americas,country
brb,2000,14982.12,73.11,267511,americas,country
brb,2001,14533.64,73.3,268192,americas,country
brb,2002,14544.49,73.48,268813,americas,country
brb,2003,14779.73,73.66,269389,americas,country
brb,2004,15268.12,73.84,269947,americas,country
brb,2005,15837,74.01,270503,americas,country
brb,2006,16703.59,74.19,271062,americas,country
brb,2007,16938.2,74.36,271618,americas,country
brb,2008,16959.9,74.53,272180,americas,country
brb,2009,16226.01,74.7,272750,americas,country
brb,2010,16223.53,74.87,273331,americas,country
brb,2011,16273.99,75.04,273925,americas,country
brb,2012,16233.41,75.2,274530,americas,country
