"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1958,50499,4748,,
"afg",1958,8679848,1176,34.5,374.1
"ago",1958,5084166,3728,50.1,352.248986638
"aia",1958,5805,,,
"akr_a_dhe",1958,11279,,,
"ala",1958,21121,,,
"alb",1958,1543224,2493,24.4,139.350271009
"and",1958,11616,13034,,
"ant",1958,129941,,,
"are",1958,84420,1433,45.1,216.812619288
"arg",1958,19951326,8157,43.7,82.6481729195
"arm",1958,1738902,2421,45.4,85.95
"asm",1958,19606,,,
"atg",1958,53744,4319,,95.7198736824
"aus",1958,9859257,13545,32.9,26
"aut",1958,7003575,10919,45.7,47.8
"aze",1958,3653083,4859,38.2,115.857843866
"bdi",1958,2679765,608,40.4,251.72542494
"bel",1958,9027679,11919,47.7,37.7
"ben",1958,2371461,1109,41.8,322.5
"bfa",1958,4699342,634,42.4,358
"bgd",1958,45547037,979,37.2,279.1
"bgr",1958,7733026,4192,23.1,79.27
"bhr",1958,151067,21541,35,237.8
"bhs",1958,99767,13792,,103.09
"bih",1958,3097882,1583,41.4,159.667275101
"blr",1958,8019377,3719,29.2,65.9283535691
"blz",1958,86956,1977,,125.2501
"bmu",1958,43229,18658,,
"bol",1958,3556361,2717,44.7,291.215628241
"bra",1958,68351012,3935,48.6,181.7
"brb",1958,229826,4459,,99.5
"brn",1958,74189,61493,,109.536895115
"btn",1958,214221,931,47,354.873264635
"bwa",1958,501117,944,43.9,180.6
"caf",1958,1457118,1428,51.9,300.142656554
"can",1958,17067983,14056,34.8,34.7
"cck",1958,361,,,
"chanisl",1958,107712,,,
"che",1958,5143672,24798,38.7,27.9
"cheslo",1958,13465676,,,
"chl",1958,7349892,6194,55.1,175.690336311
"chn",1958,625155626,889,35.6,233.32
"civ",1958,3251367,2353,43.6,326.3
"cmr",1958,5152307,1750,44,299.5
"cod",1958,14508911,2085,44.2,270.851839126
"cog",1958,964461,2135,38.9,191.8
"cok",1958,17584,,,128.5
"col",1958,15526391,3396,60.1,138.113225754
"com",1958,182512,935,46.2,317.768320382
"cpv",1958,198541,740,48,200.238235596
"cri",1958,1241550,3936,49.8,114.482844223
"cub",1958,6881209,10501,36.5,47.5745006374
"cxr",1958,764,,,
"cym",1958,7432,14330,,
"cyp",1958,558895,5161,37.8,44.1199087968
"cze",1958,9497307,10699,28,31.0556834923
"deu",1958,72318498,12884,39.2,46.0254449465
"deu_east",1958,17852540,,,
"deu_west",1958,53866947,,,
"dji",1958,76354,3502,40.9,245.022191083
"dma",1958,57775,2351,,
"dnk",1958,4521598,13963,36.5,26.2
"dom",1958,3078629,2681,47.2,150.7
"dza",1958,10578453,5273,40.2,247.7
"ecu",1958,4296835,4178,39.4,190.1
"egy",1958,25644891,1908,44.5,331.7
"eri",1958,1344338,852,47.5,306.439110898
"eri_a_eth",1958,24822667,,,
"esh",1958,27239,,,
"esp",1958,29863304,5904,31.7,64.3
"est",1958,1192265,6565,31.6,48.559954139
"eth",1958,21200998,631,44.6,303.014454685
"fin",1958,4358901,9276,31.3,30.4
"fji",1958,368320,3334,43.8,79.2
"flk",1958,2168,,,
"fra",1958,44827950,10681,50.8,32.4
"fro",1958,33236,,,
"fsm",1958,41725,1368,,137.997569808
"gab",1958,490867,1226,64.3,283.113360129
"gbg",1958,46556,,,
"gbm",1958,49507,,,
"gbr",1958,51800117,12672,24.6,27.4
"geo",1958,4030874,3130,39.5,99.8698513216
"gha",1958,6245642,2092,41.2,217.3
"gib",1958,21208,,,
"gin",1958,3466979,755,43.8,357.1
"glp",1958,260232,,,
"gmb",1958,344265,1120,45.9,375.5
"gnb",1958,600595,1190,42,279.888701861
"gnq",1958,245617,598,50.5,311.547257976
"grc",1958,8175140,5860,38.6,58.3
"grd",1958,86495,2018,,124.864718992
"grl",1958,28842,5176,,
"gtm",1958,3913698,3336,51.2,227.6
"guf",1958,30300,,,
"gum",1958,64698,,,
"guy",1958,531605,3529,41.8,103.2
"hkg",1958,2823302,4424,,
"hnd",1958,1880356,2483,49.9,224.6
"hos",1958,911,,,
"hrv",1958,4130493,6531,,96.7212864193
"hti",1958,3718286,2351,49.3,301.4
"hun",1958,9945194,8317,27.3,66.9
"idn",1958,83332054,1643,42.8,234.9
"ind",1958,432601236,1005,31.1,256
"irl",1958,2843755,7089,50.8,38.2
"irn",1958,20811062,4591,54.5,313.152749049
"irq",1958,6951160,5465,63.8,221.1
"isl",1958,168318,10896,,22.3
"isr",1958,1939449,5712,44.4,44.2009484536
"ita",1958,49125959,9182,43.7,55.8
"jam",1958,1593488,5041,41.5,92.6
"jey",1958,61619,,,
"jor",1958,791658,4119,40.1,176
"jpn",1958,90883290,3996,36.5,46.8
"kaz",1958,9169484,7988,36.8,133.4566484
"ken",1958,7626000,1913,68.4,218.3
"kgz",1958,2047784,2676,36.1,150.459123524
"khm",1958,5441365,1394,44.1,263.900164239
"kir",1958,39276,2221,,211.944390831
"kna",1958,50546,3725,,
"kor",1958,23490027,1233,31.1,130.4
"korea_union",1958,33013152,,,
"kos",1958,1311235,,,
"kwt",1958,220405,15866,39.3,162.267649266
"lao",1958,2024907,1221,36.4,256.906883752
"lbn",1958,1691366,8150,55.8,82.7
"lbr",1958,1073402,1295,44.1,315
"lby",1958,1344561,9271,38.8,320.3
"lca",1958,88331,1965,,145.845274536
"lie",1958,15767,,,
"lka",1958,9444541,1799,37.4,110.6
"lso",1958,824086,513,52.7,197.2
"ltu",1958,2705875,9083,32.3,69.818152096
"lux",1958,310260,21591,32.1,44.5005593227
"lva",1958,2082127,5217,32.4,50.0940649988
"mac",1958,170844,6522,,
