"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1885,,1294,,
"afg",1885,,754,39.8,481.39
"ago",1885,,897,30.4,485.68
"alb",1885,,936,31.6,375.2
"and",1885,,2676,,
"are",1885,,1610,43.5,434.46
"arg",1885,,4852,37.5,409.79
"arm",1885,,662,39.5,332.142886562
"atg",1885,,1176,,237.517241176
"aus",1885,,7353,38.3,201.61
"aut",1885,,4235,36.6,414.12
"aze",1885,,1115,44.8,322.676997352
"bdi",1885,,452,43.7,423.95
"bel",1885,,5838,50,230.3
"ben",1885,,819,43.2,430.46
"bfa",1885,,517,37.5,454.69
"bgd",1885,,939,42.1,540.44
"bgr",1885,,1751,38,327.93
"bhr",1885,,2278,42,439.79
"bhs",1885,,2245,,225.36729225
"bih",1885,,970,44.8,378.8
"blr",1885,,896,50,365.67
"blz",1885,,899,,254.359091018
"bmu",1885,,1907,,
"bol",1885,,1584,36.9,404.69
"bra",1885,,1450,29,417.44
"brb",1885,,1419,,633.503534925
"brn",1885,,1890,,454.69
"btn",1885,,717,47.9,431.671869903
"bwa",1885,,545,35.6,397.2
"caf",1885,,582,48.9,443.79
"can",1885,,3451,41.9,270.97
"che",1885,,7164,38.8,230.96
"chl",1885,,2678,68.2,417.44
"chn",1885,,974,27.5,417.44
"civ",1885,,1141,44.8,427.86
"cmr",1885,,859,34.7,460.21
"cod",1885,,688,42.1,422.65
"cog",1885,,731,42.7,408.51
"col",1885,,1142,46.6,417.44
"com",1885,,759,46.9,416.16
"cpv",1885,,700,48.2,394.71
"cri",1885,,1607,43.8,441.12
"cub",1885,,2316,41.5,306.18
"cym",1885,,1614,,
"cyp",1885,,1845,42,339.12
"cze",1885,,3224,45.2,379.99
"deu",1885,,3405,41.5,367.32
"dji",1885,,984,45.9,445.15
"dma",1885,,1030,,
"dnk",1885,,4104,47.4,176.18
"dom",1885,,952,45.9,445.15
"dza",1885,,1487,36.1,460.21
"ecu",1885,,804,46.7,405.96
