"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1852,,1036,,
"afg",1852,,674,32.4,475.67
"ago",1852,,776,39.8,485.68
"alb",1852,,720,41.2,375.2
"and",1852,,1812,,
"are",1852,,1212,44.1,434.46
"arg",1852,,2380,32.8,402.19
"arm",1852,,583,32.2,346.792842143
"atg",1852,,942,,310.495767493
"aus",1852,,4549,46.2,390.99
"aut",1852,,2966,36.1,393.18
"aze",1852,,929,39.7,345.226650737
"bdi",1852,,439,43.7,423.95
"bel",1852,,3549,52.8,258.26
"ben",1852,,698,45.6,430.46
"bfa",1852,,499,37.5,454.69
"bgd",1852,,878,42.7,507.88
"bgr",1852,,1279,47.8,343.64
"bhr",1852,,1567,43.2,439.79
"bhs",1852,,1798,,300.048166966
"bih",1852,,782,37.6,378.8
"blr",1852,,740,53.6,365.67
"blz",1852,,720,,322.079405646
"bmu",1852,,1527,,
"bol",1852,,1159,36.9,404.69
"bra",1852,,1233,38.9,417.44
"brb",1852,,1137,,564.063186977
"brn",1852,,1690,,454.69
"btn",1852,,672,47.5,443.708477563
"bwa",1852,,465,35.6,397.2
"caf",1852,,496,47,443.79
"can",1852,,2242,28.4,310.45
"che",1852,,4009,49.7,344.77
"chl",1852,,1440,64,417.44
"chn",1852,,1017,37,443.79
"civ",1852,,1000,41.4,427.86
"cmr",1852,,733,45.6,460.21
"cod",1852,,601,42.1,422.65
"cog",1852,,666,47,408.51
"col",1852,,1049,58.9,417.44
"com",1852,,734,41.5,416.16
"cpv",1852,,608,49.1,394.71
"cri",1852,,1111,46.2,441.12
"cub",1852,,1579,39.5,363.32
"cym",1852,,1293,,
"cyp",1852,,1249,37,339.12
"cze",1852,,2472,49.2,379.99
"deu",1852,,2180,43.8,483.95
"dji",1852,,886,44.2,445.15
"dma",1852,,825,,
"dnk",1852,,2927,51.8,261.76
"dom",1852,,796,43.7,445.15
"dza",1852,,1040,61.3,460.21
"ecu",1852,,651,43.3,405.96
"egy",1852,,919,61.5,404.69
"eri",1852,,579,47.2,441.12
"esp",1852,,1719,31.8,374.824718608
"est",1852,,1181,48.9,362.15
"eth",1852,,530,47.5,447.88
"fin",1852,,1528,50.6,359.8
"fji",1852,,877,46.8,498.88
"fra",1852,,2379,54.7,265.08
"fsm",1852,,535,,319.606039184
"gab",1852,,393,45.9,435.79
"gbr",1852,,4784,44,267.19
"geo",1852,,634,29.7,355.87808266
"gha",1852,,725,44.2,471.38
"gin",1852,,482,32.7,443.79
"gmb",1852,,839,46.1,460.21
"gnb",1852,,800,49.8,417.44
"gnq",1852,,381,48.9,446.51
"grc",1852,,1830,49.9,360.97
"grd",1852,,1101,,322.27086119
"grl",1852,,555,,
