"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1935,,2688,,
"afg",1935,,943,36.6,453.672154347
"ago",1935,,1974,51.8,448.64
"alb",1935,,1748,25.5,289.77
"and",1935,,5410,,
"are",1935,,1343,44.6,401.624806562
"arg",1935,,6810,43.5,160.337182128
"arm",1935,,1273,40.7,189.534681275
"atg",1935,,2444,,158.267333412
"aus",1935,,8689,40.5,54.3527773723
"aut",1935,,5576,37.5,147.43
"aze",1935,,2363,41.5,206.540321521
"bdi",1935,,486,46.5,389.350888979
"bel",1935,,8743,48,102.51
"ben",1935,,1109,44.2,401.397631195
"bfa",1935,,532,40.8,421.22812645
"bgd",1935,,1156,37.9,391.033171467
"bgr",1935,,2068,27,198.37
"bhr",1935,,3272,36.7,405.786244292
"bhs",1935,,5994,,146.068784468
"bih",1935,,1094,45.1,265.36
"blr",1935,,1874,27.6,153.87
"blz",1935,,1500,,178.3363094
"bmu",1935,,6111,,
"bol",1935,,2560,36.5,368.566553805
"bra",1935,,2137,41.5,355.010730864
"brb",1935,,2389,,359.014463604
"brn",1935,,5489,,239.29
"btn",1935,,808,47.3,413.376175847
"bwa",1935,,741,40.8,361.348082291
"caf",1935,,959,46.2,422.223073063
"can",1935,,6538,40.3,90.7530775447
"che",1935,,13731,39.6,62.74
"chl",1935,,3973,66.7,408.009848341
"chn",1935,,1004,48.7,356.66
"civ",1935,,1699,39.9,393.997706916
"cmr",1935,,1231,42.9,426.857269167
"cod",1935,,1177,44.3,385.939984587
"cog",1935,,1305,38.9,381.740973755
"col",1935,,2577,56.2,253.474300694
"com",1935,,797,39.2,384.611190318
"cpv",1935,,799,47.7,365.785521962
"cri",1935,,2265,47.7,252.2663
"cub",1935,,4937,37.8,199.73
"cym",1935,,5165,,
"cyp",1935,,3204,40.7,217.97
"cze",1935,,5561,40.8,144.93
"deu",1935,,7232,46,147.525203875
"dji",1935,,2038,42.1,411.2
"dma",1935,,1724,,
"dnk",1935,,9708,46.2,87.3502757353
"dom",1935,,1595,41.6,386.006844548
"dza",1935,,3220,40.3,391.529214845
"ecu",1935,,1945,42.1,376.730208839
"egy",1935,,1674,44.2,376.005681818
"eri",1935,,743,47.8,407.714746039
"esp",1935,,4417,35.9,172.296589332
"est",1935,,3549,39.4,154.62
