"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abkh",2005,,,40,
"abw",2005,100031,40737,40,19.796
"afg",2005,24399948,1146,36.6375471365,119.6
"ago",2005,17912942,4667,44.0631691935,203.9
"aia",2005,12637,,40,
"akr_a_dhe",2005,15700,,40,
"alb",2005,3082172,7075,41.7956592956,20.5
"and",2005,81223,39787,40,3.9
"ant",2005,185967,,40,
"arg",2005,39145491,12039,46.66,17.1
"arm",2005,3014917,5297,55.5066413879,23.3
"asm",2005,59117,,40,
"atg",2005,82565,21414,40,12.4
"aus",2005,20274282,38840,44.2197274074,5.7
"aut",2005,8234858,40875,34.2,4.9
"aze",2005,8563398,8052,40.5068247059,51.7
"bdi",2005,7934213,692,34.41,127.1
"bel",2005,10561436,39881,31.81496753,5
"ben",2005,8182362,1584,45.009764375,125.5
"bfa",2005,13421929,1232,49.9394633333,158.3
"bgd",2005,142929979,1934,47.19861,66.8
"bgr",2005,7682614,12359,49.05499,15.9
"bhr",2005,867014,44031,40,10.9
"bhs",2005,329243,25397,43.4921471725,15.3
"bih",2005,3833377,7751,40,8.2
"blr",2005,9640616,10851,35.17899,9.4
"blz",2005,283279,8202,40,21.7
"bmu",2005,65124,56017,40,
"bol",2005,9125405,4578,43.2906140909,61.4
"bra",2005,188479240,12373,61.2,22.5
"brb",2005,274013,15128,44.5168726212,16.5
"brn",2005,361889,74441,40,9
"btn",2005,651163,4565,40,58.5
"bwa",2005,1864003,11460,58.72926,65.6
"caf",2005,4055608,853,48.62189,166.5
"can",2005,32256333,40284,41.0614293446,6.1
"cck",2005,628,,40,
"chanisl",2005,154298,,40,10.882
"cheslo",2005,15672501,,40,
"chl",2005,16096571,16985,53.98,9.1
"chn",2005,1305600630,5675,44.43417,24
"civ",2005,18132702,2828,51.30824,128
"cmr",2005,18126999,2532,51.75321,125.3
"cod",2005,56089536,556,44,138.4
"cog",2005,3503086,4978,42.8196203226,95.3
"cok",2005,19399,,40,13
"col",2005,43285636,9286,57.4,21.5
"com",2005,618632,1498,63.79504,97.8
"cpv",2005,474224,4604,40,27.7
"cri",2005,4247843,10629,44.4058823529,10.4
"cub",2005,11261052,14200,42.7045087097,6.8
"cxr",2005,361,,40,
"cym",2005,48623,55970,40,
"cyp",2005,1032586,33592,40,4.8
"cyp_nor",2005,,,40,
"cze",2005,10230877,25571,31.34014,5.2
"deu",2005,81246801,37901,50.5752983682,4.7
"deu_east",2005,16299724,,40,
"dji",2005,778406,2240,43.7259929412,88.5
"dma",2005,70542,8764,40,15.6
"dnk",2005,5417692,43919,39.2,4.9
"dom",2005,9237565,8772,45.7647058824,36.8
"dza",2005,33267887,12077,42.48379,33.6
"ecu",2005,13735232,8582,44.6398758824,29.1
"egy",2005,74942115,8556,34.7115024766,35.6
"eri",2005,4191273,1332,40,69.5
"eri_a_eth",2005,77722924,,40,
"est",2005,1355662,21651,38.12853,7.3
"eth",2005,76608431,738,47.06577,109.1
"fin",2005,5246368,38700,27.4,3.8
"fji",2005,821820,7169,43.28125,23.7
"flk",2005,2942,,40,
"fra",2005,61241700,36395,37.2396329942,4.6
"fro",2005,48337,,40,
"fsm",2005,106198,3301,40,47.4
"gab",2005,1377777,17069,41.79365,75.3
"gbg",2005,65228,,40,
"gbm",2005,80345,,40,
"geo",2005,4475273,4716,48.91344,24.6
"gha",2005,21389514,2558,41.51118,86.5
"gib",2005,29080,,40,
