"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1823,,852,,
"afg",1823,,611,30.5,471.38
"ago",1823,,683,48.1,485.68
"alb",1823,,674,41.2,375.2
"and",1823,,1286,,
"are",1823,,1087,44.6,434.46
"arg",1823,,1578,45.8,402.19
"arm",1823,,521,29.1,360.199538931
"atg",1823,,775,,392.927043426
"aus",1823,,916,41.8,390.99
"aut",1823,,2102,51.6,297.52
"aze",1823,,792,35.2,366.340308432
"bdi",1823,,427,43.7,423.95
"bel",1823,,2440,61.5,320.22
"ben",1823,,607,47.7,430.46
"bfa",1823,,483,37.5,454.69
"bgd",1823,,875,41.8,507.88
"bgr",1823,,1108,47.8,358.63
"bhr",1823,,1363,44.2,439.79
"bhs",1823,,1479,,385.855230213
"bih",1823,,681,31.2,378.8
"blr",1823,,625,57.5,365.67
"blz",1823,,592,,396.325944658
"bmu",1823,,1256,,
"bol",1823,,881,36.9,404.69
"bra",1823,,1119,40,417.44
"brb",1823,,935,,509.352148185
"brn",1823,,1532,,454.69
"btn",1823,,635,47.1,454.562860678
"bwa",1823,,404,35.6,397.2
"caf",1823,,432,45.4,443.79
"can",1823,,1538,43.3,333.47
"che",1823,,2796,42.5,344.77
"chl",1823,,986,48.8,417.44
"chn",1823,,985,43.5,417.44
"civ",1823,,891,38.4,427.86
"cmr",1823,,637,55.2,460.21
"cod",1823,,533,42.1,422.65
"cog",1823,,613,50.7,408.51
"col",1823,,973,58.9,417.44
"com",1823,,712,36.8,416.16
"cpv",1823,,538,49.9,394.71
"cri",1823,,804,48.3,441.12
"cub",1823,,1128,37.8,366.84
"cym",1823,,1063,,
"cyp",1823,,887,32.5,339.12
"cze",1823,,1969,36.3,379.99
"deu",1823,,1927,52.1,340.25
"dji",1823,,809,42.7,445.15
"dma",1823,,679,,
"dnk",1823,,2154,60,353.98
"dom",1823,,680,41.7,445.15
"dza",1823,,759,58.3,460.21
"ecu",1823,,541,40.3,405.96
"egy",1823,,804,58.3,404.69
"eri",1823,,538,46,441.12
"esp",1823,,1533,37.4,450.6
"est",1823,,979,48.9,362.15
"eth",1823,,525,47.5,447.88
"fin",1823,,1311,50.6,347.07
"fji",1823,,795,47.2,498.88
"fra",1823,,1834,58.5,289.22
"fsm",1823,,525,,387.06856342
"gab",1823,,392,45.9,435.79
"gbr",1823,,3460,57.7,316.96
"geo",1823,,552,29.7,378.14955397
"gha",1823,,709,56.9,471.38
"gin",1823,,454,32.7,447.88
"gmb",1823,,824,45.5,460.21
"gnb",1823,,781,49.8,417.44
"gnq",1823,,367,46.7,446.51
"grc",1823,,1455,49.9,360.97
"grd",1823,,974,,398.847150144
"grl",1823,,407,,
"gtm",1823,,881,35.3,503.36
"guy",1823,,1242,38.2,429.16
"hkg",1823,,1017,,
"hnd",1823,,703,57.2,393.46
"hrv",1823,,1384,,366.84
"hti",1823,,655,42.4,486.155995183
"hun",1823,,1283,46,368.01
"idn",1823,,1002,50.7,443.79
"ind",1823,,1051,33.4,509.39
"irl",1823,,1515,43.1,348.22
"irn",1823,,986,58.3,506.38
"irq",1823,,985,58.3,427.86
"isl",1823,,960,,412.34
"isr",1823,,882,44.9,447.776713787
"ita",1823,,2482,59.5,454.69
"jam",1823,,1145,39.1,389.77
"jor",1823,,991,40.2,421.34
"jpn",1823,,1084,52.4,363.32
"kaz",1823,,1190,43.3,497.41
"ken",1823,,917,46.3,507.88
"kgz",1823,,523,46,381.047203021
"khm",1823,,910,40.4,379.99
"kir",1823,,562,,416.545259111
"kna",1823,,1192,,
"kor",1823,,562,32.1,503.36
"kwt",1823,,1196,44.5,500.35
"lao",1823,,873,38.4,418.74
"lbn",1823,,1122,58.3,447.88
"lbr",1823,,806,40.3,429.16
"lby",1823,,1092,44.2,404.69
"lca",1823,,886,,398.441644847
"lka",1823,,903,47.8,409.79
"lso",1823,,398,54.9,407.24
"ltu",1823,,1326,48.9,458.81
"lux",1823,,1510,29.5,357.45
"lva",1823,,784,48.9,404.69
"mac",1823,,1005,,
"mar",1823,,721,58.3,403.44
"mco",1823,,2072,,
"mda",1823,,633,47.8,380.200768211
"mdg",1823,,583,41,437.13
"mdv",1823,,845,,442.365317477
"mex",1823,,1374,39.3,487.15
"mhl",1823,,547,,
"mkd",1823,,709,32.5,393.319960365
"mli",1823,,605,47.2,494.48
"mlt",1823,,806,,336.544322209
"mmr",1823,,843,30.5,433.13
"mne",1823,,1087,33.3,375.2
"mng",1823,,597,37.1,420.04
"moz",1823,,396,45.4,439.79
"mrt",1823,,537,49.1,417.44
"mus",1823,,957,39.6,427.86
"mwi",1823,,351,45.7,439.79
"mys",1823,,1006,25.3,435.79
"nam",1823,,567,52.6,412.34
"ner",1823,,454,43.3,433.13
"nga",1823,,894,54.1,438.46
"nic",1823,,1008,53.1,509.39
"nld",1823,,4028,55.5,323.5
"nor",1823,,1344,44.1,309.38
"npl",1823,,656,41,407.24
"nru",1823,,564,,
"nzl",1823,,661,38.2,390.99
"omn",1823,,930,44.9,413.61
"pak",1823,,1019,28.7,501.85
"pan",1823,,879,54.9,405.96
"per",1823,,1217,56.2,371.61
"phl",1823,,969,32.5,431.79
"plw",1823,,850,,
"png",1823,,553,25.8,423.95
"pol",1823,,1324,34.7,369.21
"pri",1823,,1402,,
"prk",1823,,565,46.3,500.35
"prt",1823,,1690,52.9,372.81
"pry",1823,,870,52.6,374
"pse",1823,,1225,36.7,434.981316132
"qat",1823,,1196,44.5,433.13
"rou",1823,,852,47.8,371.61
"rus",1823,,1493,57.5,418.74
"rwa",1823,,444,59,420.04
"sau",1823,,861,45.4,416.16
"sdn",1823,,527,33.8,425.25
"sen",1823,,506,45.8,512.4
"sgp",1823,,1031,41.1,404.69
"slb",1823,,368,46.5,504.87
"sle",1823,,747,56.5,513.91
"slv",1823,,1002,50.5,461.6
"smr",1823,,1461,,
"som",1823,,709,50.9,451.96
"srb",1823,,1396,32.5,374
"ssd",1823,,516,33.78,490.08
"stp",1823,,887,,406.901164523
"sur",1823,,1675,34.5,405.96
"svk",1823,,1466,36.3,363.32
"svn",1823,,1448,27.7,360.97
"swe",1823,,1505,66.5,217.57
"swz",1823,,498,57.5,413.61
"syc",1823,,867,,364.427014764
"syr",1823,,1088,58.3,429.16
"tca",1823,,498,,
"tcd",1823,,425,50.6,431.79
"tgo",1823,,694,38.2,426.55
"tha",1823,,938,46.9,438.46
"tjk",1823,,570,47.4,362.514176111
"tkm",1823,,984,41.4,491.971657408
"tls",1823,,545,35.1,448.702569841
"ton",1823,,671,,371.884418488
"tto",1823,,1254,44.4,405.96
"tun",1823,,728,58.3,460.21
"tur",1823,,1244,55.7,379.99
"tuv",1823,,728,,
"twn",1823,,999,,
