"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1873,,1193,,
"afg",1873,,724,47.6,478.53
"ago",1873,,851,33.8,485.68
"alb",1873,,784,39.3,375.2
"and",1873,,2322,,
"are",1873,,1353,43.7,434.46
"arg",1873,,3205,27.7,402.19
"arm",1873,,632,55.5,337.397127555
"atg",1873,,1085,,261.823163154
"aus",1873,,6347,42.3,175.3
"aut",1873,,3556,36.4,470.96
"aze",1873,,1043,43,330.701188203
"bdi",1873,,447,43.7,423.95
"bel",1873,,5233,52.2,252.14
"ben",1873,,773,44.1,430.46
"bfa",1873,,511,37.5,454.69
"bgd",1873,,887,48.6,507.88
"bgr",1873,,1462,45.9,333.47
"bhr",1873,,1988,42.4,439.79
"bhs",1873,,2071,,250.086886589
"bih",1873,,823,42.2,378.8
"blr",1873,,836,50,365.67
"blz",1873,,829,,277.156901652
"bmu",1873,,1759,,
"bol",1873,,1414,36.9,404.69
"bra",1873,,1494,39.4,417.44
"brb",1873,,1309,,607.315030403
"brn",1873,,1815,,454.69
"btn",1873,,701,47.8,436.010565462
"bwa",1873,,515,35.6,397.2
"caf",1873,,549,48.2,443.79
"can",1873,,3061,43.4,290.36
"che",1873,,5392,48.3,295.094611476
"chl",1873,,2119,67.8,417.44
"chn",1873,,1057,34.9,417.44
"civ",1873,,1088,43.6,427.86
"cmr",1873,,811,38.7,460.21
"cod",1873,,655,42.1,422.65
"cog",1873,,707,44.3,408.51
"col",1873,,1107,56.5,417.44
"com",1873,,750,44.9,416.16
"cpv",1873,,665,48.5,394.71
"cri",1873,,1405,44.7,441.12
"cub",1873,,2015,40.8,446.51
"cym",1873,,1489,,
"cyp",1873,,1601,40.2,339.12
"cze",1873,,2759,52.6,379.99
"deu",1873,,3065,44.3,498.56
"dji",1873,,947,45.3,445.15
"dma",1873,,950,,
"dnk",1873,,3647,53.5,188.75
"dom",1873,,892,45.1,445.15
"dza",1873,,1306,43,460.21
"ecu",1873,,745,45.5,405.96
"egy",1873,,1000,45.4,404.69
"eri",1873,,611,48,441.12
"esp",1873,,2432,33.3,325.82181934
"est",1873,,1352,46.4,335.73
"eth",1873,,534,47.5,447.88
"fin",1873,,1987,48.4,299.15
"fji",1873,,942,46.4,498.88
"fra",1873,,3581,56.5,266.96
"fsm",1873,,542,,278.218694367
"gab",1873,,395,45.9,435.79
"gbr",1873,,6274,47.2,235.38
"geo",1873,,700,29.7,340.57382285
"gha",1873,,741,53.4,471.38
"gin",1873,,503,32.7,439.79
"gmb",1873,,850,46.6,460.21
"gnb",1873,,814,49.8,417.44
"gnq",1873,,392,50.5,446.51
"grc",1873,,2052,47.5,360.97
"grd",1873,,1204,,276.169936941
"grl",1873,,694,,
"gtm",1873,,1323,35.3,503.36
"guy",1873,,1740,38.2,429.16
"hkg",1873,,1181,,
"hnd",1873,,1331,47,393.46
"hrv",1873,,1964,,366.84
"hti",1873,,1089,44.2,485.625972136
"hun",1873,,1935,44.3,380.627660015
"idn",1873,,1057,39,443.79
"ind",1873,,1066,31.1,509.39
"irl",1873,,3050,37.7,141.98
"irn",1873,,1099,47.7,506.38
"irq",1873,,1221,48.6,427.86
"isl",1873,,1696,,290.51
"isr",1873,,904,44.9,447.291692833
"ita",1873,,2587,50.3,409.89
"jam",1873,,911,39.1,334.129217287
"jor",1873,,1229,43.3,421.34
"jpn",1873,,1229,46.2,359.8
"kaz",1873,,1644,43.3,534.07
"ken",1873,,1073,44.4,507.88
"kgz",1873,,811,44.7,377.435868631
"khm",1873,,980,44.7,379.99
"kir",1873,,588,,346.899299276
"kna",1873,,1669,,
"kor",1873,,535,32.1,503.36
"kwt",1873,,1489,43.3,500.35
"lao",1873,,984,38.4,418.74
"lbn",1873,,1594,43.6,447.88
"lbr",1873,,921,44.8,429.16
"lby",1873,,2016,42.3,404.69
"lca",1873,,1044,,292.222206521
"lka",1873,,1302,44.5,409.79
"lso",1873,,410,52.4,407.24
"ltu",1873,,1832,46.9,441.12
"lux",1873,,2726,37.7,357.45
"lva",1873,,1083,46.9,352.82
"mac",1873,,1191,,
"mar",1873,,786,46.7,403.44
"mco",1873,,3703,,
"mda",1873,,830,45.9,346.471924008
"mdg",1873,,742,41,437.13
"mdv",1873,,840,,409.72670707
"mex",1873,,1316,50.3,487.15
"mhl",1873,,564,,
"mkd",1873,,1007,32.2,385.859589666
"mli",1873,,615,47.2,494.48
"mlt",1873,,1274,,170.999214507
"mmr",1873,,877,44.1,433.13
"mne",1873,,1543,40.2,375.2
"mng",1873,,649,45.6,420.04
"moz",1873,,407,47.9,439.79
"mrt",1873,,683,48.2,417.44
"mus",1873,,1218,43.4,351.19
"mwi",1873,,354,45.1,439.79
"mys",1873,,1124,40.9,435.79
"nam",1873,,1195,50.6,412.34
"ner",1873,,578,43.3,433.13
"nga",1873,,1123,41.3,438.46
"nic",1873,,1713,45.2,509.39
"nld",1873,,5370,54.4,312.46
"nor",1873,,2721,48.1,181.06
"npl",1873,,675,41,407.24
"nru",1873,,717,,
"nzl",1873,,6375,38.2,164.08
"omn",1873,,1158,44.7,413.61
"pak",1873,,1034,45,501.85
"pan",1873,,1544,46,405.96
"per",1873,,1388,51.6,371.61
"phl",1873,,1046,50.4,431.79
"plw",1873,,1007,,
"png",1873,,656,43.9,423.95
"pol",1873,,1659,26.6,369.21
"pri",1873,,1838,,
"prk",1873,,537,49,500.35
"prt",1873,,1823,49.8,372.81
"pry",1873,,1625,45.2,374
"pse",1873,,1243,42.7,434.506295442
