"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1846,,995,,
"afg",1846,,660,30.5,475.67
"ago",1846,,756,41.5,485.68
"alb",1846,,710,41.2,375.2
"and",1846,,1688,,
"are",1846,,1185,44.2,434.46
"arg",1846,,2186,35.5,402.19
"arm",1846,,569,29.1,349.525075017
"atg",1846,,904,,325.99590679
"aus",1846,,2648,45.8,390.99
"aut",1846,,2785,38.4,407.72
"aze",1846,,899,38.8,349.492764537
"bdi",1846,,436,43.7,423.95
"bel",1846,,3120,54.1,293.87
"ben",1846,,678,46,430.46
"bfa",1846,,495,37.5,454.69
"bgd",1846,,878,41.8,507.88
"bgr",1846,,1242,47.8,347.07
"bhr",1846,,1505,43.4,439.79
"bhs",1846,,1727,,316.075617108
"bih",1846,,765,36.3,378.8
"blr",1846,,715,54.5,365.67
"blz",1846,,692,,336.203455499
"bmu",1846,,1467,,
"bol",1846,,1095,36.9,404.69
"bra",1846,,1175,38.8,417.44
"brb",1846,,1092,,552.28118797
"brn",1846,,1656,,454.69
"btn",1846,,664,47.4,445.932739788
"bwa",1846,,452,35.6,397.2
"caf",1846,,482,46.7,443.79
"can",1846,,2085,29.2,314.78
"che",1846,,3562,48.5,344.77
"chl",1846,,1208,61.4,417.44
"chn",1846,,980,38,417.44
"civ",1846,,976,40.8,427.86
"cmr",1846,,712,47.6,460.21
"cod",1846,,586,42.1,422.65
"cog",1846,,655,47.7,408.51
"col",1846,,1033,58.9,417.44
"com",1846,,729,40.5,416.16
"cpv",1846,,593,49.3,394.71
"cri",1846,,1039,46.6,441.12
"cub",1846,,1473,39.2,366.84
"cym",1846,,1242,,
"cyp",1846,,1164,36,339.12
"cze",1846,,2374,46.7,379.99
"deu",1846,,2150,45,516.43
"dji",1846,,870,43.9,445.15
"dma",1846,,792,,
"dnk",1846,,2673,52.7,285.26
"dom",1846,,770,43.3,445.15
"dza",1846,,974,62.4,460.21
"ecu",1846,,627,42.7,405.96
"egy",1846,,894,62.4,404.69
"eri",1846,,570,46.9,441.12
"esp",1846,,1621,32.5,450.6
"est",1846,,1136,48.9,362.15
"eth",1846,,529,47.5,447.88
"fin",1846,,1480,50.6,323.5
"fji",1846,,860,46.9,498.88
"fra",1846,,2424,55,271.56
"fsm",1846,,533,,332.52413172
"gab",1846,,393,45.9,435.79
"gbr",1846,,4480,45.6,281.44
"geo",1846,,616,29.7,360.375718669
"gha",1846,,722,45,471.38
"gin",1846,,476,32.7,443.79
"gmb",1846,,836,46,460.21
"gnb",1846,,796,49.8,417.44
"gnq",1846,,378,48.5,446.51
"grc",1846,,1757,49.9,360.97
"grd",1846,,1073,,336.803542468
"grl",1846,,520,,
"gtm",1846,,1062,35.3,503.36
"guy",1846,,1451,38.2,429.16
"hkg",1846,,1070,,
"hnd",1846,,943,52.5,393.46
"hrv",1846,,1670,,366.84
"hti",1846,,828,43.2,485.912112773
"hun",1846,,1534,35,369.668390795
"idn",1846,,1036,43.3,443.79
"ind",1846,,1054,37.9,509.39
"irl",1846,,1430,31.6,515.42
"irn",1846,,1029,62.4,506.38
"irq",1846,,1082,62.4,427.86
"isl",1846,,1232,,608.34
"isr",1846,,886,44.9,447.553538862
"ita",1846,,2469,51.9,451.96
"jam",1846,,946,39.1,389.77
"jor",1846,,1089,41.6,421.34
"jpn",1846,,1119,46.8,363.32
"kaz",1846,,1381,43.3,497.41
"ken",1846,,986,46.3,507.88
"kgz",1846,,640,46,379.381717521
"khm",1846,,942,42.4,379.99
"kir",1846,,574,,382.922742072
"kna",1846,,1391,,
"kor",1846,,550,32.1,503.36
"kwt",1846,,1303,43.9,500.35
"lao",1846,,922,38.4,418.74
"lbn",1846,,1313,62.4,447.88
"lbr",1846,,857,42.3,429.16
"lby",1846,,1448,43.3,404.69
"lca",1846,,955,,345.481685994
"lka",1846,,924,46.2,409.79
"lso",1846,,403,53.8,407.24
"ltu",1846,,1538,48.9,458.81
"lux",1846,,1981,33.3,357.45
"lva",1846,,910,48.9,404.69
"mac",1846,,1087,,
"mar",1846,,750,62.4,403.44
"mco",1846,,2706,,
"mda",1846,,717,47.8,364.295927792
"mdg",1846,,651,41,437.13
"mdv",1846,,843,,427.040577223
"mex",1846,,1305,32.7,487.15
"mhl",1846,,554,,
"mkd",1846,,856,32.5,389.870441587
"mli",1846,,610,47.2,494.48
"mlt",1846,,995,,246.4791104
"mmr",1846,,846,30.5,433.13
"mne",1846,,1312,36.5,375.2
"mng",1846,,620,41,420.04
"moz",1846,,401,47.1,439.79
"mrt",1846,,600,48.7,417.44
"mus",1846,,1069,41.4,427.86
"mwi",1846,,352,45.7,439.79
"mys",1846,,1055,25.3,435.79
"nam",1846,,799,52.6,412.34
"ner",1846,,507,43.3,433.13
"nga",1846,,993,48.2,438.46
"nic",1846,,1286,49.5,509.39
"nld",1846,,4358,49.5,373.78
"nor",1846,,1748,47.3,205.03
"npl",1846,,659,41,407.24
"nru",1846,,630,,
"nzl",1846,,1246,38.2,390.99
"omn",1846,,1023,44.8,413.61
"pak",1846,,1023,28.7,501.85
"pan",1846,,1139,50.8,405.96
"per",1846,,1293,46.7,371.61
"phl",1846,,1003,32.5,431.79
"plw",1846,,919,,
"png",1846,,598,25.8,423.95
"pol",1846,,1445,36,369.21
"pri",1846,,1588,,
"prk",1846,,552,47.5,500.35
"prt",1846,,1697,36.3,372.81
"pry",1846,,1159,49.2,374
"pse",1846,,1229,39.5,434.76274215
"qat",1846,,1303,43.9,433.13
"rou",1846,,1167,47.8,371.61
"rus",1846,,1732,54.5,418.74
"rwa",1846,,457,59,420.04
"sau",1846,,885,45.7,416.16
"sdn",1846,,589,33.8,425.25
"sen",1846,,565,44.6,512.4
"sgp",1846,,1085,41.6,392.21
"slb",1846,,399,48,504.87
"sle",1846,,834,52.9,513.91
"slv",1846,,1216,48,461.6
"smr",1846,,1523,,
"som",1846,,725,50.9,451.96
"srb",1846,,1684,32.5,374
"ssd",1846,,577,33.78,490.08
"stp",1846,,926,,368.519759816
"sur",1846,,1955,36.9,405.96
"svk",1846,,1768,46.7,363.32
"svn",1846,,1747,27.7,360.97
"swe",1846,,1620,59.2,249.73
"swz",1846,,557,54.3,413.61
"syc",1846,,950,,297.293716623
"syr",1846,,1120,62.4,429.16
"tca",1846,,581,,
"tcd",1846,,475,50.6,431.79
"tgo",1846,,776,41,426.55
"tha",1846,,970,42.7,438.46
"tjk",1846,,649,47.4,344.52739063
"tkm",1846,,1142,41.4,486.09437599
"tls",1846,,571,39.9,451.989035969
"ton",1846,,726,,310.475082421
"tto",1846,,1421,44,335.73
"tun",1846,,813,62.4,460.21
"tur",1846,,1406,40.1,379.99
"tuv",1846,,787,,
"twn",1846,,1003,,
"tza",1846,,604,37.6,414.89
"uga",1846,,527,41,510.9
"ukr",1846,,924,32.3,360.97
"ury",1846,,3244,48.1,405.96
"usa",1846,,2968,56,405.998
"uzb",1846,,546,44.4,380.467946229
"vct",1846,,1001,,356.600671537
"ven",1846,,767,43.8,414.89
"vnm",1846,,848,40.4,417.44
"vut",1846,,641,,329.298648749
"wsm",1846,,1534,,383.422970557
"yem",1846,,999,62.4,540.44
"zaf",1846,,1221,35.9,398.45
"zmb",1846,,741,42.6,409.79
"zwe",1846,,918,34.6,395.95
