"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1814,,834,,
"afg",1814,,604,30.5,469.98
"ago",1814,,657,48.9,485.68
"alb",1814,,669,41.2,375.2
"and",1814,,1228,,
"are",1814,,1051,44.7,434.46
"arg",1814,,1511,47.1,402.19
"arm",1814,,515,29.1,364.464700087
"atg",1814,,758,,422.713983165
"aus",1814,,841,41.3,390.99
"aut",1814,,1955,53.4,326.89
"aze",1814,,777,33.9,373.151780304
"bdi",1814,,423,43.7,423.95
"bel",1814,,2417,62.4,321.31
"ben",1814,,598,48,430.46
"bfa",1814,,481,37.5,454.69
"bgd",1814,,875,41.8,507.88
"bgr",1814,,1091,47.8,363.32
"bhr",1814,,1312,44.5,439.79
"bhs",1814,,1448,,417.180899623
"bih",1814,,670,29.3,378.8
"blr",1814,,612,57.9,365.67
"blz",1814,,580,,422.679639642
"bmu",1814,,1230,,
"bol",1814,,855,36.9,404.69
"bra",1814,,1111,40.1,417.44
"brb",1814,,915,,493.476961967
"brn",1814,,1515,,454.69
"btn",1814,,631,47,457.985151731
"bwa",1814,,398,35.6,397.2
"caf",1814,,425,45.2,443.79
"can",1814,,1436,45.1,333.47
"che",1814,,2707,41.7,344.77
"chl",1814,,1028,47.1,417.44
"chn",1814,,985,44.2,417.44
"civ",1814,,859,38.1,427.86
"cmr",1814,,627,56.2,460.21
"cod",1814,,513,42.1,422.65
"cog",1814,,598,51.1,408.51
"col",1814,,965,58.9,417.44
"com",1814,,706,36.3,416.16
"cpv",1814,,530,50.1,394.71
"cri",1814,,777,49,441.12
"cub",1814,,1016,37.3,389.77
"cym",1814,,1041,,
"cyp",1814,,855,31.1,339.12
"cze",1814,,1919,34.9,379.99
"deu",1814,,1809,53,340.25
"dji",1814,,786,42.2,445.15
"dma",1814,,664,,
"dnk",1814,,2066,61,364.49
"dom",1814,,668,41.1,445.15
"dza",1814,,729,57.7,460.21
"ecu",1814,,530,39.4,405.96
"egy",1814,,792,57.7,404.69
"eri",1814,,533,45.6,441.12
"esp",1814,,1521,38,450.6
"est",1814,,953,48.9,362.15
"eth",1814,,524,47.5,447.88
"fin",1814,,1276,50.6,375.2
"fji",1814,,787,47.4,498.88
"fra",1814,,1854,59,291.84462997
"fsm",1814,,522,,410.771389663
"gab",1814,,391,45.9,435.79
"gbr",1814,,3296,59.3,309.38
"geo",1814,,544,29.7,385.340814985
"gha",1814,,704,58.4,471.38
"gin",1814,,451,32.7,449.24
"gmb",1814,,820,45.3,460.21
"gnb",1814,,779,49.8,417.44
"gnq",1814,,362,46.1,446.51
"grc",1814,,1405,49.9,360.97
"grd",1814,,961,,426.127841213
"grl",1814,,394,,
"gtm",1814,,859,35.3,503.36
"guy",1814,,1217,38.2,429.16
"hkg",1814,,1009,,
"hnd",1814,,676,59,393.46
"hrv",1814,,,,366.84
"hti",1814,,635,42,486.251460748
"hun",1814,,1252,47.4,368.01
"idn",1814,,996,51.7,443.79
"ind",1814,,1051,32.8,509.39
"irl",1814,,1450,44.6,348.22
"irn",1814,,979,57.7,506.38
"irq",1814,,972,57.7,427.86
"isl",1814,,928,,412.34
"isr",1814,,881,44.9,447.864073397
"ita",1814,,2436,60.5,456.05
"jam",1814,,1173,39.1,389.77
"jor",1814,,978,39.6,421.34
"jpn",1814,,1070,53.2,363.32
"kaz",1814,,1159,43.3,497.41
"ken",1814,,892,46.3,507.88
"kgz",1814,,509,46,381.700903239
"khm",1814,,905,39.7,379.99
"kir",1814,,558,,430.491692649
"kna",1814,,1167,,
"kor",1814,,568,32.1,503.36
"kwt",1814,,1156,44.7,500.35
"lao",1814,,866,38.4,418.74
"lbn",1814,,1094,57.7,447.88
"lbr",1814,,799,39.4,429.16
"lby",1814,,1052,44.5,404.69
"lca",1814,,876,,421.310221556
"lka",1814,,900,48,409.79
"lso",1814,,396,55.3,407.24
"ltu",1814,,1291,48.9,458.81
"lux",1814,,1456,28.1,357.45
"lva",1814,,763,48.9,404.69
"mac",1814,,994,,
"mar",1814,,716,57.7,403.44
"mco",1814,,1985,,
"mda",1814,,622,47.8,386.611777213
"mdg",1814,,574,41,437.13
"mdv",1814,,844,,448.510581141
"mex",1814,,1382,40.1,487.15
"mhl",1814,,544,,
"mkd",1814,,691,32.5,394.678065334
"mli",1814,,604,47.2,494.48
"mlt",1814,,783,,380.163953573
"mmr",1814,,842,30.5,433.13
"mne",1814,,1060,32.1,375.2
"mng",1814,,593,35.6,420.04
"moz",1814,,394,45.2,439.79
"mrt",1814,,529,49.3,417.44
"mus",1814,,942,39,427.86
"mwi",1814,,351,45.7,439.79
"mys",1814,,999,25.3,435.79
"nam",1814,,541,52.6,412.34
"ner",1814,,447,43.3,433.13
"nga",1814,,873,54.9,438.46
"nic",1814,,975,54.5,509.39
"nld",1814,,2983,56.3,323.5
"nor",1814,,1307,43.7,335.73
"npl",1814,,655,41,407.24
"nru",1814,,555,,
"nzl",1814,,660,38.2,390.99
"omn",1814,,917,44.9,413.61
"pak",1814,,1020,28.7,501.85
"pan",1814,,849,56.4,405.96
"per",1814,,1206,57.4,371.61
"phl",1814,,964,32.5,431.79
"plw",1814,,841,,
"png",1814,,547,25.8,423.95
"pol",1814,,1279,34.5,369.21
"pri",1814,,1378,,
"prk",1814,,571,45.8,500.35
"prt",1814,,1688,55.1,372.81
"pry",1814,,837,53.9,374
"pse",1814,,1223,35.6,435.06687499
"qat",1814,,1156,44.7,433.13
"rou",1814,,817,47.8,371.61
"rus",1814,,1454,57.9,418.74
"rwa",1814,,439,59,420.04
"sau",1814,,854,45.2,416.16
"sdn",1814,,519,33.8,425.25
"sen",1814,,498,45.9,512.4
"sgp",1814,,1023,41,456.05
"slb",1814,,364,45.9,504.87
"sle",1814,,735,57.9,513.91
"slv",1814,,976,51.5,461.6
"smr",1814,,1437,,
"som",1814,,703,50.9,451.96
