"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abkh",1830,,,40,
"abw",1830,20332,893,40,
"afg",1830,3448982,625,30.5122804245,472.81
"ago",1830,1686390,704,46.0823785714,485.68
"aia",1830,2177,,40,
"akr_a_dhe",1830,,,40,
"alb",1830,457234,685,41.2354,375.2
"and",1830,2835,1397,40,
"ant",1830,,,40,
"arg",1830,686703,1742,42.6295785407,402.19
"arm",1830,453507,535,29.12185,356.916729278
"asm",1830,8128,,40,
"atg",1830,37000,812,40,371.218302694
"aus",1830,348143,1399,41.30739,390.99
"aut",1830,3538286,2353,47.58992,385.13
"aze",1830,965887,823,40,361.128574458
"bdi",1830,972428,430,43.69366,423.95
"bel",1830,3751571,2488,59.2139366667,315.419976103
"ben",1830,702829,628,47.2190766667,430.46
"bfa",1830,1792717,486,37.4998,454.69
"bgd",1830,20872777,876,41.82703,507.88
"bgr",1830,2287551,1147,47.82681,355.13
"bhr",1830,64474,1405,40,439.79
"bhs",1830,27558,1550,40,363.126300747
"bih",1830,931129,706,40,378.8
"blr",1830,2584900,651,56.5666666667,365.67
"blz",1830,25641,621,40,376.9699662
"bmu",1830,9315,1317,40,
"bol",1830,1185846,941,40,404.69
"bra",1830,5301068,1136,43.6969142149,417.44
"brb",1830,96798,980,40,522.051762559
"brn",1830,2632,1569,40,454.69
"btn",1830,94472,644,40,451.918768689
"bwa",1830,121000,418,35.60809,397.2
"caf",1830,503090,446,45.24579,443.79
"can",1830,1202146,1651,39.0030366667,333.47
"cck",1830,,,40,
"chanisl",1830,46894,,40,
"cheslo",1830,,,40,
"chl",1830,969062,986,52.6039952074,417.44
"chn",1830,402373519,986,40.835795,417.44
"civ",1830,1165948,916,38.09856,427.86
"cmr",1830,1916391,659,52.8501042857,460.21
"cod",1830,5520718,548,42.12181,422.65
"cog",1830,338459,626,49.7843244444,408.51
"cok",1830,16734,,40,
"col",1830,1451312,991,58.94312,417.44
"com",1830,61016,718,36.30614,416.16
"cpv",1830,61014,554,40,394.71
"cri",1830,72046,869,40,441.12
"cub",1830,772812,1224,40,371.61
"cxr",1830,,,40,
"cym",1830,2645,1115,40,
"cyp",1830,184986,963,40,339.12
"cyp_nor",1830,,,40,
"cze",1830,5723332,2084,39.4630066667,379.99
"deu",1830,28016571,2024,47.4203133333,388.564840063
"deu_east",1830,,,40,
"dji",1830,24698,827,40,445.15
"dma",1830,20786,711,40,
"dnk",1830,1264714,2214,53.2544746711,324.419169594
"dom",1830,105490,706,40,445.15
"dza",1830,2880355,819,59.5096774156,460.21
"ecu",1830,591558,566,40,405.96
