"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1966,57712,5783,,
"afg",1966,10148841,1168,31.7,328.7
"ago",1966,5863568,5043,51.7,289.986189009
"aia",1966,6171,,,
"akr_a_dhe",1966,11932,,,
"ala",1966,20791,,,
"alb",1966,1947786,3242,25.4,117.564472147
"and",1966,19646,24320,,
"ant",1966,149127,,,
"are",1966,161077,14505,45.1,140.4
"arg",1966,22608747,8709,35.3,58.6259242838
"arm",1966,2269475,3051,47.8,60.86
"asm",1966,24320,,,
"atg",1966,60818,5262,,66.6883192433
"aus",1966,11657281,16756,34.2,22.1
"aut",1966,7345865,14898,47.6,31.5
"aze",1966,4708485,6241,36.3,86.8596394052
"bdi",1966,3153879,623,38.3,244.5
"bel",1966,9493656,15721,39.4,27
"ben",1966,2681382,1206,48.4,281.4
"bfa",1966,5256363,726,40.9,325.2
"bgd",1966,57675529,1169,39.2,232.3
"bgr",1966,8269118,6891,22.1,44.5
"bhr",1966,191782,26651,35,114.7
"bhs",1966,146364,20007,,37.7851518818
"bih",1966,3574972,2234,38.1,102.148648306
"blr",1966,8695433,4712,25,28.91
"blz",1966,109344,2196,,110.685386908
"bmu",1966,49916,26935,,
"bol",1966,4152665,3191,46.7,254.5
"bra",1966,86494987,4836,48.1,147.2
"brb",1966,236043,6544,,58.2
"brn",1966,107450,69658,,76.333204023
"btn",1966,259270,1020,47,298.61228862
"bwa",1966,612950,1142,45,144.7
"caf",1966,1682874,1294,49.4,247.7
"can",1966,20041006,18022,33.4,26
"cck",1966,402,,,
"chanisl",1966,116226,,,
"che",1966,5916911,31983,40,21.6
"cheslo",1966,14216185,,,
"chl",1966,8802926,7026,46.6,104.5
"chn",1966,724490033,826,28.9,120.799669245
"civ",1966,4400054,3291,50.2,267.3
"cmr",1966,6130990,1973,48.5,250.7
"cod",1966,17861860,2085,44.2,256.384337437
"cog",1966,1190361,2411,40.3,159.4
"cok",1966,19409,,,71
"col",1966,19721464,3868,51.3,111.1
"com",1966,209536,1416,49.6,255.470954978
"cpv",1966,239765,915,48.5,184.390028195
"cri",1966,1642189,4953,51.8,85
"cub",1966,8110428,9436,36.6,44.7
"cxr",1966,957,,,
"cym",1966,8442,20424,,
"cyp",1966,585311,7110,35.6,36.504038745
"cze",1966,9811540,13342,26.5,27.0048382018
"deu",1966,76558016,18262,41.4,30.9413013834
"deu_east",1966,17332593,,,
"deu_west",1966,58051005,,,
"dji",1966,122868,3708,41,195.891754488
"dma",1966,66305,2570,,85.5
"dnk",1966,4796157,19284,30.8,20.1
"dom",1966,4001377,2848,46.2,133.2
"dza",1966,12980269,5478,40.2,248.9
"ecu",1966,5405692,5102,38.5,151.8
"egy",1966,31660914,2447,40.6,260.3
"eri",1966,1629333,998,47.5,244.146212077
"eri_a_eth",1966,29082839,,,
"esh",1966,56624,,,
"esp",1966,32536637,9700,34.5,38.8
"est",1966,1305025,8368,28.6,28.76
"eth",1966,25641176,746,45.9,242
"fin",1966,4577033,13269,24.6,19.3
"fji",1966,476329,3382,46.3,58.5
"flk",1966,2058,,,
"fra",1966,49411342,15158,42.3,21.4
"fro",1966,36804,,,
"fsm",1966,54201,1605,,106.074173211
"gab",1966,542562,2679,48.5,222.766495177
"gbg",1966,50776,,,
"gbm",1966,51776,,,
"gbr",1966,54606608,15494,28.6,22.8
"geo",1966,4529961,4128,37.1,82.0397002136
"gha",1966,7890992,2230,41.8,202.9
"gib",1966,23590,,,
"gin",1966,3948206,917,47.5,339
"glp",1966,304506,,,
"gmb",1966,408182,1597,45.6,326.5
"gnb",1966,662597,1577,46.4,271.949066926
"gnq",1966,275470,1203,50.5,262.280213309
"grc",1966,8580600,9414,38.4,46.2
"grd",1966,94878,2425,,95.3548333333
"grl",1966,39616,8009,,
"gtm",1966,4858880,3955,51.1,192.8
"guf",1966,40619,,,
"gum",1966,76611,,,
"guy",1966,662332,3535,43.8,77
"hkg",1966,3868497,7340,,
"hnd",1966,2420234,2756,57.9,171.6
"hos",1966,817,,,
"hrv",1966,4350815,10057,,55.4600242354
"hti",1966,4357482,1949,51.2,263.9
"hun",1966,10204575,11809,26.3,47.6
"idn",1966,103067352,1666,39.8,188.2
"ind",1966,508402908,1037,31.9,226.3
"irl",1966,2869311,9416,34.8,27
"irn",1966,25624650,7252,39.8,264.159913339
"irq",1966,8651167,7306,53.1,140.1
"isl",1966,194935,15166,,18.5
"isr",1966,2591594,8504,39.8,33.3236636469
"ita",1966,52076758,13279,42,39.3
"jam",1966,1786547,6424,43.7,66.8
"jey",1966,66934,,,
"jor",1966,1210948,5855,39.4,110.9
"jpn",1966,98494630,7724,36.6,22.6
