"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1849,,1015,,
"afg",1849,,667,30.5,475.67
"ago",1849,,766,40.7,485.68
"alb",1849,,715,41.2,375.2
"and",1849,,1749,,
"are",1849,,1198,44.1,434.46
"arg",1849,,2281,34.1,402.19
"arm",1849,,576,29.1,348.156278365
"atg",1849,,923,,318.151456509
"aus",1849,,3466,46.4,390.99
"aut",1849,,2877,36.6,394.8
"aze",1849,,914,39.3,347.353158267
"bdi",1849,,437,43.7,423.95
"bel",1849,,3300,53.1,291.56
"ben",1849,,688,45.8,430.46
"bfa",1849,,497,37.5,454.69
"bgd",1849,,878,41.8,507.88
"bgr",1849,,1260,47.8,344.77
"bhr",1849,,1525,43.3,439.79
"bhs",1849,,1762,,307.957642438
"bih",1849,,777,36.9,378.8
"blr",1849,,727,54.1,365.67
"blz",1849,,706,,329.065660808
"bmu",1849,,1496,,
"bol",1849,,1127,36.9,404.69
"bra",1849,,1183,38.7,417.44
"brb",1849,,1114,,558.141099538
"brn",1849,,1673,,454.69
"btn",1849,,668,47.5,444.81921841
"bwa",1849,,458,35.6,397.2
"caf",1849,,489,46.9,443.79
"can",1849,,2172,27.4,312.61
"che",1849,,3677,49.3,344.77
"chl",1849,,1334,63.1,417.44
"chn",1849,,992,37.3,417.44
"civ",1849,,988,41.1,427.86
"cmr",1849,,722,46.6,460.21
"cod",1849,,593,42.1,422.65
"cog",1849,,660,47.3,408.51
"col",1849,,1041,58.9,417.44
"com",1849,,732,41,416.16
"cpv",1849,,601,49.2,394.71
"cri",1849,,1075,46.4,441.12
"cub",1849,,1525,39.3,365.67
"cym",1849,,1267,,
"cyp",1849,,1206,36.5,339.12
"cze",1849,,2433,48.1,379.99
"deu",1849,,2174,44,462.84
"dji",1849,,878,44,445.15
"dma",1849,,808,,
"dnk",1849,,2895,51.8,276.91
"dom",1849,,783,43.5,445.15
"dza",1849,,1007,62.9,460.21
"ecu",1849,,639,43,405.96
"egy",1849,,907,62.9,404.69
"eri",1849,,575,47,441.12
"esp",1849,,1633,31.8,430.328833677
"est",1849,,1158,48.9,362.15
"eth",1849,,529,47.5,447.88
"fin",1849,,1504,50.6,341.38
"fji",1849,,869,46.8,498.88
"fra",1849,,2047,54.5,301.09
"fsm",1849,,534,,326.001105324
"gab",1849,,393,45.9,435.79
"gbr",1849,,4572,44,279.91
"geo",1849,,625,29.7,358.119839994
"gha",1849,,724,43.4,471.38
"gin",1849,,479,32.7,443.79
"gmb",1849,,837,46.1,460.21
"gnb",1849,,798,49.8,417.44
"gnq",1849,,379,48.7,446.51
"grc",1849,,1801,49.9,360.97
"grd",1849,,1087,,329.457080183
"grl",1849,,537,,
"gtm",1849,,1088,35.3,503.36
"guy",1849,,1480,38.2,429.16
"hkg",1849,,1078,,
"hnd",1849,,980,51.9,393.46
"hrv",1849,,1711,,366.84
"hti",1849,,853,43.3,485.880311044
"hun",1849,,1570,33.6,370.917086425
"idn",1849,,1041,42.3,443.79
"ind",1849,,1054,38.5,509.39
"irl",1849,,1394,30.1,597.58
"irn",1849,,1035,62.9,506.38
"irq",1849,,1095,62.9,427.86
"isl",1849,,1273,,392.44
"isr",1849,,886,44.9,447.524437291
"ita",1849,,2463,50.9,450.6
"jam",1849,,923,39.1,389.77
"jor",1849,,1102,41.8,421.34
"jpn",1849,,1124,46,363.32
"kaz",1849,,1408,43.3,497.41
"ken",1849,,995,46.3,507.88
"kgz",1849,,657,46,379.165017639
"khm",1849,,946,42.7,379.99
"kir",1849,,575,,378.742144413
"kna",1849,,1420,,
"kor",1849,,548,32.1,503.36
"kwt",1849,,1318,43.9,500.35
"lao",1849,,929,38.4,418.74
"lbn",1849,,1340,62.9,447.88
"lbr",1849,,864,42.6,429.16
"lby",1849,,1502,43.2,404.69
"lca",1849,,965,,339.114171975
"lka",1849,,927,46.1,409.79
"lso",1849,,404,53.6,407.24
"ltu",1849,,1568,48.9,458.81
"lux",1849,,2053,33.8,357.45
"lva",1849,,927,48.9,404.69
"mac",1849,,1098,,
"mar",1849,,754,62.9,403.44
"mco",1849,,2802,,
"mda",1849,,729,47.8,362.271041838
"mdg",1849,,661,41,437.13
"mdv",1849,,843,,425.08123696
"mex",1849,,1297,31.9,487.15
"mhl",1849,,555,,
"mkd",1849,,877,32.5,389.422740434
"mli",1849,,610,47.2,494.48
