"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abkh",2007,,,40,
"abw",2007,101218,40558,40,18.95
"afg",2007,25877544,1298,36.6375471365,113.2
"ago",2007,19183907,6453,43.9022637097,196.4
"aia",2007,13145,,40,
"akr_a_dhe",2007,15700,,40,
"alb",2007,3010849,7977,43.0441722789,18.7
"and",2007,84878,43442,40,3.6
"ant",2007,191788,,40,
"arg",2007,39969903,13873,46.66,15.8
"arm",2007,2988117,6877,55.5066413879,21.1
"asm",2007,57904,,40,
"atg",2007,84397,26008,40,11.3
"aus",2007,20975949,40643,44.2197274074,5.4
"aut",2007,8301290,43418,34.6,4.6
"aze",2007,8763359,13243,41.3620176471,45.8
"bdi",2007,8514578,713,33.27,114.5
"bel",2007,10704830,41575,31.81496753,4.8
"ben",2007,8707637,1616,44.578403125,119
"bfa",2007,14264002,1304,50.0027966667,139.9
"bgd",2007,146592687,2158,47.19861,59.4
"bgr",2007,7568378,14430,49.05499,14.3
"bhr",2007,1026568,43251,40,10
"bhs",2007,342259,25412,43.4943908375,14.8
"bih",2007,3840418,8820,40,8.2
"blr",2007,9556061,13103,35.17899,7.9
"blz",2007,298403,8240,40,20.6
"bmu",2007,64891,60117,40,
"bol",2007,9441482,4850,43.3504386364,54.9
"bra",2007,192784521,13364,61.2,19.7
"brb",2007,276154,16099,44.2263375866,15.8
"brn",2007,374459,75054,40,9
"btn",2007,681471,5507,40,51.3
"bwa",2007,1930431,13170,58.72926,64
"caf",2007,4202104,892,53.74063,161.7
"can",2007,32982275,41432,41.0614293446,5.9
"cck",2007,596,,40,
"chanisl",2007,156516,,40,10.236
"cheslo",2007,15676246,,40,
"chl",2007,16462701,18278,52.6991966667,8.9
"chn",2007,1319625197,7225,44.43417,20.1
"civ",2007,18862172,2831,51.30824,121.3
"cmr",2007,19078100,2564,51.25321,117.6
"cod",2007,59834875,588,44,128.9
"cog",2007,3715665,4905,43.0140145161,79.9
"cok",2007,19859,,40,11.6
"col",2007,44374647,10278,57.4,20.3
"com",2007,649404,1472,63.79504,93.5
"cpv",2007,481278,5666,40,28.3
"cri",2007,4369465,12079,44.1470588235,10.3
"cub",2007,11284043,17055,42.9317919355,6.4
"cxr",2007,1400,,40,
"cym",2007,51480,57734,40,
"cyp",2007,1063040,35455,40,4.4
"cyp_nor",2007,,,40,
"cze",2007,10330487,28595,31.34014,4.7
"deu",2007,80854515,40693,50.5752983682,4.5
"deu_east",2007,16356172,,40,
"dji",2007,799309,2399,43.6614235294,83.5
"dma",2007,70795,9713,40,16.5
"dnk",2007,5466988,45609,39.2,4.5
"dom",2007,9504336,10233,45.1176470588,35.5
"dza",2007,34261971,12289,42.48379,30.7
"ecu",2007,14205479,8840,44.3141970588,27.5
"egy",2007,77605327,9467,35.760188352,32.7
"eri",2007,4406299,1246,40,63.2
"eri_a_eth",2007,81418472,,40,
"est",2007,1344233,26066,38.12853,6.1
"eth",2007,80891968,863,47.06577,93.8
"fin",2007,5289333,42016,27.4,3.5
"fji",2007,834729,7128,43.34375,23.9
"flk",2007,2907,,40,
"fra",2007,61966193,37641,37.2396329942,4.4
"fro",2007,48599,,40,
"fsm",2007,105080,3262,40,44.6
"gab",2007,1440902,16693,41.79365,70.7
"gbg",2007,65573,,40,
"gbm",2007,81914,,40,
"geo",2007,4385885,5760,48.91344,20.9
