"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1924,,2046,,
"afg",1924,,879,39.1,463.495508974
"ago",1924,,1408,49.9,461.18
"alb",1924,,1591,26.7,356.27
"and",1924,,4483,,
"are",1924,,2293,44.3,412.62081097
"arg",1924,,7892,45.6,179.05
"arm",1924,,642,39,244.425214865
"atg",1924,,1860,,173.05260183
"aus",1924,,8913,41.4,76.6744981752
"aut",1924,,6230,37.3,201.61
"aze",1924,,1121,42.5,247.571867371
"bdi",1924,,472,46.9,402.56
"bel",1924,,9000,51.6,120.2
"ben",1924,,1017,44.6,410.90882449
"bfa",1924,,537,40.7,432.451218097
"bgd",1924,,1167,38.3,495.73272517
"bgr",1924,,1521,28.9,258.26
"bhr",1924,,2793,38,417.385479452
"bhs",1924,,4020,,160.690713447
"bih",1924,,1230,45.3,335.02
"blr",1924,,904,31.6,210.81
"blz",1924,,1278,,192.438674038
"bmu",1924,,3733,,
"bol",1924,,2296,36.9,382.827216225
"bra",1924,,1853,38.6,394.442142222
"brb",1924,,2022,,484.81625895
"brn",1924,,2158,,324.16
"btn",1924,,779,47.5,417.867060745
"bwa",1924,,679,38.8,374.437478345
"caf",1924,,804,46.9,425.345765683
"can",1924,,6610,41.6,126.505435828
"che",1924,,12187,38.8,78.75
"chl",1924,,4488,73.5,432.075967121
"chn",1924,,1031,44,396.38
"civ",1924,,1470,41.2,405.699978316
"cmr",1924,,1095,43.8,437.888048921
"cod",1924,,955,43.8,401.32
"cog",1924,,1013,39.4,389.489413498
"col",1924,,1995,58,227.835854857
"com",1924,,789,41.2,395.16
"cpv",1924,,809,47.8,374.79
"cri",1924,,2510,46.6,328.47
"cub",1924,,4626,38.8,290.222272875
"cym",1924,,3168,,
"cyp",1924,,2855,41.2,224.96
"cze",1924,,5411,40.4,192.05
"deu",1924,,5270,45.3,164.08
"dji",1924,,1480,43.1,422.69
"dma",1924,,1465,,
"dnk",1924,,8247,46.6,103.206132353
"dom",1924,,1321,42.8,408.187613979
"dza",1924,,2596,39.3,434.910301326
"ecu",1924,,1448,43.3,386.280353084
"egy",1924,,1503,44.9,386.357830611
"eri",1924,,711,48,418.87
"esp",1924,,3754,35.8,234.402222029
"est",1924,,2541,40.1,190.38
"eth",1924,,551,50.7,425.28
"fin",1924,,3738,42.9,157.32
"fji",1924,,1420,43.4,495.401970417
"fra",1924,,6032,59.9,113.050181727
"fsm",1924,,691,,198.66286026
"gab",1924,,458,49.1,413.81
"gbr",1924,,8176,42.3,114.059682846
"geo",1924,,706,38.4,254.067316761
"gha",1924,,2147,43.1,428.617242185
"gin",1924,,562,44.5,383.540054959
"gmb",1924,,909,46.5,436.743492821
"gnb",1924,,844,53.1,396.38
"gnq",1924,,442,51.1,423.99
"grc",1924,,4403,41.1,145.545308848
"grd",1924,,1496,,189.825130205
"grl",1924,,1492,,
"gtm",1924,,2287,41.6,476.311222257
"guy",1924,,2717,42.2,308.326388302
"hkg",1924,,2422,,
"hnd",1924,,2162,42.6,372.718622789
"hrv",1924,,3634,,313.49
"hti",1924,,1831,42.9,457.341029719
"hun",1924,,3666,31.3,312.817971311
"idn",1924,,1548,47.9,419.52133059
"ind",1924,,1264,31.3,307.643477558
"irl",1924,,4391,53.6,100.113626325
"irn",1924,,1950,40.7,480.83
"irq",1924,,2001,49.9,406.152999589
"isl",1924,,3117,,99.2033382353
"isr",1924,,1316,44.9,160.37
