"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"gab",1995,1086449,19738,49,87.8
"gbg",1995,62662,,,
"gbm",1995,72181,,,
"gbr",1995,57903790,28317,36.8,7.2
"geo",1995,5067143,2298,54,44.3
"gha",1995,16760991,2066,41.3,113.4
"gib",1995,27285,,,
"gin",1995,7863033,1049,44.7,205.9
"glp",1995,408152,,,14.465
"gmb",1995,1065746,1448,49.1,142.4
"gnb",1995,1180877,1632,41.8,205.5
"gnq",1995,448332,1803,50.5,171.2
"grc",1995,10641169,21426,33.3,10.1
"grd",1995,100253,7522,,18.5
"grl",1995,55809,17117,,
"gtm",1995,10357354,5836,58.2,63.3
"guf",1995,137400,,,21.922
"gum",1995,145562,,,22.156
"guy",1995,726695,4533,43.7,52.7
"hkg",1995,6144498,32358,,5.917
"hnd",1995,5591136,3344,55.5,46.4
"hos",1995,781,,,
"hrv",1995,4616762,12543,,10
"hti",1995,7819806,1672,56.7,124.9
"hun",1995,10351994,15095,29.4,13.8
"idn",1995,196957845,6111,41,66.7
"ind",1995,960874982,2069,46.4,108.7
"irl",1995,3645333,27439,31.3,7.3
"irn",1995,60318632,10477,45.7,45.3
"irq",1995,20217759,6353,39.4,49.1
"isl",1995,267454,27671,,5.2
"isr",1995,5331622,22550,33.8,8.7
"ita",1995,57120136,32731,32.7,7.5
"jam",1995,2489540,8644,42.9,26
"jey",1995,86292,,,
"jor",1995,4320158,7516,42.9,31.5
"jpn",1995,124483305,31224,32.3,5.7
"kaz",1995,15925913,8079,42.8,52.7
"ken",1995,27373035,2199,45.9,106.9
"kgz",1995,4592135,1696,48.6,61.3
"khm",1995,10694459,1091,45.5,121.5
"kir",1995,77727,1434,,81.6
"kna",1995,42888,16362,,22.9
"kor",1995,44652994,16798,33.5,5.5
"korea_union",1995,66775260,,,
"kos",1995,2556528,5403,,
"kwt",1995,1637031,82268,39.3,14.7
"lao",1995,4857774,1908,34.6,140.1
"lbn",1995,3033406,12254,44.8,25.8
"lbr",1995,2079921,142,39.6,237.4
"lby",1995,4878202,23363,38.8,33.1
"lca",1995,147040,8854,,20.1
"lie",1995,30833,,,
"lka",1995,18248435,4075,35.4,20.2
"lso",1995,1753824,1466,69,89.6
"ltu",1995,3628079,10115,41.1,16.6
"lux",1995,408148,64568,26.2,6.4
"lva",1995,2487988,8110,31,23.7
"mac",1995,398459,44465,,12.461
"mar",1995,27161889,3870,39.5,63.3
"mco",1995,30700,44514,,6.2
"mda",1995,4339082,2596,45.1,38.2
"mdg",1995,13452526,1402,44.9,138.4
"mdv",1995,254070,5264,,70.8
"mex",1995,94426946,12491,48.6,35
"mhl",1995,51020,3562,,42.5
"mkd",1995,1953544,7700,40.6,24.6
"mli",1995,9640643,1126,48.3,240
"mlt",1995,372391,20720,,9.5
"mmr",1995,44710931,1868,44.3,95.4
"mne",1995,620415,7635,31.9,15.1
"mng",1995,2298038,4244,33.2,84.6
"mnp",1995,57518,,,
"moz",1995,15913101,465,47.3,211.4
"mrt",1995,2333966,2838,37.3,113.8
"msr",1995,10232,,,
"mtq",1995,368736,,,14.519
"mus",1995,1128676,9062,42.5,22.2
"mwi",1995,9822812,593,51.6,201.9
"mys",1995,20725374,14035,48.5,13.3
"myt",1995,123182,,,14.384
"nam",1995,1654214,5900,71.4,65.2
"ncl",1995,189198,,,26.332
"ner",1995,9361912,811,49.3,279.5
"nfk",1995,1799,,,
"nga",1995,108424822,2740,45.4,207.8
"nic",1995,4612229,2934,47.4,52.7
"niu",1995,2167,,,17.9
"nld",1995,15450803,35244,29.7,6.9
"nor",1995,4359788,50616,24.3,5.7
"npl",1995,21390905,1405,35.2,107.7
"nru",1995,9970,14177,,48
"nzl",1995,3674886,25476,33.5,8.7
"omn",1995,2191864,39194,40.9,24.5
"pak",1995,122599749,3255,40.7,125.7
"pan",1995,2738125,8795,57.8,28.1
"pcn",1995,61,,,
"per",1995,24038761,6198,48.3,57.5
"phl",1995,69835713,3973,46.2,45.6
"plw",1995,17255,13913,,31.3
"png",1995,4715929,2139,50.3,83
"pol",1995,38591860,11093,30.1,14.5
"pri",1995,3689649,28629,,13.389
"prk",1995,21763670,1442,46.9,72.8
"prt",1995,10078431,21975,43.5,9.7
"pry",1995,4760853,6582,58.2,39.2
"pse",1995,2618272,2788,35.8,35.7
"pyf",1995,215200,,,15.444
"qat",1995,501019,77809,43.7,15.3
"reu",1995,673542,,,14.384
"rou",1995,22965125,10516,34,32.3
"rus",1995,148293265,12013,40.8,26.4
"rwa",1995,5912755,695,46.9,261.5
"sau",1995,18853670,35870,42.4,29.7
"scg",1995,10847601,,,
"scg_ex_kos",1995,7624387,,,
"sdn",1995,24691970,1934,35.8,118.2
"sen",1995,8710746,1774,45.1,142.1
"sgp",1995,3482635,44884,42.2,5.2
"shn",1995,5287,,,
"sjm",1995,2909,,,
"slb",1995,359236,2284,46.5,35.4
"sle",1995,3837807,1041,40.1,257.5
"slv",1995,5588743,5589,49.9,44.5
"smr",1995,25875,41846,,7.8
"som",1995,6346440,637,39.7,174.4
"spm",1995,6301,,,
"srb",1995,9884146,7167,31.8,19.7
"ssd",1995,5452771,2132,35.75,223.5
"stbar",1995,5979,,,
"stmar",1995,26123,,,
"stp",1995,125694,2197,,106.5
"sur",1995,445830,9848,58.1,40.9
"svk",1995,5362950,12879,25.7,14.4
"svn",1995,1991487,18240,28.1,7.4
"swe",1995,8826720,31044,21.1,4.8
"swz",1995,963428,5043,59.4,81.1
"sxm",1995,30631,,,
"syc",1995,76703,15097,,14.5
"syr",1995,14331962,4894,40.1,29.5
"tca",1995,15334,13317,,
"tcd",1995,7001634,1044,41.2,202.7
"tgo",1995,4284286,1198,44.5,135.4
"tha",1995,59266089,9239,45.4,28.3
"tjk",1995,5784330,1266,51.1,119.8
"tkl",1995,1520,,,
"tkm",1995,4188010,4623,48.5,89.4
"tls",1995,856439,1477,34.2,140.4
"ton",1995,95889,4269,,18.9
"tto",1995,1255001,14046,40.1,29
"tun",1995,9113972,6055,41.7,44.9
"tur",1995,58522320,11530,48.2,55.2
"tuv",1995,9227,2686,,51.4
"twn",1995,21280333,27307,,
"tza",1995,29903329,1369,43,154.2
"uga",1995,20412967,910,43.3,159.5
"ukr",1995,50811673,5073,39.3,20.5
"ury",1995,3224807,11513,42.1,20.6
"usa",1995,266275528,39476,36.1,9.5
"ussr",1995,291123894,,,
"uzb",1995,22687456,2213,46.7,69.5
"vct",1995,108122,6044,,22.4
"ven",1995,22188671,15390,47.2,26.3
"vgb",1995,18425,,,
"vir",1995,107018,,,16.465
"vnm",1995,75198975,2042,37,41.2
"vut",1995,168236,2610,,30.4
"wlf",1995,14143,,,
"wsm",1995,170158,3686,,25.9
"yem",1995,15266147,3644,38.2,111.1
"yem_north",1995,11435246,,,
"yem_south",1995,3182993,,,
"yug",1995,22996206,,,
"zaf",1995,41426810,9730,56.6,62.6
"zmb",1995,9253527,2106,45.9,174.7
"zwe",1995,11683136,2416,55.4,82
