"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","fertility_rate"
"abkh",2002,,,40,
"abw",2002,94995,40288,40,1.83
"afg",2002,21487079,1053,36.6375471365,7.48
"ago",2002,16109696,3759,44.3045274194,6.78
"aia",2002,11693,,40,
"akr_a_dhe",2002,15372,,40,
"alb",2002,3123112,5913,35.6205815674,2.2
"and",2002,71046,31866,40,
"ant",2002,180431,,40,2.09
"arg",2002,37889443,9574,46.66,2.38
"arm",2002,3047249,3654,55.5066413879,1.2
"asm",2002,58729,,40,
"atg",2002,80030,18676,40,2.29
"aus",2002,19514385,36375,44.2197274074,1.76
"aut",2002,8114698,39370,33.09155,1.39
"aze",2002,8280599,5338,39.2240352941,2
"bdi",2002,7159918,731,37.83,6.94
"bel",2002,10364613,38036,31.81496753,1.68
"ben",2002,7414744,1586,45.65680625,5.82
"bfa",2002,12290984,1099,50.26777,6.47
"bgd",2002,136228456,1721,47.19861,2.91
"bgr",2002,7869124,10220,49.05499,1.22
"bhr",2002,725365,43654,40,2.67
"bhs",2002,309170,26260,43.4887816749,1.92
"bih",2002,3808347,6660,40,1.28
"blr",2002,9825802,8144,35.17899,1.23
"blz",2002,262202,7548,40,3.4
"bmu",2002,64614,53097,40,
"bol",2002,8653343,4335,43.2008772727,3.98
"bra",2002,181045592,11638,61.2,2.26
"brb",2002,271479,14275,44.9526751731,1.79
"brn",2002,343383,76130,40,2.29
"btn",2002,598421,4062,40,3.24
"bwa",2002,1786672,10577,61.202906,3.23
"caf",2002,3859784,887,45.104557,5.33
"can",2002,31288572,38270,41.0614293446,1.51
"cck",2002,632,,40,
"chanisl",2002,150905,,40,1.41
"cheslo",2002,15666943,,40,
"chl",2002,15544554,15075,55.5133333333,2.01
"chn",2002,1284349938,4285,44.43417,1.47
"civ",2002,17185421,2904,51.30824,5.21
"cmr",2002,16779434,2480,52.50321,5.52
"cod",2002,50971407,507,44,6.96
"cog",2002,3256867,4778,42.5280290323,5.13
"cok",2002,18308,,40,
"col",2002,41572493,8488,57.4,2.57
"com",2002,575428,1513,51.27327,5.3
"cpv",2002,455396,3910,40,3.36
"cri",2002,4063208,9548,44.7941176471,2.28
"cub",2002,11184540,11715,42.363583871,1.62
"cxr",2002,1226,,40,
"cym",2002,44742,54590,40,
"cyp",2002,979883,31373,40,1.61
"cyp_nor",2002,,,40,
"cze",2002,10225198,22126,31.34014,1.17
"deu",2002,81699829,37458,50.5752983682,1.35
"deu_east",2002,16215432,,40,
"dji",2002,745459,2114,43.8228470588,4.25
"dma",2002,69806,7972,40,
