"geo","time","pop","gdp","gini","u5mr"
"tcd",1818,,419,50.6,431.79
"tgo",1818,,684,37.8,426.55
"tha",1818,,934,47.4,438.46
"tjk",1818,,560,47.4,366.546951218
"tkm",1818,,963,41.4,493.258700961
"tls",1818,,540,34.1,447.99128878
"ton",1818,,664,,386.765190917
"tto",1818,,1233,44.5,405.96
"tun",1818,,718,57.7,460.21
"tur",1818,,1224,57.7,379.99
"tuv",1818,,720,,
"twn",1818,,998,,
"tza",1818,,564,37.6,414.89
"uga",1818,,465,41,510.9
"ukr",1818,,779,45.6,360.97
"ury",1818,,1763,48.1,405.96
"usa",1818,,2259,66.6,456.648
"uzb",1818,,504,44.4,381.059335717
"vct",1818,,840,,418.227897654
"ven",1818,,684,43.5,414.89
"vnm",1818,,863,40.4,417.44
"vut",1818,,587,,385.303516916
"wsm",1818,,1404,,434.593411888
"yem",1818,,923,57.7,540.44
"zaf",1818,,1484,35.9,398.45
"zmb",1818,,693,39.9,409.79
"zwe",1818,,888,34.6,395.95
"abw",1819,,835,,
"afg",1819,,604,30.5,471.38
"ago",1819,,671,48.9,485.68
"alb",1819,,669,41.2,375.2
"and",1819,,1239,,
"are",1819,,1071,44.7,434.46
"arg",1819,,1512,47.1,402.19
"arm",1819,,515,29.1,362.088969017
"atg",1819,,759,,405.897362035
"aus",1819,,851,41.3,390.99
"aut",1819,,1995,53.4,307.34
"aze",1819,,778,34.6,369.352142722
"bdi",1819,,425,43.7,423.95
"bel",1819,,2419,62.4,320.22
"ben",1819,,598,48,430.46
"bfa",1819,,481,37.5,454.69
"bgd",1819,,875,41.8,507.88
"bgr",1819,,1092,47.8,360.97
"bhr",1819,,1340,44.3,439.79
"bhs",1819,,1449,,399.476346372
"bih",1819,,670,30.4,378.8
"blr",1819,,614,57.9,365.67
"blz",1819,,580,,407.829510344
"bmu",1819,,1231,,
"bol",1819,,856,36.9,404.69
"bra",1819,,1112,40.1,417.44
"brb",1819,,916,,502.234417587
"brn",1819,,1516,,454.69
"btn",1819,,631,47.1,456.080710346
"bwa",1819,,398,35.6,397.2
"caf",1819,,425,45.2,443.79
"can",1819,,1482,45.1,333.47
"che",1819,,2709,41.7,344.77
"chl",1819,,1029,47.1,417.44
"chn",1819,,985,44.2,417.44
"civ",1819,,876,38.1,427.86
"cmr",1819,,628,56.2,460.21
"cod",1819,,524,42.1,422.65
"cog",1819,,606,51.1,408.51
"col",1819,,965,58.9,417.44
"com",1819,,710,36.3,416.16
"cpv",1819,,531,50,394.71
"cri",1819,,777,48.6,441.12
"cub",1819,,1077,37.6,383.66
"cym",1819,,1042,,
"cyp",1819,,856,31.9,339.12
"cze",1819,,1921,34.9,379.99
"deu",1819,,1874,53,340.25
"dji",1819,,799,42.4,445.15
"dma",1819,,665,,
"dnk",1819,,2085,61,358.63
"dom",1819,,669,41.4,445.15
"dza",1819,,734,57.7,460.21
"ecu",1819,,531,39.9,405.96
"egy",1819,,793,57.7,404.69
"eri",1819,,534,45.8,441.12
"esp",1819,,1522,38,450.6
"est",1819,,959,48.9,362.15
"eth",1819,,524,47.5,447.88
"fin",1819,,1288,50.6,358.63
"fji",1819,,787,47.3,498.88
"fra",1819,,1872,59,312.23
"fsm",1819,,524,,397.429433805
"gab",1819,,391,45.9,435.79
"gbr",1819,,3195,59.3,313.69
"geo",1819,,544,29.7,381.328951002
"gha",1819,,707,58.4,471.38
"gin",1819,,451,32.7,447.88
"gmb",1819,,822,45.4,460.21
"gnb",1819,,779,49.8,417.44
"gnq",1819,,365,46.4,446.51
"grc",1819,,1417,49.9,360.97
"grd",1819,,961,,410.749364957
"grl",1819,,394,,
"gtm",1819,,860,35.3,503.36
"guy",1819,,1217,38.2,429.16
"hkg",1819,,1010,,
"hnd",1819,,676,58,393.46
"hrv",1819,,,,366.84
"hti",1819,,635,42.2,486.198422009
"hun",1819,,1253,47.4,368.01
"idn",1819,,997,51.7,443.79
"ind",1819,,1050,32.8,509.39
"irl",1819,,1451,44.6,348.22
"irn",1819,,980,57.7,506.38
"irq",1819,,972,57.7,427.86
"isl",1819,,929,,412.34
"isr",1819,,882,44.9,447.815538176
"ita",1819,,2474,60.5,454.69
"jam",1819,,1174,39.1,389.77
"jor",1819,,979,39.9,421.34
"jpn",1819,,1078,53.2,363.32
"kaz",1819,,1166,43.3,497.41
"ken",1819,,906,46.3,507.88
"kgz",1819,,510,46,381.337598124
"khm",1819,,906,40.1,379.99
"kir",1819,,560,,422.687006581
"kna",1819,,1168,,
"kor",1819,,565,32.1,503.36
"kwt",1819,,1178,44.6,500.35
"lao",1819,,867,38.4,418.74
"lbn",1819,,1098,57.7,447.88
"lbr",1819,,799,39.9,429.16
"lby",1819,,1053,44.3,404.69
"lca",1819,,877,,408.448066895
"lka",1819,,901,48,409.79
"lso",1819,,397,55.1,407.24
"ltu",1819,,1299,48.9,458.81
"lux",1819,,1457,28.9,357.45
"lva",1819,,768,48.9,404.69
"mac",1819,,995,,
"mar",1819,,717,57.7,403.44
"mco",1819,,1998,,
"mda",1819,,623,47.8,383.03687488
"mdg",1819,,574,41,437.13
"mdv",1819,,845,,445.086081644
"mex",1819,,1383,40.1,487.15
"mhl",1819,,545,,
"mkd",1819,,692,32.5,393.922984665
"mli",1819,,604,47.2,494.48
"mlt",1819,,784,,355.276204273
"mmr",1819,,842,30.5,433.13
"mne",1819,,1060,32.8,375.2
"mng",1819,,594,36.4,420.04
"moz",1819,,395,45.2,439.79
"mrt",1819,,529,49.2,417.44
"mus",1819,,943,39.3,427.86
"mwi",1819,,351,45.7,439.79
"mys",1819,,1000,25.3,435.79
"nam",1819,,542,52.6,412.34
"ner",1819,,447,43.3,433.13
"nga",1819,,881,54.9,438.46
"nic",1819,,976,53.7,509.39
"nld",1819,,3645,56.3,323.5
"nor",1819,,1318,43.7,322.4
"npl",1819,,656,41,407.24
"nru",1819,,555,,
"nzl",1819,,660,38.2,390.99
"omn",1819,,918,44.9,413.61
"pak",1819,,1019,28.7,501.85
"pan",1819,,850,55.6,405.96
"per",1819,,1207,57.4,371.61
"phl",1819,,965,32.5,431.79
"plw",1819,,841,,
"png",1819,,548,25.8,423.95
"pol",1819,,1304,34.5,369.21
"pri",1819,,1379,,
"prk",1819,,568,46,500.35
"prt",1819,,1689,55.1,372.81
"pry",1819,,837,53.2,374
"pse",1819,,1224,36.2,435.019340214
"qat",1819,,1178,44.6,433.13
"rou",1819,,818,47.8,371.61
"rus",1819,,1463,57.9,418.74
"rwa",1819,,442,59,420.04
"sau",1819,,857,45.3,416.16
"sdn",1819,,520,33.8,425.25
"sen",1819,,499,45.9,512.4
"sgp",1819,,1024,41,456.05
"slb",1819,,364,46.2,504.87
"sle",1819,,736,57.1,513.91
"slv",1819,,977,50.9,461.6
"smr",1819,,1450,,
"som",1819,,706,50.9,451.96
"srb",1819,,1362,32.5,374
"ssd",1819,,509,33.78,490.08
"stp",1819,,881,,413.973069807
"sur",1819,,1641,34.1,405.96
"svk",1819,,1431,34.9,363.32
"svn",1819,,1413,27.7,360.97
"swe",1819,,1449,67.5,293.64
"swz",1819,,491,58,413.61
"syc",1819,,853,,377.562449807
"syr",1819,,1084,57.7,429.16
"tca",1819,,488,,
"tcd",1819,,419,50.6,431.79
"tgo",1819,,684,37.8,426.55
"tha",1819,,934,47.4,438.46
"tjk",1819,,560,47.4,365.736823074
"tkm",1819,,964,41.4,493.00102317
"tls",1819,,541,34.3,448.133454733
"ton",1819,,664,,383.742146773
"tto",1819,,1234,44.5,405.96
"tun",1819,,718,57.7,460.21
"tur",1819,,1225,57.7,379.99
"tuv",1819,,721,,
"twn",1819,,999,,
"tza",1819,,564,37.6,414.89
"uga",1819,,465,41,510.9
"ukr",1819,,780,45.6,360.97
"ury",1819,,1763,48.1,405.96
"usa",1819,,2255,66.6,456.109
"uzb",1819,,504,44.4,381.038198844
"vct",1819,,840,,415.853603123
"ven",1819,,684,43.5,414.89
"vnm",1819,,863,40.4,417.44
"vut",1819,,587,,383.148203579
"wsm",1819,,1404,,432.65338146
"yem",1819,,925,57.7,540.44
"zaf",1819,,1484,35.9,398.45
"zmb",1819,,694,39.9,409.79
"zwe",1819,,889,34.6,395.95
"abw",1820,19555,835,,
"afg",1820,3323519,604,30.5,471.38
"ago",1820,1597530,674,48.9,485.68
"aia",1820,2064,,,
"alb",1820,438671,669,41.2,375.2
"and",1820,2700,1242,,
"are",1820,40153,1075,44.6,434.46
"arg",1820,570719,1512,47.1,402.19
"arm",1820,423527,515,29.1,361.615684362
"asm",1820,8142,,,
"atg",1820,37000,759,,402.615185955
"aus",1820,334002,853,41.3,390.99
"aut",1820,3391206,2003,53.4,299.15
"aze",1820,901772,779,34.8,368.596870672
"bdi",1820,917804,426,43.7,423.95
"bel",1820,3475782,2420,62.4,320.22
"ben",1820,653348,598,48,430.46
"bfa",1820,1697947,481,37.5,454.69
"bgd",1820,20122865,874,41.8,507.88
"bgr",1820,2186672,1092,47.8,359.8
"bhr",1820,64474,1346,44.3,439.79
"bhs",1820,27404,1449,,396.026638723
"bih",1820,871970,671,30.6,378.8
"blr",1820,2413420,614,57.9,365.67
"blz",1820,25556,580,,404.922688592
"bmu",1820,9808,1231,,
"bol",1820,1121924,856,36.9,404.69
"bra",1820,4582325,1112,40.1,417.44
"brb",1820,85456,916,,504.004470783
"brn",1820,2251,1516,,454.69
"btn",1820,91144,631,47.1,455.700773435
"bwa",1820,121000,398,35.6,397.2
"caf",1820,485538,425,45.2,443.79
"can",1820,879432,1491,45.1,333.47
"chanisl",1820,44673,,,
"che",1820,1994147,2709,41.7,344.77
"chl",1820,820889,1029,47.1,417.44
"chn",1820,380055273,985,44.2,417.44
"civ",1820,1108345,880,38.1,427.86
"cmr",1820,1874663,628,56.2,460.21
"cod",1820,5255223,526,42.1,422.65
"cog",1820,320596,608,51.1,408.51
"cok",1820,16533,,,
"col",1820,1266351,966,58.9,417.44
"com",1820,57537,710,36.3,416.16
"cpv",1820,57062,531,50,394.71
"cri",1820,63375,777,48.5,441.12
"cub",1820,607664,1090,37.6,379.99
"cym",1820,2491,1042,,
"cyp",1820,184788,856,32.1,339.12
"cze",1820,5569896,1921,34.9,379.99
"deu",1820,25507768,1887,53,340.25
"dji",1820,23320,801,42.5,445.15
"dma",1820,20166,665,,
"dnk",1820,1177749,2089,61,357.45
"dom",1820,93078,669,41.5,445.15
"dza",1820,2713079,735,57.7,460.21
"ecu",1820,522656,531,40,405.96
"egy",1820,4318788,793,57.7,404.69
"eri",1820,212440,534,45.8,441.12
"esh",1820,2882,,,
"esp",1820,12333192,1522,38,450.6
"est",1820,342427,960,48.9,362.15
"eth",1820,3063453,524,47.5,447.88
"fin",1820,1190807,1290,50.6,355.13
"fji",1820,134860,787,47.3,498.88
"flk",1820,100,,,
"fra",1820,31549988,1876,59,284.84
"fro",1820,13773,,,
"fsm",1820,16641,524,,394.81350175
"gab",1820,161794,391,45.9,435.79
"gbm",1820,23947,,,
"gbr",1820,16221883,3403,59.3,314.78
"geo",1820,1098744,545,29.7,380.531604389
"gha",1820,1990667,707,58.4,471.38
"gib",1820,10021,,,
"gin",1820,1007384,452,32.7,447.88
"glp",1820,82322,,,
"gmb",1820,105337,823,45.4,460.21
"gnb",1820,222059,779,49.8,417.44
"gnq",1820,81084,365,46.5,446.51
"grc",1820,2347727,1420,49.9,360.97
"grd",1820,29699,961,,407.740920296
"grl",1820,9757,394,,
"gtm",1820,594985,860,35.3,503.36
"guf",1820,10092,,,
"gum",1820,12337,,,
"guy",1820,169103,1218,38.2,429.16
"hkg",1820,20928,1010,,
"hnd",1820,146889,677,57.8,393.46
"hos",1820,905,,,
"hrv",1820,1257048,1350,,366.84
"hti",1820,739943,635,42.3,486.187814955
"hun",1820,4137998,1253,47.4,368.01
"idn",1820,17236636,997,51.7,443.79
"ind",1820,176225709,1050,32.8,509.39
"irl",1820,5052432,1451,44.6,348.22
"irn",1820,6608508,980,57.7,506.38
"irq",1820,1112536,973,57.7,427.86
"isl",1820,62498,929,,412.34
"isr",1820,209954,882,44.9,447.805831764
"ita",1820,20341608,2474,60.5,454.69
"jam",1820,400825,1174,39.1,389.77
"jor",1820,219348,979,40,421.34
"jpn",1820,30993147,1079,53.2,363.32
"kaz",1820,2091782,1167,43.3,497.41
"ken",1820,2574000,909,46.3,507.88
"kgz",1820,543453,510,46,381.264978607
"khm",1820,2102468,906,40.2,379.99
"kir",1820,18014,561,,421.143131729
"kna",1820,17553,1168,,
"kor",1820,9408016,564,32.1,503.36
"kwt",1820,81280,1182,44.5,500.35
"lao",1820,482066,867,38.4,418.74
"lbn",1820,338427,1099,57.7,447.88
"lbr",1820,320479,799,40,429.16
"lby",1820,544295,1053,44.3,404.69
"lca",1820,24000,877,,405.923145087
"lie",1820,5905,,,
"lka",1820,1281602,901,48,409.79
"lso",1820,281945,398,55,407.24
"ltu",1820,797987,1300,48.9,458.81
"lux",1820,129245,1457,29,357.45
"lva",1820,605262,769,48.9,404.69
"mac",1820,26077,995,,
"mar",1820,2713079,717,57.7,403.44
"mco",1820,7941,2001,,
"mda",1820,730194,623,47.8,382.325870983
"mdg",1820,1694950,574,41,437.13
"mdv",1820,43038,845,,444.404325793
"mex",1820,6621314,1383,40.1,487.15
"mhl",1820,5924,546,,
"mkd",1820,401178,692,32.5,393.77214197
"mli",1820,1438308,604,47.2,494.48
"mlt",1820,136406,784,,350.497687701
"mmr",1820,3541573,843,30.5,433.13
"mne",1820,129599,1061,32.9,375.2
"mng",1820,621483,594,36.6,420.04
"mnp",1820,3411,,,
"moz",1820,2129723,395,45.2,439.79
"mrt",1820,386926,529,49.2,417.44
"msr",1820,5370,,,
"mtq",1820,85728,,,
"mus",1820,96755,943,39.4,427.86
"mwi",1820,737000,351,45.7,439.79
"mys",1820,303530,1000,25.3,435.79
"myt",1820,8322,,,
"nam",1820,229000,542,52.6,412.34
"ncl",1820,29910,,,
"ner",1820,1262280,447,43.3,433.13
"nga",1820,12238319,882,54.9,438.46
"nic",1820,229075,976,53.6,509.39
"niu",1820,4520,,,
"nld",1820,2407847,3900,56.3,323.5
"nor",1820,995904,1320,43.7,319.13
"npl",1820,3920333,656,41,407.24
"nru",1820,1852,556,,
"nzl",1820,100000,660,38.2,390.99
"omn",1820,320411,918,44.9,413.61
"pak",1820,13699962,1019,28.7,501.85
"pan",1820,82788,850,55.4,405.96
"per",1820,1367155,1207,57.4,371.61
"phl",1820,1983383,965,32.5,431.79
"plw",1820,3927,841,,
"png",1820,767591,548,25.8,423.95
"pol",1820,10508375,1309,34.5,369.21
"pri",1820,250914,1379,,
"prk",1820,4353556,567,46.1,500.35
"prt",1820,3312025,1690,55.1,372.81
"pry",1820,155438,838,53,374
"pse",1820,165944,1224,36.4,435.009833882
"pyf",1820,64123,,,
"qat",1820,14092,1182,44.5,433.13
"reu",1820,94632,,,
"rou",1820,6390450,818,47.8,371.61
"rus",1820,31861526,1464,57.9,418.74
"rwa",1820,943716,442,59,420.04
"sau",1820,2103325,858,45.3,416.16
"sdn",1820,4135488,520,33.8,425.25
"sen",1820,1028060,499,45.9,512.4
"sgp",1820,31761,1024,41,442.46
"shn",1820,2197,,,
"slb",1820,57682,364,46.3,504.87
"sle",1820,808514,736,57,513.91
"slv",1820,256823,977,50.8,461.6
"smr",1820,5588,1453,,
"som",1820,1015714,707,50.9,451.96
"spm",1820,1817,,,
"srb",1820,2198187,1362,32.5,374
"ssd",1820,1063732,509,33.78,490.08
"stp",1820,23187,882,,412.193653397
"sur",1820,82357,1641,34.2,405.96
"svk",1820,2161328,1431,34.9,363.32
"svn",1820,480821,1413,27.7,360.97
"swe",1820,2591521,1469,67.5,260.84
"swz",1820,86000,491,57.9,413.61
"syc",1820,12637,857,,374.23485808
"syr",1820,1348924,1084,57.7,429.16
"tca",1820,3358,488,,
"tcd",1820,1432000,419,50.6,431.79
"tgo",1820,456556,684,37.8,426.55
"tha",1820,4712187,934,47.4,438.46
"tjk",1820,478168,561,47.4,364.928485444
"tkl",1820,1005,,,
"tkm",1820,376333,965,41.4,492.743479989
"tls",1820,141386,542,34.5,448.275665802
"ton",1820,18584,665,,380.742731426
"tto",1820,61559,1234,44.5,405.96
"tun",1820,887129,718,57.7,460.21
"tur",1820,10118315,1225,57.7,379.99
"tuv",1820,2536,721,,
"twn",1820,,999,,
"tza",1820,3048053,564,37.6,414.89
"uga",1820,2119892,465,41,510.9
"ukr",1820,11496004,781,45.6,360.97
"ury",1820,59668,1763,48.1,405.96
"usa",1820,10361646,2242,66.6,455.57
"uzb",1820,1966716,504,44.4,381.017063143
"vct",1820,26117,840,,413.492787546
"ven",1820,759249,684,43.5,414.89
"vgb",1820,6700,,,
"vir",1820,40000,,,
"vnm",1820,6719340,864,40.4,417.44
"vut",1820,28098,587,,381.004946648
"wlf",1820,3769,,,
"wsm",1820,47139,1404,,430.722011351
"yem",1820,2605438,928,57.7,540.44
"zaf",1820,1577125,1484,35.9,398.45
"zmb",1820,747000,696,39.9,409.79
"zwe",1820,1106634,890,34.6,395.95
"abw",1821,,841,,
"afg",1821,,607,30.5,471.38
"ago",1821,,677,48.6,485.68
"alb",1821,,671,41.2,375.2
"and",1821,,1256,,
"are",1821,,1079,44.6,434.46
"arg",1821,,1533,46.7,402.19
"arm",1821,,517,29.1,361.143018335
"atg",1821,,764,,399.359550279
"aus",1821,,861,41.5,390.99
"aut",1821,,2035,52.8,300.8
"aze",1821,,783,34.9,367.843143045
"bdi",1821,,426,43.7,423.95
"bel",1821,,2426,62.1,320.22
"ben",1821,,601,47.9,430.46
"bfa",1821,,482,37.5,454.69
"bgd",1821,,875,41.8,507.88
"bgr",1821,,1098,47.8,359.8
"bhr",1821,,1352,44.3,439.79
"bhs",1821,,1459,,392.60672128
"bih",1821,,674,30.8,378.8
"blr",1821,,618,57.7,365.67
"blz",1821,,584,,402.036585333
"bmu",1821,,1239,,
"bol",1821,,864,36.9,404.69
"bra",1821,,1114,40.1,417.44
"brb",1821,,922,,505.780762278
"brn",1821,,1522,,454.69
"btn",1821,,633,47.1,455.321153028
"bwa",1821,,400,35.6,397.2
"caf",1821,,427,45.3,443.79
"can",1821,,1507,44.5,333.47
"che",1821,,2738,42,344.77
"chl",1821,,984,47.7,417.44
"chn",1821,,985,44,417.44
"civ",1821,,884,38.2,427.86
"cmr",1821,,631,55.8,460.21
"cod",1821,,528,42.1,422.65
"cog",1821,,610,50.9,408.51
"col",1821,,968,58.9,417.44
"com",1821,,711,36.5,416.16
"cpv",1821,,533,49.9,394.71
"cri",1821,,786,48.5,441.12
"cub",1821,,1102,37.7,375.2
"cym",1821,,1049,,
"cyp",1821,,866,32.2,339.12
"cze",1821,,1937,35.4,379.99
"deu",1821,,1900,52.7,340.25
"dji",1821,,804,42.5,445.15
"dma",1821,,670,,
"dnk",1821,,2169,60.7,356.28
"dom",1821,,673,41.5,445.15
"dza",1821,,743,57.9,460.21
"ecu",1821,,534,40.1,405.96
"egy",1821,,797,57.9,404.69
"eri",1821,,535,45.9,441.12
"esp",1821,,1526,37.8,450.6
"est",1821,,966,48.9,362.15
"eth",1821,,524,47.5,447.88
"fin",1821,,1297,50.6,352.82
"fji",1821,,790,47.2,498.88
"fra",1821,,1992,58.8,287.32
"fsm",1821,,525,,392.214788099
"gab",1821,,391,45.9,435.79
"gbr",1821,,3406,58.7,315.87
"geo",1821,,547,29.7,379.735925002
"gha",1821,,708,57.9,471.38
"gin",1821,,452,32.7,447.88
"gmb",1821,,823,45.4,460.21
"gnb",1821,,780,49.8,417.44
"gnq",1821,,366,46.6,446.51
"grc",1821,,1431,49.9,360.97
"grd",1821,,965,,404.754510335
"grl",1821,,399,,
"gtm",1821,,867,35.3,503.36
"guy",1821,,1226,38.2,429.16
"hkg",1821,,1012,,
"hnd",1821,,685,57.6,393.46
"hrv",1821,,1361,,366.84
"hti",1821,,642,42.3,486.177208133
"hun",1821,,1263,46.9,368.01
"idn",1821,,999,51.4,443.79
"ind",1821,,1050,33,509.39
"irl",1821,,1472,44.1,348.22
"irn",1821,,982,57.9,506.38
"irq",1821,,977,57.9,427.86
"isl",1821,,939,,412.34
"isr",1821,,882,44.9,447.796125561
"ita",1821,,2432,60.2,454.69
"jam",1821,,1164,39.1,389.77
"jor",1821,,983,40.1,421.34
"jpn",1821,,1081,52.9,363.32
"kaz",1821,,1175,43.3,497.41
"ken",1821,,912,46.3,507.88
"kgz",1821,,514,46,381.192372919
"khm",1821,,908,40.3,379.99
"kir",1821,,561,,419.604895919
"kna",1821,,1176,,
"kor",1821,,564,32.1,503.36
"kwt",1821,,1187,44.5,500.35
"lao",1821,,869,38.4,418.74
"lbn",1821,,1107,57.9,447.88
"lbr",1821,,801,40.1,429.16
"lby",1821,,1066,44.2,404.69
"lca",1821,,880,,403.413831702
"lka",1821,,902,47.9,409.79
"lso",1821,,398,55,407.24
"ltu",1821,,1309,48.9,458.81
"lux",1821,,1474,29.2,357.45
"lva",1821,,774,48.9,404.69
"mac",1821,,999,,
"mar",1821,,718,57.9,403.44
"mco",1821,,2024,,
"mda",1821,,626,47.8,381.616186872
"mdg",1821,,577,41,437.13
"mdv",1821,,845,,443.723614214
"mex",1821,,1380,39.8,487.15
"mhl",1821,,546,,
"mkd",1821,,698,32.5,393.621357036
"mli",1821,,605,47.2,494.48
"mlt",1821,,791,,345.783442871
"mmr",1821,,843,30.5,433.13
"mne",1821,,1069,33,375.2
"mng",1821,,595,36.8,420.04
"moz",1821,,395,45.3,439.79
"mrt",1821,,532,49.1,417.44
"mus",1821,,947,39.5,427.86
"mwi",1821,,351,45.7,439.79
"mys",1821,,1002,25.3,435.79
"nam",1821,,550,52.6,412.34
"ner",1821,,450,43.3,433.13
"nga",1821,,886,54.6,438.46
"nic",1821,,986,53.4,509.39
"nld",1821,,3815,56.1,323.5
"nor",1821,,1328,43.9,315.87
"npl",1821,,656,41,407.24
"nru",1821,,558,,
"nzl",1821,,661,38.2,390.99
"omn",1821,,922,44.9,413.61
"pak",1821,,1019,28.7,501.85
"pan",1821,,859,55.2,405.96
"per",1821,,1211,57,371.61
"phl",1821,,966,32.5,431.79
"plw",1821,,844,,
"png",1821,,550,25.8,423.95
"pol",1821,,1314,34.6,369.21
"pri",1821,,1387,,
"prk",1821,,567,46.2,500.35
"prt",1821,,1690,54.3,372.81
"pry",1821,,848,52.9,374
"pse",1821,,1224,36.5,435.000327757
"qat",1821,,1187,44.5,433.13
"rou",1821,,829,47.8,371.61
"rus",1821,,1474,57.7,418.74
"rwa",1821,,443,59,420.04
"sau",1821,,859,45.3,416.16
"sdn",1821,,522,33.8,425.25
"sen",1821,,501,45.9,512.4
"sgp",1821,,1027,41,429.16
"slb",1821,,365,46.3,504.87
"sle",1821,,740,56.8,513.91
"slv",1821,,986,50.7,461.6
"smr",1821,,1455,,
"som",1821,,708,50.9,451.96
"srb",1821,,1373,32.5,374
"ssd",1821,,511,33.78,490.08
"stp",1821,,884,,410.421885607
"sur",1821,,1652,34.3,405.96
"svk",1821,,1443,35.4,363.32
"svn",1821,,1424,27.7,360.97
"swe",1821,,1514,67.1,305.07
"swz",1821,,493,57.8,413.61
"syc",1821,,860,,370.936593598
"syr",1821,,1086,57.9,429.16
"tca",1821,,491,,
"tcd",1821,,421,50.6,431.79
"tgo",1821,,688,38,426.55
"tha",1821,,936,47.2,438.46
"tjk",1821,,564,47.4,364.121934371
"tkm",1821,,972,41.4,492.486071349
"tls",1821,,543,34.7,448.417922
"ton",1821,,667,,377.766760187
"tto",1821,,1241,44.5,405.96
"tun",1821,,721,57.9,460.21
"tur",1821,,1231,57,379.99
"tuv",1821,,723,,
"twn",1821,,999,,
"tza",1821,,565,37.6,414.89
"uga",1821,,467,41,510.9
"ukr",1821,,786,45.1,360.97
"ury",1821,,1805,48.1,405.96
"usa",1821,,2277,66.2,454.607
"uzb",1821,,505,44.4,380.995928614
"vct",1821,,846,,411.145374403
"ven",1821,,687,43.5,414.89
"vnm",1821,,863,40.4,417.44
"vut",1821,,589,,378.873678682
"wsm",1821,,1409,,428.799262904
"yem",1821,,931,57.9,540.44
"zaf",1821,,1752,35.9,398.45
"zmb",1821,,698,40,409.79
"zwe",1821,,891,34.6,395.95
"abw",1822,,847,,
"afg",1822,,609,30.5,471.38
"ago",1822,,680,48.4,485.68
"alb",1822,,672,41.2,375.2
"and",1822,,1271,,
"are",1822,,1083,44.6,434.46
"arg",1822,,1555,46.2,402.19
"arm",1822,,519,29.1,360.670970127
"atg",1822,,769,,396.130240395
"aus",1822,,886,41.7,390.99
"aut",1822,,2068,52.2,321.99
"aze",1822,,787,35.1,367.090956682
"bdi",1822,,427,43.7,423.95
"bel",1822,,2433,61.8,320.22
"ben",1822,,604,47.8,430.46
"bfa",1822,,482,37.5,454.69
"bgd",1822,,875,41.8,507.88
"bgr",1822,,1103,47.8,358.63
"bhr",1822,,1358,44.2,439.79
"bhs",1822,,1469,,389.216336788
"bih",1822,,677,31,378.8
"blr",1822,,622,57.6,365.67
"blz",1822,,588,,399.171052895
"bmu",1822,,1248,,
"bol",1822,,873,36.9,404.69
"bra",1822,,1117,40,417.44
"brb",1822,,929,,507.563314058
"brn",1822,,1527,,454.69
"btn",1822,,634,47.1,454.941848864
"bwa",1822,,402,35.6,397.2
"caf",1822,,429,45.4,443.79
"can",1822,,1522,43.9,333.47
"che",1822,,2767,42.3,344.77
"chl",1822,,990,48.2,417.44
"chn",1822,,985,43.7,417.44
"civ",1822,,887,38.3,427.86
"cmr",1822,,634,55.5,460.21
"cod",1822,,531,42.1,422.65
"cog",1822,,612,50.8,408.51
"col",1822,,971,58.9,417.44
"com",1822,,712,36.6,416.16
"cpv",1822,,535,49.9,394.71
"cri",1822,,795,48.4,441.12
"cub",1822,,1115,37.8,371.61
"cym",1822,,1056,,
"cyp",1822,,876,32.4,339.12
"cze",1822,,1953,35.8,379.99
"deu",1822,,1913,52.4,340.25
"dji",1822,,806,42.6,445.15
"dma",1822,,674,,
"dnk",1822,,2182,60.4,355.13
"dom",1822,,676,41.6,445.15
"dza",1822,,751,58.1,460.21
"ecu",1822,,538,40.2,405.96
"egy",1822,,801,58.1,404.69
"eri",1822,,536,45.9,441.12
"esp",1822,,1530,37.6,450.6
"est",1822,,973,48.9,362.15
"eth",1822,,524,47.5,447.88
"fin",1822,,1304,50.6,349.37
"fji",1822,,793,47.2,498.88
"fra",1822,,1844,58.7,309.36
"fsm",1822,,525,,389.633179518
"gab",1822,,392,45.9,435.79
"gbr",1822,,3415,58.2,316.96
"geo",1822,,550,29.7,378.941909355
"gha",1822,,708,57.4,471.38
"gin",1822,,453,32.7,447.88
"gmb",1822,,824,45.5,460.21
"gnb",1822,,781,49.8,417.44
"gnq",1822,,366,46.7,446.51
"grc",1822,,1443,49.9,360.97
"grd",1822,,970,,401.789973687
"grl",1822,,403,,
"gtm",1822,,874,35.3,503.36
"guy",1822,,1234,38.2,429.16
"hkg",1822,,1014,,
"hnd",1822,,694,57.4,393.46
"hrv",1822,,1373,,366.84
"hti",1822,,648,42.3,486.166601543
"hun",1822,,1273,46.5,368.01
"idn",1822,,1000,51,443.79
"ind",1822,,1050,33.2,509.39
"irl",1822,,1493,43.6,348.22
"irn",1822,,984,58.1,506.38
"irq",1822,,981,58.1,427.86
"isl",1822,,950,,412.34
"isr",1822,,882,44.9,447.786419569
"ita",1822,,2460,59.9,454.69
"jam",1822,,1155,39.1,389.77
"jor",1822,,987,40.1,421.34
"jpn",1822,,1082,52.7,363.32
"kaz",1822,,1182,43.3,497.41
"ken",1822,,914,46.3,507.88
"kgz",1822,,519,46,381.119781058
"khm",1822,,909,40.4,379.99
"kir",1822,,562,,418.072278553
"kna",1822,,1184,,
"kor",1822,,563,32.1,503.36
"kwt",1822,,1191,44.5,500.35
"lao",1822,,871,38.4,418.74
