"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1875,,1210,,
"afg",1875,,729,46.3,479.96
"ago",1875,,858,33.3,485.68
"alb",1875,,808,38,375.2
"and",1875,,2378,,
"are",1875,,1393,43.6,434.46
"arg",1875,,3297,29.4,402.19
"arm",1875,,637,52.8,336.515683848
"atg",1875,,1099,,257.605962664
"aus",1875,,6871,41.6,222.2
"aut",1875,,3685,36.5,394.8
"aze",1875,,1055,43.3,329.350098203
"bdi",1875,,448,43.7,423.95
"bel",1875,,5310,51.9,272.75
"ben",1875,,780,43.9,430.46
"bfa",1875,,512,37.5,454.69
"bgd",1875,,892,47.5,507.88
"bgr",1875,,1506,44.6,332.37
"bhr",1875,,2033,42.4,439.79
"bhs",1875,,2099,,245.786248598
"bih",1875,,846,42.7,378.8
"blr",1875,,846,50,365.67
"blz",1875,,841,,273.220087109
"bmu",1875,,1783,,
"bol",1875,,1441,36.9,404.69
"bra",1875,,1541,37.7,417.44
"brb",1875,,1327,,611.603363417
"brn",1875,,1827,,454.69
"btn",1875,,703,47.8,435.284432986
"bwa",1875,,520,35.6,397.2
"caf",1875,,555,48.3,443.79
"can",1875,,2966,43.2,286.24
"che",1875,,6628,46.8,282.264383779
"chl",1875,,2134,67.9,417.44
"chn",1875,,1026,33.6,417.44
"civ",1875,,1097,43.8,427.86
"cmr",1875,,819,38,460.21
"cod",1875,,661,42.1,422.65
"cog",1875,,711,44,408.51
"col",1875,,1113,54.8,417.44
"com",1875,,751,45.2,416.16
"cpv",1875,,671,48.5,394.71
"cri",1875,,1437,44.5,441.12
"cub",1875,,2062,40.9,429.16
"cym",1875,,1509,,
"cyp",1875,,1640,40.5,339.12
"cze",1875,,2831,51.3,379.99
"deu",1875,,3241,43.8,393.18
"dji",1875,,953,45.4,445.15
"dma",1875,,963,,
"dnk",1875,,3755,52.5,226.42
"dom",1875,,901,45.2,445.15
"dza",1875,,1334,41.9,460.21
"ecu",1875,,754,45.7,405.96
"egy",1875,,984,44,404.69
"eri",1875,,614,48.1,441.12
"esp",1875,,2279,33.1,322.974456448
"est",1875,,1370,44.7,332.37
"eth",1875,,534,47.5,447.88
"fin",1875,,2017,46.9,277.76
"fji",1875,,949,46.4,498.88
"fra",1875,,3653,55.5,245.72
"fsm",1875,,543,,274.568205006
"gab",1875,,395,45.9,435.79
"gbr",1875,,6464,46.1,252.19
"geo",1875,,707,29.7,339.151053996
"gha",1875,,744,51.6,471.38
"gin",1875,,505,32.7,439.79
"gmb",1875,,851,46.7,460.21
"gnb",1875,,815,49.8,417.44
"gnq",1875,,393,50.7,446.51
"grc",1875,,2113,45.9,360.97
"grd",1875,,1214,,272.139258469
"grl",1875,,709,,
"gtm",1875,,1345,35.3,503.36
"guy",1875,,1764,38.2,429.16
"hkg",1875,,1216,,
"hnd",1875,,1365,46.6,393.46
"hrv",1875,,2033,,366.84
"hti",1875,,1112,44.2,485.604783238
"hun",1875,,1995,43.8,384.875495986
"idn",1875,,1079,39,443.79
"ind",1875,,1071,30.8,509.39
"irl",1875,,3113,37.2,140.16
"irn",1875,,1115,46.6,506.38
"irq",1875,,1241,47.3,427.86
"isl",1875,,1740,,339.81
"isr",1875,,914,44.9,447.272302926
"ita",1875,,2710,49.8,404.24
"jam",1875,,917,39.1,309.362362379
"jor",1875,,1249,43.4,421.34
"jpn",1875,,1320,46.3,358.63
"kaz",1875,,1665,43.3,527.79
"ken",1875,,1079,43,507.88
"kgz",1875,,825,43.9,377.292129326
"khm",1875,,983,44.9,379.99
"kir",1875,,589,,344.369810524
"kna",1875,,1692,,
"kor",1875,,534,32.1,503.36
"kwt",1875,,1533,43.3,500.35
"lao",1875,,988,38.4,418.74
"lbn",1875,,1627,42.9,447.88
"lbr",1875,,926,45,429.16
"lby",1875,,2066,42.3,404.69
"lca",1875,,1051,,288.620487145
"lka",1875,,1289,44.3,409.79
"lso",1875,,410,52.3,407.24
"ltu",1875,,1855,45.5,430.46
"lux",1875,,2791,38,357.45
"lva",1875,,1097,45.5,344.77
"mac",1875,,1199,,
"mar",1875,,789,45.4,403.44
"mco",1875,,3790,,
"mda",1875,,839,44.6,345.186855807
"mdg",1875,,749,41,437.13
"mdv",1875,,840,,408.472479367
"mex",1875,,1370,49.9,487.15
"mhl",1875,,564,,
"mkd",1875,,1042,32,385.564136196
"mli",1875,,616,47.2,494.48
"mlt",1875,,1297,,166.430220795
