"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1865,,1131,,
"afg",1865,,704,44.8,478.53
"ago",1865,,822,36.1,485.68
"alb",1865,,742,41.2,375.2
"and",1865,,2113,,
"are",1865,,1272,43.8,434.46
"arg",1865,,2861,27.4,402.19
"arm",1865,,613,51.9,340.946050804
"atg",1865,,1028,,279.393747045
"aus",1865,,4579,44.1,257.571704968
"aut",1865,,3321,36.3,438.48
"aze",1865,,998,41.7,336.161201687
"bdi",1865,,444,43.7,423.95
"bel",1865,,4533,52.8,317.52
"ben",1865,,744,44.7,430.46
"bfa",1865,,506,37.5,454.69
"bgd",1865,,880,48.1,507.88
"bgr",1865,,1363,47.8,336.86
"bhr",1865,,1815,42.7,439.79
"bhs",1865,,1962,,268.055223972
"bih",1865,,788,40.5,378.8
"blr",1865,,798,51,365.67
"blz",1865,,786,,293.479646044
"bmu",1865,,1667,,
"bol",1865,,1311,36.9,404.69
"bra",1865,,1429,41.2,417.44
"brb",1865,,1241,,590.460279259
"brn",1865,,1766,,454.69
"btn",1865,,690,47.7,438.927228783
"bwa",1865,,495,35.6,397.2
"caf",1865,,529,47.8,443.79
"can",1865,,2603,39.5,300.84
"che",1865,,5028,50.4,344.77
"chl",1865,,1751,66.7,417.44
"chn",1865,,1066,36.8,429.16
"civ",1865,,1054,42.8,427.86
"cmr",1865,,780,41.3,460.21
"cod",1865,,634,42.1,422.65
"cog",1865,,691,45.3,408.51
"col",1865,,1085,58.9,417.44
"com",1865,,744,43.6,416.16
"cpv",1865,,643,48.7,394.71
"cri",1865,,1285,45.3,441.12
"cub",1865,,1836,40.3,394.71
"cym",1865,,1411,,
"cyp",1865,,1457,39,339.12
"cze",1865,,2602,52.9,379.99
"deu",1865,,2711,44.7,539.16
"dji",1865,,924,44.8,445.15
"dma",1865,,900,,
"dnk",1865,,3286,54.1,266.75
"dom",1865,,854,44.6,445.15
"dza",1865,,1197,49.3,460.21
"ecu",1865,,708,44.6,405.96
"egy",1865,,976,51.5,404.69
"eri",1865,,598,47.7,441.12
"esp",1865,,1871,33.1,326.89
"est",1865,,1284,48.9,351.67
"eth",1865,,532,47.5,447.88
"fin",1865,,1582,50.6,357.136105334
