"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abkh",1988,,,40,
"abw",1988,61077,32328,40,22.623
"afg",1988,11375768,1113,34.4700974065,195
"ago",1988,10544904,4455,45.4308658065,226.5
"aia",1988,7576,,40,
"akr_a_dhe",1988,13930,,40,
"alb",1988,3197064,4307,28.24938,44.9
"and",1988,50431,28216,40,
"ant",1988,187506,,40,
"arg",1988,31795515,9620,42.1001793678,29.7
"arm",1988,3510439,3886,38.408730185,81.6
"asm",1988,44049,,40,
"atg",1988,62538,15441,40,27.0099654928
"aus",1988,16585905,27757,39.9880855527,10.2
"aut",1988,7642479,28951,32.472718,10.5
"aze",1988,6994139,8760,33.38,95.8
"bdi",1988,5284173,1044,41.3793104918,170.1
"bel",1988,9931873,29092,26.4883401902,10.7
"ben",1988,4685375,1427,48.676335,188.1
"bfa",1988,8356306,898,47.567964,205.8
"bgd",1988,100779551,1208,39.3182900499,155.8
"bgr",1988,8918660,10567,25.2695077201,21.4
"bhr",1988,465235,31346,40,23.3
"bhs",1988,247576,24959,45.1908997515,25.6
"bih",1988,4542757,3363,40,21.2
"blr",1988,10165746,8084,23.66,17.4
"blz",1988,179025,4344,40,44.9
"bmu",1988,60138,42481,40,
"bol",1988,6592787,3613,42.900016,134
"bra",1988,145150468,11062,58.6649159723,66.3
"brb",1988,258524,13162,46.9864204155,19.5
"brn",1988,242750,80275,40,13
"btn",1988,517068,2004,40,145.9
"bwa",1988,1300097,7173,59.6903451852,50.8
"caf",1988,2809720,933,58.7588134783,176.7
"can",1988,26919036,31356,33.0510061156,8.8
"cck",1988,540,,40,
"chanisl",1988,138186,,40,18.198
"cheslo",1988,15535641,,40,
"chl",1988,12716508,8288,55.384,21.4
"chn",1988,1114162025,1597,32.2551686433,53.9
"civ",1988,11337122,3129,40.632426,150.5
"cmr",1988,11370394,3271,48.98034,136.9
"cod",1988,32688708,1478,44.0632197183,190.8
"cog",1988,2262496,5398,41.1672696774,92.8
"cok",1988,17611,,40,25.3
"col",1988,32975533,7371,50.3190518256,37.4
"com",1988,391133,1689,50.844681875,133.2
"cpv",1988,328861,1546,40,68.2
"cri",1988,2944560,7036,45.2483669017,18.3
"cub",1988,10379080,13925,40.7726012903,15.2
"cxr",1988,1782,,40,
"cym",1988,22539,52376,40,
