"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1931,,2435,,
"afg",1931,,919,37.5,456.389005185
"ago",1931,,1746,52.6,453.2
"alb",1931,,1707,26,330.3
"and",1931,,5052,,
"are",1931,,1706,44.5,405.618383937
"arg",1931,,6709,44.8,149.259817872
"arm",1931,,1009,40.1,219.342535117
"atg",1931,,2213,,163.491656283
"aus",1931,,7129,41.1,55.004580292
"aut",1931,,6364,37.4,154.8
"aze",1931,,1848,41.9,227.832459185
"bdi",1931,,481,47.5,394.141345219
"bel",1931,,9329,50.7,109.9
"ben",1931,,1075,45.2,404.866965306
"bfa",1931,,533,41.5,425.31362877
"bgd",1931,,1202,38,432.609268374
"bgr",1931,,2433,27.7,217.55
"bhr",1931,,2898,37.2,410.005223744
"bhs",1931,,5184,,151.225174027
"bih",1931,,1256,45.2,289.69
"blr",1931,,1474,25.9,173.32
"blz",1931,,1415,,183.27643212
"bmu",1931,,5108,,
"bol",1931,,2460,36.8,373.72100704
"bra",1931,,1870,42.5,380.236255802
"brb",1931,,2248,,485.422640215
"brn",1931,,2979,,268.06
"btn",1931,,798,47.4,415.145024657
"bwa",1931,,718,40.3,366.09172281
"caf",1931,,899,46.5,423.416014391
"can",1931,,6636,41.4,114.750535982
"che",1931,,14003,39.4,65.2
"chl",1931,,3210,71.1,377.221017773
"chn",1931,,1048,46.8,383.57
"civ",1931,,1612,40.4,398.244163265
"cmr",1931,,1180,43.9,430.874111403
"cod",1931,,1091,44.4,392.874843303
"cog",1931,,1190,39.2,384.574158677
"col",1931,,2251,57.5,196.105985351
"com",1931,,794,39.9,388.368626989
"cpv",1931,,803,47.7,368.709195094
"cri",1931,,2327,47.3,273.33224
"cub",1931,,4212,38.1,184.95881677
"cym",1931,,4324,,
"cyp",1931,,3072,40.9,220.19
"cze",1931,,6474,41,158.47
"deu",1931,,6276,45.9,118.932905904
"dji",1931,,1815,42.4,415.38
"dma",1931,,1625,,
"dnk",1931,,9581,46.5,94.6459191176
"dom",1931,,1489,42.1,394.00262732
"dza",1931,,2998,40.3,408.376570912
"ecu",1931,,1768,42.5,380.208230209
"egy",1931,,1536,45.4,387.2749375
"eri",1931,,731,47.9,411.62
"esp",1931,,4237,36,207.39869948
"est",1931,,2957,40.7,167.01
"eth",1931,,559,51,418.115006221
"fin",1931,,4347,43.5,102.75
"fji",1931,,1694,42.8,415.003416875
"fra",1931,,6534,61.3,97.1724940137
"fsm",1931,,796,,189.688263595
"gab",1931,,509,49.4,406.65
"gbr",1931,,8253,41.2,95.1469707343
"geo",1931,,1199,39.3,231.742998018
"gha",1931,,1804,43.8,379.771745041
"gin",1931,,576,45.3,368.709773007
"gmb",1931,,931,46.5,428.975795192
"gnb",1931,,842,52.7,385.95
"gnq",1931,,454,50.9,416.65
"grc",1931,,4449,41.4,212.707863105
"grd",1931,,1544,,180.30405478
"grl",1931,,1854,,
"gtm",1931,,2457,43,466.439845992
"guy",1931,,3080,42.2,270.609197635
"hkg",1931,,2638,,
"hnd",1931,,2937,42.4,362.072999794
"hrv",1931,,3958,,251.9
"hti",1931,,1966,42.6,442.592809634
"hun",1931,,4681,29.7,262.00988388
"idn",1931,,1637,50.4,386.848395062
"ind",1931,,1208,31.9,291.430132855
"irl",1931,,5166,57.9,95.1474522968
"irn",1931,,2383,42.3,472.51
"irq",1931,,2235,52.7,399.067536204
"isl",1931,,4371,,69.5992058824
"isr",1931,,2218,44.9,117.16
"ita",1931,,5633,49.8,164.81
"jam",1931,,1629,42.4,246.509608386
"jor",1931,,2269,42,392.040645336
"jpn",1931,,2561,50.3,209.958673469
"kaz",1931,,3040,39.5,302.9
"ken",1931,,1521,59.1,491.740855538
"kgz",1931,,1608,41,286.65
"khm",1931,,1070,45.8,354.58
"kir",1931,,1021,,280.439473794
"kna",1931,,2709,,
"kor",1931,,787,32,366.363813253
"kwt",1931,,1713,40.5,469.236483247
"lao",1931,,1113,42.3,390.73
"lbn",1931,,4088,48.8,417.742111237
"lbr",1931,,1056,45.5,384.482463265
"lby",1931,,4113,39.7,376.654845284
"lca",1931,,1285,,203.95382999
"lka",1931,,1824,46.5,277.948880707
"lso",1931,,422,51.5,370.611946363
"ltu",1931,,4030,40.7,177.33
"lux",1931,,8863,36.4,146.322553754
"lva",1931,,2363,40.7,154.67
"mac",1931,,2224,,
"mar",1931,,1327,37.7,374.318589306
"mco",1931,,8013,,
"mda",1931,,1430,27.7,216.163043854
"mdg",1931,,1296,44.6,403.3047377
"mdv",1931,,854,,373.968147784
"mex",1931,,2768,54.7,323.12753973
"mhl",1931,,877,,
"mkd",1931,,2042,44.9,291.43
"mli",1931,,634,46.7,429.279305359
"mlt",1931,,2169,,77.9647442209
"mmr",1931,,1743,33.4,404.43734338
"mne",1931,,3181,40.6,260.39
"mng",1931,,759,47.5,391.95
"moz",1931,,428,40.7,410.907819936
"mrt",1931,,971,48.8,366.5243026
"mus",1931,,1883,42.7,330.048632841
"mwi",1931,,356,41.4,406.386699547
"mys",1931,,2762,41,393.033337629
"nam",1931,,2860,44.4,383.811926078
"ner",1931,,813,46.7,404.509306018
"nga",1931,,1894,45.2,413.40215076
"nic",1931,,2889,52.2,419.036580153
"nld",1931,,8640,42.4,67.28428945
"nor",1931,,6763,45,58.8761840909
"npl",1931,,861,41.5,378.028197674
"nru",1931,,1917,,
"nzl",1931,,7546,39.4,45.1099689425
"omn",1931,,2153,42.1,404.532825083
"pak",1931,,1390,41.6,467.593953246
"pan",1931,,2975,41.4,339.123310638
"per",1931,,3369,61.8,345.320311751
"phl",1931,,2317,49.2,384.346896362
"plw",1931,,3138,,
"png",1931,,845,47.2,395.464520548
"pol",1931,,3296,26,227.682292358
"pri",1931,,3386,,
"prk",1931,,833,47.9,344.52
"prt",1931,,3016,49.3,225.92
"pry",1931,,3321,41.5,349.574899441
"pse",1931,,1229,44.8,395.66589536
"qat",1931,,1570,43.4,404.448685714
"rou",1931,,3119,27.7,292.51416558
"rus",1931,,3816,25.9,181.703040219
"rwa",1931,,510,47.5,391.089994768
"sau",1931,,997,43.7,388.33
"sdn",1931,,1190,45.7,397.694420505
"sen",1931,,1153,42.4,482.829678385
"sgp",1931,,2943,41.5,321.99
"slb",1931,,684,47.8,470.770182026
"sle",1931,,1131,45.9,487.940923887
"slv",1931,,2197,41.3,421.336034483
"smr",1931,,4089,,
"som",1931,,874,45.5,421.74
"srb",1931,,3868,43.2,141.862544178
"ssd",1931,,1200,45.69,420.095189448
"stp",1931,,1112,,255.295664799
"sur",1931,,4074,36,320.66
"svk",1931,,4801,46.6,203.77
"svn",1931,,4156,42,235.35
"swe",1931,,7142,51.1,73.9448450413
"swz",1931,,1017,45.7,383.524870512
"syc",1931,,2401,,140.149267564
"syr",1931,,1643,44.7,404.169942051
"tca",1931,,1312,,
"tcd",1931,,888,43.7,402.92
"tgo",1931,,1060,40.5,398.158911629
"tha",1931,,1224,46.3,391.461226247
"tjk",1931,,1311,47.9,285.46
"tkm",1931,,2528,43.6,296.21
"tls",1931,,671,48.5,429.859249411
"ton",1931,,1122,,159.468974029
"tto",1931,,3105,44.2,232.063174829
"tun",1931,,1412,37.7,404.656766667
"tur",1931,,2426,58.2,348.45922211
"tuv",1931,,1177,,
"twn",1931,,2042,,
"tza",1931,,809,42.7,387.361222857
"uga",1931,,769,45.2,480.272984621
"ukr",1931,,2030,41.5,223.7
"ury",1931,,7487,55.2,167.69890747
"usa",1931,,9277,52.9,82.1499647116
"uzb",1931,,924,44,289.04
"vct",1931,,1845,,219.698721109
"ven",1931,,4161,43.7,253.974941957
"vnm",1931,,1066,44.4,380.571132129
"vut",1931,,1011,,204.896856045
"wsm",1931,,2386,,262.132010658
"yem",1931,,1277,44.2,512.028405317
"zaf",1931,,4657,69.1,365.98
"zmb",1931,,1508,42.2,385.178970637
"zwe",1931,,1018,43.1,369.562060631
