geo,time,age,pop
"swe",1951,7,122530
"swe",1951,8,118270
"swe",1951,9,112920
"swe",1951,10,106890
"swe",1951,11,100360
"swe",1951,12,93220
"swe",1951,13,87740
"swe",1951,14,85060
"swe",1951,15,84340
"swe",1951,16,83550
"swe",1951,17,83020
"swe",1951,18,83180
"swe",1951,19,84030
"swe",1951,20,85460
"swe",1951,21,87210
"swe",1951,22,89140
"swe",1951,23,91680
"swe",1951,24,94940
"swe",1951,25,98590
"swe",1951,26,102240
"swe",1951,27,106120
"swe",1951,28,108770
"swe",1951,29,109490
"swe",1951,30,108920
"swe",1951,31,108450
"swe",1951,32,107760
"swe",1951,33,107370
"swe",1951,34,107650
"swe",1951,35,108320
"swe",1951,36,108650
"swe",1951,37,108720
"swe",1951,38,108830
"swe",1951,39,109010
"swe",1951,40,109160
"swe",1951,41,109160
"swe",1951,42,109120
"swe",1951,43,108380
"swe",1951,44,106650
"swe",1951,45,104240
"swe",1951,46,101780
"swe",1951,47,99140
"swe",1951,48,96660
"swe",1951,49,94560
"swe",1951,50,92670
"swe",1951,51,90640
"swe",1951,52,88550
"swe",1951,53,86370
"swe",1951,54,84060
"swe",1951,55,81660
"swe",1951,56,79270
"swe",1951,57,76820
"swe",1951,58,74550
"swe",1951,59,72560
"swe",1951,60,70740
"swe",1951,61,68860
"swe",1951,62,67010
"swe",1951,63,64940
"swe",1951,64,62520
"swe",1951,65,59880
"swe",1951,66,57240
"swe",1951,67,54520
"swe",1951,68,51930
"swe",1951,69,49590
"swe",1951,70,47360
"swe",1951,71,45070
"swe",1951,72,42790
"swe",1951,73,40230
"swe",1951,74,37230
"swe",1951,75,33970
"swe",1951,76,30790
"swe",1951,77,27670
"swe",1951,78,24610
"swe",1951,79,21660
"swe",1951,80,15890
"swe",1951,81,14550
"swe",1951,82,13180
"swe",1951,83,11790
"swe",1951,84,10420
"swe",1951,85,9060
"swe",1951,86,7720
"swe",1951,87,6480
"swe",1951,88,5380
"swe",1951,89,4400
"swe",1951,90,3480
"swe",1951,91,2610
"swe",1951,92,1890
"swe",1951,93,1380
"swe",1951,94,1010
"swe",1951,95,700
"swe",1951,96,460
"swe",1951,97,280
"swe",1951,98,150
"swe",1951,99,60
"swe",1951,100,0
"swe",1951,101,0
"swe",1951,102,0
"swe",1951,103,0
"swe",1951,104,0
"swe",1951,105,0
"swe",1951,106,0
"swe",1951,107,0
"swe",1951,108,0
"swe",1951,109,0
"swe",1951,110,0
"swe",1951,111,0
"swe",1951,112,0
"swe",1951,113,0
"swe",1951,114,0
"swe",1951,115,0
"swe",1951,116,0
"swe",1951,117,0
"swe",1951,118,0
"swe",1951,119,0
"swe",1951,120,0
"swe",1951,121,0
"swe",1951,122,0
"swe",1951,123,0
"swe",1951,124,0
"swe",1951,125,0
"swe",1951,126,0
"swe",1951,127,0
"swe",1951,128,0
"swe",1951,129,0
"swe",1951,130,0
"swe",1952,0,97060
"swe",1952,1,109140
"swe",1952,2,114810
"swe",1952,3,120890
"swe",1952,4,124660
"swe",1952,5,126360
"swe",1952,6,126240
"swe",1952,7,124640
"swe",1952,8,121880
"swe",1952,9,117800
"swe",1952,10,112490
"swe",1952,11,106440
"swe",1952,12,100010
"swe",1952,13,93060
"swe",1952,14,87770
"swe",1952,15,85260
"swe",1952,16,84680
"swe",1952,17,84050
"swe",1952,18,83690
"swe",1952,19,83980
"swe",1952,20,84870
"swe",1952,21,86280
"swe",1952,22,88010
"swe",1952,23,89890
"swe",1952,24,92400
"swe",1952,25,95710
"swe",1952,26,99410
"swe",1952,27,103120
"swe",1952,28,107060
"swe",1952,29,109660
"swe",1952,30,110160
"swe",1952,31,109290
"swe",1952,32,108510
"swe",1952,33,107500
"swe",1952,34,106920
"swe",1952,35,107250
"swe",1952,36,108100
"swe",1952,37,108600
"swe",1952,38,108860
"swe",1952,39,109060
"swe",1952,40,109200
"swe",1952,41,109190
"swe",1952,42,109070
"swe",1952,43,108900
"swe",1952,44,108080
"swe",1952,45,106310
"swe",1952,46,103910
"swe",1952,47,101450
"swe",1952,48,98810
"swe",1952,49,96300
"swe",1952,50,94140
"swe",1952,51,92180
"swe",1952,52,90080
"swe",1952,53,87920
"swe",1952,54,85680
"swe",1952,55,83320
"swe",1952,56,80880
"swe",1952,57,78440
"swe",1952,58,75950
"swe",1952,59,73620
"swe",1952,60,71580
"swe",1952,61,69690
"swe",1952,62,67760
"swe",1952,63,65840
"swe",1952,64,63690
"swe",1952,65,61180
"swe",1952,66,58430
"swe",1952,67,55690
"swe",1952,68,52880
"swe",1952,69,50190
"swe",1952,70,47730
"swe",1952,71,45380
"swe",1952,72,42990
"swe",1952,73,40610
"swe",1952,74,37990
"swe",1952,75,34960
"swe",1952,76,31700
"swe",1952,77,28530
"swe",1952,78,25440
"swe",1952,79,22440
"swe",1952,80,16460
"swe",1952,81,15070
"swe",1952,82,13650
"swe",1952,83,12210
"swe",1952,84,10790
"swe",1952,85,9380
"swe",1952,86,7990
"swe",1952,87,6710
"swe",1952,88,5570
"swe",1952,89,4560
"swe",1952,90,3600
"swe",1952,91,2700
"swe",1952,92,1960
"swe",1952,93,1420
"swe",1952,94,1050
"swe",1952,95,730
"swe",1952,96,480
"swe",1952,97,290
"swe",1952,98,150
"swe",1952,99,60
"swe",1952,100,0
"swe",1952,101,0
"swe",1952,102,0
"swe",1952,103,0
"swe",1952,104,0
"swe",1952,105,0
"swe",1952,106,0
"swe",1952,107,0
"swe",1952,108,0
"swe",1952,109,0
"swe",1952,110,0
"swe",1952,111,0
"swe",1952,112,0
"swe",1952,113,0
"swe",1952,114,0
"swe",1952,115,0
"swe",1952,116,0
"swe",1952,117,0
"swe",1952,118,0
"swe",1952,119,0
"swe",1952,120,0
"swe",1952,121,0
"swe",1952,122,0
"swe",1952,123,0
"swe",1952,124,0
"swe",1952,125,0
"swe",1952,126,0
"swe",1952,127,0
"swe",1952,128,0
"swe",1952,129,0
"swe",1952,130,0
"swe",1953,0,93930
"swe",1953,1,105890
"swe",1953,2,115130
"swe",1953,3,117260
"swe",1953,4,121950
"swe",1953,5,124720
"swe",1953,6,125780
"swe",1953,7,125300
"swe",1953,8,123620
"swe",1953,9,121040
"swe",1953,10,117150
"swe",1953,11,111880
"swe",1953,12,105810
"swe",1953,13,99500
"swe",1953,14,92750
"swe",1953,15,87660
"swe",1953,16,85320
"swe",1953,17,84890
"swe",1953,18,84420
"swe",1953,19,84240
"swe",1953,20,84650
"swe",1953,21,85570
"swe",1953,22,86970
"swe",1953,23,88670
"swe",1953,24,90500
"swe",1953,25,92990
"swe",1953,26,96330
"swe",1953,27,100090
"swe",1953,28,103830
"swe",1953,29,107830
"swe",1953,30,110380
"swe",1953,31,110670
"swe",1953,32,109480
"swe",1953,33,108400
"swe",1953,34,107070
"swe",1953,35,106300
"swe",1953,36,106680
"swe",1953,37,107720
"swe",1953,38,108380
"swe",1953,39,108820
"swe",1953,40,109130
"swe",1953,41,109210
"swe",1953,42,109060
"swe",1953,43,108810
"swe",1953,44,108520
"swe",1953,45,107600
"swe",1953,46,105810
"swe",1953,47,103420
"swe",1953,48,100960
"swe",1953,49,98320
"swe",1953,50,95790
"swe",1953,51,93580
"swe",1953,52,91560
"swe",1953,53,89390
"swe",1953,54,87160
"swe",1953,55,84860
"swe",1953,56,82450
"swe",1953,57,79980
"swe",1953,58,77500
"swe",1953,59,74960
"swe",1953,60,72580
"swe",1953,61,70490
"swe",1953,62,68540
"swe",1953,63,66540
"swe",1953,64,64569
"swe",1953,65,62350
"swe",1953,66,59750
"swe",1953,67,56900
"swe",1953,68,54060
"swe",1953,69,51150
"swe",1953,70,48360
"swe",1953,71,45790
"swe",1953,72,43340
"swe",1953,73,40840
"swe",1953,74,38370
"swe",1953,75,35680
"swe",1953,76,32630
"swe",1953,77,29380
"swe",1953,78,26230
"swe",1953,79,23160
"swe",1953,80,16810
"swe",1953,81,15390
"swe",1953,82,13940
"swe",1953,83,12480
"swe",1953,84,11020
"swe",1953,85,9580
"swe",1953,86,8170
"swe",1953,87,6860
"swe",1953,88,5690
"swe",1953,89,4660
"swe",1953,90,3680
"swe",1953,91,2760
"swe",1953,92,2000
"swe",1953,93,1460
"swe",1953,94,1070
"swe",1953,95,740
"swe",1953,96,490
"swe",1953,97,300
"swe",1953,98,160
"swe",1953,99,60
"swe",1953,100,0
"swe",1953,101,0
"swe",1953,102,0
"swe",1953,103,0
"swe",1953,104,0
"swe",1953,105,0
"swe",1953,106,0
"swe",1953,107,0
"swe",1953,108,0
"swe",1953,109,0
"swe",1953,110,0
"swe",1953,111,0
"swe",1953,112,0
"swe",1953,113,0
"swe",1953,114,0
"swe",1953,115,0
"swe",1953,116,0
"swe",1953,117,0
"swe",1953,118,0
"swe",1953,119,0
"swe",1953,120,0
"swe",1953,121,0
"swe",1953,122,0
"swe",1953,123,0
"swe",1953,124,0
"swe",1953,125,0
"swe",1953,126,0
"swe",1953,127,0
"swe",1953,128,0
"swe",1953,129,0
"swe",1953,130,0
"swe",1954,0,92530
"swe",1954,1,103320
"swe",1954,2,111900
"swe",1954,3,118440
"swe",1954,4,119600
"swe",1954,5,122900
"swe",1954,6,124680
"swe",1954,7,125080
"swe",1954,8,124250
"swe",1954,9,122490
"swe",1954,10,120100
"swe",1954,11,116390
"swe",1954,12,111180
"swe",1954,13,105090
"swe",1954,14,98900
"swe",1954,15,92360
"swe",1954,16,87480
"swe",1954,17,85300
"swe",1954,18,85020
"swe",1954,19,84710
"swe",1954,20,84710
"swe",1954,21,85230
"swe",1954,22,86200
"swe",1954,23,87570
"swe",1954,24,89250
"swe",1954,25,91030
"swe",1954,26,93490
"swe",1954,27,96850
"swe",1954,28,100670
"swe",1954,29,104450
"swe",1954,30,108500
"swe",1954,31,111000
"swe",1954,32,111070
"swe",1954,33,109570
"swe",1954,34,108200
"swe",1954,35,106540
"swe",1954,36,105590
"swe",1954,37,106010
"swe",1954,38,107250
"swe",1954,39,108070
"swe",1954,40,108690
"swe",1954,41,109090
"swe",1954,42,109120
"swe",1954,43,108820
"swe",1954,44,108450
"swe",1954,45,108040
"swe",1954,46,107030
"swe",1954,47,105220
"swe",1954,48,102840
"swe",1954,49,100380
"swe",1954,50,97740
"swe",1954,51,95200
"swe",1954,52,92940
"swe",1954,53,90850
"swe",1954,54,88610
"swe",1954,55,86320
"swe",1954,56,83960
"swe",1954,57,81510
"swe",1954,58,79000
"swe",1954,59,76480
"swe",1954,60,73900
"swe",1954,61,71480
"swe",1954,62,69330
"swe",1954,63,67330
"swe",1954,64,65269
"swe",1954,65,63240
"swe",1954,66,60950
"swe",1954,67,58260
"swe",1954,68,55310
"swe",1954,69,52380
"swe",1954,70,49380
"swe",1954,71,46500
"swe",1954,72,43820
"swe",1954,73,41250
"swe",1954,74,38660
"swe",1954,75,36100
"swe",1954,76,33350
"swe",1954,77,30280
"swe",1954,78,27040
"swe",1954,79,23920
"swe",1954,80,16950
"swe",1954,81,15520
"swe",1954,82,14050
"swe",1954,83,12580
"swe",1954,84,11110
"swe",1954,85,9660
"swe",1954,86,8230
"swe",1954,87,6910
"swe",1954,88,5740
"swe",1954,89,4700
"swe",1954,90,3710
"swe",1954,91,2780
"swe",1954,92,2020
"swe",1954,93,1470
"swe",1954,94,1080
"swe",1954,95,750
"swe",1954,96,490
"swe",1954,97,300
"swe",1954,98,160
"swe",1954,99,60
"swe",1954,100,0
"swe",1954,101,0
"swe",1954,102,0
"swe",1954,103,0
"swe",1954,104,0
"swe",1954,105,0
"swe",1954,106,0
"swe",1954,107,0
"swe",1954,108,0
"swe",1954,109,0
"swe",1954,110,0
"swe",1954,111,0
"swe",1954,112,0
"swe",1954,113,0
"swe",1954,114,0
"swe",1954,115,0
"swe",1954,116,0
"swe",1954,117,0
"swe",1954,118,0
"swe",1954,119,0
"swe",1954,120,0
"swe",1954,121,0
"swe",1954,122,0
"swe",1954,123,0
"swe",1954,124,0
"swe",1954,125,0
"swe",1954,126,0
"swe",1954,127,0
"swe",1954,128,0
"swe",1954,129,0
"swe",1954,130,0
"swe",1955,0,92660
"swe",1955,1,101430
"swe",1955,2,108650
"swe",1955,3,114420
"swe",1955,4,118820
"swe",1955,5,121930
"swe",1955,6,123840
"swe",1955,7,124630
"swe",1955,8,124390
"swe",1955,9,123200
"swe",1955,10,121360
"swe",1955,11,119150
"swe",1955,12,115630
"swe",1955,13,110470
"swe",1955,14,104370
"swe",1955,15,98300
"swe",1955,16,91970
"swe",1955,17,87290
"swe",1955,18,85280
"swe",1955,19,85140
"swe",1955,20,85000
"swe",1955,21,85170
"swe",1955,22,85820
"swe",1955,23,86820
"swe",1955,24,88170
"swe",1955,25,89820
"swe",1955,26,91550
"swe",1955,27,93990
"swe",1955,28,97380
"swe",1955,29,101250
"swe",1955,30,105070
"swe",1955,31,109170
"swe",1955,32,111620
"swe",1955,33,111470
"swe",1955,34,109660
"swe",1955,35,107990
"swe",1955,36,106010
"swe",1955,37,104880
"swe",1955,38,105340
"swe",1955,39,106760
"swe",1955,40,107750
"swe",1955,41,108560
"swe",1955,42,109050
"swe",1955,43,109030
"swe",1955,44,108590
"swe",1955,45,108090
"swe",1955,46,107550
"swe",1955,47,106460
"swe",1955,48,104620
"swe",1955,49,102260
"swe",1955,50,99800
"swe",1955,51,97160
"swe",1955,52,94600
"swe",1955,53,92290
"swe",1955,54,90130
"swe",1955,55,87840
"swe",1955,56,85480
"swe",1955,57,83060
"swe",1955,58,80570
"swe",1955,59,78030
"swe",1955,60,75470
"swe",1955,61,72840
"swe",1955,62,70380
"swe",1955,63,68180
"swe",1955,64,66120
"swe",1955,65,64010
"swe",1955,66,61910
"swe",1955,67,59550
"swe",1955,68,56780
"swe",1955,69,53730
"swe",1955,70,50700
"swe",1955,71,47620
"swe",1955,72,44630
"swe",1955,73,41850
"swe",1955,74,39180
"swe",1955,75,36480
"swe",1955,76,33840
"swe",1955,77,31020
"swe",1955,78,27930
"swe",1955,79,24710
"swe",1955,80,16880
"swe",1955,81,15450
"swe",1955,82,14000
"swe",1955,83,12530
"swe",1955,84,11060
"swe",1955,85,9620
"swe",1955,86,8200
"swe",1955,87,6880
"swe",1955,88,5720
"swe",1955,89,4680
"swe",1955,90,3690
"swe",1955,91,2770
"swe",1955,92,2009
"swe",1955,93,1460
"swe",1955,94,1070
"swe",1955,95,750
"swe",1955,96,490
"swe",1955,97,300
"swe",1955,98,160
"swe",1955,99,60
"swe",1955,100,0
"swe",1955,101,0
"swe",1955,102,0
"swe",1955,103,0
"swe",1955,104,0
"swe",1955,105,0
"swe",1955,106,0
"swe",1955,107,0
"swe",1955,108,0
"swe",1955,109,0
"swe",1955,110,0
"swe",1955,111,0
"swe",1955,112,0
"swe",1955,113,0
"swe",1955,114,0
"swe",1955,115,0
"swe",1955,116,0
"swe",1955,117,0
"swe",1955,118,0
"swe",1955,119,0
"swe",1955,120,0
"swe",1955,121,0
"swe",1955,122,0
"swe",1955,123,0
"swe",1955,124,0
"swe",1955,125,0
"swe",1955,126,0
"swe",1955,127,0
"swe",1955,128,0
"swe",1955,129,0
"swe",1955,130,0
"swe",1956,0,94210
"swe",1956,1,94360
"swe",1956,2,101860
"swe",1956,3,108240
"swe",1956,4,113540
"swe",1956,5,117770
"swe",1956,6,120990
"swe",1956,7,123270
"swe",1956,8,124440
"swe",1956,9,124460
"swe",1956,10,123450
"swe",1956,11,121910
"swe",1956,12,120100
"swe",1956,13,116830
"swe",1956,14,111690
"swe",1956,15,105460
"swe",1956,16,99280
"swe",1956,17,92830
"swe",1956,18,88020
"swe",1956,19,85910
"swe",1956,20,85660
"swe",1956,21,85400
"swe",1956,22,85430
"swe",1956,23,85960
"swe",1956,24,86890
"swe",1956,25,88210
"swe",1956,26,89820
"swe",1956,27,91520
"swe",1956,28,93910
"swe",1956,29,97180
"swe",1956,30,100890
"swe",1956,31,104580
"swe",1956,32,108520
"swe",1956,33,110930
"swe",1956,34,110940
"swe",1956,35,109400
"swe",1956,36,108000
"swe",1956,37,106300
"swe",1956,38,105310
"swe",1956,39,105680
"swe",1956,40,106870
"swe",1956,41,107640
"swe",1956,42,108210
"swe",1956,43,108560
"swe",1956,44,108550
"swe",1956,45,108210
"swe",1956,46,107790
"swe",1956,47,107320
"swe",1956,48,106270
"swe",1956,49,104400
"swe",1956,50,101970
"swe",1956,51,99450
"swe",1956,52,96750
"swe",1956,53,94130
"swe",1956,54,91790
"swe",1956,55,89590
"swe",1956,56,87250
"swe",1956,57,84840
"swe",1956,58,82370
"swe",1956,59,79810
"swe",1956,60,77200
"swe",1956,61,74560
"swe",1956,62,71860
"swe",1956,63,69310
"swe",1956,64,67020
"swe",1956,65,64870
"swe",1956,66,62660
"swe",1956,67,60470
"swe",1956,68,58010
"swe",1956,69,55110
"swe",1956,70,51940
"swe",1956,71,48790
"swe",1956,72,45600
"swe",1956,73,42530
"swe",1956,74,39670
"swe",1956,75,36940
"swe",1956,76,34200
"swe",1956,77,31530
"swe",1956,78,28730
"swe",1956,79,25690
"swe",1956,80,18020
"swe",1956,81,16500
"swe",1956,82,14940
"swe",1956,83,13370
"swe",1956,84,11810
"swe",1956,85,10270
"swe",1956,86,8750
"swe",1956,87,7350
"swe",1956,88,6100
"swe",1956,89,4990
"swe",1956,90,3940
"swe",1956,91,2960
"swe",1956,92,2150
"swe",1956,93,1560
"swe",1956,94,1150
"swe",1956,95,800
"swe",1956,96,520
"swe",1956,97,320
"swe",1956,98,170
"swe",1956,99,70
"swe",1956,100,0
"swe",1956,101,0
"swe",1956,102,0
"swe",1956,103,0
"swe",1956,104,0
"swe",1956,105,0
"swe",1956,106,0
"swe",1956,107,0
"swe",1956,108,0
"swe",1956,109,0
"swe",1956,110,0
"swe",1956,111,0
"swe",1956,112,0
"swe",1956,113,0
"swe",1956,114,0
"swe",1956,115,0
"swe",1956,116,0
"swe",1956,117,0
"swe",1956,118,0
"swe",1956,119,0
"swe",1956,120,0
"swe",1956,121,0
"swe",1956,122,0
"swe",1956,123,0
"swe",1956,124,0
"swe",1956,125,0
"swe",1956,126,0
"swe",1956,127,0
"swe",1956,128,0
"swe",1956,129,0
"swe",1956,130,0
"swe",1957,0,96540
"swe",1957,1,99730
"swe",1957,2,95950
"swe",1957,3,102180
"swe",1957,4,107720
"swe",1957,5,112540
"swe",1957,6,116600
"swe",1957,7,119940
"swe",1957,8,122580
"swe",1957,9,124130
"swe",1957,10,124400
"swe",1957,11,123580
"swe",1957,12,122340
"swe",1957,13,120920
"swe",1957,14,117910
"swe",1957,15,112800
"swe",1957,16,106450
"swe",1957,17,100160
"swe",1957,18,93590
"swe",1957,19,88670
"swe",1957,20,86440
"swe",1957,21,86100
"swe",1957,22,85710
"swe",1957,23,85600
"swe",1957,24,86020
"swe",1957,25,86880
"swe",1957,26,88150
"swe",1957,27,89720
"swe",1957,28,91400
"swe",1957,29,93730
"swe",1957,30,96880
"swe",1957,31,100440
"swe",1957,32,103980
"swe",1957,33,107750
"swe",1957,34,110130
"swe",1957,35,110300
"swe",1957,36,109040
"swe",1957,37,107890
"swe",1957,38,106480
"swe",1957,39,105640
"swe",1957,40,105920
"swe",1957,41,106860
"swe",1957,42,107420
"swe",1957,43,107760
"swe",1957,44,107960
"swe",1957,45,107950
"swe",1957,46,107720
"swe",1957,47,107380
"swe",1957,48,106990
"swe",1957,49,105970
"swe",1957,50,104080
"swe",1957,51,101580
"swe",1957,52,99010
"swe",1957,53,96250
"swe",1957,54,93580
"swe",1957,55,91190
"swe",1957,56,88950
"swe",1957,57,86570
"swe",1957,58,84120
"swe",1957,59,81590
"swe",1957,60,78970
"swe",1957,61,76290
"swe",1957,62,73580
"swe",1957,63,70810
"swe",1957,64,68180
"swe",1957,65,65800
"swe",1957,66,63550
"swe",1957,67,61250
"swe",1957,68,58970
"swe",1957,69,56400
"swe",1957,70,53390
"swe",1957,71,50090
"swe",1957,72,46830
"swe",1957,73,43540
"swe",1957,74,40380
"swe",1957,75,37440
"swe",1957,76,34660
"swe",1957,77,31890
"swe",1957,78,29190
"swe",1957,79,26400
"swe",1957,80,18990
"swe",1957,81,17380
"swe",1957,82,15740
"swe",1957,83,14090
"swe",1957,84,12440
"swe",1957,85,10820
"swe",1957,86,9220
"swe",1957,87,7740
"swe",1957,88,6430
"swe",1957,89,5260
"swe",1957,90,4160
"swe",1957,91,3120
"swe",1957,92,2260
"swe",1957,93,1640
"swe",1957,94,1210
"swe",1957,95,840
"swe",1957,96,550
"swe",1957,97,330
"swe",1957,98,180
"swe",1957,99,70
"swe",1957,100,0
"swe",1957,101,0
"swe",1957,102,0
"swe",1957,103,0
"swe",1957,104,0
"swe",1957,105,0
"swe",1957,106,0
"swe",1957,107,0
"swe",1957,108,0
"swe",1957,109,0
"swe",1957,110,0
"swe",1957,111,0
"swe",1957,112,0
"swe",1957,113,0
"swe",1957,114,0
"swe",1957,115,0
"swe",1957,116,0
"swe",1957,117,0
"swe",1957,118,0
"swe",1957,119,0
"swe",1957,120,0
"swe",1957,121,0
"swe",1957,122,0
"swe",1957,123,0
"swe",1957,124,0
"swe",1957,125,0
"swe",1957,126,0
"swe",1957,127,0
"swe",1957,128,0
"swe",1957,129,0
"swe",1957,130,0
"swe",1958,0,99380
"swe",1958,1,99680
"swe",1958,2,100770
"swe",1958,3,97540
"swe",1958,4,102500
"swe",1958,5,107190
"swe",1958,6,111540
"swe",1958,7,115420
"swe",1958,8,118870
"swe",1958,9,121880
"swe",1958,10,123810
"swe",1958,11,124340
"swe",1958,12,123700
"swe",1958,13,122760
"swe",1958,14,121730
"swe",1958,15,118980
"swe",1958,16,113900
"swe",1958,17,107420
"swe",1958,18,101030
"swe",1958,19,94350
"swe",1958,20,89310
"swe",1958,21,86970
"swe",1958,22,86530
"swe",1958,23,86020
"swe",1958,24,85760
"swe",1958,25,86070
"swe",1958,26,86860
"swe",1958,27,88080
"swe",1958,28,89610
"swe",1958,29,91280
"swe",1958,30,93550
"swe",1958,31,96570
"swe",1958,32,99980
"swe",1958,33,103370
"swe",1958,34,106980
"swe",1958,35,109320
"swe",1958,36,109650
"swe",1958,37,108670
"swe",1958,38,107780
"swe",1958,39,106660
"swe",1958,40,105960
"swe",1958,41,106140
"swe",1958,42,106840
"swe",1958,43,107180
"swe",1958,44,107290
"swe",1958,45,107350
"swe",1958,46,107350
"swe",1958,47,107220
"swe",1958,48,106950
"swe",1958,49,106640
"swe",1958,50,105660
"swe",1958,51,103750
"swe",1958,52,101180
"swe",1958,53,98550
"swe",1958,54,95730
"swe",1958,55,93010
"swe",1958,56,90580
"swe",1958,57,88310
"swe",1958,58,85890
"swe",1958,59,83390
"swe",1958,60,80810
"swe",1958,61,78130
"swe",1958,62,75380
"swe",1958,63,72600
"swe",1958,64,69750
"swe",1958,65,67040
"swe",1958,66,64569
"swe",1958,67,62230
"swe",1958,68,59830
"swe",1958,69,57460
"swe",1958,70,54790
"swe",1958,71,51660
"swe",1958,72,48250
"swe",1958,73,44870
"swe",1958,74,41480
"swe",1958,75,38220
"swe",1958,76,35220
"swe",1958,77,32390
"swe",1958,78,29570
"swe",1958,79,26840
"swe",1958,80,19730
"swe",1958,81,18060
"swe",1958,82,16360
"swe",1958,83,14640
"swe",1958,84,12930
"swe",1958,85,11240
"swe",1958,86,9580
"swe",1958,87,8050
"swe",1958,88,6680
"swe",1958,89,5470
"swe",1958,90,4320
"swe",1958,91,3240
"swe",1958,92,2350
"swe",1958,93,1710
"swe",1958,94,1250
"swe",1958,95,870
"swe",1958,96,570
"swe",1958,97,350
"swe",1958,98,180
"swe",1958,99,70
"swe",1958,100,0
"swe",1958,101,0
"swe",1958,102,0
"swe",1958,103,0
"swe",1958,104,0
"swe",1958,105,0
"swe",1958,106,0
"swe",1958,107,0
"swe",1958,108,0
"swe",1958,109,0
"swe",1958,110,0
"swe",1958,111,0
"swe",1958,112,0
"swe",1958,113,0
"swe",1958,114,0
"swe",1958,115,0
"swe",1958,116,0
"swe",1958,117,0
"swe",1958,118,0
"swe",1958,119,0
"swe",1958,120,0
"swe",1958,121,0
"swe",1958,122,0
"swe",1958,123,0
"swe",1958,124,0
"swe",1958,125,0
"swe",1958,126,0
"swe",1958,127,0
"swe",1958,128,0
"swe",1958,129,0
"swe",1958,130,0
"swe",1959,0,102440
"swe",1959,1,100260
"swe",1959,2,99480
"swe",1959,3,99870
"swe",1959,4,99150
"swe",1959,5,102840
"swe",1959,6,106700
"swe",1959,7,110570
"swe",1959,8,114280
"swe",1959,9,117840
"swe",1959,10,121220
"swe",1959,11,123530
"swe",1959,12,124310
