"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1861,,1101,,
"afg",1861,,695,41,477.1
"ago",1861,,807,37.2,485.68
"alb",1861,,735,41.2,375.2
"and",1861,,2015,,
"are",1861,,1253,43.9,434.46
"arg",1861,,2704,29.1,402.19
"arm",1861,,603,45.9,342.734486535
"atg",1861,,1000,,288.616390223
"aus",1861,,4723,44.8,359.676572104
"aut",1861,,3229,36.2,428.73
"aze",1861,,976,41.1,338.924921133
"bdi",1861,,442,43.7,423.95
"bel",1861,,4273,52.8,273.42
"ben",1861,,729,45,430.46
"bfa",1861,,504,37.5,454.69
"bgd",1861,,880,46.4,507.88
"bgr",1861,,1337,47.8,339.12
"bhr",1861,,1735,42.9,439.79
"bhs",1861,,1910,,277.517869692
"bih",1861,,786,39.6,378.8
"blr",1861,,780,51.8,365.67
"blz",1861,,765,,301.998044679
"bmu",1861,,1622,,
"bol",1861,,1262,36.9,404.69
"bra",1861,,1346,40.5,417.44
"brb",1861,,1208,,582.209136681
"brn",1861,,1743,,454.69
"btn",1861,,684,47.6,440.392868865
"bwa",1861,,486,35.6,397.2
"caf",1861,,518,47.5,443.79
"can",1861,,2444,36.1,305.11
"che",1861,,4647,50.2,344.77
"chl",1861,,1617,65.9,417.44
"chn",1861,,1044,36.8,456.05
"civ",1861,,1037,42.3,427.86
"cmr",1861,,765,42.6,460.21
"cod",1861,,623,42.1,422.65
"cog",1861,,683,45.8,408.51
"col",1861,,1073,58.9,417.44
"com",1861,,741,43,416.16
"cpv",1861,,632,48.9,394.71
"cri",1861,,1229,45.6,441.12
"cub",1861,,1753,40.1,369.21
"cym",1861,,1374,,
"cyp",1861,,1390,38.3,339.12
"cze",1861,,2561,51.8,379.99
"deu",1861,,2423,44.4,441.882104104
"dji",1861,,912,44.6,445.15
"dma",1861,,877,,
"dnk",1861,,3044,53.4,188.2
"dom",1861,,835,44.3,445.15
"dza",1861,,1146,53,460.21
"ecu",1861,,690,44.2,405.96
"egy",1861,,958,54.6,404.69
"eri",1861,,592,47.5,441.12
"esp",1861,,1897,32.7,273.18
"est",1861,,1251,48.9,359.8
"eth",1861,,532,47.5,447.88
"fin",1861,,1592,50.6,368.168723821
"fji",1861,,905,46.6,498.88
"fra",1861,,3147,56.3,291.09
"fsm",1861,,538,,301.163745968
"gab",1861,,394,45.9,435.79
"gbr",1861,,5204,46.5,258.5
"geo",1861,,661,29.7,349.236657505
"gha",1861,,731,50.2,471.38
"gin",1861,,491,32.7,442.46
"gmb",1861,,844,46.3,460.21
"gnb",1861,,806,49.8,417.44
"gnq",1861,,386,49.6,446.51
"grc",1861,,1895,49.9,360.97
"grd",1861,,1144,,301.639090734
"grl",1861,,611,,
"gtm",1861,,1200,35.3,503.36
"guy",1861,,1605,38.2,429.16
"hkg",1861,,1107,,
"hnd",1861,,1142,49.5,393.46
"hrv",1861,,1801,,366.84
"hti",1861,,964,43.7,485.753124944
"hun",1861,,1724,39.7,408.959065976
"idn",1861,,1060,40.3,443.79
"ind",1861,,1056,34.8,509.39
"irl",1861,,2602,34.5,189.133768437
"irn",1861,,1059,55.5,506.38
"irq",1861,,1150,56.2,427.86
"isl",1861,,1450,,438.25
"isr",1861,,887,44.9,447.408049928
"ita",1861,,2389,50.8,449.24
"jam",1861,,908,39.1,389.77
"jor",1861,,1158,42.6,421.34
"jpn",1861,,1172,45.9,363.32
"kaz",1861,,1521,43.3,497.41
"ken",1861,,1033,46.3,507.88
"kgz",1861,,730,46,378.299455177
"khm",1861,,963,43.7,379.99
"kir",1861,,581,,362.471218862
"kna",1861,,1539,,
"kor",1861,,541,32.1,503.36
"kwt",1861,,1378,43.6,500.35
"lao",1861,,956,38.4,418.74
"lbn",1861,,1455,53,447.88
"lbr",1861,,892,43.7,429.16
"lby",1861,,1740,42.8,404.69
"lca",1861,,1003,,314.796269986
"lka",1861,,1166,45.3,409.79
"lso",1861,,407,53,407.24
"ltu",1861,,1695,48.9,458.81
"lux",1861,,2365,35.7,357.45
"lva",1861,,1002,48.9,400.95
"mac",1861,,1144,,
"mar",1861,,770,55.1,403.44
"mco",1861,,3221,,
"mda",1861,,778,47.8,354.283424504
"mdg",1861,,700,41,437.13
"mdv",1861,,842,,417.333362501
"mex",1861,,1262,42.2,487.15
"mhl",1861,,559,,
"mkd",1861,,923,32.5,387.637071022
"mli",1861,,613,47.2,494.48
"mlt",1861,,1141,,201.171137718
"mmr",1861,,848,39.1,433.13
"mne",1861,,1414,38.5,375.2
"mng",1861,,636,43.6,420.04
"moz",1861,,405,48.2,439.79
"mrt",1861,,645,48.4,417.44
"mus",1861,,1149,42.5,427.86
"mwi",1861,,353,45.7,439.79
"mys",1861,,1087,33.9,435.79
"nam",1861,,999,52.6,412.34
"ner",1861,,545,43.3,433.13
"nga",1861,,1063,44.4,438.46
"nic",1861,,1508,47.1,509.39
"nld",1861,,4506,52.9,332.84
"nor",1861,,1978,48.5,228.46
"npl",1861,,660,41,407.24
"nru",1861,,677,,
"nzl",1861,,3801,38.2,130.407746772
"omn",1861,,1089,44.8,413.61
"pak",1861,,1025,38.6,501.85
"pan",1861,,1349,48.1,405.96
"per",1861,,1345,49.7,371.61
"phl",1861,,1025,43.6,431.79
"plw",1861,,967,,
"png",1861,,630,36.5,423.95
"pol",1861,,1530,31,369.21
"pri",1861,,1723,,
"prk",1861,,544,48.4,500.35
"prt",1861,,1626,43.4,372.81
"pry",1861,,1399,47,374
"pse",1861,,1232,41.3,434.620253077
"qat",1861,,1378,43.6,433.13
"rou",1861,,1433,47.8,389.919468624
"rus",1861,,1909,51.8,408.994555565
"rwa",1861,,466,59,420.04
"sau",1861,,902,45.9,416.16
"sdn",1861,,634,33.8,425.25
"sen",1861,,608,43.8,512.4
"sgp",1861,,1122,42,392.21
"slb",1861,,421,48.9,504.87
"sle",1861,,897,50.5,513.91
"slv",1861,,1379,46.4,461.6
"smr",1861,,1664,,
"som",1861,,735,50.9,451.96
"srb",1861,,1816,32.5,374
"ssd",1861,,620,33.78,490.08
"stp",1861,,952,,345.460931966
"sur",1861,,2163,38.5,405.96
"svk",1861,,1908,51.8,363.32
"svn",1861,,1884,36.3,360.97
"swe",1861,,1949,57.7,216.8
"swz",1861,,598,52.3,413.61
"syc",1861,,1008,,260.325889478
"syr",1861,,1141,61,429.16
"tca",1861,,643,,
"tcd",1861,,511,49.3,431.79
"tgo",1861,,834,42.8,426.55
"tha",1861,,991,38.9,438.46
"tjk",1861,,707,47.4,333.280499215
"tkm",1861,,1258,41.4,482.29924599
"tls",1861,,588,42.9,454.145340934
"ton",1861,,764,,275.999666148
"tto",1861,,1541,43.7,335.73
"tun",1861,,874,55.1,460.21
"tur",1861,,1522,48.9,379.99
"tuv",1861,,828,,
"twn",1861,,1005,,
"tza",1861,,629,37.6,414.89
"uga",1861,,567,41,510.9
"ukr",1861,,1018,40,360.97
"ury",1861,,4612,48.1,405.96
"usa",1861,,3638,54.9,329.432
"uzb",1861,,571,44.4,380.151508067
"vct",1861,,1108,,327.41170811
"ven",1861,,820,44,414.89
"vnm",1861,,839,40.4,417.44
