"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1929,,2317,,
"afg",1929,,908,37.9,458.416967562
"ago",1929,,1642,53.1,455.48
"alb",1929,,1685,26.3,351.87
"and",1929,,4883,,
"are",1929,,1982,44.5,407.619576885
"arg",1929,,8078,45.4,162.22
"arm",1929,,962,39.8,230.237203582
"atg",1929,,2106,,166.168135841
"aus",1929,,8628,41.5,68.8860583942
"aut",1929,,7194,37.4,173.43
"aze",1929,,1749,42,235.780084884
"bdi",1929,,478,48.1,396.532888979
"bel",1929,,9647,52.1,140.3
"ben",1929,,1058,45.7,406.597038776
"bfa",1929,,534,41.9,427.349882831
"bgd",1929,,1227,38.1,454.690921822
"bgr",1929,,1975,28.1,229.31
"bhr",1929,,2868,37.4,412.110424658
"bhs",1929,,4821,,153.871232268
"bih",1929,,1384,45.2,302.35
"blr",1929,,1400,25,183.89
"blz",1929,,1375,,185.797461001
"bmu",1929,,4671,,
"bol",1929,,2412,36.9,376.313863895
"bra",1929,,2099,43,388.502818765
"brb",1929,,2181,,389.392705847
"brn",1929,,2195,,283.14
"btn",1929,,792,47.4,416.03214871
"bwa",1929,,707,40,368.466674687
"caf",1929,,871,46.6,423.983964022
"can",1929,,8402,41.9,126.668196075
"che",1929,,15027,39.2,69.71
"chl",1929,,5019,73.3,364.261774289
"chn",1929,,1054,45.8,391.48
"civ",1929,,1570,40.6,400.374255952
"cmr",1929,,1155,44.3,432.880111265
"cod",1929,,1050,44.4,396.36
"cog",1929,,1136,39.4,385.987942019
"col",1929,,2393,58.1,192.321146877
"com",1929,,793,40.3,390.28
"cpv",1929,,805,47.7,370.16
"cri",1929,,2333,47.1,286.757146667
"cub",1929,,5381,38.3,210.366541557
"cym",1929,,3956,,
"cyp",1929,,3009,41,221.3
"cze",1929,,7008,41,167.06
"deu",1929,,6884,45.8,143.80326476
"dji",1929,,1712,42.6,417.47
"dma",1929,,1578,,
"dnk",1929,,9118,46.6,93.5204713235
"dom",1929,,1439,42.3,398.031250435
"dza",1929,,2885,40.3,415.111994777
"ecu",1929,,1678,42.8,381.949620204
"egy",1929,,1567,46,412.144127131
"eri",1929,,725,47.9,413.69
"esp",1929,,4540,36.1,202.046336513
"est",1929,,3110,41.3,173.4
"eth",1929,,557,51.9,420.147594463
"fin",1929,,4574,44.5,138.56
"fji",1929,,1610,43,440.726792083
"fra",1929,,7078,61.7,121.728668757
"fsm",1929,,764,,192.210241652
"gab",1929,,494,50.2,408.69
"gbr",1929,,8858,42.5,113.57717664
"geo",1929,,1136,39.1,241.851716867
"gha",1929,,2079,44.1,394.602988398
"gin",1929,,572,45.7,373.730829352
"gmb",1929,,924,46.5,431.194375833
"gnb",1929,,843,54.2,391.48
"gnq",1929,,451,50.9,418.75
"grc",1929,,4916,42.2,169.580854758
"grd",1929,,1530,,182.97455398
"grl",1929,,1742,,
"gtm",1929,,2611,42.7,469.251541772
"guy",1929,,2972,42.2,281.735185811
"hkg",1929,,2574,,
"hnd",1929,,2822,42.5,367.559423797
"hrv",1929,,4282,,269.41
"hti",1929,,1927,42.7,450.235460048
"hun",1929,,5010,30,289.46942623
"idn",1929,,1791,50,401.19808642
"ind",1929,,1259,31.3,289.735540395
"irl",1929,,4886,59.5,96.7944169611
"irn",1929,,2252,41.8,474.89
"irq",1929,,2166,51.9,401.093175741
"isl",1929,,4022,,63.3682132353
"isr",1929,,1641,44.9,131.19
"ita",1929,,5967,51.3,185.87
"jam",1929,,1554,42.5,257.19574644
"jor",1929,,2196,42.1,394.122150217
"jpn",1929,,2851,51.8,228.6203111
"kaz",1929,,2879,39.5,316.97
"ken",1929,,1495,58,500.60444453
"kgz",1929,,1549,41.3,291.686935714
"khm",1929,,1066,45.8,356.36
"kir",1929,,963,,282.530623527
"kna",1929,,2645,,
"kor",1929,,830,32.1,384.077326162
"kwt",1929,,2034,40.6,471.195202964
"lao",1929,,1111,42.8,392.7
"lbn",1929,,3779,48.3,419.875051362
"lbr",1929,,1040,45.5,388.301413265
"lby",1929,,4011,39.8,378.679323882
"lca",1929,,1273,,206.492140462
"lka",1929,,2045,46.3,299.513891016
"lso",1929,,422,51.5,373.4679423
"ltu",1929,,4235,41.3,186.37
"lux",1929,,8188,36.6,185.470840444
"lva",1929,,2486,41.3,161.61
"mac",1929,,2104,,
"mar",1929,,1262,37.6,376.484793326
"mco",1929,,7741,,
"mda",1929,,1360,28.1,224.462063867
"mdg",1929,,1244,45.4,408.403897597
"mdv",1929,,851,,375.317629585
"mex",1929,,2949,55,350.406073088
"mhl",1929,,837,,
"mkd",1929,,2207,45.4,296.557362026
"mli",1929,,632,47.2,432.094317404
"mlt",1929,,2129,,80.1051032516
"mmr",1929,,1650,33.4,406.282912137
"mne",1929,,3427,40.7,277.22
"mng",1929,,748,47.5,393.92
"moz",1929,,427,40.7,412.852587353
"mrt",1929,,950,48.8,369.859650644
"mus",1929,,1830,42.8,225.865812546
"mwi",1929,,356,41.7,409.22932338
"mys",1929,,2981,41,408.57588982
"nam",1929,,2772,44.7,386.223572895
"ner",1929,,799,47.7,406.36553025
"nga",1929,,1822,44.8,414.249647363
"nic",1929,,3882,51.8,435.225090172
"nld",1929,,9427,41.7,81.8596182747
"nor",1929,,6871,45.9,68.9406242424
"npl",1929,,867,41,380.117021366
"nru",1929,,1755,,
"nzl",1929,,8863,39.9,45.2699717659
"omn",1929,,2078,42.2,405.199488035
"pak",1929,,1420,42.1,488.757505216
"pan",1929,,2908,41.5,350.635489362
"per",1929,,4355,62.5,347.20539414
"phl",1929,,2400,49.2,400.159651338
"plw",1929,,2805,,
"png",1929,,834,47.3,397.460862158
"pol",1929,,3799,26.3,240.571589159
"pri",1929,,3241,,
"prk",1929,,876,48,363.24
"prt",1929,,2977,50.4,244.31
"pry",1929,,3245,41.5,351.259469274
