"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",2001,92894,42445,,21.146
"afg",2001,20531160,862,35.4,133.8
"ago",2001,15562791,3417,50.8,214.1
"aia",2001,11371,,,
"akr_a_dhe",2001,15264,,,
"ala",2001,26014,,,
"alb",2001,3124093,5730,32.5,24.9
"and",2001,67770,31794,,4.4
"ant",2001,179818,,,
"are",2001,3217865,105860,45.1,10.9
"arg",2001,37471535,10875,53.3,19.7
"arm",2001,3060036,3214,35.4,28.6
"asm",2001,58176,,,
"atg",2001,78972,18388,,14.8
"aus",2001,19308681,35452,34.1,6.1
"aut",2001,8078877,38919,26.2,5.4
"aze",2001,8195648,4863,36.5,68.8
"bdi",2001,6946720,720,39,147.8
"bel",2001,10311331,37620,26.7,5.6
"ben",2001,7174911,1570,38,141.1
"bfa",2001,11943740,1084,44.7,182.4
"bgd",2001,133776064,1685,33.4,83.5
"bgr",2001,7934389,9596,33.8,20.1
"bhr",2001,694893,44169,35,12.1
"bhs",2001,303138,26078,,15.5
"bih",2001,3799747,6354,30,8.6
"blr",2001,9891535,7704,28.3,13
"blz",2001,254989,7373,,24.2
"bmu",2001,64321,54245,,
"bol",2001,8496378,4315,58.9,76.2
"bra",2001,178419396,11446,48.7,30.1
"brb",2001,270686,14244,,16.6
"brn",2001,337074,74868,,9.3
"btn",2001,580784,3780,46.8,75
"bwa",2001,1762531,10115,62.6,71.1
"caf",2001,3794677,870,45.5,173.4
"can",2001,30991344,37563,31.7,6.2
"cck",2001,633,,,
"chanisl",2001,149797,,,12.506
"che",2001,7200945,49479,32,5.6
"cheslo",2001,15667928,,,
"chl",2001,15358418,14925,53.1,10.3
"chn",2001,1277188787,3955,43.5,34.3
"civ",2001,16865376,2999,44.7,139.8
"cmr",2001,16349364,2447,42.1,144.9
"cod",2001,49449015,506,44.1,156.8
"cog",2001,3183883,4680,46.6,119.7
"cok",2001,18003,,,16
"col",2001,40988909,8415,57.8,24.3
"com",2001,561525,1517,51.2,100.8
"cpv",2001,447357,3784,50.5,31.8
"cri",2001,3996800,9465,51.1,12.2
"cub",2001,11151472,11588,36.9,8
"cxr",2001,1915,,,
"cym",2001,43317,55159,,
"cyp",2001,961482,30745,29,6.1
"cze",2001,10244261,21726,25.2,6.2
"deu",2001,81809438,37517,27,5.2
"deu_east",2001,16187426,,,
"deu_west",2001,65003048,,,
"dji",2001,734088,2090,40.5,98.4
"dma",2001,69660,8131,,15.2
"dnk",2001,5354704,41886,24.7,5.5
"dom",2001,8697127,7974,50.4,40.1
"dza",2001,31590320,10203,42.5,38.9
"ecu",2001,12852753,7593,55.9,33.1
"egy",2001,69599945,7955,31.1,43.8
"eri",2001,3655006,1511,47.5,84.6
"eri_a_eth",2001,70692531,,,
"esh",2001,326344,,,74.965
"esp",2001,41230518,31488,31.5,6.3
"est",2001,1391754,15894,36,10.2
"eth",2001,68393128,656,41.3,139
"fin",2001,5188446,35327,26.2,4.2
"fji",2001,814215,6548,46.6,24.2
"flk",2001,2924,,,
"fra",2001,59711914,35197,28.7,5.3
"fro",2001,47012,,,
"fsm",2001,107170,3230,,52.8
"gab",2001,1260435,17579,44.9,82.3
"gbg",2001,64336,,,
"gbm",2001,77608,,,
"gbr",2001,59080221,33282,34,6.4
"geo",2001,4685769,3451,39.6,33.4
"gha",2001,19293804,2306,41.8,97.3
"gib",2001,27580,,,
"gin",2001,8955756,1161,39.8,162.9
"glp",2001,435730,,,10.748
"gmb",2001,1267103,1606,48.5,114.5
"gnb",2001,1343646,1329,36.4,171.5
"gnq",2001,549007,18637,50.5,147.9
"grc",2001,10987715,25884,33.2,7.3
"grd",2001,101849,9433,,15.6
"grl",2001,56334,20699,,
"gtm",2001,11976725,6305,49,48.6
"guf",2001,170546,,,16.9
"gum",2001,156417,,,16.814
"guy",2001,743163,5163,43.2,45.6
