"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1831,,899,,
"afg",1831,,627,30.5,472.81
"ago",1831,,708,45.8,485.68
"alb",1831,,686,41.2,375.2
"and",1831,,1414,,
"are",1831,,1120,44.4,434.46
"arg",1831,,1767,42.2,402.19
"arm",1831,,538,29.1,356.450205232
"atg",1831,,817,,368.216549178
"aus",1831,,1446,43.2,390.99
"aut",1831,,2378,47,436.85
"aze",1831,,827,36.5,360.390118423
"bdi",1831,,430,43.7,423.95
"bel",1831,,2523,58.9,314.62699671
"ben",1831,,631,47.1,430.46
"bfa",1831,,487,37.5,454.69
"bgd",1831,,876,41.8,507.88
"bgr",1831,,1153,47.8,353.98
"bhr",1831,,1411,43.9,439.79
"bhs",1831,,1561,,359.990496615
"bih",1831,,709,33,378.8
"blr",1831,,655,56.4,365.67
"blz",1831,,625,,374.283097129
"bmu",1831,,1326,,
"bol",1831,,950,36.9,404.69
"bra",1831,,1138,39.6,417.44
"brb",1831,,987,,523.891659146
"brn",1831,,1574,,454.69
"btn",1831,,645,47.2,451.542298873
"bwa",1831,,420,35.6,397.2
"caf",1831,,449,45.9,443.79
"can",1831,,1677,38.4,333.47
"che",1831,,3042,44.6,344.77
"chl",1831,,985,53.2,417.44
"chn",1831,,986,41.6,417.44
"civ",1831,,920,39.2,427.86
"cmr",1831,,662,52.5,460.21
"cod",1831,,551,42.1,422.65
"cog",1831,,627,49.7,408.51
"col",1831,,993,58.9,417.44
"com",1831,,718,38.1,416.16
"cpv",1831,,556,49.7,394.71
"cri",1831,,879,47.7,441.12
"cub",1831,,1238,38.3,369.21
"cym",1831,,1122,,
"cyp",1831,,975,33.7,339.12
"cze",1831,,2101,39.9,379.99
"deu",1831,,2032,49.6,401.679660924
"dji",1831,,830,43.1,445.15
"dma",1831,,716,,
"dnk",1831,,2198,57.5,319.227829962
"dom",1831,,710,42.2,445.15
"dza",1831,,828,59.7,460.21
"ecu",1831,,569,41.2,405.96
"egy",1831,,834,59.7,404.69
"eri",1831,,549,46.3,441.12
"esp",1831,,1563,35.7,450.6
"est",1831,,1031,48.9,362.15
"eth",1831,,526,47.5,447.88
"fin",1831,,1367,50.6,366.84
"fji",1831,,817,47.1,498.88
"fra",1831,,1783,57.3,283.54
"fsm",1831,,528,,367.150095775
"gab",1831,,392,45.9,435.79
"gbr",1831,,3656,53.5,310.45
"geo",1831,,574,29.7,371.870065227
"gha",1831,,713,52.8,471.38
"gin",1831,,462,32.7,446.51
"gmb",1831,,828,45.7,460.21
"gnb",1831,,786,49.8,417.44
"gnq",1831,,370,47.3,446.51
"grc",1831,,1554,49.9,360.97
"grd",1831,,1007,,376.067392136
"grl",1831,,444,,
"gtm",1831,,940,35.3,503.36
"guy",1831,,1311,38.2,429.16
"hkg",1831,,1035,,
"hnd",1831,,779,55.6,393.46
"hrv",1831,,1477,,366.84
"hti",1831,,710,42.7,486.071152638
"hun",1831,,1365,42.2,368.01
"idn",1831,,1014,48.1,443.79
"ind",1831,,1052,35,509.39
"irl",1831,,1697,39.1,348.22
"irn",1831,,1001,59.7,506.38
"irq",1831,,1017,59.7,427.86
"isl",1831,,1047,,403.378992177
"isr",1831,,884,44.9,447.699075107
"ita",1831,,2557,56.9,453.33
"jam",1831,,1071,39.1,389.77
"jor",1831,,1024,40.7,421.34
"jpn",1831,,1096,50.4,363.32
"kaz",1831,,1253,43.3,497.41
"ken",1831,,941,46.3,507.88
"kgz",1831,,561,46,380.467076068
"khm",1831,,921,41.1,379.99
"kir",1831,,566,,404.528190835
"kna",1831,,1258,,
"kor",1831,,558,32.1,503.36
"kwt",1831,,1232,44.3,500.35
"lao",1831,,890,38.4,418.74
"lbn",1831,,1185,59.7,447.88
"lbr",1831,,823,41,429.16
"lby",1831,,1205,43.9,404.69
"lca",1831,,909,,379.158226248
"lka",1831,,911,47.2,409.79
"lso",1831,,400,54.5,407.24
"ltu",1831,,1396,48.9,458.81
"lux",1831,,1659,30.8,357.45
"lva",1831,,826,48.9,404.69
"mac",1831,,1033,,
"mar",1831,,731,59.7,403.44
"mco",1831,,2274,,
"mda",1831,,661,47.8,374.591397246
"mdg",1831,,606,41,437.13
"mdv",1831,,844,,436.973582705
"mex",1831,,1350,37,487.15
"mhl",1831,,549,,
"mkd",1831,,757,32.5,392.116679713
"mli",1831,,607,47.2,494.48
"mlt",1831,,867,,301.99139177
"mmr",1831,,844,30.5,433.13
"mne",1831,,1160,34.4,375.2
"mng",1831,,605,38.5,420.04
"moz",1831,,398,46,439.79
"mrt",1831,,558,48.9,417.44
"mus",1831,,994,40.2,427.86
"mwi",1831,,352,45.7,439.79
"mys",1831,,1023,25.3,435.79
"nam",1831,,638,52.6,412.34
"ner",1831,,472,43.3,433.13
"nga",1831,,928,52,438.46
"nic",1831,,1097,51.8,509.39
"nld",1831,,4149,53.5,317.329408444
"nor",1831,,1293,45.2,252.611223029
"npl",1831,,657,41,407.24
"nru",1831,,586,,
"nzl",1831,,662,38.2,390.99
"omn",1831,,961,44.9,413.61
"pak",1831,,1020,28.7,501.85
"pan",1831,,962,53.4,405.96
