"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1891,,1347,,
"afg",1891,,769,36.8,481.39
"ago",1891,,921,29.6,485.68
"alb",1891,,1022,28.3,375.2
"and",1891,,2873,,
"are",1891,,1756,43.4,434.46
"arg",1891,,4786,41.7,393.46
"arm",1891,,599,33,329.546530025
"atg",1891,,1224,,226.224000228
"aus",1891,,7766,36.9,177.18
"aut",1891,,4858,36.7,394.8
"aze",1891,,1018,45.5,318.738212544
"bdi",1891,,455,43.7,423.95
"bel",1891,,6326,49.1,255.4
"ben",1891,,843,42.8,430.46
"bfa",1891,,521,37.5,454.69
"bgd",1891,,878,39.4,553.36
"bgr",1891,,1902,34.6,324.61
"bhr",1891,,2438,41.7,439.79
"bhs",1891,,2338,,213.939447632
"bih",1891,,1042,45.9,378.8
"blr",1891,,820,50,365.67
"blz",1891,,936,,243.673357652
"bmu",1891,,1986,,
"bol",1891,,1677,36.9,404.69
"bra",1891,,1586,24.8,417.44
"brb",1891,,1478,,647.018277381
"brn",1891,,1929,,454.69
"btn",1891,,726,48,429.518739289
"bwa",1891,,561,35.6,397.2
"caf",1891,,599,49.1,443.79
"can",1891,,4014,41.2,272.290346343
"che",1891,,7502,35,225.4
"chl",1891,,3147,68.7,417.44
"chn",1891,,933,25.2,417.44
"civ",1891,,1169,45.2,427.86
"cmr",1891,,885,33.5,460.21
"cod",1891,,706,42.1,422.65
"cog",1891,,743,41.9,408.51
"col",1891,,1160,43.2,417.44
"com",1891,,763,47.5,416.16
"cpv",1891,,718,48.1,394.71
"cri",1891,,1718,43.5,430.46
"cub",1891,,2483,41.7,375.2
"cym",1891,,1681,,
"cyp",1891,,1981,42.7,339.12
"cze",1891,,3490,42,379.99
"deu",1891,,3685,40.5,356.05
"dji",1891,,1003,46.1,445.15
"dma",1891,,1073,,
"dnk",1891,,4652,45,206.71
"dom",1891,,983,46.2,445.15
"dza",1891,,1587,33.4,460.21
"ecu",1891,,835,47.1,405.96
"egy",1891,,1178,33.6,404.69
"eri",1891,,639,48.7,441.12
"esp",1891,,2524,31.6,306.988962405
"est",1891,,1342,32.5,301.91
"eth",1891,,537,47.5,447.88
"fin",1891,,2255,36,269.39
"fji",1891,,1002,46.1,498.88
"fra",1891,,3678,48.3,235.51
"fsm",1891,,548,,247.036846589
"gab",1891,,396,45.9,435.79
"gbr",1891,,7276,37.6,232.86
"geo",1891,,674,30.1,327.980803915
"gha",1891,,771,38.2,471.38
"gin",1891,,522,33.2,438.46
"gmb",1891,,859,47,460.21
"gnb",1891,,826,49.8,417.44
"gnq",1891,,401,51.8,446.51
"grc",1891,,2673,33.9,341.38
"grd",1891,,1299,,241.941053549
"grl",1891,,841,,
"gtm",1891,,1531,35.5,503.36
"guy",1891,,1964,38.4,429.16
"hkg",1891,,1540,,
"hnd",1891,,1674,43.6,393.46
"hrv",1891,,2651,,366.84
"hti",1891,,1308,44.7,485.435305329
"hun",1891,,2536,39.7,420.61
"idn",1891,,1096,39.2,443.79
"ind",1891,,1054,28.7,526.24
"irl",1891,,3665,33.2,140.16
"irn",1891,,1243,38.4,506.38
"irq",1891,,1407,38,427.86
"isl",1891,,2057,,216.79
"isr",1891,,999,44.9,447.117213928
"ita",1891,,3221,46.1,336.4
"jam",1891,,964,39.1,284.37
"jor",1891,,1416,44.3,421.34
"jpn",1891,,1516,47.6,347.07
"kaz",1891,,1631,42.8,479.96
"ken",1891,,1135,34.1,507.88
"kgz",1891,,950,37.9,376.144183791
"khm",1891,,1006,46.1,379.99
"kir",1891,,597,,324.786720628
"kna",1891,,1884,,
