"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1991,64623,38310,,22.228
"afg",1991,12789374,1022,36.4,174.2
"ago",1991,11472173,4056,56.8,225.9
"aia",1991,8668,,,
"akr_a_dhe",1991,14227,,,
"ala",1991,24719,,,
"alb",1991,3275438,3081,26.6,38.8
"and",1991,56674,28029,,7.9
"ant",1991,191276,,,
"are",1991,1913190,109658,45.1,15.6
"arg",1991,33193920,9333,46.8,26.6
"arm",1991,3511912,3329,36.5,47.4
"asm",1991,48379,,,
"atg",1991,62412,17361,,24.2
"aus",1991,17325818,28122,34.5,8.6
"aut",1991,7755143,31802,24,9
"aze",1991,7332519,8323,35,95
"bdi",1991,5759429,1075,42.4,172.9
"bel",1991,10011217,31247,27,9.6
"ben",1991,5182525,1370,39.6,175
"bfa",1991,9050090,872,52.1,201.8
"bgd",1991,108509679,1287,27.6,137.7
"bgr",1991,8745408,8630,34.5,22.6
"bhr",1991,509654,38315,35,22.7
"bhs",1991,261117,22841,,22.5
"bih",1991,4437898,2613,27.5,17.1
"blr",1991,10241137,7983,28,16.6
"blz",1991,191127,5594,,37.2
"bmu",1991,61311,39322,,
"bol",1991,6992521,3845,49,119.7
"bra",1991,152916852,10315,56.8,58.5
"brb",1991,261281,12573,,17.2
"brn",1991,264365,77275,,11.9
"btn",1991,534678,2326,46.9,127.8
"bwa",1991,1420098,8430,48.4,51.8
"caf",1991,3010950,918,54.6,175.9
"can",1991,28014102,30090,29.4,8
"cck",1991,563,,,
"chanisl",1991,141568,,,16.638
"che",1991,6739995,45599,31.9,7.9
"cheslo",1991,15592496,,,
"chl",1991,13354054,9747,54,17.7
"chn",1991,1172327831,1634,33.5,53.3
"civ",1991,12600967,3128,40.8,150
"cmr",1991,12430311,2586,46.5,138.2
"cod",1991,36309209,1120,44,184.3
"cog",1991,2450125,5249,44.8,95.2
"cok",1991,17730,,,24
"col",1991,34916770,7776,51.3,34.1
"com",1991,427556,1473,50.9,121.2
"cpv",1991,349326,1597,49.9,61.2
"cri",1991,3175654,7337,46.7,16.5
"cub",1991,10664577,12113,36.8,12.4
"cxr",1991,1940,,,
"cym",1991,26211,56634,,
"cyp",1991,783138,23366,28.7,10.9
"cze",1991,10328440,17577,25.6,14
"deu",1991,79483739,32844,26.9,8
"deu_east",1991,15986175,,,
"deu_west",1991,63714178,,,
"dji",1991,610679,2811,42.3,117
"dma",1991,70849,6709,,17.1
"dnk",1991,5154309,33601,22.2,8.4
"dom",1991,7325622,5222,47.6,57.8
"dza",1991,26554277,9748,40.1,45.8
"ecu",1991,10460988,7685,56.2,54.1
"egy",1991,57689828,5974,33.9,81.7
"eri",1991,3160644,939,47.5,145
"eri_a_eth",1991,53511823,,,
"esh",1991,223795,,,110.321
"esp",1991,39287043,24684,33.3,10.5
"est",1991,1548287,12008,36.1,19.5
"eth",1991,49784987,585,39.4,200.2
"fin",1991,5009381,26761,21.2,6.4
"fji",1991,735469,5488,44.7,28.8
"flk",1991,2062,,,
"fra",1991,57226524,29707,27.8,8.6
"fro",1991,47494,,,
"fsm",1991,98800,2894,,55.2
"gab",1991,978252,19995,51.7,91.3
"gbg",1991,61862,,,
"gbm",1991,70963,,,
"gbr",1991,57264600,26017,36.2,8.7
"geo",1991,5418449,6282,31.1,47.2
"gha",1991,15042736,1965,38.1,123.1
"gib",1991,26924,,,
"gin",1991,6367110,1097,46.8,232.4
"glp",1991,394359,,,17.664
"gmb",1991,949490,1510,47.5,164.2
"gnb",1991,1080191,1607,47.3,224.9
"gnq",1991,390381,1005,50.5,185.8
"grc",1991,10217782,21528,35,11.9
"grd",1991,96455,7646,,22.3
"grl",1991,55786,17295,,
"gtm",1991,9385000,5383,54.8,77
"guf",1991,120685,,,25.988
"gum",1991,133553,,,25.792
"guy",1991,717502,3432,51.6,58.8
"hkg",1991,5857335,28277,,7.568
"hnd",1991,5041050,3219,51.9,55.5
"hos",1991,773,,,
"hrv",1991,4760003,14020,,12.1
"hti",1991,7243391,2208,48.1,141.7
"hun",1991,10370223,14926,27.3,18.2
"idn",1991,184614740,4868,30.1,80.9
"ind",1991,888513869,1760,35.9,122.2
"irl",1991,3570140,22770,32.5,8.6
"irn",1991,57288039,10502,50.4,54.5
"irq",1991,17952909,3921,39.4,53
"isl",1991,257387,28272,,6.2
"isr",1991,4641600,17394,33.3,11.1
"ita",1991,57029614,31198,27.9,9.3
"jam",1991,2403082,7697,38.5,29.6
"jey",1991,84203,,,
"jor",1991,3538663,6426,42,35.4
"jpn",1991,122702527,30437,31.9,6.2
"kaz",1991,16514269,11258,30.7,52.4
"ken",1991,24234087,2332,53.1,99.8
"kgz",1991,4441780,3150,35.6,64.7
"khm",1991,9323607,1055,40,117.4
"kir",1991,73698,1365,,92.2
"kna",1991,41009,14253,,27.1
"kor",1991,43358716,13130,37.2,6.8
"korea_union",1991,63694496,,,
"kos",1991,1996917,10929,,
"kwt",1991,2007110,18820,39.3,19.9
"lao",1991,4371549,1644,35.3,158.2
"lbn",1991,2752473,10497,46.5,31
"lbr",1991,2066060,439,40.1,256.7
"lby",1991,4499210,30431,38.8,39.5
"lca",1991,140159,8077,,22.1
"lie",1991,29111,,,
"lka",1991,17540762,3442,30.9,21.2
"lso",1991,1627900,1326,59.1,82.8
"ltu",1991,3699352,16038,33.1,18.4
"lux",1991,386355,61019,26,8.3
"lva",1991,2645056,11735,33.9,22
"mac",1991,369484,37340,,15.075
"mar",1991,25410178,4119,39.4,76.5
"mco",1991,29626,43365,,7.4
"mda",1991,4373582,5395,30.5,33.3
"mdg",1991,11898267,1510,40.4,155.8
"mdv",1991,229686,4555,,89.5
"mex",1991,87347208,12738,47,44.1
"mhl",1991,48481,2881,,48.3
"mkd",1991,1988458,8995,28.2,35
"mli",1991,8672581,1095,51.3,250
"mlt",1991,359113,17459,,11
"mmr",1991,42588029,1741,44.3,107
"mne",1991,615743,14269,32.6,16
"mng",1991,2217920,4606,44,102.8
"mnp",1991,46719,,,
"moz",1991,13719853,473,42.2,234.1
"mrt",1991,2080782,2772,44.5,116.2
"msr",1991,10763,,,
"mtq",1991,360903,,,17.787
"mus",1991,1068435,7819,40.6,21.8
"mwi",1991,9604199,575,50.6,227.8
"mys",1991,18709835,10832,48.1,15.8
"myt",1991,100167,,,18.534
"nam",1991,1466152,5970,74.3,68.1
"ncl",1991,172274,,,30.659
"ner",1991,8168834,918,39,321.9
"nfk",1991,1907,,,
"nga",1991,98085436,2936,44.5,212.2
"nic",1991,4236805,2948,52,64
"niu",1991,2291,,,14.6
"nld",1991,15019184,33066,28.4,8
"nor",1991,4262367,44419,25.2,7.9
"npl",1991,19237322,1287,38.2,133.6
"nru",1991,9354,24303,,54.9
"nzl",1991,3445596,22636,33.8,10.6
"omn",1991,1892345,35728,40.9,35.7
"pak",1991,110634399,3026,34.7,136
"pan",1991,2522901,7997,58.2,30.1
"pcn",1991,64,,,
"per",1991,22283130,5290,47.4,75.4
"phl",1991,63509940,3891,43.8,54.9
"plw",1991,15471,15886,,35.2
"png",1991,4261933,1717,50.7,88
"pol",1991,38297549,9347,32.6,16.8
"pri",1991,3551582,25311,,14.286
"prk",1991,20510208,1973,46.9,48.6
"prt",1991,9909574,21216,37,13.6
"pry",1991,4323402,6037,47.9,44.9
"pse",1991,2190716,2027,36.6,42.3
"pyf",1991,202020,,,19.47
"qat",1991,485114,70806,43.7,19.5
"reu",1991,622414,,,18.534
"rou",1991,23454143,10059,29.8,36.4
"rus",1991,148040354,18332,42.6,25.9
"rwa",1991,7071393,863,43.9,154
"sau",1991,16890555,37688,42.4,40.5
"scg",1991,10197998,,,
"scg_ex_kos",1991,7699212,,,
"sdn",1991,20861117,1830,35.9,125.7
"sen",1991,7749559,1846,54.1,138.7
"sgp",1991,3100091,35583,39.6,6.9
"shn",1991,5488,,,
"sjm",1991,3419,,,
