"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1876,,1218,,
"afg",1876,,731,45.7,479.96
"ago",1876,,862,33,485.68
"alb",1876,,820,37.4,375.2
"and",1876,,2406,,
"are",1876,,1414,43.6,434.46
"arg",1876,,3266,30.2,402.19
"arm",1876,,639,51.5,336.075825905
"atg",1876,,1107,,255.522903724
"aus",1876,,6654,41.3,184.69
"aut",1876,,3744,36.5,401.27
"aze",1876,,1061,43.4,328.676624585
"bdi",1876,,448,43.7,423.95
"bel",1876,,5337,51.7,250.5
"ben",1876,,784,43.9,430.46
"bfa",1876,,512,37.5,454.69
"bgd",1876,,894,47,507.88
"bgr",1876,,1529,43.9,332.37
"bhr",1876,,2057,42.3,439.79
"bhs",1876,,2113,,243.663743199
"bih",1876,,858,42.9,378.8
"blr",1876,,851,50,365.67
"blz",1876,,846,,271.272699605
"bmu",1876,,1795,,
"bol",1876,,1455,36.9,404.69
"bra",1876,,1483,36.8,417.44
"brb",1876,,1336,,613.758871782
"brn",1876,,1833,,454.69
"btn",1876,,705,47.8,434.921820362
"bwa",1876,,522,35.6,397.2
"caf",1876,,557,48.4,443.79
"can",1876,,2728,43,284.19
"che",1876,,6436,46,276.06
"chl",1876,,2080,67.9,417.44
"chn",1876,,1061,33,417.44
"civ",1876,,1101,43.9,427.86
"cmr",1876,,823,37.7,460.21
"cod",1876,,663,42.1,422.65
"cog",1876,,713,43.9,408.51
"col",1876,,1116,54,417.44
"com",1876,,752,45.4,416.16
"cpv",1876,,674,48.4,394.71
"cri",1876,,1453,44.5,441.12
"cub",1876,,2086,40.9,413.61
"cym",1876,,1520,,
"cyp",1876,,1659,40.6,339.12
"cze",1876,,2869,50.7,379.99
"deu",1876,,3177,43.6,370.54
"dji",1876,,956,45.4,445.15
"dma",1876,,970,,
"dnk",1876,,3794,52,211.66
"dom",1876,,906,45.3,445.15
"dza",1876,,1349,41.3,460.21
"ecu",1876,,759,45.8,405.96
"egy",1876,,976,43.3,404.69
"eri",1876,,615,48.2,441.12
"esp",1876,,2314,32.9,321.560119821
"est",1876,,1379,43.9,330.15
"eth",1876,,534,47.5,447.88
"fin",1876,,2098,46.2,265.2
"fji",1876,,952,46.4,498.88
"fra",1876,,3607,55,240.4
"fsm",1876,,543,,272.760961486
"gab",1876,,395,45.9,435.79
"gbr",1876,,6441,45.5,238.62
"geo",1876,,710,29.7,338.441900014
"gha",1876,,746,50.7,471.38
"gin",1876,,506,32.7,439.79
"gmb",1876,,851,46.7,460.21
"gnb",1876,,816,49.8,417.44
"gnq",1876,,393,50.8,446.51
"grc",1876,,2145,45.1,360.97
"grd",1876,,1219,,270.146033478
"grl",1876,,716,,
"gtm",1876,,1356,35.3,503.36
"guy",1876,,1775,38.2,429.16
"hkg",1876,,1234,,
"hnd",1876,,1383,46.4,393.46
"hrv",1876,,2068,,366.84
"hti",1876,,1123,44.3,485.594189135
"hun",1876,,2025,43.6,387.017158367
"idn",1876,,1101,39,443.79
"ind",1876,,1074,30.7,509.39
"irl",1876,,3145,36.9,138.36
"irn",1876,,1122,46.1,506.38
"irq",1876,,1250,46.7,427.86
"isl",1876,,1712,,302.42
"isr",1876,,919,44.9,447.262608288
"ita",1876,,2610,49.6,377.62
"jam",1876,,920,39.1,297.676113292
"jor",1876,,1259,43.5,421.34
"jpn",1876,,1277,46.4,358.63
"kaz",1876,,1676,43.3,524.7
"ken",1876,,1083,42.4,507.88
"kgz",1876,,833,43.5,377.220280203
"khm",1876,,984,44.9,379.99
"kir",1876,,589,,343.111991187
"kna",1876,,1703,,
"kor",1876,,533,32.1,503.36
"kwt",1876,,1555,43.2,500.35
"lao",1876,,991,38.4,418.74
"lbn",1876,,1643,42.5,447.88
"lbr",1876,,929,45.1,429.16
"lby",1876,,2091,42.2,404.69
"lca",1876,,1054,,286.836308883
"lka",1876,,1303,44.3,409.79
"lso",1876,,410,52.3,407.24
"ltu",1876,,1867,44.8,423.95
"lux",1876,,2824,38.2,357.45
"lva",1876,,1104,44.8,341.38
"mac",1876,,1203,,
"mar",1876,,791,44.7,403.44
"mco",1876,,3835,,
"mda",1876,,844,43.9,344.546110188
"mdg",1876,,753,41,437.13
"mdv",1876,,840,,407.84680601
"mex",1876,,1399,49.7,487.15
"mhl",1876,,565,,
"mkd",1876,,1060,31.9,385.416494308
"mli",1876,,616,47.2,494.48
"mlt",1876,,1309,,164.191710142
"mmr",1876,,905,42.1,433.13
"mne",1876,,1625,40.6,375.2
"mng",1876,,653,46.1,420.04
"moz",1876,,408,47,439.79
"mrt",1876,,693,48.1,417.44
"mus",1876,,1235,43.6,251.47
"mwi",1876,,354,44.5,439.79
"mys",1876,,1140,40.9,435.79
"nam",1876,,1250,48.7,412.34
"ner",1876,,586,43.3,433.13
"nga",1876,,1138,40.6,438.46
"nic",1876,,1769,44.8,509.39
"nld",1876,,5453,52.2,300.35
"nor",1876,,2906,47.1,199.6
"npl",1876,,690,41,407.24
"nru",1876,,728,,
"nzl",1876,,6032,38.2,154.8
"omn",1876,,1186,44.7,413.61
"pak",1876,,1042,43.4,501.85
"pan",1876,,1597,45.5,405.96
"per",1876,,1399,49.9,371.61
"phl",1876,,1054,48.2,431.79
"plw",1876,,1017,,
"png",1876,,662,42.5,423.95
"pol",1876,,1738,26.3,369.21
"pri",1876,,1868,,
"prk",1876,,536,49.2,500.35
"prt",1876,,1720,47.9,372.81
"pry",1876,,1687,44.7,374
"pse",1876,,1253,43.1,434.477810702
"qat",1876,,1555,43.2,433.13
"rou",1876,,1770,43.9,318.75
"rus",1876,,2103,50,451.47
"rwa",1876,,475,55.9,420.04
"sau",1876,,926,46.2,416.16
"sdn",1876,,681,33.8,425.25
"sen",1876,,653,43,512.4
"sgp",1876,,1351,42.4,392.21
"slb",1876,,443,49.9,504.87
"sle",1876,,965,48.2,513.91
"slv",1876,,1564,44.8,461.6
"smr",1876,,1860,,
"som",1876,,746,46.7,451.96
"srb",1876,,2086,31.9,374
"ssd",1876,,667,33.78,490.08
"stp",1876,,979,,323.844929169
"sur",1876,,2393,40,405.96
"svk",1876,,2137,50.7,363.32
"svn",1876,,2164,42.6,360.97
"swe",1876,,2545,58,237.33
"swz",1876,,643,50.2,413.61
"syc",1876,,1070,,227.954931246
"syr",1876,,1220,51.5,429.16
"tca",1876,,712,,
"tcd",1876,,550,47.7,431.79
"tgo",1876,,897,44.7,426.55
"tha",1876,,1084,35.8,438.46
"tjk",1876,,769,44.8,322.40075587
"tkm",1876,,1386,37.7,478.533746064
"tls",1876,,605,46,456.311932988
"ton",1876,,803,,245.352429314
"tto",1876,,1671,43.4,335.73
"tun",1876,,939,44.7,460.21
"tur",1876,,1562,50.5,379.99
"tuv",1876,,871,,
"twn",1876,,1029,,
"tza",1876,,655,37.6,414.89
"uga",1876,,610,41,510.9
"ukr",1876,,1122,45.3,360.97
"ury",1876,,5501,48.9,405.96
"usa",1876,,4269,54,338.816
"uzb",1876,,598,41.9,379.835333088
"vct",1876,,1225,,300.611959437
"ven",1876,,1014,44.1,414.89
"vnm",1876,,878,40.4,417.44
"vut",1876,,710,,278.294462755
"wsm",1876,,1698,,335.26409434
"yem",1876,,1087,43.2,540.44
"zaf",1876,,2752,35.9,398.45
"zmb",1876,,797,45.8,409.79
"zwe",1876,,952,34.6,395.95
