"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abkh",1840,,,40,
"abw",1840,21423,956,40,
"afg",1840,3625022,647,30.5122804245,474.24
"ago",1840,1813100,736,43.2313271429,485.68
"aia",1840,2338,,40,
"akr_a_dhe",1840,,,40,
"alb",1840,478227,701,41.2354,375.2
"and",1840,3026,1573,40,
"ant",1840,,,40,
"arg",1840,873747,2008,38.1581642704,402.19
"arm",1840,496835,556,29.12185,352.278833988
"asm",1840,8114,,40,
"atg",1840,37000,868,40,342.269822554
"aus",1840,434095,2269,41.30739,390.99
"aut",1840,3728381,2608,41.82757,396.42
"aze",1840,1058574,870,40,353.811596535
"bdi",1840,1050588,434,43.69366,423.95
"bel",1840,4087429,2866,55.9911433333,295.89
"ben",1840,774654,659,46.4875633333,430.46
"bfa",1840,1927874,492,37.4998,454.69
"bgd",1840,21776468,877,41.82703,507.88
"bgr",1840,2391853,1205,47.82681,349.37
"bhr",1840,64474,1467,40,439.79
"bhs",1840,27768,1658,40,332.959193652
"bih",1840,1016407,742,40,378.8
"blr",1840,2832789,690,55.2833333333,365.67
"blz",1840,25756,664,40,350.946882998
"bmu",1840,9557,1408,40,
"bol",1840,1277104,1035,40,404.69
"bra",1840,6206694,1160,40.2928356187,417.44
"brb",1840,114080,1048,40,540.745288167
"brn",1840,3231,1623,40,454.69
"btn",1840,99137,657,40,448.168151996
"bwa",1840,121000,439,35.60809,397.2
"caf",1840,527682,468,45.24579,443.79
"can",1840,1745604,1922,32.8700233333,320.22
"cck",1840,,,40,
"chanisl",1840,50044,,40,
"cheslo",1840,,,40,
"chl",1840,1183151,1117,58.1069976037,417.44
"chn",1840,411213424,986,36.817295,417.44
"civ",1840,1247818,953,38.09856,427.86
"cmr",1840,1974115,692,49.5497485714,460.21
"cod",1840,5897569,572,42.12181,422.65
"cog",1840,363933,644,48.4998388889,408.51
"cok",1840,16719,,40,
"col",1840,1736274,1017,58.94312,417.44
"com",1840,65999,725,36.30614,416.16
"cpv",1840,66718,578,40,394.71
"cri",1840,85915,972,40,441.12
"cub",1840,975565,1374,40,362.15
"cxr",1840,,,40,
"cym",1840,2865,1192,40,
"cyp",1840,185184,1084,40,339.12
"cyp_nor",1840,,,40,
"cze",1840,5936625,2261,44.0156933333,379.99
"deu",1840,31016143,2102,43.8090966667,485.57
"deu_east",1840,,,40,
"dji",1840,26670,853,40,445.15
"dma",1840,21729,761,40,
"dnk",1840,1368238,2412,52.3669000932,270.65
"dom",1840,124412,746,40,445.15
"dza",1840,3082721,913,61.3046748311,460.21
"ecu",1840,696472,603,40,405.96
"egy",1840,5172331,870,61.3046748311,404.69
"eri",1840,267839,561,40,441.12
"eri_a_eth",1840,,,40,
"est",1840,402035,1093,48.87745,362.15
"eth",1840,3923805,528,47.51967,447.88
"fin",1840,1467238,1434,50.58427,350.52
"fji",1840,138446,842,40,498.88
"flk",1840,100,,40,
