"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abkh",1984,,,40,
"abw",1984,62831,19124,40,23.476
"afg",1984,11912510,1429,31.7556487829,222.9
"ago",1984,9444918,4099,45.7526767742,229.1
"aia",1984,6551,,40,
"akr_a_dhe",1984,13543,,40,
"alb",1984,2901590,4259,27.7341621053,58.3
"and",1984,42704,28394,40,
"ant",1984,179836,,40,
"arg",1984,29920907,10102,40.7763587356,34.4
"arm",1984,3287588,3840,38.3287609448,63.8
"asm",1984,37687,,40,
"atg",1984,66863,10388,40,31.8259726832
"aus",1984,15548591,24934,37.9576466234,11.6
"aut",1984,7593397,26522,34.8987286667,13.3
"aze",1984,6568857,8466,40,103.3
"bdi",1984,4624617,908,41.8328914754,184.2
"bel",1984,9885088,26527,27.1410161307,12.2
"ben",1984,4163968,1447,49.5390575,203.3
"bfa",1984,7531244,729,47.694172,223.7
"bgd",1984,90559540,1131,38.4403497387,179.1
"bgr",1984,8954518,10730,26.5837477874,24.7
"bhr",1984,407223,41099,40,25.9
"bhs",1984,230016,23646,45.4075858067,28.2
"bih",1984,4318301,3528,40,29.4
"blr",1984,9925227,7381,24.12,20
"blz",1984,160342,3763,40,56.2
"bmu",1984,58528,37552,40,
"bol",1984,6085499,3795,43.016188,153.2
"bra",1984,133950551,9913,58.4398814523,78.8
"brb",1984,255195,12097,47.5674904848,22.8
"brn",1984,216893,90992,40,15.4
"btn",1984,456135,1345,40,172.1
"bwa",1984,1144716,5608,57.0193733333,59.3
"caf",1984,2558432,1019,58.1520882609,177.8
"can",1984,25546736,27781,34.5481714285,10.1
"cck",1984,512,,40,
"chanisl",1984,132451,,40,20.378
"cheslo",1984,15422121,,40,
"chl",1984,11921407,7160,56.07,23.1
"chn",1984,1035328572,1456,29.7856452951,54.6
"civ",1984,9769105,3330,41.0769931655,154.3
"cmr",1984,10070779,3476,43.67051,156.4
"cod",1984,29190679,1535,44.0842929577,200.1
"cog",1984,2025320,6414,40.7784812903,100.2
"cok",1984,17649,,40,28.2
"col",1984,30350082,6518,51.8337449515,44.6
"com",1984,347548,1730,50.722228125,152.4
"cpv",1984,308251,1385,40,80.2
"cri",1984,2659772,6820,44.117601684,22.4
"cub",1984,10017061,14019,40.3180348387,19.1
"cxr",1984,1592,,40,
"cym",1984,18543,44985,40,
"cyp",1984,697717,17500,40,14.7
"cyp_nor",1984,,,40,
"cze",1984,10325923,19380,25.2395244,17.3
"deu",1984,77566776,29135,37.031462,11.8
"deu_east",1984,16381793,,40,
"dji",1984,404589,3795,40,139.3
"dma",1984,74215,4778,40,17.2
"dnk",1984,5115308,29711,35.4358760405,9.6
"dom",1984,6351572,5085,46.374,75.5
"dza",1984,21893857,10947,41.1936178689,83.6
"ecu",1984,8823746,7777,46.4,76.6
"egy",1984,48061546,5303,46.3300512062,128.5
"eri",1984,2675717,913,40,179.1
"eri_a_eth",1984,42739076,,40,
"est",1984,1511272,12470,25.0806971429,23.8
"eth",1984,39493503,696,47.8628664,227.6
"fin",1984,4879222,23926,33.842162,7.4
"fji",1984,700366,5528,42.625,36.8
"flk",1984,1849,,40,
"fra",1984,55084677,25497,34.8847149918,10.7
"fro",1984,45239,,40,
"fsm",1984,83242,2229,40,59
"gab",1984,808088,25707,56.3484308,102.3
"gbg",1984,54719,,40,
"gbm",1984,64207,,40,
"geo",1984,5239352,10158,31.3686236,51.8
"gha",1984,12311166,1710,42.662926,158.5
"gib",1984,26621,,40,
"gin",1984,4937230,1117,44.666112,267.8
"glp",1984,352020,,40,25.191
"gmb",1984,701097,1494,40,211.2
"gnb",1984,924378,1631,45.5994275,226.822539963
"gnq",1984,295090,1169,40,213.1
"grc",1984,9866725,18776,35.42037,18.4
"grd",1984,98440,5019,40,27.5
"grl",1984,52532,15754,40,
"gtm",1984,7913814,5534,56.079927702,106.5
"guf",1984,81561,,40,36.244
"gum",1984,113961,,40,32.722
"guy",1984,773302,3378,48.8856102225,67.7
"hkg",1984,5350467,19648,45.22,11.607
"hnd",1984,4111369,3241,56.364,78.4
"hos",1984,742,,40,
"hrv",1984,4693432,19659,38.1311202857,19.1
"hti",1984,6240330,2515,47.829374,172.2
"hun",1984,10622559,17485,27.784054,24.2
"idn",1984,161555584,3461,41.048694812,106.7
"ind",1984,764664278,1436,40.6627377792,149.2
"irl",1984,3547157,17116,40.4499276926,11.1
"irn",1984,45429019,11274,45.1,82.5
"irq",1984,15204746,10666,40.1418375,63.6
"isl",1984,238647,25356,40,8
"isr",1984,4016229,15310,47.1214285714,15.2
