"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1884,,1285,,
"afg",1884,,751,40.4,479.96
"ago",1884,,893,30.7,485.68
"alb",1884,,922,32.2,375.2
"and",1884,,2645,,
"are",1884,,1587,43.5,434.46
"arg",1884,,4249,36.6,408.51
"arm",1884,,659,40.8,332.577597052
"atg",1884,,1168,,239.453515402
"aus",1884,,7155,38.6,195.97
"aut",1884,,4288,36.6,401.27
"aze",1884,,1109,44.7,323.338177456
"bdi",1884,,452,43.7,423.95
"bel",1884,,5834,50.1,249.02
"ben",1884,,815,43.3,430.46
"bfa",1884,,517,37.5,454.69
"bgd",1884,,912,42.6,535.66
"bgr",1884,,1724,38.7,327.93
"bhr",1884,,2252,42.1,439.79
"bhs",1884,,2230,,227.33042098
"bih",1884,,957,44.6,378.8
"blr",1884,,891,50,365.67
"blz",1884,,893,,256.185060664
"bmu",1884,,1894,,
"bol",1884,,1569,36.9,404.69
"bra",1884,,1561,29.9,417.44
"brb",1884,,1410,,631.278683714
"brn",1884,,1884,,454.69
"btn",1884,,716,47.9,432.031772906
"bwa",1884,,543,35.6,397.2
"caf",1884,,579,48.8,443.79
"can",1884,,3714,42,270.97
"che",1884,,6667,39.6,218.07
"chl",1884,,2800,68.2,417.44
"chn",1884,,977,28.2,417.44
"civ",1884,,1137,44.7,427.86
"cmr",1884,,855,35,460.21
"cod",1884,,686,42.1,422.65
"cog",1884,,729,42.8,408.51
"col",1884,,1139,47.4,417.44
"com",1884,,758,46.7,416.16
"cpv",1884,,697,48.2,394.71
"cri",1884,,1589,43.9,441.12
"cub",1884,,2289,41.4,311.52
"cym",1884,,1604,,
"cyp",1884,,1824,41.9,339.12
"cze",1884,,3183,45.8,379.99
"deu",1884,,3347,41.7,381.88
"dji",1884,,981,45.8,445.15
"dma",1884,,1023,,
"dnk",1884,,4118,47.9,195.01
"dom",1884,,946,45.9,445.15
"dza",1884,,1471,36.7,460.21
"ecu",1884,,799,46.6,405.96
"egy",1884,,1075,37.5,404.69
"eri",1884,,628,48.5,441.12
"esp",1884,,2616,32.1,302.43
"est",1884,,1452,37.2,314.78
"eth",1884,,536,47.5,447.88
"fin",1884,,2034,40.3,264.8
"fji",1884,,978,46.3,498.88
"fra",1884,,3543,51,259.99
"fsm",1884,,546,,258.724739226
"gab",1884,,395,45.9,435.79
"gbr",1884,,6736,40.8,233.23
"geo",1884,,738,29.7,332.821789983
"gha",1884,,759,43.5,471.38
"gin",1884,,515,32.7,438.46
"gmb",1884,,856,46.9,460.21
"gnb",1884,,821,49.8,417.44
"gnq",1884,,397,51.4,446.51
"grc",1884,,2413,38.6,352.82
"grd",1884,,1261,,254.716911652
"grl",1884,,780,,
"gtm",1884,,1447,35.3,503.36
"guy",1884,,1874,38.2,429.16
"hkg",1884,,1389,,
"hnd",1884,,1531,44.8,393.46
"hrv",1884,,2374,,366.84
"hti",1884,,1218,44.6,485.509444635
"hun",1884,,2285,41.5,404.585101277
"idn",1884,,1155,39,443.79
"ind",1884,,1095,29.5,513.91
"irl",1884,,3412,34.7,134.77
"irn",1884,,1185,41.7,506.38
"irq",1884,,1331,41.5,427.86
"isl",1884,,1772,,248.34
"isr",1884,,961,44.9,447.185058747
"ita",1884,,2937,47.5,351.31
"jam",1884,,943,39.1,270.05
"jor",1884,,1340,44,421.34
"jpn",1884,,1341,46.9,352.82
"kaz",1884,,1765,43.3,500.35
"ken",1884,,1110,37.2,507.88
"kgz",1884,,893,40.2,376.645979566
"khm",1884,,996,45.6,379.99
"kir",1884,,593,,333.213426424
"kna",1884,,1797,,
"kor",1884,,529,32.1,503.36
"kwt",1884,,1746,43.1,500.35
"lao",1884,,1010,38.4,418.74
"lbn",1884,,1779,39.5,447.88
"lbr",1884,,949,45.8,429.16
"lby",1884,,2307,41.9,404.69
"lca",1884,,1082,,272.95426446
"lka",1884,,1496,43.8,409.79
"lso",1884,,412,51.9,407.24
"ltu",1884,,1966,39.5,381.21
"lux",1884,,3104,39.5,329.04
"lva",1884,,1163,39.5,311.52
"mac",1884,,1236,,
"mar",1884,,802,39.5,403.44
"mco",1884,,4208,,
"mda",1884,,881,38.7,339.462777622
"mdg",1884,,782,41,437.13
"mdv",1884,,840,,402.875797392
"mex",1884,,1647,48.2,487.15
"mhl",1884,,567,,
"mkd",1884,,1217,31,384.237392667
"mli",1884,,618,47.2,494.48
"mlt",1884,,1409,,147.334183912
"mmr",1884,,986,36.9,433.13
"mne",1884,,1865,41.7,375.2
"mng",1884,,661,47.5,420.04
"moz",1884,,410,44.5,439.79
