"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1832,,906,,
"afg",1832,,630,30.5,472.81
"ago",1832,,711,45.5,485.68
"alb",1832,,688,41.2,375.2
"and",1832,,1431,,
"are",1832,,1124,44.4,434.46
"arg",1832,,1792,41.7,402.19
"arm",1832,,540,29.1,355.984290976
"atg",1832,,823,,365.239068507
"aus",1832,,1479,43.4,390.99
"aut",1832,,2402,46.4,394.8
"aze",1832,,832,36.6,359.653172425
"bdi",1832,,431,43.7,423.95
"bel",1832,,2559,58.6,313.836010901
"ben",1832,,634,47.1,430.46
"bfa",1832,,488,37.5,454.69
"bgd",1832,,876,41.8,507.88
"bgr",1832,,1159,47.8,353.98
"bhr",1832,,1417,43.9,439.79
"bhs",1832,,1571,,356.881771953
"bih",1832,,713,33.2,378.8
"blr",1832,,659,56.3,365.67
"blz",1832,,629,,371.615378829
"bmu",1832,,1335,,
"bol",1832,,959,36.9,404.69
"bra",1832,,1141,39.5,417.44
"brb",1832,,993,,525.738040185
"brn",1832,,1579,,454.69
"btn",1832,,646,47.2,451.166142673
"bwa",1832,,422,35.6,397.2
"caf",1832,,451,45.9,443.79
"can",1832,,1702,37.8,331.26
"che",1832,,3074,44.9,344.77
"chl",1832,,998,53.7,417.44
"chn",1832,,986,41.3,417.44
"civ",1832,,923,39.3,427.86
"cmr",1832,,665,52.2,460.21
"cod",1832,,553,42.1,422.65
"cog",1832,,629,49.5,408.51
"col",1832,,996,58.9,417.44
"com",1832,,719,38.3,416.16
"cpv",1832,,559,49.6,394.71
"cri",1832,,889,47.7,441.12
"cub",1832,,1252,38.3,368.01
"cym",1832,,1130,,
"cyp",1832,,986,33.9,339.12
"cze",1832,,2118,40.4,379.99
"deu",1832,,2039,49.3,415.237132556
"dji",1832,,832,43.1,445.15
"dma",1832,,721,,
"dnk",1832,,2261,57.2,314.119561892
"dom",1832,,714,42.3,445.15
"dza",1832,,837,59.9,460.21
"ecu",1832,,573,41.3,405.96
"egy",1832,,838,59.9,404.69
"eri",1832,,550,46.3,441.12
"esp",1832,,1567,35.5,450.6
"est",1832,,1038,48.9,362.15
"eth",1832,,526,47.5,447.88
"fin",1832,,1375,50.6,371.61
"fji",1832,,820,47.1,498.88
"fra",1832,,1910,57.1,297.95
"fsm",1832,,528,,364.733466249
"gab",1832,,392,45.9,435.79
"gbr",1832,,3726,53,303.932518652
"geo",1832,,576,29.7,371.092496841
"gha",1832,,714,52.2,471.38
"gin",1832,,463,32.7,446.51
"gmb",1832,,829,45.7,460.21
"gnb",1832,,787,49.8,417.44
"gnq",1832,,371,47.4,446.51
"grc",1832,,1566,49.9,360.97
"grd",1832,,1012,,373.312968065
"grl",1832,,448,,
"gtm",1832,,948,35.3,503.36
"guy",1832,,1320,38.2,429.16
"hkg",1832,,1037,,
"hnd",1832,,789,55.4,393.46
"hrv",1832,,1489,,366.84
"hti",1832,,718,42.7,486.060548361
"hun",1832,,1376,41.7,368.01
"idn",1832,,1015,47.8,443.79
"ind",1832,,1052,35.2,509.39
"irl",1832,,1722,38.6,348.22
"irn",1832,,1003,59.9,506.38
"irq",1832,,1021,59.9,427.86
"isl",1832,,1058,,400.435476341
"isr",1832,,884,44.9,447.689371218
"ita",1832,,2578,56.5,453.33
"jam",1832,,1063,39.1,389.77
"jor",1832,,1028,40.8,421.34
