"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1871,,1178,,
"afg",1871,,719,48.9,478.53
"ago",1871,,844,34.4,485.68
"alb",1871,,761,40.6,375.2
"and",1871,,2268,,
"are",1871,,1315,43.7,434.46
"arg",1871,,3115,26.1,402.19
"arm",1871,,627,58.2,338.280880048
"atg",1871,,1070,,266.109402341
"aus",1871,,5473,43,156.65
"aut",1871,,3662,36.4,414.12
"aze",1871,,1032,42.6,332.057820767
"bdi",1871,,446,43.7,423.95
"bel",1871,,4974,52.6,340.46
"ben",1871,,765,44.2,430.46
"bfa",1871,,509,37.5,454.69
"bgd",1871,,883,49.7,507.88
"bgr",1871,,1419,47.2,334.6
"bhr",1871,,1943,42.5,439.79
"bhs",1871,,2043,,254.462774872
"bih",1871,,801,41.8,378.8
"blr",1871,,826,50,365.67
"blz",1871,,818,,281.150441559
"bmu",1871,,1735,,
"bol",1871,,1388,36.9,404.69
"bra",1871,,1488,41.1,417.44
"brb",1871,,1292,,603.056765568
"brn",1871,,1803,,454.69
"btn",1871,,698,47.7,436.737909258
"bwa",1871,,510,35.6,397.2
"caf",1871,,544,48.1,443.79
"can",1871,,2915,43.7,294.56
"che",1871,,5573,49.9,308.508032634
"chl",1871,,1904,67.7,417.44
"chn",1871,,1084,36.1,417.44
"civ",1871,,1079,43.4,427.86
"cmr",1871,,803,39.3,460.21
"cod",1871,,650,42.1,422.65
"cog",1871,,703,44.5,408.51
"col",1871,,1101,58.1,417.44
"com",1871,,748,44.6,416.16
"cpv",1871,,659,48.6,394.71
"cri",1871,,1374,44.8,441.12
"cub",1871,,1969,40.6,447.88
"cym",1871,,1469,,
"cyp",1871,,1564,39.9,339.12
"cze",1871,,2688,53.8,379.99
"deu",1871,,2785,44.7,535.92
"dji",1871,,941,45.2,445.15
"dma",1871,,938,,
"dnk",1871,,3524,54.5,199.61
"dom",1871,,882,45,445.15
"dza",1871,,1278,44.2,460.21
"ecu",1871,,735,45.3,405.96
"egy",1871,,1004,46.9,404.69
"eri",1871,,608,48,441.12
"esp",1871,,1976,33.5,328.69428476
"est",1871,,1335,48,340.25
"eth",1871,,533,47.5,447.88
"fin",1871,,1876,49.8,225.92
"fji",1871,,936,46.5,498.88
"fra",1871,,3449,57.5,343.93
"fsm",1871,,541,,281.917718381
"gab",1871,,394,45.9,435.79
"gbr",1871,,6310,48.4,258.1
"geo",1871,,694,29.7,342.002560346
"gha",1871,,738,55.2,471.38
"gin",1871,,501,32.7,441.12
"gmb",1871,,849,46.6,460.21
"gnb",1871,,812,49.8,417.44
"gnq",1871,,391,50.4,446.51
"grc",1871,,1993,49.1,360.97
"grd",1871,,1194,,280.260314146
"grl",1871,,679,,
"gtm",1871,,1302,35.3,503.36
"guy",1871,,1717,38.2,429.16
"hkg",1871,,1146,,
"hnd",1871,,1297,47.4,393.46
"hrv",1871,,1897,,366.84
"hti",1871,,1067,44.1,485.647161959
"hun",1871,,1878,44.9,376.426707026
"idn",1871,,1060,39,443.79
"ind",1871,,1061,31.4,509.39
"irl",1871,,2988,38.3,132.98
"irn",1871,,1085,48.8,506.38
"irq",1871,,1202,49.9,427.86
"isl",1871,,1628,,340.66
"isr",1871,,894,44.9,447.31108358
"ita",1871,,2629,50.8,445.440209973
"jam",1871,,906,39.1,360.878850893
"jor",1871,,1210,43.2,421.34
"jpn",1871,,1218,46,360.97
"kaz",1871,,1623,43.3,535.66
"ken",1871,,1066,45.7,507.88
"kgz",1871,,797,45.5,377.579662697
"khm",1871,,977,44.5,379.99
"kir",1871,,587,,349.447367803
"kna",1871,,1647,,
"kor",1871,,536,32.1,503.36
"kwt",1871,,1446,43.4,500.35
"lao",1871,,979,38.4,418.74
"lbn",1871,,1563,44.4,447.88
"lbr",1871,,916,44.6,429.16
"lby",1871,,1967,42.4,404.69
"lca",1871,,1037,,295.868872056
"lka",1871,,1365,44.6,409.79
"lso",1871,,409,52.5,407.24
"ltu",1871,,1808,48.2,453.33
"lux",1871,,2662,37.4,357.45
"lva",1871,,1069,48.2,359.8
"mac",1871,,1183,,
"mar",1871,,784,48,403.44
"mco",1871,,3618,,
"mda",1871,,821,47.2,347.761776286
"mdg",1871,,735,41,437.13
"mdv",1871,,841,,410.984785918
"mex",1871,,1263,50.7,487.15
"mhl",1871,,563,,
"mkd",1871,,973,32.4,386.155269539
"mli",1871,,615,47.2,494.48
"mlt",1871,,1251,,175.693640387
"mmr",1871,,858,45.4,433.13
"mne",1871,,1490,39.9,375.2
"mng",1871,,647,45.2,420.04
"moz",1871,,407,48.6,439.79
"mrt",1871,,677,48.2,417.44
"mus",1871,,1206,43.3,203.48
"mwi",1871,,354,45.5,439.79
"mys",1871,,1113,40.9,435.79
"nam",1871,,1160,52,412.34
"ner",1871,,572,43.3,433.13
"nga",1871,,1113,41.8,438.46
"nic",1871,,1677,45.6,509.39
"nld",1871,,5220,55.8,368.62
"nor",1871,,2517,48.7,173.17
"npl",1871,,666,41,407.24
"nru",1871,,710,,
"nzl",1871,,5249,38.2,118.9
"omn",1871,,1139,44.7,413.61
"pak",1871,,1029,46.1,501.85
"pan",1871,,1509,46.4,405.96
"per",1871,,1381,52.8,371.61
"phl",1871,,1041,51.9,431.79
"plw",1871,,1000,,
"png",1871,,651,44.8,423.95
"pol",1871,,1609,26.7,369.21
"pri",1871,,1819,,
"prk",1871,,539,48.9,500.35
"prt",1871,,1721,51,372.81
"pry",1871,,1585,45.5,374
"pse",1871,,1236,42.5,434.525286306
"qat",1871,,1446,43.4,433.13
"rou",1871,,1644,47.2,231.47
"rus",1871,,2036,50,444.97
"rwa",1871,,472,58.5,420.04
"sau",1871,,914,46.1,416.16
"sdn",1871,,665,33.8,425.25
"sen",1871,,638,43.3,512.4
"sgp",1871,,1177,42.2,392.21
"slb",1871,,436,49.6,504.87
"sle",1871,,942,49,513.91
"slv",1871,,1499,45.3,461.6
"smr",1871,,1792,,
"som",1871,,742,50.2,451.96
"srb",1871,,1914,32.4,374
"ssd",1871,,651,33.78,490.08
"stp",1871,,970,,330.895642111
