"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","fertility_rate"
"abkh",1952,,,40,
"abw",1952,38965,4094,40,5.7
"afg",1952,7934798,1069,33.7434736568,7.67
"ago",1952,4529381,3281,48.3271645161,6.98
"aia",1952,5438,,40,
"akr_a_dhe",1952,10813,,40,
"alb",1952,1316086,1968,23.6124189474,6.07
"and",1952,7250,8163,40,
"ant",1952,116163,,40,5.7
"arg",1952,17866097,7019,41.36,3.16
"arm",1952,1419913,1914,37.6890070227,4.49
"asm",1952,19543,,40,
"atg",1952,49887,3723,40,4.5
"aus",1952,8627052,12084,37.3501152476,3.18
"aut",1952,6929289,7386,39.696874,2.06
"aze",1952,3045429,3765,40,5.51
"bdi",1952,2403777,533,45.4615393443,6.8
"bel",1952,8721192,10688,39.5664357059,2.33
"ben",1952,2264378,1203,40.756448,5.83
"bfa",1952,4367137,550,40.161408,6.09
"bgd",1952,39493326,1046,37.362812314,6.33
"bgr",1952,7359997,3165,24.0941628384,2.55
"bhr",1952,119689,17391,40,6.97
"bhs",1952,81428,11100,40,4.02
"bih",1952,2763298,1174,40,4.88
"blr",1952,7711027,2908,32.8,2.6
"blz",1952,73428,1892,40,6.66
"bmu",1952,38474,13362,40,
"bol",1952,3193287,3405,36.45221,6.75
"bra",1952,57304772,3191,50.556670894,6.15
"brb",1952,219636,3310,48.2648281558,4.43
"brn",1952,53932,55994,40,7.07
"btn",1952,186160,869,40,6.67
"bwa",1952,437182,862,43.1020767568,6.49
"caf",1952,1353470,1272,46.627234,5.49
"can",1952,14481497,12911,35.9332862923,3.62
"cck",1952,333,,40,
"chanisl",1952,103653,,40,2.04
"cheslo",1952,12678286,,40,
"chl",1952,6417543,5505,42.7933144993,4.88
"chn",1952,570764965,631,50.74,5.97
"civ",1952,2758455,2138,39.485680392,6.74
"cmr",1952,4623471,1517,41.51478,5.49
"cod",1952,12680934,1845,44.2528788732,5.98
"cog",1952,841473,1918,37.6681741935,5.68
"cok",1952,15638,,40,
"col",1952,13064689,3238,49.8112679214,6.76
"com",1952,163553,846,38.780736,5.93
"cpv",1952,191521,790,40,6.55
"cri",1952,1015875,3179,40,6.68
"cub",1952,6180031,9446,36.6815032258,4.22
"cxr",1952,645,,40,
"cym",1952,6245,10983,40,
"cyp",1952,506627,4058,40,3.73
"cyp_nor",1952,,,40,
"cze",1952,9106227,8339,38.09891,2.71
"deu",1952,70421462,8561,45.1115677559,2.11
"deu_east",1952,18252710,,40,
"dji",1952,64748,3267,40,6.31
"dma",1952,52298,2199,40,
"dnk",1952,4345218,12027,35.204873497,2.54
"dom",1952,2517258,2358,42.0003418633,7.59
"dza",1952,9216395,4070,40.6835798361,7.65
"ecu",1952,3655012,3742,40,6.71
"egy",1952,21904478,1818,40.224615,6.62
"eri",1952,1184694,806,40,6.96
"eri_a_eth",1952,22304326,,40,
"est",1952,1125245,5094,34.0630057143,2.07
"eth",1952,18819634,593,43.910554,7.2
"fin",1952,4095130,7914,37.2070786136,3.06
"fji",1952,304813,2869,40,6.59
"flk",1952,2235,,40,
"fra",1952,42365756,8446,56.7274626637,2.76
"fro",1952,31218,,40,
"fsm",1952,34596,1213,40,7.22
"gab",1952,477711,769,46.461062814,3.97
"gbg",1952,45720,,40,
"gbm",1952,54906,,40,
"geo",1952,3646321,2429,33.5645788,3.01
"gha",1952,5191221,1634,42.7723,6.42
"gib",1952,20773,,40,
"gin",1952,3185537,654,43.426162,5.99
"glp",1952,217248,,40,5.61
"gmb",1952,276771,1034,40,5.27
"gnb",1952,552032,900,38.1741875,7.59
"gnq",1952,232757,517,40,5.5
"grc",1952,7706022,4076,36.64789,2.29
"grd",1952,77135,1758,40,5.69
"grl",1952,23941,3730,40,5.96
"gtm",1952,3330548,3055,44.76909,7.05
"guf",1952,26895,,40,5.01
"gum",1952,60872,,40,5.49
"guy",1952,435850,4103,41.8845562852,5.58
"hkg",1952,2133603,3615,48.7,4.41
