"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1886,,1303,,
"afg",1886,,756,39.1,481.39
"ago",1886,,901,30.1,485.68
"alb",1886,,950,30.9,375.2
"and",1886,,2708,,
"are",1886,,1634,43.4,434.46
"arg",1886,,4721,38.3,405.96
"arm",1886,,635,38.1,331.70874428
"atg",1886,,1184,,235.596624093
"aus",1886,,7200,38,197.85
"aut",1886,,4345,36.7,406.11
"aze",1886,,1071,45,322.017169266
"bdi",1886,,453,43.7,423.95
"bel",1886,,5868,49.8,265.88
"ben",1886,,823,43.1,430.46
"bfa",1886,,518,37.5,454.69
"bgd",1886,,907,41.5,543.62
"bgr",1886,,1777,37.4,326.83
"bhr",1886,,2303,42,439.79
"bhs",1886,,2261,,223.421116265
"bih",1886,,983,45.1,378.8
"blr",1886,,861,50,365.67
"blz",1886,,905,,252.546136046
"bmu",1886,,1920,,
"bol",1886,,1599,36.9,404.69
"bra",1886,,1497,28.2,417.44
"brb",1886,,1429,,635.736227304
"brn",1886,,1897,,454.69
"btn",1886,,719,47.9,431.312266715
"bwa",1886,,548,35.6,397.2
"caf",1886,,585,48.9,443.79
"can",1886,,3456,41.7,269.96
"che",1886,,7418,38,221.99
"chl",1886,,2753,68.3,417.44
"chn",1886,,959,26.9,417.44
"civ",1886,,1146,44.9,427.86
"cmr",1886,,864,34.4,460.21
"cod",1886,,691,42.1,422.65
"cog",1886,,733,42.6,408.51
"col",1886,,1145,45.7,417.44
"com",1886,,760,47,416.16
"cpv",1886,,703,48.2,394.71
"cri",1886,,1625,43.7,441.12
"cub",1886,,2343,41.5,299.8
"cym",1886,,1625,,
"cyp",1886,,1867,42.2,339.12
"cze",1886,,3267,44.6,379.99
"deu",1886,,3398,41.3,381.88
"dji",1886,,987,45.9,445.15
"dma",1886,,1037,,
"dnk",1886,,4222,46.9,187.63
"dom",1886,,957,46,445.15
"dza",1886,,1503,35.5,460.21
"ecu",1886,,809,46.8,405.96
"egy",1886,,1118,36.1,404.69
"eri",1886,,631,48.6,441.12
"esp",1886,,2466,31.8,284.37
"est",1886,,1405,35.6,310.45
"eth",1886,,536,47.5,447.88
"fin",1886,,2128,38.8,287.66
"fji",1886,,985,46.2,498.88
"fra",1886,,3393,50,250.02
"fsm",1886,,546,,255.33002878
"gab",1886,,395,45.9,435.79
"gbr",1886,,6621,39.7,230.59
"geo",1886,,712,29.7,331.431405741
"gha",1886,,762,41.7,471.38
"gin",1886,,517,32.7,438.46
"gmb",1886,,857,46.9,460.21
"gnb",1886,,822,49.8,417.44
"gnq",1886,,399,51.5,446.51
"grc",1886,,2485,37,349.37
"grd",1886,,1272,,250.999338394
"grl",1886,,797,,
"gtm",1886,,1470,35.3,503.36
"guy",1886,,1899,38.2,429.16
"hkg",1886,,1430,,
"hnd",1886,,1571,44.4,393.46
"hrv",1886,,2457,,366.84
"hti",1886,,1243,44.6,485.488260821
"hun",1886,,2355,41,409.100304261
"idn",1886,,1136,39,443.79
"ind",1886,,1090,29.2,516.96
"irl",1886,,3483,34.1,138.36
"irn",1886,,1202,40.6,506.38
"irq",1886,,1352,40.2,427.86
"isl",1886,,1816,,217.55
"isr",1886,,972,44.9,447.165673462
"ita",1886,,3168,47,365.43
"jam",1886,,949,39.1,249.7
"jor",1886,,1362,44.1,421.34
"jpn",1886,,1465,47.1,351.67
"kaz",1886,,1708,43.3,494.48
"ken",1886,,1117,35.9,507.88
