"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1938,,2896,,
"afg",1938,,961,36,450.59853184
"ago",1938,,2164,51.1,445.22
"alb",1938,,1778,25,261.46
"and",1938,,5693,,
"are",1938,,1284,44.7,398.621070519
"arg",1938,,6839,42.5,154.752482947
"arm",1938,,1456,41.2,169.868582306
"atg",1938,,2633,,154.458941336
"aus",1938,,9607,40,51.250939781
"aut",1938,,6786,37.5,113.71
"aze",1938,,2731,41.2,191.887545156
"bdi",1938,,490,45.7,385.764089951
"bel",1938,,9103,45.9,102.16
"ben",1938,,1136,43.5,398.787591837
"bfa",1938,,530,40.3,418.163907193
"bgd",1938,,1140,37.8,361.324802497
"bgr",1938,,2668,26.5,191.745417757
"bhr",1938,,4496,36.4,376.32531621
"bhs",1938,,6683,,142.317205326
"bih",1938,,1265,45.1,248.4
"blr",1938,,2156,28.9,140.18
"blz",1938,,1567,,174.718610618
"bmu",1938,,6989,,
"bol",1938,,2636,36.3,364.712017432
"bra",1938,,2407,40.7,336.393977778
"brb",1938,,2500,,360.803360382
"brn",1938,,8680,,218.9
"btn",1938,,816,47.2,412.054249708
"bwa",1938,,759,41.2,357.802030799
"caf",1938,,1006,46,421.295135978
"can",1938,,7517,39.5,85.6320679238
"che",1938,,14711,39.8,55.96
"chl",1938,,4529,63.3,383.823748519
"chn",1938,,973,50.1,340.65
"civ",1938,,1767,39.5,390.803691468
"cmr",1938,,1270,42.2,423.840400291
"cod",1938,,1245,44.3,380.785984587
"cog",1938,,1398,38.6,379.594750937
"col",1938,,2789,55.3,253.518232074
"com",1938,,799,38.6,381.793572944
"cpv",1938,,795,47.7,332.513916144
"cri",1938,,2790,47.9,237.327106667
"cub",1938,,5083,37.5,118.9
"cym",1938,,5901,,
"cyp",1938,,3306,40.6,209.45
"cze",1938,,6698,40.7,134.44
"deu",1938,,8894,46.1,81.2949261993
"dji",1938,,2224,41.8,408.259030689
"dma",1938,,1802,,
"dnk",1938,,10148,43,70.6050647059
"dom",1938,,1678,41.3,347.693658353
"dza",1938,,3381,40.3,377.179585376
"ecu",1938,,2074,41.7,374.12461814
"egy",1938,,1662,43.3,355.447783381
"eri",1938,,752,47.7,405.311840614
"esp",1938,,3106,35.8,183.5425915
"est",1938,,4124,38.4,141.63
"eth",1938,,567,47.8,411.029783907
"fin",1938,,6059,40.3,93.4
"fji",1938,,2019,42.3,332.58361
"fra",1938,,5861,60.1,81.0464777651
"fsm",1938,,916,,181.119094423
"gab",1938,,561,46.4,399.49
"gbr",1938,,9726,36.7,73.2632904364
"geo",1938,,1769,40.3,184.249918851
"gha",1938,,1951,42.8,331.4
"gin",1938,,590,43.9,358.1
"gmb",1938,,953,46.4,421.215560641
"gnb",1938,,840,47.1,351.7
"gnq",1938,,467,50.7,409.32
"grc",1938,,5459,38.7,147.288477045
"grd",1938,,1592,,171.260528756
"grl",1938,,2305,,
"gtm",1938,,3361,44.1,417.477745886
"guy",1938,,3489,42.1,347.603843961
"hkg",1938,,2883,,
"hnd",1938,,2056,42.2,327.665957014
"hrv",1938,,4260,,198.52
"hti",1938,,2112,42.2,401.30498865
"hun",1938,,5824,28.5,205.531393443
"idn",1938,,1910,51.7,361.877962963
"ind",1938,,1069,33.9,272.229560144
"irl",1938,,5390,52.3,91.8721682862
"irn",1938,,2891,43.8,455.001067728
"irq",1938,,2493,55.6,391.984097367
"isl",1938,,4601,,40.9534705882
"isr",1938,,2131,44.9,79.7073814433
"ita",1938,,6519,44.3,157.15
"jam",1938,,1912,42.2,199.92231962
"jor",1938,,2538,41.5,354.827906725
"jpn",1938,,3329,45,178.139100299
"kaz",1938,,4492,39.3,257.73342891
"ken",1938,,1615,63.1,461.166833848
"kgz",1938,,1832,39.7,242.923839315
"khm",1938,,1082,45.7,348.424548544
"kir",1938,,1249,,273.241560112
"kna",1938,,2943,,
"kor",1938,,1300,31.4,292.846991968
"kwt",1938,,1510,40,462.319854704
"lao",1938,,1121,40.8,383.86
"lbn",1938,,5289,50.6,410.313685017
"lbr",1938,,1114,45.4,371.250579592
"lby",1938,,4486,39.3,369.589330698
"lca",1938,,1330,,195.335616152
"lka",1938,,1801,47,241.047662739
"lso",1938,,423,51.5,360.689361235
"ltu",1938,,5644,38.4,146.02
"lux",1938,,11693,35.8,132.161938567
"lva",1938,,3291,38.4,138.03
"mac",1938,,2697,,
"mar",1938,,1573,38,366.744577171
"mco",1938,,9039,,
"mda",1938,,2084,26.5,182.628696054
"mdg",1938,,1496,42,385.694836957
"mdv",1938,,865,,369.282220518
"mex",1938,,3056,53.8,298.492731447
"mhl",1938,,1033,,
"mkd",1938,,2207,43.1,240.717079407
"mli",1938,,640,44.9,441.65902374
"mlt",1938,,2313,,70.9139239159
"mmr",1938,,1490,33.5,397.958214478
"mne",1938,,3473,40.3,206.06
"mng",1938,,795,47.3,385.05
"moz",1938,,434,40.7,404.071814934
"mrt",1938,,1046,49,354.968161282
"mus",1938,,2080,42.3,265.092354244
"mwi",1938,,355,40,396.480989736
"mys",1938,,2482,41,297.429395619
"nam",1938,,3188,43.4,375.428671458
"ner",1938,,867,43.3,397.993692782
"nga",1938,,2169,46.6,410.304083468
"nic",1938,,2370,53.9,367.80721374
"nld",1938,,8460,45.2,49.4697460926
"nor",1938,,8780,42,48.6865060606
"npl",1938,,842,43.2,370.727215698
"nru",1938,,2610,,
"nzl",1938,,10936,37.5,62.5334287731
"omn",1938,,2437,41.7,402.207074514
"pak",1938,,1312,40,416.889501546
"pan",1938,,3224,41.1,287.205805957
"per",1938,,4046,59.3,338.714613953
"phl",1938,,2474,49.2,290.088635896
"plw",1938,,4645,,
"png",1938,,886,47.1,388.43867958
"pol",1938,,4037,25,223.917268957
"pri",1938,,3946,,
"prk",1938,,1392,47.5,270.02
"prt",1938,,3231,45.6,218.46
"pry",1938,,3598,41.2,251.797425698
"pse",1938,,1506,44.9,324.551011555
"qat",1938,,1115,43.5,398.326232143
"rou",1938,,3460,26.5,297.364839635
"rus",1938,,5640,28.9,139.433683764
"rwa",1938,,516,46.3,355.826226455
