"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1942,,3197,,
"afg",1942,,985,35.2,446.487834353
"ago",1942,,2447,50.2,435.667087716
"alb",1942,,1816,24.5,227.475935196
"and",1942,,6095,,
"are",1942,,1209,44.8,394.6146905
"arg",1942,,6943,41.3,124.074962824
"arm",1942,,1383,41.8,146.784058956
"atg",1942,,2907,,147.463059482
"aus",1942,,12236,39.3,52.4202025547
"aut",1942,,7534,37.6,103.53
"aze",1942,,2629,40.9,173.95464814
"bdi",1942,,495,44.6,381.002994327
"bel",1942,,6157,43.2,103.54
"ben",1942,,1172,42.4,386.755875581
"bfa",1942,,528,39.6,410.699025864
"bgd",1942,,1165,37.7,336.413720288
"bgr",1942,,2475,25.8,202.53096504
"bhr",1942,,6868,35.9,339.895380137
"bhs",1942,,7726,,137.464554593
"bih",1942,,1233,45,226.2
"blr",1942,,2063,30.6,122.67
"blz",1942,,1661,,170.008667288
"bmu",1942,,8359,,
"bol",1942,,2742,36.1,344.163053302
"bra",1942,,2214,39.7,299.137346667
"brb",1942,,2656,,285.795243437
"brn",1942,,15992,,193.227758621
"btn",1942,,827,47.2,410.297939542
"bwa",1942,,784,41.7,353.096092397
"caf",1942,,1072,45.8,419.99292297
"can",1942,,11617,38.4,72.3521934289
"che",1942,,13896,40.1,50.79
"chl",1942,,4600,58.9,317.454081309
"chn",1942,,727,52,329.304133143
"civ",1942,,1862,39.1,386.565994898
"cmr",1942,,1325,41.3,419.812258857
"cod",1942,,1343,44.3,359.192712661
"cog",1942,,1533,38.2,376.724927691
"col",1942,,2717,54,250.032099075
"com",1942,,802,37.8,378.040704244
"cpv",1942,,790,47.6,291.589898745
"cri",1942,,2518,48.3,211.186456667
"cub",1942,,5177,37.2,102.295350201
"cym",1942,,7048,,
"cyp",1942,,3447,40.4,180.31
"cze",1942,,6876,40.6,117.648784669
"deu",1942,,10407,46.3,81.2950301984
"dji",1942,,2498,41.4,404.45128315
"dma",1942,,1912,,
"dnk",1942,,8095,39,57.5751529412
"dom",1942,,1797,40.9,279.894636241
"dza",1942,,3589,40.3,363.594485737
"ecu",1942,,2300,41.3,327.406711268
"egy",1942,,1572,42.1,403.074630327
"eri",1942,,764,47.7,402.084601056
"esp",1942,,3756,35.6,163.766941891
"est",1942,,3568,37.2,125.4
"eth",1942,,571,46,406.966759021
"fin",1942,,5622,38.4,75.67
"fji",1942,,2233,42,263.424527497
"fra",1942,,4700,59.3,86.1505081243
"fsm",1942,,993,,176.389675799
"gab",1942,,593,44.7,395.717845659
"gbr",1942,,11997,34,67.7806870264
"geo",1942,,1701,40.9,161.687097329
"gha",1942,,1775,42.2,305.1
"gin",1942,,599,43.1,360.1
"gmb",1942,,965,46.3,416.784491667
"gnb",1942,,838,44,329.250470963
"gnq",1942,,474,50.6,405.13
"grc",1942,,3188,37.2,116.647127918
"grd",1942,,1621,,166.297941407
"grl",1942,,2609,,
"gtm",1942,,4222,44.6,367.191719409
"guy",1942,,3745,42,190.779819046
"hkg",1942,,3037,,
"hnd",1942,,1878,42.1,309.372377005
"hrv",1942,,4318,,170.010626787
"hti",1942,,2199,42,379.456884098
"hun",1942,,6199,27.9,208.962431694
"idn",1942,,1505,52.5,397.288139866
"ind",1942,,1054,35,265.89037702
"irl",1942,,5434,49.2,95.1011784452
"irn",1942,,3219,44.7,409.473384506
"irq",1942,,2653,57.3,577.9
"isl",1942,,7013,,67.7967843137
"isr",1942,,2765,44.9,78.1736907216
