"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","fertility_rate"
"gin",2000,8799165,1139,43.44760125,5.94
"glp",2000,431157,,40,2.07
"gmb",2000,1228863,1564,44.6251418182,5.92
"gnb",2000,1315455,1330,37.36715,5.85
"gnq",2000,530896,11768,40,5.77
"grc",2000,10954032,25030,33.3,1.27
"grd",2000,101620,9650,40,2.58
"grl",2000,56174,20499,40,2.33
"gtm",2000,11688660,6313,54.28,4.8
"guf",2000,163162,,40,3.82
"gum",2000,155328,,40,2.82
"guy",2000,742218,5071,43.24,2.59
"hkg",2000,6783502,34017,52.36,0.88
"hnd",2000,6243080,3483,58.76,4
"hos",2000,787,,40,
"hrv",2000,4428069,15644,39.32527,1.44
"hti",2000,8549202,1734,50.11135,4.3
"hun",2000,10224113,17707,29.2208,1.31
"idn",2000,211540428,5878,50,2.48
"ind",2000,1053481072,2548,47.3951125139,3.15
"irl",2000,3841574,41198,45.2131483249,1.95
"irn",2000,65850062,11719,46.5,2.19
"irq",2000,23574751,11764,39.3621,4.97
"isl",2000,281214,33599,40,2.01
"isr",2000,6013711,25739,50.4,2.92
"ita",2000,57147081,36073,36.71773,1.22
"jam",2000,2600095,8139,43.24268,2.6
"jey",2000,88905,,40,
"jor",2000,4767476,7695,43.45407,4.05
"jpn",2000,125714674,32193,33.2731950357,1.32
"kaz",2000,14956769,9706,38.7250328571,1.92
"ken",2000,31065820,2143,51.14705,5.01
"kgz",2000,4954850,2075,37.52558,2.67
"khm",2000,12197905,1368,44.8885552941,3.75
"kir",2000,84406,1804,40,3.88
"kna",2000,,19086,40,
"kor",2000,46206271,20757,37.2,1.35
"korea_union",2000,69018212,,,
"kos",2000,2608347,4648,40,
"kwt",2000,1929470,75219,40,2.87
"lao",2000,5342879,2327,41.58851,4.19
"lbn",2000,3235380,12335,41.7003484321,2.23
"lbr",2000,2891968,473,40,5.88
"lby",2000,5337264,22682,40,3.05
"lca",2000,,9980,40,2.31
"lie",2000,33282,,40,
"lso",2000,1856225,1629,61.5,4.09
"ltu",2000,3486373,12484,41.6515,1.34
"lux",2000,436107,81425,41.3244218182,1.7
"lva",2000,2371481,10859,42.16743,1.18
"mac",2000,431907,40091,40,0.94
"mar",2000,28950553,4430,46.03109,2.7
"mco",2000,32081,50200,40,
"mda",2000,4201088,2329,43.7,1.57
"mdg",2000,15744811,1446,43.43216,5.55
"mdv",2000,280384,7134,40,3.27
"mex",2000,102808590,14704,46.76,2.66
"mhl",2000,52161,2936,40,
"mkd",2000,2012051,8543,37.11,1.68
"mli",2000,11046926,1269,41.1040216667,6.84
"mlt",2000,387180,25841,40,1.59
"mmr",2000,47669791,2069,44.27483,2.43
"mne",2000,613557,9803,40,1.82
"mng",2000,2397438,4655,42.0624776471,2.14
"mnp",2000,68434,,40,
"moz",2000,18264536,583,51.9281628571,5.78
"mrt",2000,2711421,2738,43.8962894118,5.38
"msr",2000,4956,,40,
"mtq",2000,387018,,40,1.94
"mus",2000,1185143,11349,40.9960637,1.99
"mwi",2000,11193230,632,45.481305,6.25
"mys",2000,23420751,15695,48.89753,2.83
"myt",2000,150329,,40,4.59
"nam",2000,1897953,6111,67.6927272727,4.03
"ncl",2000,209997,,40,2.39
"ner",2000,11224523,778,46.57585,7.73
"nfk",2000,1982,,40,
"nga",2000,122876723,2836,51.15548,6.1
"ngokar",2000,,,40,
"nic",2000,5026792,3424,46.2252776471,3.25
"niu",2000,1900,,40,
"nld",2000,15894016,41771,32.0505047549,1.72
"nor",2000,4491572,58699,30.5029422,1.85
"npl",2000,23740145,1577,49.8743734828,4.07
"nru",2000,10042,8671,40,
"nzl",2000,3858234,27963,37.3960086811,1.98
"omn",2000,2239403,45472,40,3.72
"pak",2000,138250487,3366,40.68571,4.47
"pan",2000,3028751,9954,57.55,2.82
"pcn",2000,58,,40,
"per",2000,25914875,6485,50.55,2.93
"phl",2000,77932247,4243,49.6,3.81
"plw",2000,19174,12894,40,
"png",2000,5374051,1856,50.30525,4.51
"pol",2000,38486305,14565,34.5,1.34
"pri",2000,3796981,32484,55.8,1.9
"prk",2000,22840218,1287,40,1.99
"prt",2000,10278542,26147,42.38859,1.47
"pry",2000,5302703,6031,57.7,3.68
"pyf",2000,237267,,40,2.46
"qat",2000,593453,112238,40,3.24
"reu",2000,736711,,40,2.38
"rou",2000,22128139,9970,33.40205,1.27
"rus",2000,146400951,13173,40.0111151207,1.2
"rwa",2000,8021875,764,51.51,5.9
"sau",2000,,37531,40,3.99
"shn",2000,,,40,
"slv",2000,5811836,6266,48.0882352941,2.93
"smr",2000,,51350,40,
"spm",2000,,,40,
"stp",2000,,2157,40,4.69
"tcd",2000,8343321,998,39.7510621507,7.35
"vct",2000,,7571,40,2.38
"vgb",2000,20643,,40,
"wsm",2000,,4326,40,4.5
