"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","fertility_rate"
"abkh",2000,,,40,
"abw",2000,90858,43703,40,1.87
"afg",2000,19701940,962,36.6375471365,7.73
"ago",2000,15058638,3387,44.4654329032,6.84
"aia",2000,11071,,40,
"akr_a_dhe",2000,15157,,40,
"alb",2000,3121965,5305,35.6205815674,2.38
"and",2000,65399,31662,40,
"ant",2000,180106,,40,2.1
"arg",2000,37057453,11504,46.66,2.48
"arm",2000,3076098,2919,55.5066413879,1.3
"asm",2000,57522,,40,
"atg",2000,77648,19319,40,2.32
"aus",2000,19107251,35253,44.2197274074,1.76
"aut",2000,8050884,38548,32.1831,1.37
"aze",2000,8117742,4459,38.3688423529,2.05
"bdi",2000,6767073,723,40.11,7.06
"bel",2000,10268380,37404,31.81496753,1.63
"ben",2000,6949366,1525,46.0881675,5.98
"bfa",2000,11607944,1046,51.05105,6.59
"bgd",2000,131280739,1632,47.19861,3.12
"bgr",2000,8000510,9075,49.05499,1.18
"bhr",2000,666855,45063,40,2.77
"bhs",2000,297891,25858,43.4865380099,2.07
"bih",2000,3792878,6158,40,1.38
"blr",2000,9952055,7300,35.17899,1.23
"blz",2000,247312,7215,40,3.59
"bmu",2000,64035,51140,40,
"bol",2000,8339512,4330,43.1410527273,4.14
"bra",2000,175786441,11461,61.2,2.36
"brb",2000,269838,14677,45.2432102078,1.77
"brn",2000,330554,74475,40,2.4
"btn",2000,564187,3596,40,3.61
"bwa",2000,1736579,10250,61.608718,3.41
"caf",2000,3726048,848,48.307371,5.45
"can",2000,30701903,37314,41.0614293446,1.51
"cck",2000,632,,40,
"chanisl",2000,148725,,40,1.4
"cheslo",2000,15671204,,40,
"chl",2000,15170387,14614,56.18,2.09
"chn",2000,1269974572,3678,44.43417,1.45
"civ",2000,16517948,3049,50.74439,5.38
"cmr",2000,15927713,2404,54.122568,5.62
"cod",2000,48048664,531,44,7.09
"cog",2000,3109269,4623,42.3336348387,5.13
"cok",2000,17826,,40,
"col",2000,40403959,8414,57.4,2.64
"com",2000,547696,1391,51.212043125,5.32
"cpv",2000,438737,3772,40,3.7
"cri",2000,3925450,9564,45.0529411765,2.41
"cub",2000,11116787,11268,42.1363006452,1.63
"cxr",2000,2567,,40,
"cym",2000,41685,56574,40,
"cyp",2000,943287,30005,40,1.71
"cyp_nor",2000,,,40,
"cze",2000,10263010,21003,31.34014,1.13
"deu",2000,81895925,36953,50.5752983682,1.35
"deu_east",2000,16159469,,40,
"dji",2000,722562,2079,43.8874164706,4.47
"dma",2000,69679,8091,40,
"dnk",2000,5338283,41693,39.2,1.77
"dom",2000,8562623,7955,47.3823529412,2.89
"dza",2000,31183658,9885,42.48379,2.51
"ecu",2000,12628596,7444,45.4540729412,3.07
"egy",2000,68334905,7807,39.2673871767,3.31
"eri",2000,3535156,1446,40,5.94
"eri_a_eth",2000,69029441,,40,
"est",2000,1399145,14877,38.12853,1.32
"eth",2000,66443603,623,47.06577,6.53
"fin",2000,5176482,34517,27.4,1.73
"fji",2000,811223,6444,43.125,3.09
"flk",2000,2881,,40,
"fra",2000,59387183,34774,37.2396329942,1.82
"fro",2000,46491,,40,
"fsm",2000,107430,3167,40,4.3
"gab",2000,1231548,17630,45.259074,4.6
"gbg",2000,64076,,40,
"gbm",2000,76806,,40,
"geo",2000,4743591,3269,48.91344,1.61
"gha",2000,18824994,2273,41.51118,4.67
"gib",2000,27351,,40,
