geo,time,age,sg_population
"usa",2030,21,4766240
"usa",2030,22,4784180
"usa",2030,23,4776110
"usa",2030,24,4749680
"usa",2030,25,4726560
"usa",2030,26,4708070
"usa",2030,27,4672460
"usa",2030,28,4612880
"usa",2030,29,4541770
"usa",2030,30,4471580
"usa",2030,31,4391690
"usa",2030,32,4360440
"usa",2030,33,4405550
"usa",2030,34,4497250
"usa",2030,35,4581990
"usa",2030,36,4675220
"usa",2030,37,4728080
"usa",2030,38,4712380
"usa",2030,39,4653470
"usa",2030,40,4599960
"usa",2030,41,4536170
"usa",2030,42,4499810
"usa",2030,43,4512630
"usa",2030,44,4551870
"usa",2030,45,4581070
"usa",2030,46,4617190
"usa",2030,47,4599080
"usa",2030,48,4495750
"usa",2030,49,4341270
"usa",2030,50,4195850
"usa",2030,51,4041600
"usa",2030,52,3938240
"usa",2030,53,3919700
"usa",2030,54,3955220
"usa",2030,55,3983660
"usa",2030,56,4021520
"usa",2030,57,4034650
"usa",2030,58,4001310
"usa",2030,59,3941920
"usa",2030,60,3890950
"usa",2030,61,3832260
"usa",2030,62,3817300
"usa",2030,63,3872160
"usa",2030,64,3966590
"usa",2030,65,4045980
"usa",2030,66,4123350
"usa",2030,67,4155010
"usa",2030,68,4114340
"usa",2030,69,4021990
"usa",2030,70,3928350
"usa",2030,71,3827140
"usa",2030,72,3703500
"usa",2030,73,3556320
"usa",2030,74,3391620
"usa",2030,75,3215810
"usa",2030,76,3026730
"usa",2030,77,2845590
"usa",2030,78,2683340
"usa",2030,79,2531460
"usa",2030,80,2373930
"usa",2030,81,2218060
"usa",2030,82,2046220
"usa",2030,83,1849370
"usa",2030,84,1639260
"usa",2030,85,1436520
"usa",2030,86,1236790
"usa",2030,87,1057400
"usa",2030,88,908980
"usa",2030,89,784140
"usa",2030,90,664000
"usa",2030,91,551300
"usa",2030,92,452910
"usa",2030,93,370050
"usa",2030,94,300470
"usa",2030,95,239910
"usa",2030,96,188270
"usa",2030,97,145070
"usa",2030,98,109340
"usa",2030,99,80390
"usa",2030,100,0
"usa",2030,101,0
"usa",2030,102,0
"usa",2030,103,0
"usa",2030,104,0
"usa",2030,105,0
"usa",2030,106,0
"usa",2030,107,0
"usa",2030,108,0
"usa",2030,109,0
"usa",2030,110,0
"usa",2030,111,0
"usa",2030,112,0
"usa",2030,113,0
"usa",2030,114,0
"usa",2030,115,0
"usa",2030,116,0
"usa",2030,117,0
"usa",2030,118,0
"usa",2030,119,0
"usa",2030,120,0
"usa",2030,121,0
"usa",2030,122,0
"usa",2030,123,0
"usa",2030,124,0
"usa",2030,125,0
"usa",2030,126,0
"usa",2030,127,0
"usa",2030,128,0
"usa",2030,129,0
"usa",2030,130,0
"usa",2031,0,4643940
"usa",2031,1,4626520
"usa",2031,2,4624430
"usa",2031,3,4623050
"usa",2031,4,4622370
"usa",2031,5,4622380
"usa",2031,6,4623010
"usa",2031,7,4624180
"usa",2031,8,4626230
"usa",2031,9,4629280
"usa",2031,10,4633120
"usa",2031,11,4638010
"usa",2031,12,4644610
"usa",2031,13,4649560
"usa",2031,14,4651450
"usa",2031,15,4652210
"usa",2031,16,4652760
"usa",2031,17,4649990
"usa",2031,18,4658980
"usa",2031,19,4686390
"usa",2031,20,4723710
"usa",2031,21,4756640
"usa",2031,22,4789060
"usa",2031,23,4805150
"usa",2031,24,4795910
"usa",2031,25,4768760
"usa",2031,26,4744810
"usa",2031,27,4725490
"usa",2031,28,4689020
"usa",2031,29,4628520
"usa",2031,30,4556420
"usa",2031,31,4485300
"usa",2031,32,4404490
"usa",2031,33,4372310
"usa",2031,34,4416460
"usa",2031,35,4507160
"usa",2031,36,4590910
"usa",2031,37,4683140
"usa",2031,38,4734930
"usa",2031,39,4718060
"usa",2031,40,4657920
"usa",2031,41,4603170
"usa",2031,42,4538120
"usa",2031,43,4500570
"usa",2031,44,4512280
"usa",2031,45,4550460
"usa",2031,46,4578570
"usa",2031,47,4613530
"usa",2031,48,4594350
"usa",2031,49,4490090
"usa",2031,50,4334740
"usa",2031,51,4188370
"usa",2031,52,4033120
"usa",2031,53,3928510
"usa",2031,54,3908350
"usa",2031,55,3941970
"usa",2031,56,3968380
"usa",2031,57,4003960
"usa",2031,58,4014900
"usa",2031,59,3979610
"usa",2031,60,3918300
"usa",2031,61,3865150
"usa",2031,62,3804170
"usa",2031,63,3786110
"usa",2031,64,3836710
"usa",2031,65,3926070
"usa",2031,66,4000370
"usa",2031,67,4072520
"usa",2031,68,4098859
"usa",2031,69,4052900
"usa",2031,70,3955300
"usa",2031,71,3856370
"usa",2031,72,3749880
"usa",2031,73,3621200
"usa",2031,74,3469310
"usa",2031,75,3300200
"usa",2031,76,3120350
"usa",2031,77,2927830
"usa",2031,78,2743010
"usa",2031,79,2576500
"usa",2031,80,2420350
"usa",2031,81,2259300
"usa",2031,82,2100370
"usa",2031,83,1927590
"usa",2031,84,1732780
"usa",2031,85,1526900
"usa",2031,86,1328760
"usa",2031,87,1134180
"usa",2031,88,960920
"usa",2031,89,819570
"usa",2031,90,702500
"usa",2031,91,590460
"usa",2031,92,486150
"usa",2031,93,395920
"usa",2031,94,320650
"usa",2031,95,258140
"usa",2031,96,192140
"usa",2031,97,147180
"usa",2031,98,110360
"usa",2031,99,80860
"usa",2031,100,0
"usa",2031,101,0
"usa",2031,102,0
"usa",2031,103,0
"usa",2031,104,0
"usa",2031,105,0
"usa",2031,106,0
"usa",2031,107,0
"usa",2031,108,0
"usa",2031,109,0
"usa",2031,110,0
"usa",2031,111,0
"usa",2031,112,0
"usa",2031,113,0
"usa",2031,114,0
"usa",2031,115,0
"usa",2031,116,0
"usa",2031,117,0
"usa",2031,118,0
"usa",2031,119,0
"usa",2031,120,0
"usa",2031,121,0
"usa",2031,122,0
"usa",2031,123,0
"usa",2031,124,0
"usa",2031,125,0
"usa",2031,126,0
"usa",2031,127,0
"usa",2031,128,0
"usa",2031,129,0
"usa",2031,130,0
"usa",2032,0,4678320
"usa",2032,1,4662240
"usa",2032,2,4639870
"usa",2032,3,4636500
"usa",2032,4,4634630
"usa",2032,5,4634160
"usa",2032,6,4635000
"usa",2032,7,4636900
"usa",2032,8,4639650
"usa",2032,9,4643810
"usa",2032,10,4649570
"usa",2032,11,4656420
"usa",2032,12,4664320
"usa",2032,13,4674060
"usa",2032,14,4681120
"usa",2032,15,4683500
"usa",2032,16,4683620
"usa",2032,17,4683540
"usa",2032,18,4680030
"usa",2032,19,4687860
"usa",2032,20,4713680
"usa",2032,21,4749130
"usa",2032,22,4780040
"usa",2032,23,4810220
"usa",2032,24,4824450
"usa",2032,25,4814060
"usa",2032,26,4786200
"usa",2032,27,4761420
"usa",2032,28,4741270
"usa",2032,29,4703960
"usa",2032,30,4642540
"usa",2032,31,4569500
"usa",2032,32,4497460
"usa",2032,33,4415770
"usa",2032,34,4382670
"usa",2032,35,4425830
"usa",2032,36,4515510
"usa",2032,37,4598220
"usa",2032,38,4689430
"usa",2032,39,4740140
"usa",2032,40,4722100
"usa",2032,41,4660740
"usa",2032,42,4604770
"usa",2032,43,4538490
"usa",2032,44,4499750
"usa",2032,45,4510350
"usa",2032,46,4547470
"usa",2032,47,4574470
"usa",2032,48,4608250
"usa",2032,49,4588010
"usa",2032,50,4482860
"usa",2032,51,4326690
"usa",2032,52,4179420
"usa",2032,53,4023230
"usa",2032,54,3917400
"usa",2032,55,3895630
"usa",2032,56,3927340
"usa",2032,57,3951700
"usa",2032,58,3984980
"usa",2032,59,3993730
"usa",2032,60,3956500
"usa",2032,61,3893290
"usa",2032,62,3837980
"usa",2032,63,3774720
"usa",2032,64,3753560
"usa",2032,65,3799880
"usa",2032,66,3884160
"usa",2032,67,3953330
"usa",2032,68,4020210
"usa",2032,69,4041220
"usa",2032,70,3989990
"usa",2032,71,3887170
"usa",2032,72,3782990
"usa",2032,73,3671260
"usa",2032,74,3537560
"usa",2032,75,3381010
"usa",2032,76,3207550
"usa",2032,77,3023710
"usa",2032,78,2827820
"usa",2032,79,2639370
"usa",2032,80,2468660
"usa",2032,81,2308300
"usa",2032,82,2143790
"usa",2032,83,1981840
"usa",2032,84,1808180
"usa",2032,85,1615470
"usa",2032,86,1413910
"usa",2032,87,1220450
"usa",2032,88,1031089
"usa",2032,89,864010
"usa",2032,90,729800
"usa",2032,91,620530
"usa",2032,92,516640
"usa",2032,93,420770
"usa",2032,94,338750
"usa",2032,95,271090
"usa",2032,96,215690
"usa",2032,97,150680
"usa",2032,98,112410
"usa",2032,99,81930
"usa",2032,100,0
"usa",2032,101,0
"usa",2032,102,0
"usa",2032,103,0
"usa",2032,104,0
"usa",2032,105,0
"usa",2032,106,0
"usa",2032,107,0
"usa",2032,108,0
"usa",2032,109,0
"usa",2032,110,0
"usa",2032,111,0
"usa",2032,112,0
"usa",2032,113,0
"usa",2032,114,0
"usa",2032,115,0
"usa",2032,116,0
"usa",2032,117,0
"usa",2032,118,0
"usa",2032,119,0
"usa",2032,120,0
"usa",2032,121,0
"usa",2032,122,0
"usa",2032,123,0
"usa",2032,124,0
"usa",2032,125,0
"usa",2032,126,0
"usa",2032,127,0
"usa",2032,128,0
"usa",2032,129,0
"usa",2032,130,0
"usa",2033,0,4713490
"usa",2033,1,4690460
"usa",2033,2,4672260
"usa",2033,3,4651870
"usa",2033,4,4647200
"usa",2033,5,4644840
"usa",2033,6,4644580
"usa",2033,7,4646240
"usa",2033,8,4649430
"usa",2033,9,4653750
"usa",2033,10,4660040
"usa",2033,11,4668500
"usa",2033,12,4678350
"usa",2033,13,4689260
"usa",2033,14,4702140
"usa",2033,15,4711310
"usa",2033,16,4714180
"usa",2033,17,4713650
"usa",2033,18,4712940
"usa",2033,19,4708690
"usa",2033,20,4715350
"usa",2033,21,4739580
"usa",2033,22,4773160
"usa",2033,23,4802030
"usa",2033,24,4829960
"usa",2033,25,4842350
"usa",2033,26,4830790
"usa",2033,27,4802220
"usa",2033,28,4776630
"usa",2033,29,4755650
"usa",2033,30,4717510
"usa",2033,31,4655210
"usa",2033,32,4581230
"usa",2033,33,4508300
"usa",2033,34,4425750
"usa",2033,35,4391730
"usa",2033,36,4433900
"usa",2033,37,4522520
"usa",2033,38,4604190
"usa",2033,39,4694340
"usa",2033,40,4743940
"usa",2033,41,4724740
"usa",2033,42,4662180
"usa",2033,43,4605020
"usa",2033,44,4537530
"usa",2033,45,4497610
"usa",2033,46,4507090
"usa",2033,47,4543130
"usa",2033,48,4569010
"usa",2033,49,4601620
"usa",2033,50,4580320
"usa",2033,51,4474310
"usa",2033,52,4317370
"usa",2033,53,4169240
"usa",2033,54,4012140
"usa",2033,55,3905130
"usa",2033,56,3881750
"usa",2033,57,3911550
"usa",2033,58,3933850
"usa",2033,59,3964830
"usa",2033,60,3971370
"usa",2033,61,3932220
"usa",2033,62,3867120
"usa",2033,63,3809670
"usa",2033,64,3744160
"usa",2033,65,3719900
"usa",2033,66,3761930
"usa",2033,67,3841090
"usa",2033,68,3905100
"usa",2033,69,3966710
"usa",2033,70,3982390
"usa",2033,71,3925900
"usa",2033,72,3817890
"usa",2033,73,3708480
"usa",2033,74,3591530
"usa",2033,75,3452860
"usa",2033,76,3291690
"usa",2033,77,3113930
"usa",2033,78,2926170
"usa",2033,79,2726950
"usa",2033,80,2534940
"usa",2033,81,2360080
"usa",2033,82,2195540
"usa",2033,83,2027620
"usa",2033,84,1862710
"usa",2033,85,1688210
"usa",2033,86,1497670
"usa",2033,87,1300470
"usa",2033,88,1111760
"usa",2033,89,927670
"usa",2033,90,766830
"usa",2033,91,639800
"usa",2033,92,538370
"usa",2033,93,442650
"usa",2033,94,355260
"usa",2033,95,281460
"usa",2033,96,221440
"usa",2033,97,173170
"usa",2033,98,115270
"usa",2033,99,83560
"usa",2033,100,0
"usa",2033,101,0
"usa",2033,102,0
"usa",2033,103,0
"usa",2033,104,0
"usa",2033,105,0
"usa",2033,106,0
"usa",2033,107,0
"usa",2033,108,0
"usa",2033,109,0
"usa",2033,110,0
"usa",2033,111,0
"usa",2033,112,0
"usa",2033,113,0
"usa",2033,114,0
"usa",2033,115,0
"usa",2033,116,0
"usa",2033,117,0
"usa",2033,118,0
"usa",2033,119,0
"usa",2033,120,0
"usa",2033,121,0
"usa",2033,122,0
"usa",2033,123,0
"usa",2033,124,0
"usa",2033,125,0
"usa",2033,126,0
"usa",2033,127,0
"usa",2033,128,0
"usa",2033,129,0
"usa",2033,130,0
"usa",2034,0,4747800
"usa",2034,1,4719220
"usa",2034,2,4696180
"usa",2034,3,4678280
"usa",2034,4,4662670
"usa",2034,5,4656720
"usa",2034,6,4653860
"usa",2034,7,4653810
"usa",2034,8,4656300
"usa",2034,9,4660770
"usa",2034,10,4666660
"usa",2034,11,4675060
"usa",2034,12,4686230
"usa",2034,13,4699080
"usa",2034,14,4713000
"usa",2034,15,4729010
"usa",2034,16,4740280
"usa",2034,17,4743640
"usa",2034,18,4742470
"usa",2034,19,4741130
"usa",2034,20,4736140
"usa",2034,21,4741640
"usa",2034,22,4764270
"usa",2034,23,4795960
"usa",2034,24,4822790
"usa",2034,25,4848470
"usa",2034,26,4858990
"usa",2034,27,4846290
"usa",2034,28,4817020
"usa",2034,29,4790610
"usa",2034,30,4768820
"usa",2034,31,4729860
"usa",2034,32,4666670
"usa",2034,33,4591780
"usa",2034,34,4517990
"usa",2034,35,4434590
"usa",2034,36,4399670
"usa",2034,37,4440830
"usa",2034,38,4528380
"usa",2034,39,4608970
"usa",2034,40,4698040
"usa",2034,41,4746540
"usa",2034,42,4726180
"usa",2034,43,4662440
"usa",2034,44,4604090
"usa",2034,45,4535400
"usa",2034,46,4494320
"usa",2034,47,4502680
"usa",2034,48,4537640
"usa",2034,49,4562400
"usa",2034,50,4593810
"usa",2034,51,4571460
"usa",2034,52,4464620
"usa",2034,53,4306940
"usa",2034,54,4157990
"usa",2034,55,4000040
"usa",2034,56,3891860
"usa",2034,57,3866890
"usa",2034,58,3894760
"usa",2034,59,3915010
"usa",2034,60,3943670
"usa",2034,61,3948010
"usa",2034,62,3906940
"usa",2034,63,3839980
"usa",2034,64,3780390
"usa",2034,65,3712650
"usa",2034,66,3685310
"usa",2034,67,3723030
"usa",2034,68,3797050
"usa",2034,69,3855900
"usa",2034,70,3912220
"usa",2034,71,3922550
"usa",2034,72,3860820
"usa",2034,73,3747650
"usa",2034,74,3633040
"usa",2034,75,3510910
"usa",2034,76,3367310
"usa",2034,77,3201560
"usa",2034,78,3019550
"usa",2034,79,2827910
"usa",2034,80,2625420
"usa",2034,81,2429890
"usa",2034,82,2250920
"usa",2034,83,2082260
"usa",2034,84,1910970
"usa",2034,85,1743140
"usa",2034,86,1567850
"usa",2034,87,1379520
"usa",2034,88,1186740
"usa",2034,89,1002820
"usa",2034,90,824050
"usa",2034,91,669490
"usa",2034,92,549660
"usa",2034,93,456100
"usa",2034,94,368580
"usa",2034,95,289680
"usa",2034,96,224120
"usa",2034,97,171750
"usa",2034,98,130620
"usa",2034,99,85620
"usa",2034,100,0
"usa",2034,101,0
"usa",2034,102,0
"usa",2034,103,0
"usa",2034,104,0
"usa",2034,105,0
"usa",2034,106,0
"usa",2034,107,0
"usa",2034,108,0
"usa",2034,109,0
"usa",2034,110,0
"usa",2034,111,0
"usa",2034,112,0
"usa",2034,113,0
"usa",2034,114,0
"usa",2034,115,0
"usa",2034,116,0
"usa",2034,117,0
"usa",2034,118,0
"usa",2034,119,0
"usa",2034,120,0
"usa",2034,121,0
"usa",2034,122,0
"usa",2034,123,0
"usa",2034,124,0
"usa",2034,125,0
"usa",2034,126,0
"usa",2034,127,0
"usa",2034,128,0
"usa",2034,129,0
"usa",2034,130,0
"usa",2035,0,4779920
"usa",2035,1,4747650
"usa",2035,2,4721140
"usa",2035,3,4700000
"usa",2035,4,4683870
"usa",2035,5,4672370
"usa",2035,6,4665130
"usa",2035,7,4661780
"usa",2035,8,4661950
"usa",2035,9,4665260
"usa",2035,10,4671000
"usa",2035,11,4678470
"usa",2035,12,4688980
"usa",2035,13,4702860
"usa",2035,14,4718700
"usa",2035,15,4735610
"usa",2035,16,4754750
"usa",2035,17,4768130
"usa",2035,18,4771970
"usa",2035,19,4770150
"usa",2035,20,4768190
"usa",2035,21,4762460
"usa",2035,22,4766790
"usa",2035,23,4787820
"usa",2035,24,4817630
"usa",2035,25,4842410
"usa",2035,26,4865830
"usa",2035,27,4874490
"usa",2035,28,4860640
"usa",2035,29,4830670
"usa",2035,30,4803470
"usa",2035,31,4780860
"usa",2035,32,4741090
"usa",2035,33,4677040
"usa",2035,34,4601260
"usa",2035,35,4526610
"usa",2035,36,4442390
"usa",2035,37,4406580
"usa",2035,38,4446730
"usa",2035,39,4533170
"usa",2035,40,4612680
"usa",2035,41,4700650
"usa",2035,42,4748020
"usa",2035,43,4726520
"usa",2035,44,4661610
"usa",2035,45,4602080
"usa",2035,46,4532220
"usa",2035,47,4489980
"usa",2035,48,4497220
"usa",2035,49,4531090
"usa",2035,50,4554720
"usa",2035,51,4584940
"usa",2035,52,4561540
"usa",2035,53,4453890
"usa",2035,54,4295520
"usa",2035,55,4145779
"usa",2035,56,3987000
"usa",2035,57,3877700
"usa",2035,58,3851130
"usa",2035,59,3877080
"usa",2035,60,3895260
"usa",2035,61,3921610
"usa",2035,62,3923750
"usa",2035,63,3880770
"usa",2035,64,3811970
"usa",2035,65,3750260
"usa",2035,66,3680290
"usa",2035,67,3649880
"usa",2035,68,3683290
"usa",2035,69,3752160
"usa",2035,70,3805840
"usa",2035,71,3856850
"usa",2035,72,3861850
"usa",2035,73,3794890
"usa",2035,74,3676590
"usa",2035,75,3556820
"usa",2035,76,3429540
"usa",2035,77,3281040
"usa",2035,78,3110760
"usa",2035,79,2924540
"usa",2035,80,2729070
"usa",2035,81,2523360
"usa",2035,82,2324360
"usa",2035,83,2141330
"usa",2035,84,1968590
"usa",2035,85,1793970
"usa",2035,86,1623260
"usa",2035,87,1447220
"usa",2035,88,1261150
"usa",2035,89,1072830
"usa",2035,90,893740
"usa",2035,91,720320
"usa",2035,92,572070
"usa",2035,93,459470
"usa",2035,94,373780
"usa",2035,95,294480
"usa",2035,96,224080
"usa",2035,97,166770
"usa",2035,98,122060
"usa",2035,99,88070
"usa",2035,100,0
"usa",2035,101,0
"usa",2035,102,0
"usa",2035,103,0
"usa",2035,104,0
"usa",2035,105,0
"usa",2035,106,0
"usa",2035,107,0
"usa",2035,108,0
"usa",2035,109,0
"usa",2035,110,0
"usa",2035,111,0
"usa",2035,112,0
"usa",2035,113,0
"usa",2035,114,0
"usa",2035,115,0
"usa",2035,116,0
"usa",2035,117,0
"usa",2035,118,0
"usa",2035,119,0
"usa",2035,120,0
"usa",2035,121,0
"usa",2035,122,0
"usa",2035,123,0
"usa",2035,124,0
"usa",2035,125,0
"usa",2035,126,0
"usa",2035,127,0
"usa",2035,128,0
"usa",2035,129,0
"usa",2035,130,0
"usa",2036,0,4815630
"usa",2036,1,4789340
"usa",2036,2,4759760
"usa",2036,3,4735220
"usa",2036,4,4715510
"usa",2036,5,4700410
"usa",2036,6,4689410
"usa",2036,7,4681960
"usa",2036,8,4679470
"usa",2036,9,4682370
"usa",2036,10,4689500
"usa",2036,11,4698560
"usa",2036,12,4709210
"usa",2036,13,4721910
"usa",2036,14,4736390
"usa",2036,15,4751720
"usa",2036,16,4768140
"usa",2036,17,4786680
"usa",2036,18,4798960
"usa",2036,19,4801170
"usa",2036,20,4797370
"usa",2036,21,4793260
"usa",2036,22,4785170
"usa",2036,23,4787570
"usa",2036,24,4807440
"usa",2036,25,4836570
"usa",2036,26,4860570
"usa",2036,27,4883190
"usa",2036,28,4891040
"usa",2036,29,4876250
"usa",2036,30,4845290
"usa",2036,31,4817140
"usa",2036,32,4793600
"usa",2036,33,4752920
"usa",2036,34,4687990
"usa",2036,35,4611330
"usa",2036,36,4535800
"usa",2036,37,4450710
"usa",2036,38,4413900
"usa",2036,39,4452820
"usa",2036,40,4537920
"usa",2036,41,4616080
"usa",2036,42,4702650
"usa",2036,43,4748780
"usa",2036,44,4726320
"usa",2036,45,4660620
"usa",2036,46,4600240
"usa",2036,47,4529530
"usa",2036,48,4486280
"usa",2036,49,4492260
"usa",2036,50,4524700
"usa",2036,51,4546890
"usa",2036,52,4575540
"usa",2036,53,4550700
"usa",2036,54,4441810
"usa",2036,55,4282290
"usa",2036,56,4131240
"usa",2036,57,3971040
"usa",2036,58,3860050
"usa",2036,59,3831430
"usa",2036,60,3855020
"usa",2036,61,3870640
"usa",2036,62,3894100
"usa",2036,63,3893350
"usa",2036,64,3847640
"usa",2036,65,3776030
"usa",2036,66,3711200
"usa",2036,67,3637990
"usa",2036,68,3603210
"usa",2036,69,3630680
"usa",2036,70,3692530
"usa",2036,71,3739230
"usa",2036,72,3783240
"usa",2036,73,3781140
"usa",2036,74,3707130
"usa",2036,75,3581930
"usa",2036,76,3455460
"usa",2036,77,3321710
"usa",2036,78,3167440
"usa",2036,79,2992300
"usa",2036,80,2802080
"usa",2036,81,2603330
"usa",2036,82,2395320
"usa",2036,83,2194500
"usa",2036,84,2009940
"usa",2036,85,1836390
"usa",2036,86,1661880
"usa",2036,87,1491680
"usa",2036,88,1319520
"usa",2036,89,1142030
"usa",2036,90,965450
"usa",2036,91,798170
"usa",2036,92,637090
"usa",2036,93,500590
"usa",2036,94,398220
"usa",2036,95,321620
"usa",2036,96,236440
"usa",2036,97,173250
"usa",2036,98,125700
"usa",2036,99,90930
"usa",2036,100,0
"usa",2036,101,0
"usa",2036,102,0
"usa",2036,103,0
"usa",2036,104,0
"usa",2036,105,0
"usa",2036,106,0
"usa",2036,107,0
"usa",2036,108,0
"usa",2036,109,0
"usa",2036,110,0
"usa",2036,111,0
"usa",2036,112,0
"usa",2036,113,0
"usa",2036,114,0
"usa",2036,115,0
"usa",2036,116,0
"usa",2036,117,0
"usa",2036,118,0
"usa",2036,119,0
"usa",2036,120,0
"usa",2036,121,0
"usa",2036,122,0
"usa",2036,123,0
"usa",2036,124,0
"usa",2036,125,0
"usa",2036,126,0
"usa",2036,127,0
"usa",2036,128,0
"usa",2036,129,0
"usa",2036,130,0
"usa",2037,0,4848360
"usa",2037,1,4815270
"usa",2037,2,4797440
"usa",2037,3,4770550
"usa",2037,4,4747990
"usa",2037,5,4729710
"usa",2037,6,4715660
"usa",2037,7,4705150
"usa",2037,8,4697490
"usa",2037,9,4695860
"usa",2037,10,4701510
"usa",2037,11,4712450
"usa",2037,12,4724830
"usa",2037,13,4738670
"usa",2037,14,4753550
"usa",2037,15,4768630
"usa",2037,16,4783450
"usa",2037,17,4799360
"usa",2037,18,4817300
"usa",2037,19,4828480
"usa",2037,20,4829060
"usa",2037,21,4823270
"usa",2037,22,4817030
"usa",2037,23,4806570
"usa",2037,24,4807040
"usa",2037,25,4825730
"usa",2037,26,4854180
"usa",2037,27,4877380
"usa",2037,28,4899210
"usa",2037,29,4906230
"usa",2037,30,4890510
"usa",2037,31,4858570
"usa",2037,32,4829480
"usa",2037,33,4805020
"usa",2037,34,4763440
"usa",2037,35,4697650
"usa",2037,36,4620130
"usa",2037,37,4543730
"usa",2037,38,4457810
"usa",2037,39,4419990
"usa",2037,40,4457690
"usa",2037,41,4541410
"usa",2037,42,4618190
"usa",2037,43,4703340
"usa",2037,44,4748220
"usa",2037,45,4724810
"usa",2037,46,4658330
"usa",2037,47,4597110
"usa",2037,48,4525570
"usa",2037,49,4481330
"usa",2037,50,4486050
"usa",2037,51,4517060
"usa",2037,52,4537780
"usa",2037,53,4564870
"usa",2037,54,4538580
"usa",2037,55,4428480
"usa",2037,56,4267850
"usa",2037,57,4115529
"usa",2037,58,3953960
"usa",2037,59,3841310
"usa",2037,60,3810650
"usa",2037,61,3831880
"usa",2037,62,3844920
"usa",2037,63,3865480
"usa",2037,64,3861850
"usa",2037,65,3813400
"usa",2037,66,3739000
"usa",2037,67,3671070
"usa",2037,68,3594630
"usa",2037,69,3555510
"usa",2037,70,3577010
"usa",2037,71,3631810
"usa",2037,72,3671530
"usa",2037,73,3708510
"usa",2037,74,3699310
"usa",2037,75,3618260
"usa",2037,76,3486200
"usa",2037,77,3353040
"usa",2037,78,3212880
"usa",2037,79,3052860
"usa",2037,80,2872910
"usa",2037,81,2678730
"usa",2037,82,2476770
"usa",2037,83,2266510
"usa",2037,84,2063920
"usa",2037,85,1877890
"usa",2037,86,1703570
"usa",2037,87,1529220
"usa",2037,88,1359570
"usa",2037,89,1191340
"usa",2037,90,1022500
"usa",2037,91,857710
"usa",2037,92,702310
"usa",2037,93,553620
"usa",2037,94,428910
"usa",2037,95,336810
"usa",2037,96,269320
"usa",2037,97,180290
"usa",2037,98,129590
"usa",2037,99,94220
"usa",2037,100,0
"usa",2037,101,0
"usa",2037,102,0
"usa",2037,103,0
"usa",2037,104,0
"usa",2037,105,0
"usa",2037,106,0
"usa",2037,107,0
"usa",2037,108,0
"usa",2037,109,0
"usa",2037,110,0
"usa",2037,111,0
"usa",2037,112,0
"usa",2037,113,0
"usa",2037,114,0
"usa",2037,115,0
"usa",2037,116,0
"usa",2037,117,0
"usa",2037,118,0
"usa",2037,119,0
"usa",2037,120,0
"usa",2037,121,0
"usa",2037,122,0
"usa",2037,123,0
"usa",2037,124,0
"usa",2037,125,0
"usa",2037,126,0
"usa",2037,127,0
"usa",2037,128,0
"usa",2037,129,0
"usa",2037,130,0
"usa",2038,0,4877610
"usa",2038,1,4846940
"usa",2038,2,4819260
"usa",2038,3,4804120
"usa",2038,4,4779930
"usa",2038,5,4759360
"usa",2038,6,4742510
"usa",2038,7,4729520
"usa",2038,8,4719510
"usa",2038,9,4711640
"usa",2038,10,4710870
"usa",2038,11,4719260
"usa",2038,12,4734010
"usa",2038,13,4749700
"usa",2038,14,4766730
"usa",2038,15,4783790
"usa",2038,16,4799470
"usa",2038,17,4813770
"usa",2038,18,4829170
"usa",2038,19,4846500
"usa",2038,20,4856590
"usa",2038,21,4855530
"usa",2038,22,4847750
"usa",2038,23,4839370
"usa",2038,24,4826560
"usa",2038,25,4825090
"usa",2038,26,4842600
"usa",2038,27,4870360
"usa",2038,28,4892760
"usa",2038,29,4913780
"usa",2038,30,4919970
"usa",2038,31,4903330
"usa",2038,32,4870410
"usa",2038,33,4840400
"usa",2038,34,4815020
"usa",2038,35,4772550
"usa",2038,36,4705910
"usa",2038,37,4627560
"usa",2038,38,4550320
"usa",2038,39,4463580
"usa",2038,40,4424780
"usa",2038,41,4461230
"usa",2038,42,4543550
"usa",2038,43,4618940
"usa",2038,44,4702630
"usa",2038,45,4746260
"usa",2038,46,4721890
"usa",2038,47,4654660
"usa",2038,48,4592630
"usa",2038,49,4520270
"usa",2038,50,4475040
"usa",2038,51,4478510
"usa",2038,52,4508070
"usa",2038,53,4527320
"usa",2038,54,4552840
"usa",2038,55,4525120
"usa",2038,56,4413840
"usa",2038,57,4252140
"usa",2038,58,4098600
"usa",2038,59,3935700
"usa",2038,60,3821430
"usa",2038,61,3788730
"usa",2038,62,3807590
"usa",2038,63,3818060
"usa",2038,64,3835710
"usa",2038,65,3829190
"usa",2038,66,3778030
"usa",2038,67,3700860
"usa",2038,68,3629840
"usa",2038,69,3550200
"usa",2038,70,3506740
"usa",2038,71,3522270
"usa",2038,72,3570010
"usa",2038,73,3602720
"usa",2038,74,3632660
"usa",2038,75,3616360
"usa",2038,76,3528290
"usa",2038,77,3389410
"usa",2038,78,3249610
"usa",2038,79,3103060
"usa",2038,80,2937350
"usa",2038,81,2752640
"usa",2038,82,2554560
"usa",2038,83,2349440
"usa",2038,84,2136990
"usa",2038,85,1932700
"usa",2038,86,1745240
"usa",2038,87,1570210
"usa",2038,88,1396070
"usa",2038,89,1227020
"usa",2038,90,1062770
"usa",2038,91,902630
"usa",2038,92,749690
