"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1939,,2968,,
"afg",1939,,967,35.8,449.569325711
"ago",1939,,2232,50.9,444.08
"alb",1939,,1788,24.9,253.423211173
"and",1939,,5791,,
"are",1939,,1265,44.8,397.619625367
"arg",1939,,6923,42.2,131.145255798
"arm",1939,,1511,41.3,163.777606505
"atg",1939,,2699,,153.209952084
"aus",1939,,9537,39.8,51.2988868613
"aut",1939,,7793,37.5,101.85
"aze",1939,,2844,41.1,187.23804574
"bdi",1939,,491,45.4,384.577204214
"bel",1939,,8687,45.2,100.13
"ben",1939,,1145,43.2,397.916047522
"bfa",1939,,530,40.1,417.138661253
"bgd",1939,,1151,37.8,352.561592721
"bgr",1939,,2681,26.3,194.38672534
"bhr",1939,,4999,36.3,367.246232877
"bhs",1939,,6930,,141.088214533
"bih",1939,,1304,45,243.2
"blr",1939,,2241,29.3,135.53
"blz",1939,,1590,,173.529057739
"bmu",1939,,7309,,
"bol",1939,,2662,36.3,363.430738854
"bra",1939,,2397,40.4,329.991066667
"brb",1939,,2538,,316.911843675
"brn",1939,,10113,,212.31
"btn",1939,,819,47.2,411.614502544
"bwa",1939,,765,41.3,356.625981713
"caf",1939,,1022,46,420.97803321
"can",1939,,7882,39.2,79.9791283433
"che",1939,,14600,39.9,54.46
"chl",1939,,4535,62.2,366.054997038
"chn",1939,,905,50.6,336.49
"civ",1939,,1790,39.4,389.746289116
"cmr",1939,,1284,42,422.833970246
"cod",1939,,1269,44.3,379.075541284
"cog",1939,,1431,38.5,378.876720943
"col",1939,,2871,55,263.844787972
"com",1939,,800,38.4,380.860651194
"cpv",1939,,794,47.6,322.236879635
"cri",1939,,2779,48,233.08716
"cub",1939,,5346,37.4,114.511832425
"cym",1939,,6169,,
"cyp",1939,,3341,40.5,202.16
"cze",1939,,6742,40.7,130.58
"deu",1939,,9674,46.2,100.281658672
"dji",1939,,2290,41.7,407.302816445
"dma",1939,,1829,,
"dnk",1939,,10534,42,66.9424411765
"dom",1939,,1707,41.2,336.30975
"dza",1939,,3434,40.3,372.87309311
"ecu",1939,,2117,41.6,373.245155901
"egy",1939,,1625,43,341.36528125
"eri",1939,,755,47.7,404.501805089
"esp",1939,,3337,35.7,192.702035559
"est",1939,,3917,38.1,137.68
"eth",1939,,568,47.3,410.016825384
"fin",1939,,5753,39.8,99.49
"fji",1939,,2071,42.2,321.657205625
"fra",1939,,6106,59.9,77.2722548461
"fsm",1939,,935,,179.926945064
"gab",1939,,569,46,398.550078376
"gbr",1939,,10022,36,65.6804481317
"geo",1939,,1842,40.4,178.329972242
"gha",1939,,1906,42.6,324.7
"gin",1939,,592,43.7,358.5
"gmb",1939,,956,46.3,420.107564936
"gnb",1939,,839,46.4,347.45
"gnq",1939,,468,50.7,408.27
"grc",1939,,5365,38.3,182.626884808
"grd",1939,,1599,,170.006168148
