"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1877,,1226,,
"afg",1877,,734,45,479.96
"ago",1877,,866,32.7,485.68
"alb",1877,,832,36.7,375.2
"and",1877,,2435,,
"are",1877,,1434,43.6,434.46
"arg",1877,,3502,31,402.19
"arm",1877,,642,50.2,335.636542897
"atg",1877,,1114,,253.456688861
"aus",1877,,6703,41,199.73
"aut",1877,,3847,36.5,418.99
"aze",1877,,1067,43.6,328.004528124
"bdi",1877,,449,43.7,423.95
"bel",1877,,5356,51.5,240.43
"ben",1877,,788,43.8,430.46
"bfa",1877,,513,37.5,454.69
"bgd",1877,,896,46.4,510.9
"bgr",1877,,1552,43.3,331.26
"bhr",1877,,2080,42.3,439.79
"bhs",1877,,2128,,241.559566853
"bih",1877,,870,43.1,378.8
"blr",1877,,856,50,365.67
"blz",1877,,852,,269.339192187
"bmu",1877,,1807,,
"bol",1877,,1469,36.9,404.69
"bra",1877,,1442,35.9,417.44
"brb",1877,,1345,,615.921976927
"brn",1877,,1840,,454.69
"btn",1877,,706,47.8,434.559509812
"bwa",1877,,525,35.6,397.2
"caf",1877,,560,48.4,443.79
"can",1877,,2873,42.9,281.1
"che",1877,,5772,45.2,285.07
"chl",1877,,1983,67.9,417.44
"chn",1877,,1001,32.4,417.44
"civ",1877,,1105,44,427.86
"cmr",1877,,827,37.3,460.21
"cod",1877,,666,42.1,422.65
"cog",1877,,715,43.7,408.51
"col",1877,,1119,53.2,417.44
"com",1877,,753,45.6,416.16
"cpv",1877,,677,48.4,394.71
"cri",1877,,1470,44.4,441.12
"cub",1877,,2111,41,399.7
"cym",1877,,1530,,
"cyp",1877,,1679,40.8,339.12
"cze",1877,,2906,50.1,379.99
"deu",1877,,3119,43.4,365.73
"dji",1877,,959,45.5,445.15
"dma",1877,,976,,
"dnk",1877,,3650,51.5,198.03
"dom",1877,,911,45.4,445.15
"dza",1877,,1364,40.7,460.21
"ecu",1877,,764,45.9,405.96
"egy",1877,,968,42.5,404.69
"eri",1877,,617,48.2,441.12
"esp",1877,,2542,32.8,320.151976713
"est",1877,,1388,43.1,327.93
"eth",1877,,535,47.5,447.88
"fin",1877,,2018,45.4,261.86
"fji",1877,,955,46.4,498.88
"fra",1877,,3591,54.5,237.05
"fsm",1877,,543,,270.965613478
