"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1944,,3359,,
"afg",1944,,997,34.7,445.763775259
"ago",1944,,2601,49.8,427.146291379
"alb",1944,,1834,24.2,211.00430838
"and",1944,,6306,,
"are",1944,,1173,44.9,392.610901077
"arg",1944,,7309,40.6,115.370946453
"arm",1944,,1324,42.1,136.446314061
"atg",1944,,3055,,143.060850886
"aus",1944,,11997,38.9,42.2136313869
"aut",1944,,7175,37.6,127.65
"aze",1944,,2535,40.7,165.672998337
"bdi",1944,,497,44.1,378.628735818
"bel",1944,,5014,41.8,101.87
"ben",1944,,1191,41.9,376.734372634
"bfa",1944,,527,39.3,399.1
"bgd",1944,,1174,37.6,340.55808473
"bgr",1944,,2320,25.5,208.149154457
"bhr",1944,,8487,35.7,323.164195205
"bhs",1944,,8307,,135.100635021
"bih",1944,,1188,44.9,215.188813449
"blr",1944,,1982,31.4,113.99
"blz",1944,,1710,,167.701420763
"bmu",1944,,9141,,
"bol",1944,,2797,36,327.863773383
"bra",1944,,2451,39.1,274.850950617
"brb",1944,,2737,,279.251551313
"brn",1944,,21706,,181.04800431
"btn",1944,,833,47.2,409.422458566
"bwa",1944,,796,42,350.756092397
"caf",1944,,1107,45.6,419.323623155
"can",1944,,12287,37.9,67.915139263
"che",1944,,13778,40.2,53.5
"chl",1944,,4633,56.7,294.566836493
"chn",1944,,629,52.9,326.21747219
"civ",1944,,1911,38.8,384.444044643
"cmr",1944,,1354,40.8,417.795766883
"cod",1944,,1395,44.3,340.67132844
"cog",1944,,1605,38,375.277080611
"col",1944,,2738,53.4,251.833536045
"com",1944,,803,37.4,376.153092175
"cpv",1944,,788,47.6,271.841963776
"cri",1944,,2180,48.5,194.232023333
"cub",1944,,6523,37,78.12
"cym",1944,,7702,,
"cyp",1944,,3519,40.3,159.29
"cze",1944,,6967,40.5,108.595830337
"deu",1944,,11120,46.4,75.7148032505
"dji",1944,,2648,41.3,402.544504922
"dma",1944,,1969,,
"dnk",1944,,9666,39.7,59.057275
"dom",1944,,1859,40.7,241.655836855
"dza",1944,,3690,40.3,362.020706107
"ecu",1944,,2551,41.1,298.986971831
"egy",1944,,1607,41.5,367.086037287
"eri",1944,,771,47.6,400.463826212
"esp",1944,,4047,35.6,136.330712056
"est",1944,,3438,36.5,117.31
"eth",1944,,573,45.1,404.939076317
"fin",1944,,6228,37.5,103.53
"fji",1944,,2348,41.8,223.182183126
"fra",1944,,3594,59,93.0049173318
"fsm",1944,,1033,,174.060087878
"gab",1944,,609,43.9,393.824296624
"gbr",1944,,11467,34,59.2587709041
"geo",1944,,1639,41.1,151.46395976
"gha",1944,,1692,41.9,292.5
"gin",1944,,603,42.7,360.9
"gmb",1944,,972,46.3,414.569871026
"gnb",1944,,837,42.4,316.807145311
"gnq",1944,,477,50.6,403.250435734
"grc",1944,,2243,36.4,93.5492056271
"grd",1944,,1635,,163.870836054
"grl",1944,,2776,,
"gtm",1944,,2624,44.9,340.569260443
"guy",1944,,3880,42,291.660203758
"hkg",1944,,3118,,
"hnd",1944,,1858,42,300.509472645
"hrv",1944,,4243,,156.221199821
"hti",1944,,2244,41.9,368.980822165
"hun",1944,,4977,27.5,219.508683899
"idn",1944,,1066,52.9,369.763869978
"ind",1944,,1043,35.6,275.474453321
"irl",1944,,5455,47.6,111.826855124
"irn",1944,,3394,45.2,373.128997386
"irq",1944,,2736,58.1,515.2
"isl",1944,,7986,,49.7578333333
"isr",1944,,2947,44.9,45.529080756
"ita",1944,,5087,42.3,137.07
"jam",1944,,2597,42,144.257455696
"jor",1944,,2788,41.2,308.616222909
"jpn",1944,,3567,40.4,131.856162484
"kaz",1944,,4168,39.2,209.67070705
"ken",1944,,1700,66.6,399.392572892
"kgz",1944,,2049,38.6,211.201955954
"khm",1944,,1093,45.7,343.23975
"kir",1944,,1485,,267.21911139
"kna",1944,,3159,,
"kor",1944,,1289,30.8,321.05845382
"kwt",1944,,1595,39.7,319.702717461
"lao",1944,,1127,39.5,339.472296562
"lbn",1944,,6481,52.2,274.221943246
"lbr",1944,,1165,45.2,360.095989796
"lby",1944,,4833,39,366.750522702
"lca",1944,,1368,,188.239006642
"lka",1944,,1658,47.5,194.730244403
"lso",1944,,424,51.4,312.952079983
"ltu",1944,,4720,36.5,122.04
"lux",1944,,14825,35.2,218.596331058
"lva",1944,,2740,36.5,130.98
"mac",1944,,3181,,
"mar",1944,,1811,38.3,308.914702313
"mco",1944,,10020,,
"mda",1944,,1910,25.5,158.056882319
"mdg",1944,,1692,39.8,370.904457666
"mdv",1944,,874,,365.311444189
"mex",1944,,3725,53,256.440668853
"mhl",1944,,1187,,
"mkd",1944,,2206,41.6,204.306908935
"mli",1944,,644,43.4,452.541880604
"mlt",1944,,2444,,65.3801238247
"mmr",1944,,789,33.6,425.762544672
"mne",1944,,3501,40,165.37
"mng",1944,,826,47.1,379.811704724
"moz",1944,,440,40.7,398.208034298
"mrt",1944,,1113,49.1,339.3
"mus",1944,,2264,42,225.803288561
"mwi",1944,,355,38.9,387.141510958
"mys",1944,,2593,41,229.282032646
"nam",1944,,3499,42.5,334.044767967
"ner",1944,,916,40.4,392.386027929
"nga",1944,,2436,47.8,407.539333549
"nic",1944,,3175,55.3,322.092233302
"nld",1944,,4233,40.3,70.7711417944
"nor",1944,,7475,39.3,54.239930303
"npl",1944,,825,44.7,358.378451897
"nru",1944,,3399,,
"nzl",1944,,11657,36,46.702676463
"omn",1944,,2709,41.3,400.222914604
