"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1901,,1441,,
"afg",1901,,796,39.8,481.36
"ago",1901,,962,35.5,484.21
"alb",1901,,1172,28,374.07
"and",1901,,3233,,
"are",1901,,2030,43.7,433.15
"arg",1901,,6340,44,350.61
"arm",1901,,906,35,321.817993995
"atg",1901,,1310,,208.582518302
"aus",1901,,6398,39.2,156.65
"aut",1901,,5681,36.9,339.88
"aze",1901,,1559,44.6,309.880670523
"bdi",1901,,459,43.7,422.67
"bel",1901,,6946,49.6,204.05
"ben",1901,,885,42,429.16
"bfa",1901,,527,37.5,453.31
"bgd",1901,,1009,39,564.87
"bgr",1901,,2080,32.9,306.32
"bhr",1901,,2701,40.6,438.46
"bhs",1901,,2501,,196.166198448
"bih",1901,,1085,45.7,377.65
"blr",1901,,1259,50,357.54
"blz",1901,,1002,,226.852038638
"bmu",1901,,2124,,
"bol",1901,,1843,36.9,403.47
"bra",1901,,1354,25.5,416.17
"brb",1901,,1581,,670.186579079
"brn",1901,,1996,,453.31
"btn",1901,,740,47.8,425.95402752
"bwa",1901,,589,35.6,396
"caf",1901,,629,48.5,442.45
"can",1901,,5168,40.9,271.62
"che",1901,,9419,36.3,183.52
"chl",1901,,3338,71.5,552.16
"chn",1901,,893,32.4,416.17
"civ",1901,,1217,44,426.56
"cmr",1901,,928,38.2,458.81
"cod",1901,,735,42.1,421.37
"cog",1901,,765,40.7,407.28
"col",1901,,1190,50.9,416.17
"com",1901,,771,45.6,414.9
"cpv",1901,,749,48,393.51
"cri",1901,,1921,44.5,382.5
"cub",1901,,2788,40.8,399.73
"cym",1901,,1798,,
"cyp",1901,,2230,42.3,295.75
"cze",1901,,4016,40.1,313.83
"deu",1901,,4422,42.2,336.63
"dji",1901,,1035,45.2,443.81
"dma",1901,,1147,,
"dnk",1901,,5736,45.9,170.55
"dom",1901,,1038,45.1,443.81
"dza",1901,,1769,35,458.81
"ecu",1901,,891,45.9,404.74
"egy",1901,,1308,37.9,403.47
"eri",1901,,656,48.5,439.79
"esp",1901,,2906,33.4,300.8
"est",1901,,2075,34.8,284.35
"eth",1901,,539,47.5,446.52
"fin",1901,,2736,37.3,256.28
"fji",1901,,1036,45.3,497.37
"fra",1901,,4100,51.7,206.61
"fsm",1901,,551,,231.249826976
"gab",1901,,398,45.9,434.47
"gbr",1901,,8107,39.8,215.63
"geo",1901,,1027,33.4,318.703682564
"gha",1901,,701,39.4,464.347339933
"gin",1901,,533,37.4,431.446831973
"gmb",1901,,865,46.9,458.81
"gnb",1901,,832,49.8,416.17
"gnq",1901,,407,51.6,445.16
"grc",1901,,3067,36.1,319.25
"grd",1901,,1355,,224.793396332
"grl",1901,,935,,
"gtm",1901,,1661,37,501.84
"guy",1901,,2101,40.5,350.668151244
"hkg",1901,,1784,,
"hnd",1901,,1902,43.3,392.27
"hrv",1901,,2866,,365.73
"hti",1901,,1448,44.2,484.297151129
"hun",1901,,2913,37.2,336.63
"idn",1901,,1169,40.8,442.45
"ind",1901,,1212,30,537.22
"irl",1901,,4059,35.3,151.1
"irn",1901,,1331,37.9,504.84
"irq",1901,,1522,41.2,426.56
"isl",1901,,2455,,121.13
"isr",1901,,1057,44.9,433.854247053
"ita",1901,,3593,47.7,277.03
"jam",1901,,995,38.7,265.2
"jor",1901,,1532,43.7,420.07
"jpn",1901,,1879,50.1,335.84
"kaz",1901,,2522,37.6,464.38
"ken",1901,,1177,42.5,506.35
"kgz",1901,,1037,40.3,372.243759185
"khm",1901,,1021,46,378.84
"kir",1901,,602,,313.116900639
"kna",1901,,2015,,
"kor",1901,,522,32.1,501.84
"kwt",1901,,2233,42.3,498.83
"lao",1901,,1051,38.4,417.47
"lbn",1901,,2108,40.7,446.52
"lbr",1901,,993,46.1,427.86
"lby",1901,,2841,41.2,403.47
"lca",1901,,1144,,245.645250137
"lka",1901,,1976,44.2,408.55
"lso",1901,,416,51.6,406.01
"ltu",1901,,2810,38,298.89
"lux",1901,,3795,39.4,239.95
"lva",1901,,1662,38,254.37
"mac",1901,,1310,,
"mar",1901,,826,36.1,402.22
