"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abkh",1974,,,40,
"abw",1974,60525,8756,40,
"afg",1974,12315553,1170,31.5085511426,284.9
"ago",1974,6923749,5880,46.5572041935,250.627368098
"aia",1974,6596,,40,
"akr_a_dhe",1974,12623,,40,
"alb",1974,2358467,4177,26.4461173684,99.1833935016
"and",1974,29514,35264,40,
"ant",1974,165022,,40,
"arg",1974,25644505,10809,35.94,66.6
"arm",1974,2766495,3871,38.1288378441,81.5947098343
"asm",1974,29491,,40,
"atg",1974,68655,6888,40,47.5847368502
"aus",1974,13725400,21383,33.2575654398,18.4
"aut",1974,7617432,21381,43.8860153333,25.1
"aze",1974,5596160,8076,40,77.5524784074
"bdi",1974,3623853,788,42.9668439344,246.9
"bel",1974,9751592,22550,31.755093806,19.6
"ben",1974,3184547,1124,45.084034,248.3
"bfa",1974,6040044,747,47.858269618,299.2
"bgd",1974,69837960,1069,32.580797339,219.1
"bgr",1974,8688112,9040,18.5356189388,35
"bhr",1974,252139,36456,40,51.8
"bhs",1974,185097,17127,52.2460306542,32.2
"bih",1974,3930283,3100,40,56.9946205233
"blr",1974,9306472,6108,23.32,22.72
"blz",1974,131306,3259,40,83
"bmu",1974,54507,33301,40,
"bol",1974,4902173,4093,50.1720353437,206.4
"bra",1974,105846274,8362,63.609636585,119.1
"brb",1974,244539,10465,48.1734750401,38.9
"brn",1974,154395,93231,40,45.4836162094
"btn",1974,336677,1026,40,242.4
"bwa",1974,792513,3152,50.3419437037,107.8
"caf",1974,1975968,1192,56.6352752174,203
"can",1974,22823272,23405,33.7608544543,18
"cck",1974,448,,40,
"chanisl",1974,125680,,40,
"cheslo",1974,14659627,,40,
"chl",1974,10255074,7070,50.3495953825,70.6
"chn",1974,888132761,888,26.86,90.9
"civ",1974,6307936,4020,49.8572673238,209.1
"cmr",1974,7529704,2274,45.2445,191.9
"cod",1974,22282079,2323,44.1369760563,234.2
"cog",1974,1509880,3930,39.8065103226,129.3
"cok",1974,20808,,40,40.1
"col",1974,24208022,5161,52.9724024812,82.8
"com",1974,248921,1525,50.41609375,207.7
"cpv",1974,272509,757,40,118
"cri",1974,2045580,6772,50.0612290363,51.8
"cub",1974,9315371,10805,39.1816187097,30.4
"cxr",1974,1200,,40,
"cym",1974,11494,27775,40,
"cyp",1974,642335,10200,40,30.3452137906
"cyp_nor",1974,,,40,
"cze",1974,9996356,16853,26.8752684,23.4995266625
"deu",1974,78713928,23662,38.309606,22
"deu_east",1974,16843194,,40,
"dji",1974,205157,4381,40,178.419091731
"dma",1974,71811,3458,40,39.7
"dnk",1974,5039920,24027,32.803292,13.1
"dom",1974,5019471,4306,44.316,108.2
"dza",1974,16247113,7812,41.0342309836,214.9
"ecu",1974,6798205,6752,40.4,121.3
"egy",1974,37815578,3105,40.43,222.9
"eri",1974,2013382,1035,40,213.1
"eri_a_eth",1974,34587598,,40,
"est",1974,1410492,10839,27.8876685714,26.68
"eth",1974,31855294,780,50.9795904,241
"fin",1974,4691818,19273,34.3773142045,13.1
"fji",1974,565386,5319,45.5462804866,53.6
"flk",1974,1932,,40,
"fra",1974,52647616,20997,39.651657781,15.4
"fro",1974,40116,,40,
"fsm",1974,62477,2735,40,77.751668765
"gab",1974,636702,18287,57.976216,152.325631866
"gbg",1974,53780,,40,
"gbm",1974,60098,,40,
"geo",1974,4871634,6192,32.0548596,69.9773514719
"gha",1974,9604280,2559,50.8642173363,191
"gib",1974,25266,,40,
"gin",1974,4340748,1053,45.75968,313.9
"glp",1974,326784,,40,
"gmb",1974,505512,1956,40,276.9
"gnb",1974,764974,1829,43.27904,257.155020475
"gnq",1974,249587,1029,40,228.48164147
"grc",1974,8952862,14801,42.070754,32.4
"grd",1974,93151,3588,40,75.9044476744
"grl",1974,49231,12655,40,
"gtm",1974,6069077,5460,49.227356,154
"guf",1974,54520,,40,
"gum",1974,91381,,40,
"guy",1974,730227,4172,45.9251771363,73
"hkg",1974,4243512,10744,42.94,
"hnd",1974,3015606,3089,60.304,125.7
"hos",1974,711,,40,
"hrv",1974,4484521,15299,41.540166,31.7250721398
"hti",1974,5047948,2322,50.159322,224
"hun",1974,10495442,14746,25.909978,41.6
"idn",1974,127465232,2679,44.6645091089,145.3
"ind",1974,607446519,1139,40.373036,197.9
