"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","fertility_rate"
"abkh",1971,,,40,
"abw",1971,59438,6904,40,2.79
"afg",1971,11412821,1092,30.1577987358,7.67
"ago",1971,6437645,5614,46.7985624194,7.26
"aia",1971,6454,,40,
"akr_a_dhe",1971,12359,,40,
"alb",1971,2202040,3849,26.0597039474,4.93
"and",1971,25560,33032,40,
"ant",1971,160894,,40,2.79
"arg",1971,24366442,10167,35.46,3.1
"arm",1971,2580894,3589,38.0688609139,3.12
"asm",1971,27916,,40,
"atg",1971,66338,6088,40,3.52
"aus",1971,13150591,20176,32.1782235975,2.95
"aut",1971,7543451,18698,46.5822013333,2.2
"aze",1971,5287272,7416,40,4.48
"bdi",1971,3507593,827,43.3070296721,7.33
"bel",1971,9692900,19548,36.1991546526,2.13
"ben",1971,2971941,1180,48.366136,6.79
"bfa",1971,5723379,810,47.6407774045,6.66
"bgd",1971,66417450,1142,29.8951993348,6.94
"bgr",1971,8546810,8186,20.6483005563,2.14
"bhr",1971,220808,31102,40,6.29
"bhs",1971,173867,21018,48.1416603998,3.5
"bih",1971,3790948,2732,40,2.78
"blr",1971,9113278,5549,23.08,2.28
"blz",1971,124792,2570,40,6.29
"bmu",1971,52857,32748,40,
"bol",1971,4600596,3727,53.6918730156,6.55
"bra",1971,98402200,6463,59.2849183933,4.9
"brb",1971,240038,9109,48.1859322832,2.95
"brn",1971,135716,78230,40,5.77
"btn",1971,301653,1059,40,6.67
"bwa",1971,715811,1810,48.3387148148,6.61
"caf",1971,1864757,1285,56.1802313043,5.95
"can",1971,21790338,20688,33.7755262564,2.14
"cck",1971,430,,40,
"chanisl",1971,122413,,40,2.02
"cheslo",1971,14385355,,40,
"chl",1971,9741579,7906,48.1693930737,3.85
"chn",1971,829367784,876,27.64,5.4
"civ",1971,5487594,3983,49.2322943309,7.93
"cmr",1971,6948847,2190,49.1925,6.25
"cod",1971,20563111,2194,44.1527809859,6.24
"cog",1971,1376189,3545,39.5149190323,6.28
"cok",1971,21507,,40,
"col",1971,22611988,4484,52.1965400449,5.37
"com",1971,233125,1453,50.3242534375,7.06
"cpv",1971,273053,856,40,6.91
"cri",1971,1898366,5933,46.0315483988,4.73
"cub",1971,8869961,9471,38.840693871,3.86
"cxr",1971,1103,,40,
"cym",1971,9583,24132,40,
"cyp",1971,620860,9415,40,2.55
"cyp_nor",1971,,,40,
"cze",1971,9840280,15487,27.3659916,2.1
"deu",1971,78584779,21695,39.619304,1.92
"deu_east",1971,17015344,,40,
"dji",1971,169370,4510,40,6.83
"dma",1971,71566,2857,40,
"dnk",1971,4960476,22464,30.159128,2.04
"dom",1971,4631114,3484,44.829,5.98
"dza",1971,14960111,6427,40.986414918,7.62
"ecu",1971,6248831,5866,38.6,6.01
"egy",1971,35561087,3090,42.6349991989,5.85
"eri",1971,1854395,1054,40,6.64
"eri_a_eth",1971,32322507,,40,
"est",1971,1373336,9885,28.72976,2.12
"eth",1971,29246170,792,51.9146076,7.02
"fin",1971,4623389,16564,37.1572768181,1.7
"fji",1971,531601,4590,47.0694207299,4.4
"flk",1971,1975,,40,
"fra",1971,51273975,18891,43.4066311242,2.41
"fro",1971,38983,,40,
"fsm",1971,62107,1760,40,6.93
"gab",1971,601734,5793,62.891554,5.14
"gbg",1971,53621,,40,
"gbm",1971,57711,,40,
"geo",1971,4749544,5303,32.2607304,2.59
"gha",1971,8827273,2527,50.8902743341,6.94
"gib",1971,24844,,40,
"gin",1971,4259102,977,48.73172,6.22
"glp",1971,321848,,40,4.76
"gmb",1971,460193,1597,40,6.14
"gnb",1971,724863,1676,42.58292375,6.49
"gnq",1971,284915,1081,40,5.68
"grc",1971,8819206,13227,41.837816,2.36
"grd",1971,94180,2852,40,4.56
"grl",1971,47190,11000,40,3.25
"gtm",1971,5577824,4766,52.639424,6.22
"guf",1971,49624,,40,4.47
"gum",1971,85728,,40,4.25
"guy",1971,703811,3996,45.0370472105,5.02
"hkg",1971,4005761,9017,43,3.33
"hnd",1971,2766444,2778,61.486,7.2
"hos",1971,644,,40,
"hrv",1971,4438818,13019,42.5628797143,1.99
"hti",1971,4793157,2076,50.942598,5.69
"hun",1971,10381705,13471,26.759842,2.05
"idn",1971,117921994,2162,44.1661272772,5.41
"ind",1971,566605402,1154,39.962144,5.41
"irl",1971,2984044,11850,38.570098,3.81
"irn",1971,29281130,11475,47.5,6.36
"irq",1971,10255904,7785,43.5207,7.31
"isl",1971,207050,16687,40,2.95
"isr",1971,2936668,11878,46.1,3.81
"ita",1971,53891946,16680,39.2024,2.43
"jam",1971,1900243,7769,33.041604,5.31
"jey",1971,69586,,40,
"jor",1971,1739903,4421,40,7.88
"jpn",1971,105142875,14673,36.2014260407,2.11
"kaz",1971,13325342,12067,33.11334,3.49
"ken",1971,11657479,2002,51.235218,8.05
"kgz",1971,3035474,3443,33.748052,4.82
"khm",1971,7167716,1539,40,6.34
"kir",1971,52020,2998,40,5.67
"kna",1971,,4601,40,
"kor",1971,32087884,2427,35.0143530402,4.41
"korea_union",1971,47228907,,,
"kos",1971,1472543,,40,
"kwt",1971,807900,63583,40,7.12
"lao",1971,2759634,1357,40.9749554098,5.98
"lbn",1971,2353569,12871,55,4.84
"lbr",1971,1457714,1507,40,6.74
