"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1889,,1329,,
"afg",1889,,764,37.2,481.39
"ago",1889,,913,29.3,485.68
"alb",1889,,993,29,375.2
"and",1889,,2806,,
"are",1889,,1706,43.4,434.46
"arg",1889,,5896,40.7,395.95
"arm",1889,,660,34.1,330.409719257
"atg",1889,,1208,,229.92745474
"aus",1889,,7898,37,209.1
"aut",1889,,4509,36.7,383.5
"aze",1889,,1117,45.4,320.045769499
"bdi",1889,,454,43.7,423.95
"bel",1889,,6293,49.2,251.04
"ben",1889,,835,42.9,430.46
"bfa",1889,,520,37.5,454.69
"bgd",1889,,927,39.9,550.09
"bgr",1889,,1859,35.4,325.72
"bhr",1889,,2383,41.9,439.79
"bhs",1889,,2307,,217.682847115
"bih",1889,,1025,45.7,378.8
"blr",1889,,899,50,365.67
"blz",1889,,924,,247.184434851
"bmu",1889,,1959,,
"bol",1889,,1645,36.9,404.69
"bra",1889,,1364,25.6,417.44
"brb",1889,,1458,,642.481628295
"brn",1889,,1916,,454.69
"btn",1889,,723,48,430.235253555
"bwa",1889,,556,35.6,397.2
"caf",1889,,593,49.1,443.79
"can",1889,,3730,41.4,268.97
"che",1889,,7486,35.6,217.85
"chl",1889,,2786,68.4,417.44
"chn",1889,,955,25.1,417.44
"civ",1889,,1160,45.2,427.86
"cmr",1889,,876,33.4,460.21
"cod",1889,,700,42.1,422.65
"cog",1889,,739,42.2,408.51
"col",1889,,1154,43.3,417.44
"com",1889,,762,47.5,416.16
"cpv",1889,,712,48.1,394.71
"cri",1889,,1680,43.5,441.12
"cub",1889,,2426,41.7,283.16
"cym",1889,,1659,,
"cyp",1889,,1935,42.6,339.12
"cze",1889,,3397,42.7,379.99
"deu",1889,,3658,40.6,367.32
"dji",1889,,997,46.1,445.15
"dma",1889,,1058,,
"dnk",1889,,4356,45.4,203.9
"dom",1889,,972,46.2,445.15
"dza",1889,,1553,33.8,460.21
"ecu",1889,,825,47.1,405.96
"egy",1889,,1154,33.9,404.69
"eri",1889,,636,48.7,441.12
"esp",1889,,2488,31.5,301.740490358
"est",1889,,1470,33.1,305.11
"eth",1889,,537,47.5,447.88
"fin",1889,,2214,36.6,234.5
"fji",1889,,995,46.2,498.88
"fra",1889,,3510,48.5,229.48
"fsm",1889,,547,,250.321296004
"gab",1889,,395,45.9,435.79
"gbr",1889,,7164,37.9,227.85
"geo",1889,,741,29.7,329.356712576
"gha",1889,,768,39,471.38
"gin",1889,,520,32.7,438.46
"gmb",1889,,858,47,460.21
"gnb",1889,,824,49.8,417.44
"gnq",1889,,400,51.7,446.51
"grc",1889,,2598,34.5,344.77
"grd",1889,,1288,,245.524463755
"grl",1889,,823,,
"gtm",1889,,1507,35.3,503.36
"guy",1889,,1938,38.2,429.16
"hkg",1889,,1495,,
"hnd",1889,,1632,43.8,393.46
"hrv",1889,,2588,,366.84
"hti",1889,,1282,44.8,485.456486833
"hun",1889,,2465,40.2,415.967765547
"idn",1889,,1117,39,443.79
"ind",1889,,1113,28.8,523.15
"irl",1889,,3591,33.3,138.36
"irn",1889,,1227,39,506.38
"irq",1889,,1385,38.3,427.86
"isl",1889,,1927,,130.26
"isr",1889,,988,44.9,447.136597112
"ita",1889,,3061,46.2,329.13
"jam",1889,,958,39.1,284.37
"jor",1889,,1394,44.3,421.34
"jpn",1889,,1483,47.3,349.37
"kaz",1889,,1787,43.3,485.68
"ken",1889,,1128,33.9,507.88
"kgz",1889,,933,38.1,376.287485756
"khm",1889,,1003,46,379.99
"kir",1889,,596,,327.172366326
"kna",1889,,1859,,
"kor",1889,,526,32.1,503.36
"kwt",1889,,1877,42.9,500.35
"lao",1889,,1022,38.4,418.74
"lbn",1889,,1870,37.6,447.88
"lbr",1889,,962,46.3,429.16
"lby",1889,,2453,41.8,404.69
"lca",1889,,1100,,264.621259978
"lka",1889,,1492,43.4,409.79
"lso",1889,,413,51.6,407.24
"ltu",1889,,1991,36.1,356.28
"lux",1889,,3293,40.3,301.91
"lva",1889,,1177,36.1,294.56
"mac",1889,,1258,,
"mar",1889,,809,36.2,403.44
"mco",1889,,4460,,
"mda",1889,,888,35.4,336.323850288
"mdg",1889,,801,41,437.13
"mdv",1889,,839,,399.799731802
"mex",1889,,1824,47.3,487.15
"mhl",1889,,569,,
"mkd",1889,,1326,30.5,383.502286633
"mli",1889,,619,47.2,494.48
"mlt",1889,,1475,,137.688829064
"mmr",1889,,1040,33.6,433.13
"mne",1889,,2032,42.4,375.2
"mng",1889,,667,48.3,420.04
"moz",1889,,411,42.9,439.79
"mrt",1889,,738,47.9,417.44
"mus",1889,,1315,44.6,212.85
"mwi",1889,,355,41.7,439.79
"mys",1889,,1213,40.9,435.79
"nam",1889,,1517,40.2,412.34
"ner",1889,,624,43.3,433.13
"nga",1889,,1207,37.2,438.46
"nic",1889,,2030,42.7,509.39
"nld",1889,,6223,43,267.12
"nor",1889,,3179,42.9,187.78
"npl",1889,,759,41,407.24
"nru",1889,,775,,
"nzl",1889,,6174,38.2,112
"omn",1889,,1317,44.7,413.61
"pak",1889,,1080,36.5,501.85
"pan",1889,,1849,43.2,405.96
"per",1889,,1448,42.3,371.61
"phl",1889,,1089,38.5,431.79
"plw",1889,,1063,,
"png",1889,,692,36.5,423.95
"pol",1889,,2123,25.2,355.13
"pri",1889,,2005,,
"prk",1889,,529,49.9,500.35
"prt",1889,,2013,40,372.81
"pry",1889,,1985,42.8,374
"pse",1889,,1297,44.6,434.354398407
"qat",1889,,1877,42.9,433.13
"rou",1889,,2143,35.4,310.63
"rus",1889,,2242,50,446.6
"rwa",1889,,482,49,420.04
"sau",1889,,956,46.4,416.16
"sdn",1889,,725,33.8,425.25
"sen",1889,,696,42.4,512.4
"sgp",1889,,1936,42.7,392.21
"slb",1889,,464,50.7,504.87
"sle",1889,,1027,46.1,513.91
