"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1808,,834,,
"afg",1808,,603,30.5,469.98
"ago",1808,,640,48.9,485.68
"alb",1808,,668,41.2,375.2
"and",1808,,1215,,
"are",1808,,1028,44.9,434.46
"arg",1808,,1509,47.1,402.19
"arm",1808,,514,29.1,367.336161991
"atg",1808,,758,,443.816124668
"aus",1808,,830,41.3,390.99
"aut",1808,,1908,53.4,315.5
"aze",1808,,776,32.9,377.762976907
"bdi",1808,,421,43.7,423.95
"bel",1808,,2415,62.4,321.31
"ben",1808,,597,48,430.46
"bfa",1808,,480,37.5,454.69
"bgd",1808,,876,41.8,507.88
"bgr",1808,,1090,47.8,365.67
"bhr",1808,,1278,44.7,439.79
"bhs",1808,,1447,,439.465141971
"bih",1808,,669,28,378.8
"blr",1808,,610,57.9,365.67
"blz",1808,,579,,441.215280846
"bmu",1808,,1229,,
"bol",1808,,855,36.9,404.69
"bra",1808,,1110,40.1,417.44
"brb",1808,,915,,483.169348902
"brn",1808,,1514,,454.69
"btn",1808,,630,46.9,460.280981366
"bwa",1808,,398,35.6,397.2
"caf",1808,,425,45.2,443.79
"can",1808,,1382,45.1,333.47
"che",1808,,2704,41.7,344.77
"chl",1808,,1028,47.1,417.44
"chn",1808,,985,44.2,417.44
"civ",1808,,839,38.1,427.86
"cmr",1808,,627,56.2,460.21
"cod",1808,,501,42.1,422.65
"cog",1808,,588,51.1,408.51
"col",1808,,964,58.9,417.44
"com",1808,,702,36.3,416.16
"cpv",1808,,530,50.3,394.71
"cri",1808,,776,49.4,441.12
"cub",1808,,948,36.9,400.95
"cym",1808,,1040,,
"cyp",1808,,854,30.2,339.12
"cze",1808,,1918,34.9,379.99
"deu",1808,,1734,53,340.25
"dji",1808,,771,41.9,445.15
"dma",1808,,664,,
"dnk",1808,,2043,61,370.41
"dom",1808,,668,40.6,445.15
"dza",1808,,723,57.7,460.21
"ecu",1808,,530,38.8,405.96
"egy",1808,,792,57.7,404.69
"eri",1808,,533,45.3,441.12
"esp",1808,,1520,38,450.6
"est",1808,,947,48.9,362.15
"eth",1808,,523,47.5,447.88
"fin",1808,,1262,50.6,404.69
"fji",1808,,786,47.5,498.88
"fra",1808,,1832,59,355.727182339
"fsm",1808,,520,,427.374276255
"gab",1808,,391,45.9,435.79
"gbr",1808,,3340,59.3,315.87
"geo",1808,,544,29.7,390.210805045
"gha",1808,,700,58.4,471.38
"gin",1808,,451,32.7,449.24
"gmb",1808,,817,45.1,460.21
"gnb",1808,,778,49.8,417.44
"gnq",1808,,359,45.6,446.51
"grc",1808,,1390,49.9,360.97
"grd",1808,,960,,445.3439133
"grl",1808,,394,,
"gtm",1808,,858,35.3,503.36
"guy",1808,,1215,38.2,429.16
"hkg",1808,,1008,,
"hnd",1808,,675,60.3,393.46
"hrv",1808,,,,366.84
"hti",1808,,634,41.8,486.315114872
"hun",1808,,1251,47.4,368.01
"idn",1808,,996,51.7,443.79
"ind",1808,,1051,32.8,509.39
"irl",1808,,1449,44.6,348.22
"irn",1808,,978,57.7,506.38
"irq",1808,,971,57.7,427.86
"isl",1808,,927,,412.34
"isr",1808,,881,44.9,447.922322605
"ita",1808,,2555,60.5,456.05
"jam",1808,,1172,39.1,389.77
"jor",1808,,977,39.3,421.34
"jpn",1808,,1061,53.2,363.32
"kaz",1808,,1151,43.3,497.41
"ken",1808,,875,46.3,507.88
"kgz",1808,,509,46,382.137326291
"khm",1808,,905,39.2,379.99
"kir",1808,,555,,440.047773494
"kna",1808,,1166,,
"kor",1808,,571,32.1,503.36
"kwt",1808,,1131,44.8,500.35
"lao",1808,,866,38.4,418.74
"lbn",1808,,1088,57.7,447.88
"lbr",1808,,798,38.9,429.16
"lby",1808,,1051,44.7,404.69
"lca",1808,,875,,437.280566374
"lka",1808,,899,48,409.79
"lso",1808,,395,55.6,407.24
"ltu",1808,,1282,48.9,458.81
"lux",1808,,1454,27.1,357.45
"lva",1808,,758,48.9,404.69
"mac",1808,,993,,
"mar",1808,,716,57.7,403.44
"mco",1808,,1969,,
"mda",1808,,622,47.8,390.945728823
"mdg",1808,,573,41,437.13
"mdv",1808,,843,,452.654777913
"mex",1808,,1381,40.1,487.15
"mhl",1808,,542,,
"mkd",1808,,691,32.5,395.58607289
"mli",1808,,603,47.2,494.48
"mlt",1808,,782,,412.341184173
"mmr",1808,,841,30.5,433.13
"mne",1808,,1059,31.2,375.2
"mng",1808,,593,34.6,420.04
"moz",1808,,392,45.2,439.79
"mrt",1808,,528,49.4,417.44
"mus",1808,,941,38.5,427.86
"mwi",1808,,350,45.7,439.79
"mys",1808,,998,25.3,435.79
"nam",1808,,541,52.6,412.34
"ner",1808,,447,43.3,433.13
"nga",1808,,864,54.9,438.46
"nic",1808,,974,55.4,509.39
"nld",1808,,3483,56.3,323.5
"nor",1808,,1295,43.7,335.73
"npl",1808,,655,41,407.24
"nru",1808,,555,,
"nzl",1808,,659,38.2,390.99
"omn",1808,,917,45,413.61
"pak",1808,,1020,28.7,501.85
"pan",1808,,848,57.5,405.96
"per",1808,,1205,57.4,371.61
"phl",1808,,963,32.5,431.79
"plw",1808,,840,,
"png",1808,,547,25.8,423.95
"pol",1808,,1250,34.5,369.21
"pri",1808,,1377,,
"prk",1808,,574,45.4,500.35
"prt",1808,,1687,55.1,372.81
"pry",1808,,836,54.8,374
"pse",1808,,1222,34.9,435.123923579
"qat",1808,,1131,44.8,433.13
"rou",1808,,816,47.8,371.61
"rus",1808,,1444,57.9,418.74
"rwa",1808,,435,59,420.04
"sau",1808,,850,45.1,416.16
"sdn",1808,,519,33.8,425.25
"sen",1808,,498,45.9,512.4
"sgp",1808,,1023,41,456.05
"slb",1808,,363,45.5,504.87
"sle",1808,,735,58.8,513.91
"slv",1808,,976,52.1,461.6
"smr",1808,,1422,,
"som",1808,,699,50.9,451.96
"srb",1808,,1359,32.5,374
"ssd",1808,,508,33.78,490.08
"stp",1808,,863,,434.061005293
"sur",1808,,1638,33,405.96
"svk",1808,,1428,34.9,363.32
"svn",1808,,1410,27.7,360.97
"swe",1808,,1327,67.5,349.58
"swz",1808,,490,59.6,413.61
"syc",1808,,817,,416.177821861
"syr",1808,,1082,57.7,429.16
"tca",1808,,487,,
"tcd",1808,,419,50.6,431.79
"tgo",1808,,683,37.8,426.55
"tha",1808,,933,47.4,438.46
"tjk",1808,,558,47.4,374.747587861
"tkm",1808,,952,41.4,495.842897953
"tls",1808,,529,32.1,446.572107427
"ton",1808,,663,,418.336902695
"tto",1808,,1232,44.7,405.96
"tun",1808,,717,57.7,460.21
"tur",1808,,1223,57.7,379.99
"tuv",1808,,719,,
"twn",1808,,997,,
"tza",1808,,563,37.6,414.89
"uga",1808,,464,41,510.9
"ukr",1808,,770,45.6,360.97
"ury",1808,,1760,48.1,405.96
"usa",1808,,2115,66.6,461.346
"uzb",1808,,503,44.4,381.27076895
