"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1825,,864,,
"afg",1825,,615,30.5,471.38
"ago",1825,,689,47.5,485.68
"alb",1825,,677,41.2,375.2
"and",1825,,1317,,
"are",1825,,1095,44.5,434.46
"arg",1825,,1623,44.9,402.19
"arm",1825,,525,29.1,359.25852435
"atg",1825,,785,,386.598145325
"aus",1825,,1015,42.2,390.99
"aut",1825,,2171,50.5,320.37
"aze",1825,,800,35.6,364.843613697
"bdi",1825,,428,43.7,423.95
"bel",1825,,2454,60.8,319.41495314
"ben",1825,,613,47.6,430.46
"bfa",1825,,484,37.5,454.69
"bgd",1825,,875,41.8,507.88
"bgr",1825,,1119,47.8,357.45
"bhr",1825,,1375,44.1,439.79
"bhs",1825,,1499,,379.21984167
"bih",1825,,688,31.7,378.8
"blr",1825,,633,57.2,365.67
"blz",1825,,600,,390.696419528
"bmu",1825,,1273,,
"bol",1825,,898,36.9,404.69
"bra",1825,,1124,39.9,417.44
"brb",1825,,948,,512.948752128
"brn",1825,,1542,,454.69
"btn",1825,,638,47.2,453.805831189
"bwa",1825,,408,35.6,397.2
"caf",1825,,436,45.5,443.79
"can",1825,,1569,42.1,333.47
"che",1825,,2856,43,344.77
"chl",1825,,991,49.9,417.44
"chn",1825,,985,43,417.44
"civ",1825,,898,38.6,427.86
"cmr",1825,,643,54.5,460.21
"cod",1825,,537,42.1,422.65
"cog",1825,,617,50.4,408.51
"col",1825,,978,58.9,417.44
"com",1825,,714,37.1,416.16
"cpv",1825,,542,49.8,394.71
"cri",1825,,822,48.2,441.12
"cub",1825,,1155,37.9,365.67
"cym",1825,,1078,,
"cyp",1825,,908,32.8,339.12
"cze",1825,,2001,37.2,379.99
"deu",1825,,1954,51.5,340.25
"dji",1825,,814,42.8,445.15
"dma",1825,,688,,
"dnk",1825,,2184,59.4,351.67
"dom",1825,,687,41.8,445.15
"dza",1825,,776,58.6,460.21
"ecu",1825,,548,40.6,405.96
"egy",1825,,812,58.6,404.69
"eri",1825,,540,46,441.12
"esp",1825,,1541,37,450.6
"est",1825,,992,48.9,362.15
"eth",1825,,525,47.5,447.88
"fin",1825,,1325,50.6,340.25
"fji",1825,,801,47.2,498.88
"fra",1825,,1798,58.2,305.66
"fsm",1825,,526,,381.989862019
"gab",1825,,392,45.9,435.79
"gbr",1825,,3628,56.6,312.61
"geo",1825,,558,29.7,376.569810104
"gha",1825,,710,55.9,471.38
"gin",1825,,456,32.7,446.51
"gmb",1825,,825,45.5,460.21
"gnb",1825,,783,49.8,417.44
"gnq",1825,,368,46.9,446.51
"grc",1825,,1479,49.9,360.97
"grd",1825,,982,,393.02600741
"grl",1825,,416,,
"gtm",1825,,895,35.3,503.36
"guy",1825,,1259,38.2,429.16
"hkg",1825,,1021,,
"hnd",1825,,721,56.8,393.46
"hrv",1825,,1407,,366.84
"hti",1825,,668,42.4,486.134783159
"hun",1825,,1303,45,368.01
"idn",1825,,1005,50.1,443.79
"ind",1825,,1051,33.8,509.39
"irl",1825,,1558,42.1,348.22
"irn",1825,,989,58.6,506.38
"irq",1825,,993,58.6,427.86
"isl",1825,,981,,412.34
"isr",1825,,883,44.9,447.757302855
"ita",1825,,2512,58.9,454.69
"jam",1825,,1126,39.1,389.77
"jor",1825,,999,40.3,421.34
"jpn",1825,,1087,51.9,363.32
"kaz",1825,,1206,43.3,497.41
"ken",1825,,923,46.3,507.88
"kgz",1825,,532,46,380.902088407
"khm",1825,,913,40.6,379.99
"kir",1825,,563,,413.507932284
"kna",1825,,1208,,
"kor",1825,,561,32.1,503.36
"kwt",1825,,1205,44.4,500.35
"lao",1825,,877,38.4,418.74
"lbn",1825,,1138,58.6,447.88
"lbr",1825,,810,40.4,429.16
"lby",1825,,1119,44.1,404.69
"lca",1825,,892,,393.530741567
"lka",1825,,905,47.6,409.79
"lso",1825,,399,54.8,407.24
"ltu",1825,,1343,48.9,458.81
"lux",1825,,1546,29.9,357.45
"lva",1825,,794,48.9,404.69
"mac",1825,,1012,,
"mar",1825,,723,58.6,403.44
"mco",1825,,2121,,
"mda",1825,,640,47.8,378.790599353
"mdg",1825,,589,41,437.13
"mdv",1825,,845,,441.011178666
"mex",1825,,1368,38.7,487.15
"mhl",1825,,547,,
"mkd",1825,,721,32.5,393.018794474
"mli",1825,,605,47.2,494.48
"mlt",1825,,821,,327.552065161
"mmr",1825,,843,30.5,433.13
"mne",1825,,1105,33.6,375.2
"mng",1825,,599,37.4,420.04
"moz",1825,,396,45.6,439.79
"mrt",1825,,542,49.1,417.44
"mus",1825,,966,39.8,427.86
"mwi",1825,,351,45.7,439.79
"mys",1825,,1011,25.3,435.79
"nam",1825,,584,52.6,412.34
"ner",1825,,458,43.3,433.13
"nga",1825,,903,53.6,438.46
"nic",1825,,1029,52.8,509.39
"nld",1825,,3883,55,323.5
"nor",1825,,1361,44.4,302.98
"npl",1825,,657,41,407.24
"nru",1825,,569,,
"nzl",1825,,661,38.2,390.99
"omn",1825,,937,44.9,413.61
