"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1899,,1422,,
"afg",1899,,790,39.2,482.11
"ago",1899,,954,34.3,484.97
"alb",1899,,1141,28.1,374.65
"and",1899,,3158,,
"are",1899,,1972,43.6,433.83
"arg",1899,,7040,43.6,366.3
"arm",1899,,908,34.6,326.116264916
"atg",1899,,1292,,211.997168682
"aus",1899,,6398,38.7,179.05
"aut",1899,,5699,36.9,356.05
"aze",1899,,1557,44.8,313.561187565
"bdi",1899,,458,43.7,423.33
"bel",1899,,6825,49.5,240.18
"ben",1899,,876,42.2,429.83
"bfa",1899,,526,37.5,454.03
"bgd",1899,,962,39.1,564.07
"bgr",1899,,2028,33.2,319.75
"bhr",1899,,2669,40.8,439.15
"bhs",1899,,2467,,199.598611002
"bih",1899,,1068,45.8,378.24
"blr",1899,,1257,50,365.13
"blz",1899,,988,,230.120738294
"bmu",1899,,2096,,
"bol",1899,,1809,36.9,404.1
"bra",1899,,1248,25.4,416.83
"brb",1899,,1560,,665.487482565
"brn",1899,,1982,,454.03
"btn",1899,,737,47.8,426.664595207
"bwa",1899,,583,35.6,396.62
"caf",1899,,623,48.6,443.14
"can",1899,,4664,41,300.372006201
"che",1899,,9643,36,180.74
"chl",1899,,3421,71,522.120524855
"chn",1899,,882,31,416.83
"civ",1899,,1207,44.3,427.23
"cmr",1899,,919,37.3,459.53
"cod",1899,,729,42.1,422.03
"cog",1899,,760,40.9,407.92
"col",1899,,1184,49.4,416.83
"com",1899,,770,46,415.55
"cpv",1899,,743,48,394.13
"cri",1899,,1879,44.3,387.98
"cub",1899,,2724,41,621.05
"cym",1899,,1774,,
"cyp",1899,,2177,42.4,310
"cze",1899,,3904,40.5,328.56
"deu",1899,,4473,41.9,351.19
"dji",1899,,1029,45.3,444.5
"dma",1899,,1132,,
"dnk",1899,,5439,45.7,192.95
"dom",1899,,1027,45.3,444.5
"dza",1899,,1731,34.7,459.53
"ecu",1899,,879,46.2,405.37
"egy",1899,,1281,37,404.1
"eri",1899,,653,48.6,440.48
"esp",1899,,2684,33.1,328.911787352
"est",1899,,2068,34.4,288.91
"eth",1899,,539,47.5,447.22
"fin",1899,,2686,37,240.99
"fji",1899,,1029,45.4,498.15
"fra",1899,,4261,51.1,234.25
"fsm",1899,,551,,234.324381923
"gab",1899,,396,45.9,435.16
"gbr",1899,,8113,39.4,232.28
"geo",1899,,1026,32.8,322.53440911
"gha",1899,,742,39.1,466.325513833
"gin",1899,,531,36.6,434.309969812
"gmb",1899,,863,46.9,459.53
"gnb",1899,,831,49.8,416.83
"gnq",1899,,405,51.6,445.86
"grc",1899,,2986,35.7,324.14
"grd",1899,,1344,,228.12283108
"grl",1899,,915,,
"gtm",1899,,1634,36.7,502.63
"guy",1899,,2073,40.1,368.830690753
"hkg",1899,,1732,,
"hnd",1899,,1854,43.3,392.88
"hrv",1899,,2802,,366.3
"hti",1899,,1419,44.3,485.350588557
"hun",1899,,2825,37.7,339.88
"idn",1899,,1175,40.4,443.14
"ind",1899,,1156,29.7,536.47
"irl",1899,,3977,34.9,164.08
"irn",1899,,1313,38,505.64
"irq",1899,,1498,40.6,427.23
"isl",1899,,2266,,136.57
"isr",1899,,1045,44.9,447.039689596
"ita",1899,,3448,47.4,272.93
"jam",1899,,989,38.8,276.23
"jor",1899,,1508,43.8,420.73
"jpn",1899,,1786,49.6,338.62
"kaz",1899,,2514,38.6,466.5
"ken",1899,,1163,40.8,507.14
"kgz",1899,,1019,39.8,375.571521462
"khm",1899,,1018,46,379.44
"kir",1899,,601,,315.416828374
"kna",1899,,1988,,
"kor",1899,,521,32.1,502.63
"kwt",1899,,2169,42.4,499.62
"lao",1899,,1047,38.4,418.13
"lbn",1899,,2067,40.1,447.22
"lbr",1899,,988,46.2,428.53
"lby",1899,,2772,41.3,404.1
"lca",1899,,1137,,248.71067791
"lka",1899,,2045,44.1,409.19
"lso",1899,,416,51.6,406.64
"ltu",1899,,2801,37.6,307.87
"lux",1899,,3707,39.6,249.9
"lva",1899,,1656,37.6,260.64
"mac",1899,,1301,,
"mar",1899,,823,36,402.85
"mco",1899,,5009,,
"mda",1899,,1236,33.2,330.132801858
"mdg",1899,,841,41,436.49
"mdv",1899,,838,,393.717881072
"mex",1899,,2179,49,514.67
"mhl",1899,,573,,
"mkd",1899,,1436,33.6,382.036290991
"mli",1899,,621,47.2,493.76
"mlt",1899,,1616,,120.25110507
"mmr",1899,,1158,33.1,432.49
"mne",1899,,2200,42.1,374.65
"mng",1899,,678,48.3,419.43
"moz",1899,,414,39.8,439.15
"mrt",1899,,775,48.1,416.83
