"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1872,,1185,,
"afg",1872,,721,48.3,478.53
"ago",1872,,847,34.1,485.68
"alb",1872,,773,39.9,375.2
"and",1872,,2295,,
"are",1872,,1334,43.7,434.46
"arg",1872,,3160,26.9,402.19
"arm",1872,,629,56.9,337.838714826
"atg",1872,,1077,,263.957582702
"aus",1872,,5897,42.6,182.81
"aut",1872,,3666,36.4,438.48
"aze",1872,,1038,42.8,331.378810246
"bdi",1872,,447,43.7,423.95
"bel",1872,,5238,52.4,294.28
"ben",1872,,769,44.1,430.46
"bfa",1872,,510,37.5,454.69
"bgd",1872,,885,49.1,507.88
"bgr",1872,,1440,46.5,333.47
"bhr",1872,,1965,42.5,439.79
"bhs",1872,,2057,,252.265342686
"bih",1872,,812,42,378.8
"blr",1872,,831,50,365.67
"blz",1872,,824,,279.146530125
"bmu",1872,,1747,,
"bol",1872,,1401,36.9,404.69
"bra",1872,,1540,40.3,417.44
"brb",1872,,1300,,605.182152674
"brn",1872,,1809,,454.69
"btn",1872,,699,47.8,436.374085819
"bwa",1872,,512,35.6,397.2
"caf",1872,,547,48.2,443.79
"can",1872,,2834,43.5,292.46
"che",1872,,5278,49.1,301.726793685
"chl",1872,,2017,67.8,417.44
"chn",1872,,1090,35.5,417.44
"civ",1872,,1084,43.5,427.86
"cmr",1872,,807,39,460.21
"cod",1872,,652,42.1,422.65
"cog",1872,,705,44.4,408.51
"col",1872,,1104,57.3,417.44
"com",1872,,749,44.8,416.16
"cpv",1872,,662,48.6,394.71
"cri",1872,,1390,44.8,441.12
"cub",1872,,1992,40.7,446.51
"cym",1872,,1479,,
"cyp",1872,,1583,40,339.12
"cze",1872,,2723,53.2,379.99
"deu",1872,,2962,44.5,488.82
"dji",1872,,944,45.2,445.15
"dma",1872,,944,,
"dnk",1872,,3695,54,190.6
"dom",1872,,887,45,445.15
"dza",1872,,1292,43.6,460.21
"ecu",1872,,740,45.4,405.96
"egy",1872,,1008,46.1,404.69
"eri",1872,,609,48,441.12
"esp",1872,,2242,33.4,327.254900448
"est",1872,,1344,47.2,337.99
"eth",1872,,534,47.5,447.88
"fin",1872,,1906,49.1,281.07
"fji",1872,,939,46.4,498.88
"fra",1872,,3631,57,254.87
"fsm",1872,,542,,280.062099411
"gab",1872,,394,45.9,435.79
"gbr",1872,,6274,47.8,243.59
"geo",1872,,697,29.7,341.287443955
"gha",1872,,739,54.3,471.38
"gin",1872,,502,32.7,441.12
"gmb",1872,,849,46.6,460.21
"gnb",1872,,813,49.8,417.44
