"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1809,,834,,
"afg",1809,,603,30.5,469.98
"ago",1809,,642,48.9,485.68
"alb",1809,,668,41.2,375.2
"and",1809,,1217,,
"are",1809,,1032,44.8,434.46
"arg",1809,,1509,47.1,402.19
"arm",1809,,514,29.1,366.856018757
"atg",1809,,758,,440.227329064
"aus",1809,,832,41.3,390.99
"aut",1809,,1916,53.4,299.15
"aze",1809,,776,33.1,376.99050591
"bdi",1809,,422,43.7,423.95
"bel",1809,,2416,62.4,321.31
"ben",1809,,597,48,430.46
"bfa",1809,,480,37.5,454.69
"bgd",1809,,875,41.8,507.88
"bgr",1809,,1090,47.8,365.67
"bhr",1809,,1284,44.7,439.79
"bhs",1809,,1447,,435.670108108
"bih",1809,,669,28.2,378.8
"blr",1809,,611,57.9,365.67
"blz",1809,,579,,438.07050063
"bmu",1809,,1229,,
"bol",1809,,855,36.9,404.69
"bra",1809,,1110,40.1,417.44
"brb",1809,,915,,484.872209997
"brn",1809,,1514,,454.69
"btn",1809,,630,46.9,459.897545429
"bwa",1809,,398,35.6,397.2
"caf",1809,,425,45.2,443.79
"can",1809,,1391,45.1,333.47
"che",1809,,2705,41.7,344.77
"chl",1809,,1028,47.1,417.44
"chn",1809,,985,44.2,417.44
"civ",1809,,842,38.1,427.86
"cmr",1809,,627,56.2,460.21
"cod",1809,,503,42.1,422.65
"cog",1809,,590,51.1,408.51
"col",1809,,964,58.9,417.44
"com",1809,,702,36.3,416.16
"cpv",1809,,530,50.3,394.71
"cri",1809,,776,49.3,441.12
"cub",1809,,959,37,398.45
"cym",1809,,1040,,
"cyp",1809,,855,30.4,339.12
"cze",1809,,1918,34.9,379.99
"deu",1809,,1746,53,340.25
"dji",1809,,774,41.9,445.15
"dma",1809,,664,,
"dnk",1809,,2047,61,369.21
"dom",1809,,668,40.7,445.15
"dza",1809,,724,57.7,460.21
"ecu",1809,,530,38.9,405.96
"egy",1809,,792,57.7,404.69
"eri",1809,,533,45.4,441.12
"esp",1809,,1520,38,450.6
"est",1809,,948,48.9,362.15
"eth",1809,,523,47.5,447.88
"fin",1809,,1264,50.6,399.7
"fji",1809,,786,47.4,498.88
"fra",1809,,1835,59,344.183062647
"fsm",1809,,521,,424.561243365
"gab",1809,,391,45.9,435.79
"gbr",1809,,3401,59.3,314.78
"geo",1809,,544,29.7,389.39488676
"gha",1809,,701,58.4,471.38
"gin",1809,,451,32.7,449.24
"gmb",1809,,817,45.2,460.21
"gnb",1809,,778,49.8,417.44
"gnq",1809,,360,45.7,446.51
"grc",1809,,1393,49.9,360.97
"grd",1809,,960,,442.08208837
"grl",1809,,394,,
"gtm",1809,,858,35.3,503.36
"guy",1809,,1216,38.2,429.16
"hkg",1809,,1008,,
"hnd",1809,,675,60,393.46
"hrv",1809,,,,366.84
"hti",1809,,634,41.9,486.304505273
"hun",1809,,1251,47.4,368.01
"idn",1809,,996,51.7,443.79
"ind",1809,,1051,32.8,509.39
"irl",1809,,1449,44.6,348.22
"irn",1809,,978,57.7,506.38
"irq",1809,,971,57.7,427.86
"isl",1809,,928,,412.34
"isr",1809,,881,44.9,447.912613877
"ita",1809,,2570,60.5,456.05
"jam",1809,,1172,39.1,389.77
"jor",1809,,978,39.3,421.34
"jpn",1809,,1063,53.2,363.32
"kaz",1809,,1152,43.3,497.41
"ken",1809,,878,46.3,507.88
"kgz",1809,,509,46,382.064554479
"khm",1809,,905,39.3,379.99
"kir",1809,,555,,438.440488008
"kna",1809,,1166,,
"kor",1809,,571,32.1,503.36
"kwt",1809,,1135,44.8,500.35
"lao",1809,,866,38.4,418.74
"lbn",1809,,1089,57.7,447.88
"lbr",1809,,798,39,429.16
"lby",1809,,1051,44.7,404.69
"lca",1809,,876,,434.577409405
"lka",1809,,899,48,409.79
"lso",1809,,395,55.6,407.24
"ltu",1809,,1284,48.9,458.81
"lux",1809,,1455,27.2,357.45
"lva",1809,,759,48.9,404.69
"mac",1809,,994,,
"mar",1809,,716,57.7,403.44
"mco",1809,,1971,,
"mda",1809,,622,47.8,390.220044287
"mdg",1809,,574,41,437.13
