"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1932,,2496,,
"afg",1932,,925,37.2,455.364003589
"ago",1932,,1801,52.4,452.06
"alb",1932,,1717,25.9,319.85
"and",1932,,5139,,
"are",1932,,1583,44.6,404.61763761
"arg",1932,,6293,44.4,140.145658936
"arm",1932,,991,40.2,211.477572358
"atg",1932,,2269,,162.169626495
"aus",1932,,7469,41,54.3153941606
"aut",1932,,5677,37.4,160.37
"aze",1932,,1820,41.8,222.312002477
"bdi",1932,,482,47.3,392.937179903
"bel",1932,,8824,50.1,115.19
"ben",1932,,1083,45,404.000780175
"bfa",1932,,533,41.4,424.290118329
"bgd",1932,,1200,38,421.270909762
"bgr",1932,,2417,27.5,212.67
"bhr",1932,,2913,37.1,408.952799658
"bhs",1932,,5375,,149.919257809
"bih",1932,,1113,45.2,283.99
"blr",1932,,1451,26.3,168.95
"blz",1932,,1436,,182.028746143
"bmu",1932,,5343,,
"bol",1932,,2485,36.7,372.427253771
"bra",1932,,1896,42.2,374.370626173
"brb",1932,,2283,,323.027437947
"brn",1932,,3471,,260.68
"btn",1932,,800,47.3,414.702138207
"bwa",1932,,724,40.4,364.906260828
"caf",1932,,914,46.4,423.126196771
"can",1932,,6083,41.1,98.0477507216
"che",1932,,13408,39.4,66.8
"chl",1932,,2666,70,382.100576422
"chn",1932,,1064,47.2,376.67
"civ",1932,,1633,40.3,397.184573696
"cmr",1932,,1192,43.6,429.870506158
"cod",1932,,1112,44.4,391.137932477
"cog",1932,,1218,39.1,383.865300214
"col",1932,,2359,57.2,212.283650462
"com",1932,,795,39.7,387.427059019
"cpv",1932,,802,47.7,367.977280662
"cri",1932,,2102,47.4,268.671633333
"cub",1932,,3369,38,173.43
"cym",1932,,4521,,
"cyp",1932,,3105,40.8,219.64
"cze",1932,,6179,40.9,155.04
"deu",1932,,5809,45.9,112.041328413
"dji",1932,,1868,42.3,414.34
"dma",1932,,1649,,
"dnk",1932,,9219,46.4,85.1074514706
"dom",1932,,1515,41.9,392.000729118
"dza",1932,,3054,40.3,403.77481358
"ecu",1932,,1813,42.4,379.341893881
"egy",1932,,1580,45.1,404.771887074
"eri",1932,,734,47.9,410.59
"esp",1932,,4311,36,190.491562012
"est",1932,,2923,40.3,164.26
"eth",1932,,560,50.5,417.103419535
"fin",1932,,4297,43.1,100.12
"fji",1932,,1737,42.8,402.53107375
"fra",1932,,5962,61.1,98.255179447
"fsm",1932,,812,,188.439710854
"gab",1932,,516,49,405.62
"gbr",1932,,8187,40.6,92.5430194669
"geo",1932,,1181,39.5,224.255959289
"gha",1932,,1853,43.6,371.4
"gin",1932,,578,45.1,366.772740903
"gmb",1932,,934,46.4,427.866733333
"gnb",1932,,842,51.9,380.23
"gnq",1932,,456,50.9,415.6
"grc",1932,,4754,41,192.073623957
"grd",1932,,1550,,178.983456826
"grl",1932,,1913,,
"gtm",1932,,2092,43.2,465.035753165
"guy",1932,,3135,42.1,272.809615709
"hkg",1932,,2671,,
"hnd",1932,,2575,42.4,356.53058659
"hrv",1932,,3541,,243.87
"hti",1932,,1986,42.5,436.445419528
"hun",1932,,4567,29.5,297.310963115
"idn",1932,,1609,50.6,379.854578189
"ind",1932,,1194,32.2,275.178535907
"irl",1932,,5027,57.1,100.078227032
"irn",1932,,2451,42.5,469.987132129
"irq",1932,,2270,53.1,398.059776193
"isl",1932,,4170,,60.3382565359
"isr",1932,,2531,44.9,124.13
"ita",1932,,5816,49,163.45
"jam",1932,,1667,42.4,222.881518987
"jor",1932,,2306,41.9,391.010265727
"jpn",1932,,2722,49.5,183.594836361
"kaz",1932,,2995,39.5,296.038768661
"ken",1932,,1534,59.7,488.100366941
"kgz",1932,,1638,40.8,279.883662611
"khm",1932,,1072,45.8,353.69
"kir",1932,,1050,,279.39970894
"kna",1932,,2741,,
"kor",1932,,786,31.9,358.296743832
"kwt",1932,,1572,40.4,468.245598905
"lao",1932,,1114,42.1,389.75
"lbn",1932,,4248,49.1,416.680728717
"lbr",1932,,1064,45.5,382.57527551
"lby",1932,,4164,39.6,375.643091603
"lca",1932,,1292,,202.699759784
"lka",1932,,1722,46.6,267.520051546
"lso",1932,,422,51.5,369.192543681
"ltu",1932,,3986,40.3,172.1
"lux",1932,,9221,36.3,152.665720137
"lva",1932,,2335,40.3,151.25
"mac",1932,,2286,,
"mar",1932,,1360,37.7,373.231592719
"mco",1932,,8152,,
"mda",1932,,1406,27.5,211.019548986
"mdg",1932,,1323,44.3,400.771605263
"mdv",1932,,856,,373.29518727
"mex",1932,,2311,54.6,314.723592579
"mhl",1932,,898,,
"mkd",1932,,1828,44.6,283.578438116
"mli",1932,,635,46.4,431.027241374
"mlt",1932,,2189,,76.9161070822
"mmr",1932,,1728,33.5,403.508857912
"mne",1932,,2852,40.5,252.21
"mng",1932,,764,47.4,390.96
"moz",1932,,429,40.7,409.934994641
"mrt",1932,,981,48.9,364.862227476
"mus",1932,,1910,42.6,258.383701845
"mwi",1932,,356,41.2,404.968394428
"mys",1932,,2500,41,377.730151203
"nam",1932,,2904,44.3,382.607895277
"ner",1932,,821,46.2,403.57553057
"nga",1932,,1931,45.4,412.968766742
"nic",1932,,2598,52.5,411.755558445
"nld",1932,,8375,42.8,62.4399737
"nor",1932,,7066,44.6,59.0713833333
"npl",1932,,858,41.7,376.98946657
"nru",1932,,2003,,
"nzl",1932,,7300,39.1,46.365398614
"omn",1932,,2192,42,404.199854558
"pak",1932,,1387,41.4,460.057897218
"pan",1932,,3010,41.4,331.82536
"per",1932,,3158,61.4,344.36838459
"phl",1932,,2367,49.2,369.102162835
"plw",1932,,3319,,
"png",1932,,851,47.2,394.456416952
"pol",1932,,3007,25.9,231.374011256
"pri",1932,,3461,,
"prk",1932,,834,47.8,335.98
"prt",1932,,3037,48.8,236.99
"pry",1932,,3359,41.4,348.732319553
"pse",1932,,1179,44.8,384.543491318
"qat",1932,,1416,43.4,403.571935714
"rou",1932,,2949,27.5,300.701955671
"rus",1932,,3760,26.3,174.958284352
"rwa",1932,,511,47.3,385.571075764
"sau",1932,,962,43.6,387.35
"sdn",1932,,1216,45.5,396.741202328
"sen",1932,,1178,42.2,477.38540191
"sgp",1932,,2574,41.4,287.67
"slb",1932,,696,47.8,469.561099796
"sle",1932,,1127,45.9,486.706902824
"slv",1932,,1954,41.3,410.172134219
"smr",1932,,4172,,
"som",1932,,880,45.4,420.68
"srb",1932,,3450,42.8,138.863440106
"ssd",1932,,1230,45.46,418.055295162
"stp",1932,,1116,,254.159241904
"sur",1932,,4140,35.9,310.39
"svk",1932,,4580,46,199.88
"svn",1932,,3719,41.6,226.7
"swe",1932,,6875,51.3,66.7764891775
"swz",1932,,1034,45.6,382.445773421
"syc",1932,,2492,,138.917014233
"syr",1932,,1612,44.6,403.356173275
"tca",1932,,1339,,
"tcd",1932,,903,43.5,401.9
"tgo",1932,,1059,40.4,397.164710981
"tha",1932,,1224,45.9,373.860944181
"tjk",1932,,1289,47.6,281.137177494
"tkm",1932,,2492,43.3,289.688230077
"tls",1932,,672,48.5,428.661843605
"ton",1932,,1134,,158.237060314
"tto",1932,,3181,44.2,166.39889664
"tun",1932,,1429,37.7,399.843840741
"tur",1932,,2247,57.9,347.304692444
"tuv",1932,,1188,,
"twn",1932,,2110,,
"tza",1932,,816,42.6,386.401702
"uga",1932,,772,45.1,474.720665604
"ukr",1932,,1999,41.4,220.382537572
"ury",1932,,6756,54.7,147.317362479
"usa",1932,,7991,52.2,76.3541364188
"uzb",1932,,908,43.7,284.139408984
"vct",1932,,1860,,218.403795813
"ven",1932,,4277,43.7,259.125898343
"vnm",1932,,1060,44.2,377.514608365
"vut",1932,,1024,,203.775873996
"wsm",1932,,2414,,260.961850083
"yem",1932,,1281,44.2,511.300432603
"zaf",1932,,4424,68.9,359.37
"zmb",1932,,1553,42.1,384.358887963
"zwe",1932,,1039,43.3,368.636930509
