"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1892,,1356,,
"afg",1892,,772,37.1,481.39
"ago",1892,,925,30.2,485.68
"alb",1892,,1036,28.3,375.2
"and",1892,,2907,,
"are",1892,,1782,43.4,434.46
"arg",1892,,5569,42,395.95
"arm",1892,,655,33.2,329.115781427
"atg",1892,,1233,,224.394702795
"aus",1892,,6650,37.1,160.37
"aut",1892,,4925,36.8,420.61
"aze",1892,,1113,45.4,318.086438707
"bdi",1892,,455,43.7,423.95
"bel",1892,,6415,49.1,261.84
"ben",1892,,847,42.7,430.46
"bfa",1892,,522,37.5,454.69
"bgd",1892,,947,39.3,555
"bgr",1892,,1917,34.4,324.61
"bhr",1892,,2466,41.6,439.79
"bhs",1892,,2354,,212.091957647
"bih",1892,,1045,45.9,378.8
"blr",1892,,897,50,365.67
"blz",1892,,943,,241.936565688
"bmu",1892,,1999,,
"bol",1892,,1693,36.9,404.69
"bra",1892,,1375,24.9,417.44
"brb",1892,,1488,,649.298600532
"brn",1892,,1936,,454.69
"btn",1892,,727,48,429.160929762
"bwa",1892,,564,35.6,397.2
"caf",1892,,602,49,443.79
"can",1892,,3951,41.2,275.65168127
"che",1892,,8055,35.1,196.6
"chl",1892,,3044,69,429.280488739
"chn",1892,,916,25.9,417.44
"civ",1892,,1174,45.1,427.86
"cmr",1892,,889,34,460.21
"cod",1892,,709,42.1,422.65
"cog",1892,,746,41.8,408.51
"col",1892,,1163,44,417.44
"com",1892,,764,47.3,416.16
"cpv",1892,,721,48,394.71
"cri",1892,,1738,43.6,425.25
"cub",1892,,2512,41.6,427.86
"cym",1892,,1692,,
"cyp",1892,,2005,42.7,339.12
"cze",1892,,3539,41.8,379.99
"deu",1892,,3798,40.7,373.78
"dji",1892,,1006,46,445.15
"dma",1892,,1080,,
"dnk",1892,,4737,45.1,206.98
"dom",1892,,988,46.1,445.15
"dza",1892,,1604,33.5,460.21
"ecu",1892,,841,47,405.96
"egy",1892,,1191,34,404.69
